Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No,Invoice No,Invoiced Value,Supplier Name,Address Book No,Proclass Details Level 1,Thomson Classification Description
BUSINESS INTELLIGENCE,8440,FEE EXPENSES,2013-01-03,3387880,ERS INVOICE77491,737.14,JOHN FARRAR,505273,Consultancy,BUSINESS & MANAGEMENT CONSULTA
CORPORATE ROOM BOOKINGS,8440,FEE EXPENSES,2013-01-03,3349149,1025,467.5,THE MEGA CENTRE,326348,Human Resources,CONFERENCE ROOMS & CENTRES
MOORFOOT BUILDING,6020,REPAIRS AND MTCE - PROGRAMMED,2013-01-03,3356067,95018704,600,SCHNEIDER ELECTRIC BUILDINGS UK LIMITED,534667,Construction,ELECTRICIANS & ELECTRICAL CONT
CHILDREN'S COMMISSIONING,8440,FEE EXPENSES,2013-01-03,3371122,350003417,31984.71,DEPARTMENT FOR EDUCATION & EMPLOYMENT,370598,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
NEW BANK HOUSE,6020,REPAIRS AND MTCE - PROGRAMMED,2013-01-03,3375904,81329,1152.25,SERVICEMASTER (C.S.) SHEFFIELD,208319,Cleaning and Janitorial,CLEANING SERVICES - COMMERCIAL
MOORFOOT BUILDING,6020,REPAIRS AND MTCE - PROGRAMMED,2013-01-03,3375914,H362253,1163.00,CLYMAC LIMITED,549511,Facilities Management,FIRE ALARM SYSTEMS
SCHOOL SWIMMING SERVICE,7060,EXTERNAL VEHICLE HIRE,2013-01-03,3377201,11743C,10528.00,LINBURG TOURING LTD,478437,Transport,COACH HIRE
FIRST START CHILDRENS CENTRE,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-03,3377880,569618-0027793/793,296.44,TEMPEST PHOTOGRAPHY,436059,Facilities Management,PHOTOGRAPHERS - GENERAL
SHELTERED HOUSING SCHEMES,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-03,3378144,11670757,267.51,CURRYS ELECTRICAL,425865,Domestic Goods,ELECTRICAL GOODS - SALES
SCHOOL SWIMMING SERVICE,7060,EXTERNAL VEHICLE HIRE,2013-01-03,3378521,AT107533,2560.00,ASHLEY TRAVEL LTD,439136,Vehicles Not Buses,MINI BUSES - HIRE & LEASING
PARKHILL DEMOLITION SHM (STH),1143,COMPENSATION,2013-01-03,3379030,530585,424.42,PICKFORDS,573763,Transport,REMOVALS - OVERSEAS
SWAN COMMISSIONED,1143,COMPENSATION,2013-01-03,3379032,530423,313.71,PICKFORDS,573763,Transport,REMOVALS - OVERSEAS
SWAN COMMISSIONED,1143,COMPENSATION,2013-01-03,3380080,530638,423.91,PICKFORDS,573763,Transport,REMOVALS - OVERSEAS
ACTIVITY CENTRES GRANTS,6020,REPAIRS AND MTCE - PROGRAMMED,2013-01-03,3380787,21027,3151.00,IAN WHITEHEAD CONTRACT FURNISHING LTD,205673,Furniture,CONTRACT FURNISHERS
ACTIVITY CENTRES GRANTS,6020,REPAIRS AND MTCE - PROGRAMMED,2013-01-03,3380799,21026,3096.00,IAN WHITEHEAD CONTRACT FURNISHING LTD,205673,Furniture,CONTRACT FURNISHERS
ACTIVITY CENTRES GRANTS,6020,REPAIRS AND MTCE - PROGRAMMED,2013-01-03,3380801,21028,4755.00,IAN WHITEHEAD CONTRACT FURNISHING LTD,205673,Furniture,CONTRACT FURNISHERS
ACTIVITY CENTRES GRANTS,6020,REPAIRS AND MTCE - PROGRAMMED,2013-01-03,3380817,21030,2787.00,IAN WHITEHEAD CONTRACT FURNISHING LTD,205673,Furniture,CONTRACT FURNISHERS
CITY WIDE CARE ALARMS,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-03,3380850,3IN/10212345,4950.00,TUNSTALL HEALTHCARE (UK) LIMITED,209178,ICT,TELECOMMUNICATIONS EQUIPMENT &
CITY WIDE CARE ALARMS,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-03,3380853,3IN/10212346,4950.00,TUNSTALL HEALTHCARE (UK) LIMITED,209178,ICT,TELECOMMUNICATIONS EQUIPMENT &
SWAN COMMISSIONED,1143,COMPENSATION,2013-01-03,3381014,531135,456.45,PICKFORDS,573763,Transport,REMOVALS - OVERSEAS
PARKHILL DEMOLITION SHM (STH),1143,COMPENSATION,2013-01-03,3381016,531137,454.41,PICKFORDS,573763,Transport,REMOVALS - OVERSEAS
HIST,8620,COMPUTER MAINTENANCE,2013-01-03,3381088,80208595,750,DX NETWORK SERVICES LTD,532422,Mail Services,COURIER & MESSENGER SERVICES
LEARNING SUPPORT,8380,PHOTOCOPYING,2013-01-03,3381418,1105789608,557.8,KONICA MINOLTA BUSINESS SOLUTIONS,375732,ICT,PHOTOCOPIERS
GENERAL ADMINISTRATION,8020,EQUIPMENT LEASE/ RENTAL/ HIRE,2013-01-03,3381533,428891,484,BANNER PLANT  LTD,203248,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
TRANSPORT FLEET MANAGEMENT,5750,TRAINING EXPENDITURE,2013-01-03,3381535,8185983,461.92,FREIGHT TRANSPORT ASSOCIATION,204963,Human Resources,BUSINESS & TRADE ORGANISATIONS
TRANSPORT FLEET MANAGEMENT,7060,EXTERNAL VEHICLE HIRE,2013-01-03,3381539,1210/20094,273,WILLIAM G SEARCH LTD,209535,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
RESOURCES MANAGER,8370,PRINTING,2013-01-03,3381726,1105769977,332.5,KONICA MINOLTA BUSINESS SOLUTIONS EAST,206267,ICT,OFFICE EQUIPMENT MNFRS & DISTR
RESOURCES MANAGER,8370,PRINTING,2013-01-03,3381727,1099275756,688.95,KONICA MINOLTA BUSINESS SOLUTIONS EAST,206267,ICT,OFFICE EQUIPMENT MNFRS & DISTR
LOCALITY 2 MANAGEMENT+O/HEADS,8240,CONFERENCE EXPENSES,2013-01-03,3382005,N2731,542,NIAGARA SPORTS & SOCIAL CLUB,446529,Human Resources,CONFERENCE SERVICES
OTHER REPAIRS & FEES,6020,LEGIONELLA MONITORING,2013-01-03,3382066,10705277,1364.61,RENTOKIL INITIAL UK LTD,437082,Cleaning and Janitorial,CLEANING SERVICES - COMMERCIAL
CEMETERIES,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-03,3382162,A1091,326,MR DAVID PARAMORE,501202,Construction,STONEMASONS
NLDC (AUG 11 - JULY 12),9120,OTHER AGENCIES,2013-01-03,3382177,110,1017.25,SHEFFIELD ASSOCIATION FOR THE VOLUNTARY,350936,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
NLDC (AUG 11 - JULY 12),9120,OTHER AGENCIES,2013-01-03,3382207,111,970.3,SHEFFIELD ASSOCIATION FOR THE VOLUNTARY,350936,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
TRANSPORT FLEET MANAGEMENT,7060,EXTERNAL VEHICLE HIRE,2013-01-03,3382254,IW01048930,398.24,NORTHGATE VEHICLE HIRE LTD,454183,Vehicles Not Buses,VAN & TRUCK HIRE
MEDICO LEGAL CENTRE,6110,CLEANING/DOMESTIC MAT./SUPPLY,2013-01-03,3382262,C6503,276.8,CHEMSOL LTD,342893,Unclassified Trade,CHEMICALS - DISTRIBUTORS & WHO
MEDICO LEGAL CENTRE,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-03,3382262,C6503,259.76,CHEMSOL LTD,342893,Unclassified Trade,CHEMICALS - DISTRIBUTORS & WHO
MEDICO LEGAL CENTRE,8110,"CLOTHING, UNIFORM AND LAUNDRY",2013-01-03,3382262,C6503,352,CHEMSOL LTD,342893,Unclassified Trade,CHEMICALS - DISTRIBUTORS & WHO
COMMUNITY ASSEMBLY EAST,8020,EQUIPMENT LEASE/ RENTAL/ HIRE,2013-01-03,3382265,12663,427,CVC EVENT SERVICES LTD,381526,Leisure Services,"EXHIBITION, EVENT & TRADE FAIR"
PURCHASING & PAYMENTS TEAM,5610,AGENCY STAFF,2013-01-03,3382280,C0224605978,13379.13,REED EMPLOYMENT,317819,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
ESTATE SERVICES,6090,TIPPING COSTS,2013-01-03,3382289,48504/1,4190.26,R FLETCHER WASTE DISPOSAL LTD,473104,Environmental Services,WASTE DISPOSAL SERVICES
PURCHASING & PAYMENTS TEAM,7140,PUBLIC TRANSPORT COSTS,2013-01-03,3382299,2383,330,SHEFFIELD CITY TAXIS LTD,301182,Transport,TAXIS & PRIVATE HIRE
PURCHASING & PAYMENTS TEAM,7140,PUBLIC TRANSPORT COSTS,2013-01-03,3382301,2402,266.5,SHEFFIELD CITY TAXIS LTD,301182,Transport,TAXIS & PRIVATE HIRE
CUSTOMER CARE & COMMUNICATIONS,8490,TRANSLATN/SIGN/INTERPRET FEES,2013-01-03,3382305,3054271,1236.46,LANGUAGE LINE LIMITED,206348,Human Resources,TRANSLATORS & INTERPRETERS
TRAINING - BROCKWOOD,8440,FEE EXPENSES,2013-01-03,3382702,EV-SCC001,3974.50,EQUAL VOICES,529072,Human Resources,TRAINING SERVICES
FUTURE PROOF NEETS 14 - 25,9120,OTHER AGENCIES,2013-01-03,3382891,621,1621.40,THE SOURCE AT MEADOWHALL,350485,Human Resources,TRAINING CENTRES
DIVING DEVELOPMENT,6280,HIRE OF PREMISES,2013-01-03,3382963,21,2000.00,CITY OF SHEFFIELD DIVING CLUB,526962,Leisure Services,DIVING SCHOOLS
MINOR ADAPTATIONS,6020,REPAIRS AND MTCE - PROGRAMMED,2013-01-03,3382979,61765,360,G B ALLEN,204993,Construction,PLUMBERS
MINOR ADAPTATIONS,6020,REPAIRS AND MTCE - PROGRAMMED,2013-01-03,3382981,61766,385,G B ALLEN,204993,Construction,PLUMBERS
CITY WIDE CARE ALARMS,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-03,3382991,3IN/10212768,8000.00,TUNSTALL HEALTHCARE (UK) LIMITED,209178,ICT,TELECOMMUNICATIONS EQUIPMENT &
FURNISHED ACCOMMODATION,6020,VOID PAINTING INITIATIVE,2013-01-03,3383045,L08660,304,BELL GROUP (LEEDS),441427,Construction,PAINTERS & DECORATORS
FURNISHED ACCOMMODATION,6020,VOID PAINTING INITIATIVE,2013-01-03,3383047,L08661,854,BELL GROUP (LEEDS),441427,Construction,PAINTERS & DECORATORS
FURNISHED ACCOMMODATION,6020,VOID PAINTING INITIATIVE,2013-01-03,3383050,L08662,576,BELL GROUP (LEEDS),441427,Construction,PAINTERS & DECORATORS
FURNISHED ACCOMMODATION,6020,VOID PAINTING INITIATIVE,2013-01-03,3383053,L08663,584,BELL GROUP (LEEDS),441427,Construction,PAINTERS & DECORATORS
FURNISHED ACCOMMODATION,6020,VOID PAINTING INITIATIVE,2013-01-03,3383056,L08664,854,BELL GROUP (LEEDS),441427,Construction,PAINTERS & DECORATORS
FURNISHED ACCOMMODATION,6020,VOID PAINTING INITIATIVE,2013-01-03,3383059,L08665,854,BELL GROUP (LEEDS),441427,Construction,PAINTERS & DECORATORS
FURNISHED ACCOMMODATION,6020,VOID PAINTING INITIATIVE,2013-01-03,3383061,L08666,584,BELL GROUP (LEEDS),441427,Construction,PAINTERS & DECORATORS
TRANSPORT FLEET MANAGEMENT,7040,OTHER VEHICLE RUNNING COSTS,2013-01-03,3383101,675,3125.14,VISILINK LIMITED,562784,Vehicles Not Buses,COMMERCIAL VEHICLE SECURITY
CITY WIDE CARE ALARMS,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-03,3383116,3IN/10212977,373.8,TUNSTALL HEALTHCARE (UK) LIMITED,209178,ICT,TELECOMMUNICATIONS EQUIPMENT &
CITY WIDE CARE ALARMS,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-03,3383117,3IN/10212976,1873.50,TUNSTALL HEALTHCARE (UK) LIMITED,209178,ICT,TELECOMMUNICATIONS EQUIPMENT &
CITY WIDE CARE ALARMS,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-03,3383123,3IN/10212861,1873.50,TUNSTALL HEALTHCARE (UK) LIMITED,209178,ICT,TELECOMMUNICATIONS EQUIPMENT &
FUTURE PROOF NEETS 14 - 25,9120,OTHER AGENCIES,2013-01-03,3383153,627,355.1,THE SOURCE AT MEADOWHALL,350485,Human Resources,TRAINING CENTRES
GROUNDS MAINTENANCE,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-03,3383163,SIN312429,1428.00,SEDDONS (PLANT & ENGINEERS) LTD,533323,Construction,ENGINEERS - GENERAL
OTHER REPAIRS & FEES,6020,LEGIONELLA MONITORING,2013-01-03,3383178,10705112,3181.75,RENTOKIL INITIAL UK LTD,437082,Cleaning and Janitorial,CLEANING SERVICES - COMMERCIAL
OTHER REPAIRS & FEES,6020,LEGIONELLA MONITORING,2013-01-03,3383180,10705114,321.13,RENTOKIL INITIAL UK LTD,437082,Cleaning and Janitorial,CLEANING SERVICES - COMMERCIAL
MI-21/WORLD METAL INDEX,4080,FEES & CHARGES,2013-01-03,3383200,8361,325,BIRCHENALLHOWDEN LTD,518758,Consultancy,COMPUTER CONSULTANTS
ASBESTOS REMOVAL,1193,CONSULTANTS FEES,2013-01-03,3383206,SLINV2/00045766,800,IOM CONSULTING LTD,442538,Health and Safety,SAFETY CONSULTANTS
SURVEYS,8460,CONSULTANTS FEES,2013-01-03,3383208,SLINV2/00045767,1007.76,IOM CONSULTING LTD,442538,Health and Safety,SAFETY CONSULTANTS
TRANSPORT FLEET PASSENGER SERV,8110,"CLOTHING, UNIFORM AND LAUNDRY",2013-01-03,3383211,4000336122,358.45,THE NORTHERN GENERAL HOSPITAL,379401,Unclassified Non Trade,HOSPITALS
FURNISHED ACCOMMODATION,6020,VOID PAINTING INITIATIVE,2013-01-03,3383249,L08670,584,BELL GROUP (LEEDS),441427,Construction,PAINTERS & DECORATORS
TRANSFORMATION TEAM,8050,FURNITURE PURCHASES,2013-01-03,3383254,38679,275.5,SIS WORKSPACE LTD,466606,Construction,OFFICE REFURBISHMENT SERVICES
CITY WIDE CARE ALARMS,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-03,3383313,S121113,501,REDACTED PERSONAL DATA,575693,Social Community Care,HOME CARE SERVICES
EMTAS,6280,HIRE OF PREMISES,2013-01-03,3383335,FDI06896,556.95,SHEFFIELD HALLAM UNIVERSITY ENTERPRISES,300693,Unclassified Non Trade,UNIVERSITIES & MEDICAL SCHOOLS
ACTIVITY CENTRES GRANTS,6020,REPAIRS AND MTCE - PROGRAMMED,2013-01-03,3383336,21049,5751.00,IAN WHITEHEAD CONTRACT FURNISHING LTD,205673,Furniture,CONTRACT FURNISHERS
ACTIVITY CENTRES GRANTS,6020,REPAIRS AND MTCE - PROGRAMMED,2013-01-03,3383337,21048,3764.00,IAN WHITEHEAD CONTRACT FURNISHING LTD,205673,Furniture,CONTRACT FURNISHERS
ACTIVITY CENTRES GRANTS,6020,REPAIRS AND MTCE - PROGRAMMED,2013-01-03,3383339,21047,1553.00,IAN WHITEHEAD CONTRACT FURNISHING LTD,205673,Furniture,CONTRACT FURNISHERS
SANCTUARY SCHEME,8060,MATERIALS AND SUPPLIES GENERAL,2013-01-03,3383349,32000,1536.00,THE SAFETY LETTERBOX COMPANY,501188,Mail Services,MAILING HOUSES
FURNISHED ACCOMMODATION,8050,FURNITURE PURCHASES,2013-01-03,3383350,SI0126712,4950.00,ANNAGHMORE AGENCIES,571556,Furniture,FURNITURE - WHOLESALE
FURNISHED ACCOMMODATION,8050,FURNITURE PURCHASES,2013-01-03,3383351,SI0126711,2637.00,ANNAGHMORE AGENCIES,571556,Furniture,FURNITURE - WHOLESALE
FURNISHED ACCOMMODATION,8050,FURNITURE PURCHASES,2013-01-03,3383352,SI0126713,4980.00,ANNAGHMORE AGENCIES,571556,Furniture,FURNITURE - WHOLESALE
LICENSING,8060,MATERIALS AND SUPPLIES GENERAL,2013-01-03,3383361,14526,2822.84,VIP SYSTEM LTD.,455617,Vehicles Not Buses,CAR ACCESSORIES & PARTS
NORBURY,8060,MATERIALS AND SUPPLIES GENERAL,2013-01-03,3385319,4746127,877.5,KAFEVEND GROUP PLC,369503,Catering,VENDING MACHINES - SALES & SER
NORTH AREA,8110,"CLOTHING, UNIFORM AND LAUNDRY",2013-01-03,3385323,918291709,760.04,ARCO LTD,203022,Clothing,SAFETY EQUIPMENT & CLOTHING
CORONIAL SERVICES,8550,OTHER SERVICES,2013-01-03,3385386,4000336611,1401.41,SHEFFIELD TEACHING HOSPITALS NHS TRUST,308114,Unclassified Non Trade,HOSPITALS
CORONIAL SERVICES,8090,BEREAVEMENT SUPPLIES,2013-01-03,3385389,00032-12982136/PA,1941.67,DIGNITY CARING FUNERAL SERVICES,563208,Environmental Services,FUNERAL DIRECTORS
FUTURE PROOF NEETS 14 - 25,9120,OTHER AGENCIES,2013-01-03,3385443,317,347.8,A MIND APART THEATRE COMPANY LTD,508180,Education,DRAMA SCHOOLS
SERVICE OVERHEADS,6280,HIRE OF PREMISES,2013-01-03,3385447,LDDS052,420,HANDSWORTH COMMUNITY NURSERY,297395,Social Community Care,NURSERIES & CRECHES
100 APPRENTICES,9120,OTHER AGENCIES,2013-01-03,3385479,43416,292.22,JUST FOR KIDZ,318059,Social Community Care,NURSERIES & CRECHES
100 APPRENTICES,9120,OTHER AGENCIES,2013-01-03,3385490,4547,260,RICHARD THORPE RACING LTD,566240,Vehicles Not Buses,GARAGE SERVICES
100 APPRENTICES,9120,OTHER AGENCIES,2013-01-03,3385492,RSC/142,438.75,RIVER STEWARDSHIP COMPANY,547441,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
100 APPRENTICES,9120,OTHER AGENCIES,2013-01-03,3385493,RSC/143,438.75,RIVER STEWARDSHIP COMPANY,547441,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
TRANSPORT FLEET MANAGEMENT,7060,EXTERNAL VEHICLE HIRE,2013-01-03,3385504,SL01524743INV/CRED,8325.95,NORTHGATE VEHICLE HIRE LTD,454183,Vehicles Not Buses,VAN & TRUCK HIRE
DOMESTIC ABUSE SP40,8390,STATIONERY,2013-01-03,3385599,SINV00242439,516.84,R A ROBERTS (OFFICE EQUIPMENT) LTD,207777,Furniture,OFFICE FURNITURE & EQUIPMENT
SHARROW ALMO WORKS,1165,NC&A OTHER,2013-01-03,3385652,12060023,24800.94,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
BLOCK CLEANING NORTH WEST,8060,MATERIALS AND SUPPLIES GENERAL,2013-01-03,3386100,918305514,329.21,ARCO LTD,203022,Clothing,SAFETY EQUIPMENT & CLOTHING
FUTURE PROOF NEETS 14 - 25,9120,OTHER AGENCIES,2013-01-03,3386878,6759,1552.50,SHEFFIELD FUTURES,322702,Medical,COUNSELLING & ADVICE SERVICES
EGYV PROJECT,7140,PUBLIC TRANSPORT COSTS,2013-01-03,3386894,01/3888016,413,CO-OPERATIVE TRAVEL MANAGEMENT,202987,Facilities Management,TRAVEL AGENTS & HOLIDAY COMPAN
SERVICE OVERHEADS,6280,HIRE OF PREMISES,2013-01-03,3386899,3024981,1600.00,SHEFFIELD INTERNATIONAL VENUES (EIS),285674,Leisure Services,SPORTS GROUNDS & STADIUMS
REGISTER OFFICE,8390,STATIONERY,2013-01-03,3386961,5242,2772.46,CIVIL CEREMONIES LTD,344743,Human Resources,TRAINING SERVICES
MEDICO LEGAL CENTRE,6110,CLEANING/DOMESTIC MAT./SUPPLY,2013-01-03,3386965,C6515,515.5,CHEMSOL LTD,342893,Unclassified Trade,CHEMICALS - DISTRIBUTORS & WHO
HARD FM,6030,REPAIRS AND MTCE - RESPONSIVE,2013-01-03,3386970,1466,495,CRB DOOR SYSTEMS LTD,541144,Construction,DOORS - REPAIRING
AUDIT,8460,CONSULTANTS FEES,2013-01-03,3386998,9614,500,ETON ENVIRONMENTAL SERVICES,502195,Construction,ASBESTOS SURVEYS & REMOVALS
AUDIT,8460,CONSULTANTS FEES,2013-01-03,3387001,9615,500,ETON ENVIRONMENTAL SERVICES,502195,Construction,ASBESTOS SURVEYS & REMOVALS
AUDIT,8460,CONSULTANTS FEES,2013-01-03,3387003,9633,500,ETON ENVIRONMENTAL SERVICES,502195,Construction,ASBESTOS SURVEYS & REMOVALS
AUDIT,8460,CONSULTANTS FEES,2013-01-03,3387007,9617,500,ETON ENVIRONMENTAL SERVICES,502195,Construction,ASBESTOS SURVEYS & REMOVALS
AUDIT,8460,CONSULTANTS FEES,2013-01-03,3387009,9616,500,ETON ENVIRONMENTAL SERVICES,502195,Construction,ASBESTOS SURVEYS & REMOVALS
MINOR ADAPTATIONS,6030,REPAIRS AND MTCE - RESPONSIVE,2013-01-03,3387014,4679,405,T & T CONSTRUCTION,208772,Construction,CONSTRUCTION CONTRACTORS - GEN
DIVING DEVELOPMENT,8440,FEE EXPENSES,2013-01-03,3387029,22,273,CITY OF SHEFFIELD DIVING CLUB,526962,Leisure Services,DIVING SCHOOLS
POLICY AND PERFORMANCE TEAM,8620,ICT LEASE/RENTALS,2013-01-03,3387121,AS1208NOV,950,PERF INFO MANAGEMENT SYSTEMS LTD,470480,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
POLICY AND PERFORMANCE TEAM,8620,ICT LEASE/RENTALS,2013-01-03,3387123,AS1207OCT,950,PERF INFO MANAGEMENT SYSTEMS LTD,470480,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
SHEFFIELD HOMES MANAGEMENT COS,8350,MISCELLANEOUS EXPENSES,2013-01-03,3387132,688,4316.21,SHEFFIELD HOMES LTD,503889,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
TRANSITIONAL CHILDCARE FUND,8440,FEE EXPENSES,2013-01-03,3387178,159,2000.00,STRADBROKE AFTER SCHOOL CLUB,426251,Social Community Care,AFTER SCHOOL CARE
COMMUNITY ENGAGE & GOVERNANCE,9120,OTHER AGENCIES,2013-01-03,3387201,980692,867.41,DESIGN & PRINT SERVICE (SHEFFIELD HOMES),387617,Facilities Management,PRINTERS
SWAN COMMISSIONED,1143,COMPENSATION,2013-01-03,3387215,537330,437.43,PICKFORDS,573763,Transport,REMOVALS - OVERSEAS
PARKHILL DEMOLITION SHM (STH),1143,COMPENSATION,2013-01-03,3387216,537479,454.41,PICKFORDS,573763,Transport,REMOVALS - OVERSEAS
SOUTH WEST PAYMENTS TO TENANTS,6060,DECANTING/REMOVAL COSTS,2013-01-03,3387217,537329,488.64,PICKFORDS,573763,Transport,REMOVALS - OVERSEAS
ACTIVITY CENTRES GRANTS,6020,REPAIRS AND MTCE - PROGRAMMED,2013-01-03,3387316,21029,2262.00,IAN WHITEHEAD CONTRACT FURNISHING LTD,205673,Furniture,CONTRACT FURNISHERS
EXECUTIVE,6280,HIRE OF PREMISES,2013-01-03,3387366,PAT83156,803.33,SHOWROOM,449463,Human Resources,CONFERENCE ROOMS & CENTRES
MANAGEMENT TEAM LD,5010,GENERAL BASIC PAY,2013-01-03,3387367,2100075725,4114.36,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
COMPLEX NEEDS,5010,GENERAL BASIC PAY,2013-01-03,3387473,2100075722,1437.18,SHEFFIELD HEALTH AND SOCIAL CARE,336425,Unclassified Non Trade,HEALTH AUTHORITIES
SHARROW ALMO WORKS,1165,NC&A OTHER,2013-01-03,3387540,12050183,74019.43,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
EP EAST,1157,DWELLINGS MAIN CONTRACT,2013-01-03,3387565,636,1957.00,HILLSBOROUGH FENCING CO LTD,205531,Construction,FENCING CONTRACTORS
SHEFFIELD FIRST PARTNERSHIP,8440,FEE EXPENSES,2013-01-03,3387659,1800087387,2000.00,THE UNIVERSITY OF SHEFFIELD,386995,Unclassified Non Trade,UNIVERSITIES & MEDICAL SCHOOLS
ADAPTATIONS,1157,DWELLINGS MAIN CONTRACT,2013-01-03,3387672,12050243,52801.22,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
NORTH OF ENGLAND CONFERENCE,8440,FEE EXPENSES,2013-01-03,3387707,14406,291.13,LEWISLIVE LTD,570972,Leisure Services,"EXHIBITION, EVENT & TRADE FAIR"
SCHOOL MEALS,8130,CATERING SUPPLIES,2013-01-03,3387729,SI-TSS-10000708,233054.50,TAYLOR SHAW LIMITED T/A TAYLOR SHAW,520165,Catering,CATERERS
SCHOOL MEALS,8150,CONTRACT CATERING,2013-01-03,3387729,SI-TSS-10000708,341169.50,TAYLOR SHAW LIMITED T/A TAYLOR SHAW,520165,Catering,CATERERS
SCHOOL MEALS,8440,FEE EXPENSES,2013-01-03,3387731,SI-TSS-10000709,836.83,TAYLOR SHAW LIMITED T/A TAYLOR SHAW,520165,Catering,CATERERS
SCHOOL MEALS,8130,CATERING SUPPLIES,2013-01-03,3387733,SI-TSS-10000731,1000.00,TAYLOR SHAW LIMITED T/A TAYLOR SHAW,520165,Catering,CATERERS
SCHOOL MEALS,8150,CONTRACT CATERING,2013-01-03,3387733,SI-TSS-10000731,4150.82,TAYLOR SHAW LIMITED T/A TAYLOR SHAW,520165,Catering,CATERERS
SCHOOL MEALS,8130,CATERING SUPPLIES,2013-01-03,3387755,1904/90528227,4385.67,MITIE PFI LIMITED,472380,Facilities Management,FACILITIES MANAGEMENT
SCHOOL MEALS,8150,CONTRACT CATERING - INVOICE,2013-01-03,3387755,1904/90528227,9704.24,MITIE PFI LIMITED,472380,Facilities Management,FACILITIES MANAGEMENT
BROOMHILL LIBRARY,6150,ELECTRICITY,2013-01-03,3387677,27140192,522.73,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
BROOMHILL LIBRARY,6150,ELECTRICITY,2013-01-03,3387693,27140192,485.17,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
JORDANTHORPE LIBRARY,6150,ELECTRICITY,2013-01-03,3387694,27140380,282.82,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
CORPORATE MAIL,8570,POSTAGE & DELIVERY,2013-01-03,3387697,9041466347,10758.34,ROYAL MAIL GROUP LTD,295326,Mail Services,DELIVERY SERVICES
STOCKSBRIDGE LIBRARY,6150,ELECTRICITY,2013-01-03,3387699,27140598,910.85,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
STADIA TECHNOLOGY PARK,6160,GAS,2013-01-03,3387703,A3558478/381359,906.03,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
STOCKSBRIDGE LIBRARY,6150,ELECTRICITY,2013-01-03,3387705,27140598,894.18,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
NORBURY,6150,ELECTRICITY,2013-01-03,3387706,27140704,950.63,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
JORDANTHORPE LIBRARY,6150,ELECTRICITY,2013-01-03,3387708,27140380,253.38,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
ENDCLIFFE PARK,6150,ELECTRICITY,2013-01-03,3387734,27140272,473.72,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
PARKS OPERATIONS SOUTH,6150,ELECTRICITY,2013-01-03,3387743,27141299,276.67,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
PFI 2,6150,ELECTRICITY,2013-01-03,3387884,800492110/97,1547.28,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
WEST SA - LAC,9440,LOOKED AFTER CHILDREN,2013-01-03,3387642,12017883,515.65,REDACTED PERSONAL DATA,545385,Social Community Care,CHILDCARE SERVICES
