Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No,Invoice No,Invoiced Value,Supplier Name,Address Book No,Proclass Details Level 1,Thomson Classification Description
PROVIDER CONTRACT AUG13-JUL14,9120,OTHER AGENCIES,2015-01-05,3758983,3685/4055,2110.50,HEELEY DEVELOPMENT TRUST,363241,,CHARITIES & VOLUNTARY ORGANISA
LANDSCAPE SERVICES,8020,EQUIPMENT LEASE/ RENTAL/ HIRE,2015-01-05,3760751,756967,3200.00,RUSSELL GROUP GROUNDCARE,516234,,HORTICULTURAL EQUIPMENT MAINTE
CITY CENTRE PROMOTIONAL PLAN,8440,FEE EXPENSES,2015-01-05,3760800,41991,800.00,FIRE & POLICE MUSEUM,297992,,MUSEUMS
POLICY AND IMPROVEMENT,8440,FEE EXPENSES,2015-01-05,3760805,TI02009,1703.76,LANGUAGELINE SOLUTIONS,206348,,TRANSLATORS & INTERPRETERS
LSE SUB-CONTRACTORS,9120,OTHER AGENCIES,2015-01-05,3760899,8249,3000.00,HEELEY CITY FARM,301277,,CHARITIES & VOLUNTARY ORGANISA
COMMERCIAL DIRECTOR,8440,FEE EXPENSES,2015-01-05,3760913,43100,1112.50,VELOCITY TECHNOLOGY SOLUTIONS UK LTD,488950,,COMPUTER SYSTEMS & SOFTWARE (D
EVENTS IN PARKS,8200,EVENTS EXPENDITURE,2015-01-05,3760919,514,3375.00,EVENTS SOLUTION LTD,403612,,"MARQUEES, TENTS & PORTABLE FLO"
PROVIDER CONTRACT AUG13-JUL14,9120,OTHER AGENCIES,2015-01-05,3760931,SOARCO/1492/SOARCO/1645,410.50,SOAR,413073,,EDUCATIONAL TRAINING PROVIDERS
PROVIDER CONTRACT AUG13-JUL14,9120,OTHER AGENCIES,2015-01-05,3760995,1415_148,286.85,REACH SOUTH SHEFFIELD,394371,,CHARITIES & VOLUNTARY ORGANISA
PROVIDER CONTRACT AUG13-JUL14,9120,OTHER AGENCIES,2015-01-05,3761009,43438,440.00,LOCAL,299197,,COMMUNITY CENTRES
LDD PLACEMENTS AUG14-JUL15,9120,OTHER AGENCIES,2015-01-05,3761036,699,270.00,MOORWOOD EQUINE,618952,,"RIDING SCHOOLS, LIVERY STABLES"
TRANSPORT FLEET MANAGEMENT,7040,OTHER VEHICLE RUNNING COSTS,2015-01-05,3761043,YF465216,13759.10,BURROWS TOYOTA,440072,,CAR DEALERS
LDD PLACEMENTS AUG14-JUL15,9120,OTHER AGENCIES,2015-01-05,3761069,3312,270.00,WORK LTD,350089,,TRAINING SERVICES
SANCTUARY SCHEME,8060,MATERIALS AND SUPPLIES GENERAL,2015-01-05,3761101,36536,545.50,THE SAFETY LETTERBOX COMPANY,501188,,MAILING HOUSES
LANDSCAPE SERVICES,8530,TIPPING CHARGES,2015-01-05,3761245,47082,2277.72,MHH CONTRACTING LTD,205329,,EXCAVATION & GROUNDWORK CONTRA
PARKS OPS EAST & NORTH EAST,8060,MATERIALS AND SUPPLIES GENERAL,2015-01-05,3761273,5/1069/25LM/40813,958.00,WILDSCAPES LTD,472494,,LANDSCAPE ARCHITECTS & DESIGNE
CITY DEAL,9120,OTHER AGENCIES,2015-01-05,3761304,100818,5992.50,BW CONSULTANTS,586227,,BUSINESS & MANAGEMENT CONSULTA
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2015-01-05,3761310,2701,12592.56,ZEST,507419,,SOCIAL SERVICES
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2015-01-05,3761311,SOARCO/1636,6296.28,SOAR,413073,,EDUCATIONAL TRAINING PROVIDERS
CITY DEAL,8440,FEE EXPENSES,2015-01-05,3761320,10109,301.00,THE STUDIO ACADEMY LTD,618670,,TRAINING SERVICES
HEAD OF SERVICE,8350,MISCELLANEOUS EXPENSES,2015-01-05,3761325,548971,21433.76,TURNER & TOWNSEND,421729,,BUILDING CONSULTANTS
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2015-01-05,3761328,2747,2266.66,MANOR AND CASTLE DEVELOPMENT TRUST,486881,,YOUTH ORGANISATIONS & CENTRES
URBAN NATURE PARKS,1165,NC&A OTHER,2015-01-05,3761332,10/5644/25LM/40813,2647.25,SHEFFIELD WILDLIFE TRUST,347103,,CHARITIES & VOLUNTARY ORGANISA
PERFORMANCE & RESEARCH,8550,OTHER SERVICES,2015-01-05,3761333,HEX43000511744,1000.00,EXPERIAN LTD,417758,,CREDIT REFERENCE AGENCIES
OUT OF CITY GUM,9030,HEALTH,2015-01-05,3761336,82130420,1210.00,DONCASTER & BASSETLAW HOSPITALS  FOUNDAT,585509,,HOSPITALS
YOUTH JUSTICE SERVICE,6210,RENTS,2015-01-05,3761342,726375,21875.00,DTZ YORKSHIRE BUILDING SOCIETY,408226,,COMMERCIAL PROPERTY AGENTS
PUBLIC HEALTH - DPH,5750,TRAINING EXPENDITURE,2015-01-05,3761346,9687,250.00,NORTH WEST EMPLOYERS,400125,,EMPLOYMENT & RECRUITMENT AGENC
ACTIVE NORTH PROJECT,1193,CONSULTANTS FEES,2015-01-05,3761360,549004,4406.00,TURNER & TOWNSEND,421729,,BUILDING CONSULTANTS
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2015-01-05,3761362,7535,1285.71,SHEFFIELD FUTURES,322702,,COUNSELLING & ADVICE SERVICES
DON VALLEY SCHOOL,1194,OTHER FEES,2015-01-05,3761363,548964,10900.00,TURNER & TOWNSEND,421729,,BUILDING CONSULTANTS
XMAS ILLUMINATIONS,8550,OTHER SERVICES,2015-01-05,3761370,EF30324,3928.00,ELVEDON FARMS LTD,409642,,CHRISTMAS GOODS
RECRUITMENT AND RETENTION,5750,TRAINING EXPENDITURE,2015-01-05,3761371,73185,395.00,GOVNET COMMUNICATIONS,380445,,PUBLISHERS
RECRUITMENT AND RETENTION,5750,TRAINING EXPENDITURE,2015-01-05,3761372,73601,395.00,GOVNET COMMUNICATIONS,380445,,PUBLISHERS
BUSINESS IMPROVEMENT DIST-LDV,8490,OTHER PROFESSIONAL FEES,2015-01-05,3761377,RSC/255,11450.00,RIVER STEWARDSHIP COMPANY,547441,,CHARITIES & VOLUNTARY ORGANISA
BUSINESS IMPROVEMENT DIST-LDV,8490,OTHER PROFESSIONAL FEES,2015-01-05,3761378,RSC/249,4050.00,RIVER STEWARDSHIP COMPANY,547441,,CHARITIES & VOLUNTARY ORGANISA
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2015-01-05,3761380,2700,5230.75,ZEST,507419,,SOCIAL SERVICES
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2015-01-05,3761381,2703,4852.73,ZEST,507419,,SOCIAL SERVICES
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2015-01-05,3761382,2748,5666.65,MANOR AND CASTLE DEVELOPMENT TRUST,486881,,YOUTH ORGANISATIONS & CENTRES
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2015-01-05,3761384,7534,5142.84,SHEFFIELD FUTURES,322702,,COUNSELLING & ADVICE SERVICES
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2015-01-05,3761390,7533,2892.84,SHEFFIELD FUTURES,322702,,COUNSELLING & ADVICE SERVICES
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2015-01-05,3761393,2704,2142.85,ZEST,507419,,SOCIAL SERVICES
GENERAL ADMINISTRATION,5750,TRAINING EXPENDITURE,2015-01-05,3761404,15/11306,320.00,ACAS,297626,,TRADE UNIONS
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-01-05,3761405,2457857,282.97,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-01-05,3761406,2457881,282.97,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-01-05,3761407,2457886,311.27,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
HOUSING INDEPENDENCE SERVICE,8400,PUBLICATIONS AND PERIODICALS,2015-01-05,3761412,M22761,250.00,SITRA (SERVICES),328791,,CHARITIES & VOLUNTARY ORGANISA
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-01-05,3761422,2457786,282.97,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-01-05,3761423,2457691,282.97,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-01-05,3761424,2457687,282.97,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-01-05,3761426,2457565,311.27,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
BUSINESS SUPPORT,5720,RECRUITMENT ADVERTISING,2015-01-05,3761427,TARINV/15337956,1093.75,TIMES EDUCATIONAL SUPPLEMENT,297123,,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-01-05,3761456,2457424,339.56,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-01-05,3761457,2463636,2185.42,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-01-05,3761458,2463494,728.47,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-01-05,3761459,2457804,396.16,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-01-05,3761460,2457806,367.86,SHEFFIELD NEWSPAPERS LTD,208391,,NEWSPAPER & MAGAZINE PUBLISHER
TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2015-01-05,3761464,3590451,21142.96,CARLTON FUELS,466741,,FUEL DEALERS
CHILDCARE VOUCHER SCHEME,5790,EMPLOYEE EXPENSES-INVOICED,2015-01-05,3761465,465903,888.07,REDACTED PERSONAL DATA,552506,,CHILDCARE SERVICES
AGENCY STAFF,5610,AGENCY STAFF - INVOICE,2015-01-05,3761472,CE0227474897C1,149454.36,REED,341818,,EMPLOYMENT & RECRUITMENT AGENC
DOUGLAS ROAD,1173,INFR MAIN CONTRACT,2015-01-05,3761788,2905,1920.00,ANDERSON TREE CARE LTD,316084,,TREE WORK & FORESTRY SERVICES
WOODLANDS,8260,WOODLAND DEVELOPMENT EXPENSES,2015-01-05,3761789,6475,1484.00,PARK HILL TRAINING LTD,617561,,TRAINING SERVICES
GRAVES PARK - ANIMAL FARM INC,8060,MATERIALS AND SUPPLIES GENERAL,2015-01-05,3761847,323346,263.01,ARGO FEEDS LTD,203028,,PET FOODS & ANIMAL FEEDS
HOUSING EMPLOYABILITY PROJECT,6030,REPAIRS TO TENANTED PROPERTIES,2015-01-05,3761859,923618381,325.75,ARCO LTD,203022,,SAFETY EQUIPMENT & CLOTHING
GRAVES PARK - ANIMAL FARM INC,8060,MATERIALS AND SUPPLIES GENERAL,2015-01-05,3761864,322628,750.49,ARGO FEEDS LTD,203028,,PET FOODS & ANIMAL FEEDS
YOUTH JUSTICE SERVICE,9120,OTHER AGENCIES,2015-01-05,3761873,120,12500.00,REMEDI,329612,,CHARITIES & VOLUNTARY ORGANISA
MOORFOOT LEARNING CENTRE,8490,OTHER PROFESSIONAL FEES,2015-01-05,3761876,2810007402,445.50,YORKSHIRE AMBULANCE SERVICE NHS TRUST,329215,,HOSPITALS
TRANSPORT FLEET PASSENGER SERV,8110,"CLOTHING, UNIFORM AND LAUNDRY",2015-01-05,3761883,923637624,295.62,ARCO LTD,203022,,SAFETY EQUIPMENT & CLOTHING
MOORFOOT LEARNING CENTRE,8490,OTHER PROFESSIONAL FEES,2015-01-05,3761915,2810007403,445.50,YORKSHIRE AMBULANCE SERVICE NHS TRUST,329215,,HOSPITALS
YOUTH JUSTICE SERVICE,9120,OTHER AGENCIES,2015-01-05,3761931,122,28750.00,REMEDI,329612,,CHARITIES & VOLUNTARY ORGANISA
SECURE PLACEMENTS,9270,SECURE PLACEMENTS - REMAND,2015-01-05,3761940,SII008092,1580.00,YOUTH JUSTICE BOARD FOR,346047,,CENTRAL GOVERNMENT
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-01-05,3761958,916102,600.00,REDACTED PERSONAL DATA,504926,,BARRISTERS
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-01-05,3761959,903261,900.00,KATE MORLEY,599526,,BARRISTERS
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-01-05,3761960,911427,600.00,REDACTED PERSONAL DATA,504926,,BARRISTERS
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-01-05,3761961,921425,600.00,OLIVIA WEIR,616302,,BARRISTERS
LDD PLACEMENTS AUG14-JUL15,8390,STATIONERY,2015-01-05,3761962,257549334,828.00,YORKSHIRE PURCHASING ORGANISATION,295997,,PURCHASING SERVICES
LOCALITY 1 MANAGEMENT+O/HEADS,8010,EQUIPMENT PURCHASE AND REPAIR,2015-01-05,3761963,257549332,325.80,YORKSHIRE PURCHASING ORGANISATION,295997,,PURCHASING SERVICES
ECCLESFIELD SUPPORT UNIT,8540,SECURITY SERVICES,2015-01-05,3762022,445106,897.00,KING'S SECURITY SYSTEMS LIMITED,329808,,SECURITY EQUIPMENT INSTALLERS
PURCHASING LEARNING DISABILITI,9190,EX POOL CLIENTS,2015-01-05,3762027,39885,191738.00,THE GUINNESS PARTNERSHIP LIMITED,385309,,"HOUSING ASSOCIATIONS, SOCIETIE"
MINOR WORKS & ADAPTATIONS,6020,REPAIRS AND MTCE - PROGRAMMED,2015-01-05,3762038,1207,396.00,MR H S CUTTS NEIL CONSTRUCTION,453315,,BUILDING SERVICES
SUPPORTED HOUSING,6020,VOID PAINTING INITIATIVE,2015-01-05,3762039,L12028,1273.00,BELL GROUP (LEEDS),441427,,PAINTERS & DECORATORS
MINOR WORKS & ADAPTATIONS,6030,REPAIRS AND MTCE - RESPONSIVE,2015-01-05,3762040,1211,573.00,MR H S CUTTS NEIL CONSTRUCTION,453315,,BUILDING SERVICES
MINOR WORKS & ADAPTATIONS,6020,REPAIRS AND MTCE - PROGRAMMED,2015-01-05,3762041,1208,276.00,MR H S CUTTS NEIL CONSTRUCTION,453315,,BUILDING SERVICES
SECURE PLACEMENTS,9270,SECURE PLACEMENTS - REMAND,2015-01-05,3762047,SII009371,4740.00,YOUTH JUSTICE BOARD FOR,346047,,CENTRAL GOVERNMENT
SECURE PLACEMENTS,9270,SECURE PLACEMENTS - REMAND,2015-01-05,3762049,SII009372,4740.00,YOUTH JUSTICE BOARD FOR,346047,,CENTRAL GOVERNMENT
SECURE PLACEMENTS,9270,SECURE PLACEMENTS - REMAND,2015-01-05,3762058,SII009373,4108.00,YOUTH JUSTICE BOARD FOR,346047,,CENTRAL GOVERNMENT
SECURE PLACEMENTS,9270,SECURE PLACEMENTS - REMAND,2015-01-05,3762059,SII009374,316.00,YOUTH JUSTICE BOARD FOR,346047,,CENTRAL GOVERNMENT
PURCHASING LEARNING DISABILITI,9190,EX POOL CLIENTS,2015-01-05,3762070,SI05/00011344,6912.00,DIMENSIONS (UK) LTD.,386516,,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9190,EX POOL CLIENTS,2015-01-05,3762071,SI05/00011346,14976.00,DIMENSIONS (UK) LTD.,386516,,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9190,EX POOL CLIENTS,2015-01-05,3762072,SI05/00011347,14976.00,DIMENSIONS (UK) LTD.,386516,,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9190,EX POOL CLIENTS,2015-01-05,3762073,SI05/00011348,1209.98,DIMENSIONS (UK) LTD.,386516,,DISABILITY & SPECIAL NEEDS - S
MOORFOOT LEARNING CENTRE,8490,OTHER PROFESSIONAL FEES,2015-01-05,3762083,2810007477,445.50,YORKSHIRE AMBULANCE SERVICE NHS TRUST,329215,,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,EX POOL CLIENTS,2015-01-05,3762085,SI05/00011369,151868.26,DIMENSIONS (UK) LTD.,386516,,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9190,EX POOL CLIENTS,2015-01-05,3762087,SI05/00011316,151868.26,DIMENSIONS (UK) LTD.,386516,,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9190,EX POOL CLIENTS,2015-01-05,3762088,SI05/00011317,15481.05,DIMENSIONS (UK) LTD.,386516,,DISABILITY & SPECIAL NEEDS - S
ECAMPUS,8550,OTHER SERVICES,2015-01-05,3762283,141518,12528.59,SHEAF MANAGEMENT LTD,618062,,SURVEYORS & VALUERS
ESTATE & ENVIORMENTAL SERVICES,9120,OTHER AGENCIES,2015-01-05,3762284,3314030,1358.70,WM MORRISON SUPERMARKETS PLC,209577,,SUPERMARKETS
FREE TRAVEL PASSES - PRIMARY,9120,OTHER AGENCIES,2015-01-05,3762402,SL0068044,234406.45,SYPTE,208757,,BUS & COACH OPERATORS & STATIO
POST 16 TRAVEL PASSES,9430,SEN DISCRETIONARY,2015-01-05,3762409,30001104,125884.10,THE SHEFFIELD COLLEGE,297611,,SCHOOLS & COLLEGES - FURTHER E
WINTER GARDEN,6170,COMBINED HEAT AND POWER,2015-01-05,3762290,2113VEOL242101,672.02,ENER-G SWITCH2 LTD,546534,,INSTRUMENTATION ENGINEERS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2015-01-05,3762279,J1044809,1183.30,REDACTED PERSONAL DATA,587928,Social Community Care,CAREFIRST DIRECT PAYMENTS
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2015-01-05,3762206,NFA121571,3060.12,REDACTED PERSONAL DATA,432914,,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2015-01-05,3762207,NFA121572,2966.04,REDACTED PERSONAL DATA,432914,,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2015-01-05,3762208,NFA121573,2791.60,REDACTED PERSONAL DATA,432914,,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2015-01-05,3762209,NFA121574,2966.04,REDACTED PERSONAL DATA,432914,,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2015-01-05,3762210,NFA121575,3060.12,REDACTED PERSONAL DATA,432914,,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2015-01-05,3762211,NFA121576,2940.00,REDACTED PERSONAL DATA,432914,,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2015-01-05,3762212,NFA121577,2940.00,REDACTED PERSONAL DATA,432914,,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2015-01-05,3762213,NFA121578,3120.04,REDACTED PERSONAL DATA,432914,,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2015-01-05,3762214,NFA121579,3120.04,REDACTED PERSONAL DATA,432914,,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2015-01-05,3762215,NFA121581,2791.60,REDACTED PERSONAL DATA,432914,,ADOPTION & FOSTERING
CWD INDEPENDENT PLACEMENTS,9270,CARELEAVERS ACCOMMODATION,2015-01-05,3762216,SRO1188131,1176.00,THE NATIONAL AUTISTIC SOCIETY,334778,,CHARITIES & VOLUNTARY ORGANISA
CWD INDEPENDENT PLACEMENTS,9270,CARELEAVERS ACCOMMODATION,2015-01-05,3762217,SRO1188132,1176.00,THE NATIONAL AUTISTIC SOCIETY,334778,,CHARITIES & VOLUNTARY ORGANISA
INDEPENDENT PLACEMENTS,9310,PARENTAL OR TRIBUNAL PLACEMENT,2015-01-05,3762218,SRO2187011A,17560.34,THE NATIONAL AUTISTIC SOCIETY,334778,,CHARITIES & VOLUNTARY ORGANISA
CWD INDEPENDENT PLACEMENTS,9270,INDEPENDENT RESIDENTIAL PMENT,2015-01-05,3762219,19267,10080.00,DONCASTER DEAF TRUST,564762,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CONTACT CONTRACTS,9280,CONTACT,2015-01-05,3762268,7805,285.58,PROGRESSIVE CARE LTD,343548,,CHILDREN'S HOMES
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762298,MPA20150105196 1,725.00,BANNER CROSS LUNCHEON & FRIENDSHIP CLUB,326250,,PLACES OF WORSHIP
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762299,MPA20150105196 10,945.00,GREYSTONES LUNCH CLUB,295226,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762301,MPA20150105196 12,616.00,ADLINGTON LUNCHEON CLUB,295201,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762302,MPA20150105196 13,1244.00,DARNALL LUNCH CLUB,295216,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762304,MPA20150105196 15,2010.00,THE LIMES LUNCHEON CLUB,295165,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762305,MPA20150105196 16,641.00,DUKE STREET COMMUNITY CENTRE,375030,,COMMUNITY CENTRES
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762306,MPA20150105196 17,991.00,ST OSWALDS LUNCHEON CLUB,385325,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762308,MPA20150105196 19,2250.00,BIRLEY SPA LUNCH CLUB,295206,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762309,MPA20150105196 2,670.00,CHRIST CHURCH PITSMOOR LUNCH CLUB,321910,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762310,MPA20150105196 20,336.00,THE KINGS CENTRE LUNCH CLUB,295164,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762311,MPA20150105196 21,332.00,MICHAEL CHURCH LOWEDGES THURS LUNCH CLUB,295189,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762312,MPA20150105196 22,714.00,ST JOHN'S ABBEYDALE LUNCH CLUB,385324,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762313,MPA20150105196 23,640.00,GRAPEVINE CENTRE LUNCHEON CLUB,295190,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762314,MPA20150105196 24,702.00,PITSMOOR LUNCH CLUB,295194,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762315,MPA20150105196 25,1228.00,THE SALVATION ARMY SHEFFIELD CASTLE,327783,,"HOUSING ASSOCIATIONS, SOCIETIE"
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762316,MPA20150105196 26,264.00,DORE METHODIST LUNCH CLUB,295219,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762317,MPA20150105196 27,534.00,WADSLEY CHURCH LUNCH CLUB,295167,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762318,MPA20150105196 28,902.00,SHIREGREEN UNITED REFORMED CHURCH,295203,,PLACES OF WORSHIP
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762319,MPA20150105196 29,719.00,ST TIMOTHY'S LUNCH CLUB,295163,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762320,MPA20150105196 3,1009.00,CROSSPOOL LUNCH CLUB,321911,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762321,MPA20150105196 30,755.00,MEERSBROOK PARK LUNCH CLUB,363027,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762322,MPA20150105196 31,990.00,ST BARTHOLOMEWS LUNCH CLUB,384447,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762323,MPA20150105196 32,886.00,ST LEONARD'S LUNCH CLUB,296991,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762324,MPA20150105196 33,1006.00,ST MARY'S LUNCH CLUB,322012,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762325,MPA20150105196 34,556.00,TINSLEY COMMUNITY CENTRE LUNCH CLUB,297105,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762326,MPA20150105196 35,1349.00,ST MARY'S HANDSWORTH LUNCH CLUB,300780,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762327,MPA20150105196 36,997.00,WILLIAM TEMPLE LUNCH CLUB,299806,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762329,MPA20150105196 38,2336.00,FOXHILL & BIRLEY CARR LIVE AT HOME SCHEM,349900,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762330,MPA20150105196 39,1575.00,LOWER SHIREGREEN LUNCH CLUB,299896,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762332,MPA20150105196 40,308.00,ST MARKS LUNCH & FRIENDSHIP CLUB,301346,,PLACES OF WORSHIP
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762335,MPA20150105196 43,353.00,LOWEDGES LUNCH CLUB,353522,,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762336,MPA20150105196 44,1344.00,FRECHEVILLE PARISH DAY CENTRE,348612,,LOCAL GOVERNMENT
LUNCH CLUB GRANT,8180,GRANTS,2015-01-05,3762337,MPA20150105196 45,659.00,WESLEY HALL LUNCH CLUB,511866,,CHARITIES & VOLUNTARY ORGANISA
