Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No,Invoice No,Invoiced Value,Supplier Name,Address Book No,Proclass Details Level 1,Thomson Classification Description
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-07-01,3478712,J640584,2159.80,REDACTED PERSONAL DATA,571896,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2013-07-01,3478713,J640584,2295.52,REDACTED PERSONAL DATA,584207,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-07-01,3478714,J640584,1668.60,REDACTED PERSONAL DATA,584570,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,SUPPORT PLANNING COSTS,2013-07-01,3478715,J640585,400.00,CARE2CARE TRAINING SERVICES,556893,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,SUPPORT PLANNING COSTS,2013-07-01,3478716,J640585,880.00,IDK SUPPORT 4 YOU LTD - MANAGED ACCOUNTS,562179,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-07-01,3478717,16786,339.60,BURTON STREET PROJECT,342774,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-07-01,3478718,4019,376.00,BURTON STREET PROJECT,342774,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-07-01,3478719,4020,564.00,BURTON STREET PROJECT,342774,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-07-01,3478720,4022,564.00,BURTON STREET PROJECT,342774,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-07-01,3478724,16782,339.60,BURTON STREET PROJECT,342774,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-07-01,3478725,16783,914.40,BURTON STREET PROJECT,342774,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-07-01,3478726,16784,738.00,BURTON STREET PROJECT,342774,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-07-01,3478728,16787,452.80,BURTON STREET PROJECT,342774,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-07-01,3478735,1833,18776.24,ABBEYCARE & NURSING HOME LTD,518411,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-07-01,3478735,1833,1928.13,ABBEYCARE & NURSING HOME LTD,518411,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-07-01,3478736,2100079608,42544.17,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-07-01,3478736,2100079608,1117.51,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-07-01,3478737,2417,1007.90,NEW HORIZONS TRUST HOME CARE SERVICES,532473,Social Community Care,HOME CARE SERVICES
PDSI PURCHASING,9190,CITYWIDE SPOT,2013-07-01,3478738,2420,672.08,NEW HORIZONS TRUST HOME CARE SERVICES,532473,Social Community Care,HOME CARE SERVICES
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-07-01,3478739,2424,780.17,NEW HORIZONS TRUST HOME CARE SERVICES,532473,Social Community Care,HOME CARE SERVICES
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-07-01,3478740,12346,1028.17,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING,9190,CITYWIDE SPOT,2013-07-01,3478740,12346,271.65,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-07-01,3478741,4021,564.00,BURTON STREET PROJECT,342774,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
INDEPENDENT RES BLOCK PLACEMEN,9270,INDEPENDENT RESIDENTIAL PMENT,2013-07-01,3478694,4243,9171.43,TWENTY FOUR SEVEN,364408,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PREVENTION & SUPPORT - CDT,9270,CARELEAVERS INDEPENDENT LIVING,2013-07-01,3478695,225268455,1951.48,R M S PAYROLL MANAGEMENT LTD,478856,Financial Services,PAYROLL SERVICES
TRANSITIONS,9270,CARELEAVERS INDEPENDENT LIVING,2013-07-01,3478695,225268455,575.53,R M S PAYROLL MANAGEMENT LTD,478856,Financial Services,PAYROLL SERVICES
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478752,MPA20130701155 1,713.50,CHRIST CHURCH PITSMOOR LUNCH CLUB,321910,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478754,MPA20130701155 11,381.50,ADLINGTON LUNCHEON CLUB,295201,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478755,MPA20130701155 12,1299.50,DARNALL LUNCH CLUB,295216,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478757,MPA20130701155 14,565.50,GLEADLESS VALLEY LUNCHEON CLUB,295224,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478758,MPA20130701155 15,668.00,DUKE STREET COMMUNITY CENTRE,375030,Unclassified Non Trade,COMMUNITY CENTRES
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478759,MPA20130701155 16,838.25,ST OSWALDS LUNCHEON CLUB,385325,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478761,MPA20130701155 18,1945.00,BIRLEY SPA LUNCH CLUB,295206,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478763,MPA20130701155 2,1014.25,CROSSPOOL LUNCH CLUB,321911,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478764,MPA20130701155 20,679.50,ST SWITHUNS LUNCH CLUB,295166,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478765,MPA20130701155 21,405.75,MICHAEL CHURCH LOWEDGES THURS LUNCH CLUB,295189,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478766,MPA20130701155 22,529.50,ST JOHN'S ABBEYDALE LUNCH CLUB,385324,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478767,MPA20130701155 23,544.50,GRAPEVINE CENTRE LUNCHEON CLUB,295190,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478769,MPA20130701155 25,1193.75,THE SALVATION ARMY SHEFFIELD CASTLE,327783,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478771,MPA20130701155 27,486.75,WADSLEY CHURCH LUNCH CLUB,295167,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478772,MPA20130701155 28,451.25,SHIREGREEN UNITED REFORMED CHURCH,295203,Unclassified Non Trade,PLACES OF WORSHIP
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478773,MPA20130701155 29,583.00,ST TIMOTHY'S LUNCH CLUB,295163,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478775,MPA20130701155 30,749.00,MEERSBROOK PARK LUNCH CLUB,363027,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478776,MPA20130701155 31,829.00,ST LEONARD'S LUNCH CLUB,296991,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478777,MPA20130701155 32,665.00,ST MARY'S LUNCH CLUB,322012,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478778,MPA20130701155 33,1155.00,TINSLEY COMMUNITY CENTRE LUNCH CLUB,297105,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478780,MPA20130701155 35,1325.00,ST MARY'S HANDSWORTH LUNCH CLUB,300780,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478782,MPA20130701155 37,337.50,WILLIAM TEMPLE LUNCH CLUB,299806,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478783,MPA20130701155 38,768.00,FOXHILL & BIRLEY CARR LIVE AT HOME SCHEM,349900,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478784,MPA20130701155 39,724.00,LOWER SHIREGREEN LUNCH CLUB,299896,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478785,MPA20130701155 4,431.75,HALLAM METHODIST LUNCH CLUB,321917,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478786,MPA20130701155 40,288.50,ST MARKS LUNCH & FRIENDSHIP CLUB,301346,Unclassified Non Trade,PLACES OF WORSHIP
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478791,MPA20130701155 45,1110.50,FRECHEVILLE PARISH DAY CENTRE,348612,Unclassified Non Trade,LOCAL GOVERNMENT
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478793,MPA20130701155 47,353.25,ANGEL LUNCH CLUB,481463,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478794,MPA20130701155 48,646.50,WESLEY HALL LUNCH CLUB,511866,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478795,MPA20130701155 49,973.75,MOSBOROUGH LUNCH & SOCIAL CLUB,510333,Leisure Services,"CLUBS & ASSOCIATIONS - SOCIAL,"
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478797,MPA20130701155 50,932.75,THE THURSDAY CLUB,451641,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478799,MPA20130701155 52,548.50,MANOR LODGE LUNCHEON CLUB,545135,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478801,MPA20130701155 54,625.00,MADINA ELDERLY DAY CARE CENTRE (MEN'S LU,549532,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478803,MPA20130701155 56,264.00,PARSON CROSS COMMUNITY DEVELOPMENT FORUM,385089,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478805,MPA20130701155 7,457.50,ST SAVIOURS LUNCH CLUB,384448,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478806,MPA20130701155 8,547.25,WOODSEATS METHODIST LUNCH CLUB,325667,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LUNCH CLUB GRANT,8180,GRANTS,2013-07-01,3478807,MPA20130701155 9,901.00,GREYSTONES LUNCH CLUB,295226,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-07-01,3478678,J640586 210713,11056.14,ROSE COTTAGE CARE HOME,361940,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-07-01,3478679,J637274 210713,28329.28,GRANGE CRESCENT,361898,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-07-01,3478680,J637277 210713,43699.77,BURNT TREE CROFT,361793,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-07-01,3478681,J637280 210713,31158.38,DEERLANDS,361836,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-07-01,3478682,J637282 210713,28982.40,HOUSTEADS,361860,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-07-01,3478683,J637283 210713,34676.00,KNOWLE HILL,361798,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2013-07-01,3478684,J637306 210713,6083.00,WHITWELL PARK,362055,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-07-01,3478685,J637426 210713,5995.12,HAMILTON LODGE,418581,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-07-01,3478686,J637428 210713,3096.00,BLENHEIM COURT,368328,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-07-01,3478686,J637428 210713,21896.00,BLENHEIM COURT,368328,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-07-01,3478687,J637429 210713,11392.28,ROSEBERRY CARE CENTRES GB LTD,368334,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-07-01,3478687,J637429 210713,21778.28,ROSEBERRY CARE CENTRES GB LTD,368334,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-07-01,3478688,J637433 210713,6665.84,EDGECUMBE HOUSE,380015,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-07-01,3478689,J637445 210713,6445.68,RED HOUSE,387005,Facilities Management,HOTELS
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-07-01,3478690,J637456 210713,6113.60,MILBURY CARE,417855,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-07-01,3478691,J637472 210713,4871.36,GORSE HILL,418457,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-07-01,3478692,J637489 210713,6793.84,FENNEY LODGE,408029,Social Community Care,RESIDENTIAL CARE HOMES
PDSI PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-07-01,3478692,J637489 210713,6865.12,FENNEY LODGE,408029,Social Community Care,RESIDENTIAL CARE HOMES
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-07-02,3479467,ERS INVOICE86111,4500.00,ENDEAVOUR TRAINING,347945,Human Resources,TRAINING SERVICES
WEST SA - CIN S17,9270,PAYMENTS TO RELATIVES/FRIENDS,2013-07-02,3479421,WEST/47,894.78,REDACTED PERSONAL DATA,584260,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
EAST SA - CIN S17,8490,TRANSLATN/SIGN/INTERPRET FEES,2013-07-02,3479424,43165,1987.50,LANGUAGELINE SOLUTIONS,471915,Human Resources,TRANSLATORS & INTERPRETERS
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-07-02,3479465,ERS INVOICE86107,7762.88,SPRINT TRAINING LTD,375572,Human Resources,TRAINING SERVICES
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-07-02,3479466,ERS INVOICE86110,7687.50,SYTG LTD,306547,Human Resources,TRAINING CENTRES
VSP DELIVER,9120,OTHER AGENCIES,2013-07-02,3479453,ERS INVOICE86090,5651.50,DIMENSIONS TRAINING SOLUTIONS,433070,Education,HAIRDRESSING SCHOOLS
VSP DELIVER,9120,OTHER AGENCIES,2013-07-02,3479454,ERS INVOICE86091,5556.25,DONCASTER ROTH & DIST (MOTOR TRADES)GTA,204434,Human Resources,TRAINING CENTRES
VSP DELIVER,9120,OTHER AGENCIES,2013-07-02,3479455,ERS INVOICE86092,3312.00,WHITE ROSE SCHOOLS LTD,334662,Education,BEAUTY SCHOOLS
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-07-02,3479456,ERS INVOICE86093,2730.50,A4E LTD,326975,Consultancy,BUSINESS & MANAGEMENT CONSULTA
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-07-02,3479457,ERS INVOICE86095,5843.75,SOUTH YORKSHIRE & HALLAMSHIRE CYP,431967,Unclassified Non Trade,YOUTH ORGANISATIONS & CENTRES
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-07-02,3479458,ERS INVOICE86096,2571.75,SHEFFIELD INDUSTRIAL MUSEUMS TRUST LTD,307272,Leisure Services,MUSEUMS
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-07-02,3479459,ERS INVOICE86097,3873.50,HEELEY CITY FARM,301277,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-07-02,3479460,ERS INVOICE86099,2667.00,HEELEY DEVELOPMENT TRUST,363241,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-07-02,3479461,ERS INVOICE86100,5687.50,THE SHEFFIELD COLLEGE,297611,Unclassified Non Trade,SCHOOLS & COLLEGES - FURTHER E
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-07-02,3479462,ERS INVOICE86103,2625.00,THE SHEFFIELD COLLEGE,297611,Unclassified Non Trade,SCHOOLS & COLLEGES - FURTHER E
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-07-02,3479463,ERS INVOICE86104,6359.38,SHEFFIELD WEDNESDAY ACADEMY,461589,Leisure Services,SPORTS CLUBS & ASSOCIATIONS
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-07-02,3479464,ERS INVOICE86106,4125.00,HEELEY DEVELOPMENT TRUST,363241,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
TRAINING,5750,TRAINING EXPENDITURE,2013-07-02,3479468,ERS INVOICE86112,1100.00,REDACTED PERSONAL DATA,581994,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
ACHIEVING MARMOT,9050,OTHER LOCAL AUTHORITIES,2013-07-02,3454160,1025671,15000.00,GREENWICH COUNCIL,405685,Unclassified Non Trade,LOCAL GOVERNMENT
PARKS COMMUNITY PARTNERSHIP,8180,GRANTS,2013-07-02,3475235,4076,36337.50,GREEN ESTATE LTD,388189,Environmental Services,WASTE DISPOSAL SERVICES
ADAPTATIONS,1157,DWELLINGS MAIN CONTRACT,2013-07-02,3478440,12110233,29811.28,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
ADAPTATIONS,1157,DWELLINGS MAIN CONTRACT,2013-07-02,3478442,12110234,17226.68,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
ADAPTATIONS,1157,DWELLINGS MAIN CONTRACT,2013-07-02,3478501,12110236,12530.89,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
SEN TAXIS,7060,EXTERNAL VEHICLE HIRE,2013-07-02,3478896,808,1424.08,SHEFFIELD CITY TAXIS LTD,301182,Transport,TAXIS & PRIVATE HIRE
SOCIAL CARE TAXIS,7060,EXTERNAL VEHICLE HIRE,2013-07-02,3478897,809,3950.84,SHEFFIELD CITY TAXIS LTD,301182,Transport,TAXIS & PRIVATE HIRE
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-07-02,3479189,1751366,254.09,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-07-02,3479210,1751740,342.07,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-07-02,3479211,1750559,593.08,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-07-02,3479213,1751295,527.93,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-07-02,3479425,J640995,2158.23,REDACTED PERSONAL DATA,545953,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2013-07-02,3479427,J640995,1275.26,SHEFFIELD MIND,556296,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-07-02,3479428,J640995,5576.28,SPECTRUM SOCIAL CARE,557844,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2013-07-02,3479430,J640995,2970.00,REDACTED PERSONAL DATA,568532,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-07-02,3479431,J640995,400.00,REDACTED PERSONAL DATA,574320,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,BLOCK CONTRACT,2013-07-02,3479433,J608144 280413,6834.70,ALLIED HEALTHCARE GROUP LTD,325458,Human Resources,NURSING AGENCIES
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-07-02,3479433,J608144 280413,3797.00,ALLIED HEALTHCARE GROUP LTD,325458,Human Resources,NURSING AGENCIES
ADULT SOCIAL CARE PURCHASING,9210,FUNDED NURSING CARE (INCOME),2013-07-02,3479433,J608144 280413,30955.32,ALLIED HEALTHCARE GROUP LTD,325458,Human Resources,NURSING AGENCIES
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2013-07-02,3479433,J608144 280413,16187.88,ALLIED HEALTHCARE GROUP LTD,325458,Human Resources,NURSING AGENCIES
PURCHASING,9210,FUNDED NURSING CARE (INCOME),2013-07-02,3479433,J608144 280413,10412.50,ALLIED HEALTHCARE GROUP LTD,325458,Human Resources,NURSING AGENCIES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-07-02,3479434,1859349,4012.00,MENCAP HOMECARE,361858,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2013-07-02,3479435,1859361,708.00,MENCAP HOMECARE,361858,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-07-02,3479436,1859365,708.00,MENCAP HOMECARE,361858,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-07-02,3479437,VARIOUS,10833.36,DOMUS HEALTHCARE (ROTHERHAM) LIMITED,574392,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-07-02,3479438,2100079609,41987.28,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-07-02,3479438,2100079609,1674.40,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING,9230,CCSP OTHER,2013-07-02,3479439,2799,909.73,NEVILLE HEALTH CARE LTD,438387,Social Community Care,RESIDENTIAL CARE HOMES
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2013-07-02,3479410,131842,874.00,SWIIS FOSTER CARE LTD.,349291,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2013-07-02,3479411,131843,830.00,SWIIS FOSTER CARE LTD.,349291,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT RES BLOCK PLACEMEN,9270,INDEPENDENT RESIDENTIAL PMENT,2013-07-02,3479412,5947,3621.72,PROGRESSIVE CARE LTD,343548,Social Community Care,CHILDREN'S HOMES
INDEPENDENT RES BLOCK PLACEMEN,9270,INDEPENDENT RESIDENTIAL PMENT,2013-07-02,3479413,5948,1950.16,PROGRESSIVE CARE LTD,343548,Social Community Care,CHILDREN'S HOMES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-07-02,3479415,LAKATOSOVA35,445.90,EARL MARSHALL GUEST HOUSE,391589,Facilities Management,GUEST HOUSES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-07-02,3479416,MUD56,320.95,EARL MARSHALL GUEST HOUSE,391589,Facilities Management,GUEST HOUSES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-07-02,3479417,R2-13,569.58,THE PENNINE DOMESTIC VIOLENCE GROUP,559206,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-07-02,3479418,SCC005352,525.00,ALARA BED & BREAKFAST,305061,Facilities Management,GUEST HOUSES
PREVENTION & SUPPORT - CDT,9270,CARELEAVERS INDEPENDENT LIVING,2013-07-02,3479419,MB/JUNEFEES,335.92,BOLE HILL NURSERY,311845,Social Community Care,NURSERIES & CRECHES
ADULT SOCIAL CARE PURCHASING,4260,RESIDENTIAL COSTS RECOVERED,2013-07-02,3479387,J636348 230613,497.73,WOOD HILL GRANGE CARE HOME,552397,Social Community Care,RESIDENTIAL CARE HOMES
