Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Descripition
Salford City Council,2014-05-15,601115411,1977.50,0.00,1977.50,Simpsons Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-05-15,601115416,6600.00,1100.00,5500.00,Cles Limited,Office of the Chief Executive,Subscriptions
Salford City Council,2014-05-23,601115421,3770.38,0.00,3770.38,St Helens & Knowlsey Hospitals Nhs,"Community, Health & Social Care",Agency Fees
Salford City Council,2014-05-15,601115424,2520.00,420.00,2100.00,University Of St Andrews,Sustainable Regeneration,Computer Software
Salford City Council,2014-05-20,601115426,12236.51,0.00,12236.51,Greater Manchester West,"Community, Health & Social Care",Payments to H A
Salford City Council,2014-05-28,601115431,522.72,0.00,522.72,Comus Auto Cabs,Children's Services,Pupil Assistance
Salford City Council,2014-05-28,601115432,840.00,0.00,840.00,Kvn Travel,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115433,946.00,0.00,946.00,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115434,924.00,0.00,924.00,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-16,601115441,1850.68,0.00,1850.68,Redacted Data,"Community, Health & Social Care",Money in Possession
Salford City Council,2014-05-16,601115442,1000.00,0.00,1000.00,Redacted Data,"Community, Health & Social Care",Residents Savings
Salford City Council,2014-05-16,601115443,1000.00,0.00,1000.00,Redacted Data,"Community, Health & Social Care",Residents Savings
Salford City Council,2014-05-16,601115450,1050.20,0.00,1050.20,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-05-16,601115453,803.80,0.00,803.80,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-05-16,601115454,700.00,0.00,700.00,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-05-16,601115458,3512.81,0.00,3512.81,Gorvin's Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-05-16,601115461,924.00,154.00,770.00,Abacus Cleaning Services Ltd,"Community, Health & Social Care",Cleaning Services
Salford City Council,2014-05-27,601115462,902.00,0.00,902.00,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115463,703.82,117.30,586.52,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-23,601115464,693.00,0.00,693.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-05-23,601115465,836.00,0.00,836.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115466,785.40,130.90,654.50,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115467,712.80,118.80,594.00,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115468,1106.16,184.36,921.80,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115469,1104.76,184.12,920.64,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115470,792.00,132.00,660.00,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-23,601115471,2824.80,470.80,2354.00,Central Cars & Buses,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115472,570.00,0.00,570.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-05-23,601115473,2156.00,0.00,2156.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-05-23,601115474,1177.00,0.00,1177.00,Taz's And Billys Buses,Children's Services,Pupil Assistance
Salford City Council,2014-05-23,601115476,2200.00,0.00,2200.00,Abc Coach Limited,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115478,1285.68,214.28,1071.40,Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115480,792.00,132.00,660.00,Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115481,590.83,98.47,492.36,Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115482,710.95,118.49,592.46,Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2014-05-16,601115483,1470.00,180.00,1290.00,Simon Adams Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-05-27,601115485,577.50,96.25,481.25,Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2014-05-16,601115486,628.82,104.80,524.02,Adt Fire And Security Plc,Environment and Community Safety,Security/Equipment
Salford City Council,2014-05-27,601115487,779.32,129.88,649.44,Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115491,2540.04,0.00,2540.04,R & G Taxis,Children's Services,Pupil Assistance
Salford City Council,2014-05-16,601115494,1322.00,0.00,1322.00,Mead Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115495,840.00,0.00,840.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-05-29,601115496,528.00,0.00,528.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-05-28,601115497,552.00,0.00,552.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-05-29,601115499,990.00,0.00,990.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-05-28,601115500,990.00,0.00,990.00,Thc Travel,Children's Services,Pupil Assistance
Salford City Council,2014-05-29,601115505,650.00,0.00,650.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115506,5273.64,0.00,5273.64,Marmion (Taxis),Children's Services,Pupil Assistance
Salford City Council,2014-05-16,601115507,1701.00,0.00,1701.00,Transport Management & Co Minibus,Children's Services,Pupil Assistance
Salford City Council,2014-05-16,601115508,1680.00,0.00,1680.00,Transport Management & Co Minibus,Children's Services,Pupil Assistance
Salford City Council,2014-05-16,601115509,1890.00,0.00,1890.00,Transport Management & Co Minibus,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115510,880.00,0.00,880.00,Transport Management & Co Minibus,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115511,990.00,0.00,990.00,Transport Management & Co Minibus,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115512,891.00,0.00,891.00,Transport Management & Co Minibus,Children's Services,Pupil Assistance
Salford City Council,2014-05-29,601115513,856.00,0.00,856.00,First Taxis,Children's Services,Pupil Assistance
Salford City Council,2014-05-16,601115515,1090.00,0.00,1090.00,Paypoint Plc,Sustainable Regeneration,Gas
Salford City Council,2014-05-16,601115516,1000.00,0.00,1000.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-05-16,601115518,1000.00,0.00,1000.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-05-16,601115519,8000.00,0.00,8000.00,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2014-05-16,601115520,786.60,0.00,786.60,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-16,601115521,842.16,0.00,842.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115522,862.16,0.00,862.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115523,1222.88,0.00,1222.88,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115524,982.16,0.00,982.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115525,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115526,966.16,0.00,966.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115527,1547.80,0.00,1547.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115528,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115529,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115530,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115531,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115532,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115533,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115534,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115535,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115536,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115537,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115538,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115539,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115540,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115541,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115542,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115543,1002.16,0.00,1002.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115544,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115545,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115546,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115547,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115548,843.68,0.00,843.68,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115549,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115550,966.16,0.00,966.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115551,966.16,0.00,966.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115552,943.14,0.00,943.14,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115553,843.68,0.00,843.68,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115554,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115555,1222.16,0.00,1222.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115556,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115557,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115558,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115559,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-16,601115560,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-05-29,601115563,897.60,149.60,748.00,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-29,601115564,3448.56,574.76,2873.80,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-29,601115565,1445.93,240.99,1204.94,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-29,601115566,1174.80,195.80,979.00,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-29,601115567,2560.80,426.80,2134.00,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-29,601115568,757.20,126.20,631.00,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-29,601115569,7058.40,1176.40,5882.00,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-28,601115570,1053.25,0.00,1053.25,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115573,2706.00,0.00,2706.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-05-30,601115574,4306.50,0.00,4306.50,Swinton Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115575,942.37,0.00,942.37,Community Minibuses Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-16,601115576,1799.07,0.00,1799.07,Community Minibuses Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115577,630.00,0.00,630.00,Mead Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115578,891.00,0.00,891.00,Transport Management & Co Minibus,Children's Services,Pupil Assistance
Salford City Council,2014-05-28,601115579,3947.86,657.98,3289.88,Travel By Myles,Children's Services,Pupil Assistance
Salford City Council,2014-05-27,601115580,11601.95,0.00,11601.95,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-05-23,601115591,154823.53,25803.92,129019.61,Warden Construction Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-05-23,601115592,700.00,0.00,700.00,M & Q Properties Management Ltd,"Community, Health & Social Care",Rents
Salford City Council,2014-05-16,601115599,8995.87,0.00,8995.87,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2014-05-16,601115600,1104.76,0.00,1104.76,C Owens Builders/Contractors,Sustainable Regeneration,Other Prof Fees
Salford City Council,2014-05-16,601115601,3054.06,0.00,3054.06,Thyssenkrupp Encasa Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2014-05-19,601115607,5411.34,0.00,5411.34,Structec,Capital Expenditure,Improvement Grants
Salford City Council,2014-05-19,601115608,664.55,0.00,664.55,Structec,Sustainable Regeneration,Other Prof Fees
Salford City Council,2014-05-16,601115609,5783.58,0.00,5783.58,Dlp Services (Northern) Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2014-05-16,601115610,697.42,0.00,697.42,Dlp Services (Northern) Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2014-05-16,601115611,3721.00,0.00,3721.00,Handicare,Capital Expenditure,Improvement Grants
Salford City Council,2014-05-16,601115612,15960.48,0.00,15960.48,Terry Group Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2014-05-16,601115613,3158.23,0.00,3158.23,Terry Group Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2014-05-16,601115614,2000.00,0.00,2000.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-05-27,601115615,2000.00,0.00,2000.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-05-16,601115616,9139.97,0.00,9139.97,Russell And Russell Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-05-16,601115617,8500.00,0.00,8500.00,Thompsons,Customer and Support Services,Liability Insurance
