Payment Date,Amount,Organisational Unit
2018-05-02,149.72,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,172.25,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,8.64,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,102.09,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,284.80,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,5.34,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,20.35,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,36.52,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,3.83,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-24,4730.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-30,3000.00,Communities & Service Support (obsolete)-Recreation & Support
2018-05-01,46538.79,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,19334.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2152.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,45044.05,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,922.41,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,10334.18,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-23,23.52,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,17.16,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,2.15,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,1.11,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,27.28,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,4.38,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,0.82,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,6.44,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,7.68,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,111.52,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,3.42,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,0.01,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,320.00,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,90.84,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,60.56,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,108.00,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,47.73,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,0.86,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,19.78,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,1.10,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,20.80,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,25.56,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,1.00,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,3.57,Communities & Service Support (obsolete)-Recreation & Support
2018-05-02,1099.98,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,945.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,945.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-21,61509.00,Children and Young People (obsolete)-Education
2018-05-08,860.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-08,610.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,2250.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-11,230.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-11,275.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-11,520.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,480.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,213.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,298.80,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-10,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-10,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-10,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-16,62683.35,Children and Young People (obsolete)-Childrens Services Unit
2018-05-01,437.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2167.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,437.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,8331.59,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,700.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-05-11,737.50,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-11,1125.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-11,2736.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-23,909.10,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-23,492.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-23,10790.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-23,827.55,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-23,1562.07,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-15,1137.50,Economy and Environment (obsolete)-Environmental Services
2018-05-14,603.20,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-14,300.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-14,15.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-14,220.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-15,680.00,Chief Executive's Office (obsolete)-Public Health
2018-05-15,752.00,Chief Executive's Office (obsolete)-Public Health
2018-05-29,37010.00,Communities & Service Support (obsolete)-Service Development - Client Services
2018-05-30,65201.68,Communities & Service Support (obsolete)-Service Development - Client Services
2018-05-01,71.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,19640.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,73632.73,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,39572.23,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,6150.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,26798.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,28064.11,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,75513.23,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,12901.35,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-21,50169.00,Children and Young People (obsolete)-Education
2018-05-03,1877.01,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-02,41832.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,1458.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-29,3805.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2212.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,21939.79,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,27367.83,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,818.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,5524.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1743.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1636.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,12424.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2407.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1636.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1743.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2407.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,25696.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,5524.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,12424.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,818.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,4268.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,14193.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-01,7602.39,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1917.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-04,12540.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-25,108045.17,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-18,120.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-18,480.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-21,480.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-21,120.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,9092.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2136.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,594.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2163.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,582.92,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,9273.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,582.92,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2134.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,594.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2109.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,6619.79,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2083.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2054.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,596.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2083.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,596.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2054.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,2833.33,Communities & Service Support (obsolete)-Customer Services and Communications
2018-05-01,776.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1842.17,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,776.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1796.84,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,18.00,Economy and Environment (obsolete)-Regeneration - Capital
2018-05-14,1069.00,Economy and Environment (obsolete)-Regeneration - Capital
2018-05-04,1117.50,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-04,25.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-30,600.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,580.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-15,884.01,Deputy Chief Executive (obsolete)-ICT Services
2018-05-15,82500.00,Deputy Chief Executive (obsolete)-ICT Services
2018-05-15,5123.66,Deputy Chief Executive (obsolete)-ICT Services
2018-05-31,2055.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-30,2500.00,Communities & Service Support (obsolete)-Customer Services and Communications
2018-05-01,8028.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
