Organisation Name,Organisation Code,Effective Date,Service,Bvacopse,Bvacopse(T),Supplier Name,Purpose Of Spend,Type,TransNo,Seq No,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,TT,Contract
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,PAYPAL  KEVINBELLMU,Books & Other Publications,Revenue,161537,59,2022-02-16,21.31,Nil,MISCELLANEOUS PUBLISHING AND PRINTING,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,PAYPAL  KEVINBELLMU,Books & Other Publications,Revenue,161537,59,2022-02-16,31.77,Nil,MISCELLANEOUS PUBLISHING AND PRINTING,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,PAYPAL  KEVINBELLMU,Books & Other Publications,Revenue,161537,59,2022-02-16,145.62,Nil,MISCELLANEOUS PUBLISHING AND PRINTING,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk IF76K76O5,Books & Other Publications,Revenue,161535,38,2022-02-10,4.53,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk IF76K76O5,Books & Other Publications,Revenue,161535,38,2022-02-10,9.55,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk IF76K76O5,Books & Other Publications,Revenue,161535,38,2022-02-10,11.92,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk IF76K76O5,Books & Other Publications,Revenue,161535,38,2022-02-10,14.12,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk QN8308J65,Books & Other Publications,Revenue,161535,42,2022-02-10,38.07,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,DNH GODADDY.COM EUROPE,Books & Other Publications,Revenue,161520,339,2022-01-12,25.99,Nil,COMPUTER NETWORK/INFORMATION SERVICES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,FOOD ACTIVE RESOURCES,Books & Other Publications,Revenue,161522,330,2022-01-17,45.00,Nil,"HEALTH PRACTITIONERS, MEDICAL SRVCS-NOT ELSEWHERE",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,WWW.CORAM.ORG.UK,Books & Other Publications,Revenue,161518,13,2022-01-10,79.83,Nil,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,JPIMEDIA,Books & Other Publications,Revenue,161534,675,2022-02-09,8.99,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,JPIMEDIA,Books & Other Publications,Revenue,161534,584,2022-02-09,9.99,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,JPIMEDIA,Books & Other Publications,Revenue,161544,236,2022-03-10,8.99,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,JPIMEDIA,Books & Other Publications,Revenue,161544,200,2022-03-10,9.99,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,JPIMEDIA,Books & Other Publications,Revenue,161521,293,2022-01-13,8.99,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,JPIMEDIA,Books & Other Publications,Revenue,161521,289,2022-01-13,9.99,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,JPIMEDIA,Books & Other Publications,Revenue,161554,318,2022-03-31,12.99,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,ADVONET,Books & Other Publications,Revenue,161530,4,2022-01-27,57.00,Nil,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk BT4H21HA5,Books & Other Publications,Revenue,161519,189,2022-01-11,13.06,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 2L2UX5BM4,Books & Other Publications,Revenue,161539,235,2022-02-23,30.99,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 2X9YM5V44,Books & Other Publications,Revenue,161547,90,2022-03-21,7.75,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 2X9YM5V44,Books & Other Publications,Revenue,161547,91,2022-03-21,11.69,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 8D9YQ8NB5,Books & Other Publications,Revenue,161538,800,2022-02-21,0.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 8D9YQ8NB5,Books & Other Publications,Revenue,161538,801,2022-02-21,0.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 8D9YQ8NB5,Books & Other Publications,Revenue,161538,801,2022-02-21,1.67,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 8D9YQ8NB5,Books & Other Publications,Revenue,161538,800,2022-02-21,7.04,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk DW0BT63E5,Books & Other Publications,Revenue,161538,799,2022-02-21,64.99,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk LP6K99CO5,Books & Other Publications,Revenue,161538,848,2022-02-21,0.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk LP6K99CO5,Books & Other Publications,Revenue,161538,848,2022-02-21,4.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1657,2022-02-21,0.06,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1058,2022-02-21,0.08,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1657,2022-02-21,0.12,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1656,2022-02-21,0.13,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1655,2022-02-21,0.14,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1058,2022-02-21,0.18,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1321,2022-02-21,0.20,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1320,2022-02-21,0.23,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1656,2022-02-21,0.29,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1655,2022-02-21,0.32,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1321,2022-02-21,0.45,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1320,2022-02-21,0.52,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1657,2022-02-21,4.56,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1058,2022-02-21,6.71,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1657,2022-02-21,6.80,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1058,2022-02-21,10.01,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1656,2022-02-21,10.67,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1655,2022-02-21,11.85,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1656,2022-02-21,15.91,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1321,2022-02-21,16.69,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1655,2022-02-21,17.67,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1320,2022-02-21,19.29,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1321,2022-02-21,24.89,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Books & Other Publications,Revenue,161538,1320,2022-02-21,28.76,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,PEARSON ED LTD,Books & Other Publications,Revenue,161541,898,2022-03-03,75.75,Nil,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,PEARSON ED LTD,Books & Other Publications,Revenue,161541,1097,2022-03-03,214.00,Nil,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,PEARSON ED LTD,Books & Other Publications,Revenue,161522,23,2022-01-17,281.75,Nil,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,THE MAKATON CHARIT,Books & Other Publications,Revenue,161522,111,2022-01-17,343.20,Nil,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AB  ABEBOOKS.UK J7P9HA,Books & Other Publications,Revenue,161538,911,2022-02-21,59.10,Nil,"BOOKS,PERIODICALS AND NEWSPAPERS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,REGENCULT,L,Cultural and Related Services,UNI ADL ONLINE SHOP,Books & Other Publications,Revenue,161538,623,2022-02-21,12.15,Nil,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,MAGSUBCRIPTIONS COM,Books & Other Publications,Revenue,161543,366,2022-03-09,122.50,Nil,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,MAGSUBCRIPTIONS COM,Books & Other Publications,Revenue,161543,366,2022-03-09,122.50,Nil,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk RN1RP0SH5,Books & Other Publications,Revenue,161524,113,2022-01-19,17.98,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 3S9GQ6X85,Books & Other Publications,Revenue,161536,355,2022-02-15,19.65,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 843WL7IT5,Books & Other Publications,Revenue,161536,354,2022-02-15,14.85,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMKTPLACE AMAZON.CO,Books & Other Publications,Revenue,161536,1227,2022-02-15,49.93,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,Amazon.co.uk 2L4LV8M94,Books & Other Publications,Revenue,161547,1119,2022-03-21,0.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,Amazon.co.uk 2L4LV8M94,Books & Other Publications,Revenue,161547,1119,2022-03-21,998.91,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,Amazon.co.uk 2L5N473G4,Books & Other Publications,Revenue,161547,1066,2022-03-21,0.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,Amazon.co.uk 2L5N473G4,Books & Other Publications,Revenue,161547,1066,2022-03-21,658.32,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,Amazon.co.uk 2R9P195P4,Books & Other Publications,Revenue,161547,111,2022-03-21,0.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,Amazon.co.uk 2R9P195P4,Books & Other Publications,Revenue,161547,111,2022-03-21,38.99,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMktplace,Books & Other Publications,Revenue,161547,1067,2022-03-21,0.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMktplace,Books & Other Publications,Revenue,161547,142,2022-03-21,0.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMktplace,Books & Other Publications,Revenue,161547,142,2022-03-21,137.42,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMktplace,Books & Other Publications,Revenue,161547,1067,2022-03-21,990.65,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,THOMSON REUTERS UK LTD,Books & Other Publications,Revenue,161555,38,2022-04-04,0.00,Nil,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,THOMSON REUTERS UK LTD,Books & Other Publications,Revenue,161555,162,2022-04-04,0.00,Nil,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,THOMSON REUTERS UK LTD,Books & Other Publications,Revenue,161555,46,2022-04-04,0.00,Nil,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,THOMSON REUTERS UK LTD,Books & Other Publications,Revenue,161555,47,2022-04-04,0.00,Nil,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,THOMSON REUTERS UK LTD,Books & Other Publications,Revenue,161555,38,2022-04-04,267.00,Nil,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,THOMSON REUTERS UK LTD,Books & Other Publications,Revenue,161555,47,2022-04-04,356.00,Nil,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,THOMSON REUTERS UK LTD,Books & Other Publications,Revenue,161555,46,2022-04-04,979.00,Nil,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,THOMSON REUTERS UK LTD,Books & Other Publications,Revenue,161555,162,2022-04-04,2848.00,Nil,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,M,Environmental and Regulatory Services,Amazon.co.uk OJ6BN9N05,Books & Other Publications,Revenue,161524,20,2022-01-19,0.40,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,M,Environmental and Regulatory Services,Amazon.co.uk OJ6BN9N05,Books & Other Publications,Revenue,161524,20,2022-01-19,1.27,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,M,Environmental and Regulatory Services,Amazon.co.uk OJ6BN9N05,Books & Other Publications,Revenue,161524,20,2022-01-19,2.77,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,M,Environmental and Regulatory Services,Amazon.co.uk OJ6BN9N05,Books & Other Publications,Revenue,161524,20,2022-01-19,5.14,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,M,Environmental and Regulatory Services,Amazon.co.uk OJ6BN9N05,Books & Other Publications,Revenue,161524,20,2022-01-19,7.85,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
