Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose Of Spend,Type,TransNo,Seq No,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Birthday Allowance,Revenue,161377,119,2020-12-22,24.16,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Birthday Allowance,Revenue,161377,124,2020-12-22,24.98,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Birthday Allowance,Revenue,161377,118,2020-12-22,24.99,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Birthday Allowance,Revenue,161345,95,2020-10-19,25.00,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,EBAY,Birthday Allowance,Revenue,161370,387,2020-12-11,26.37,Nil,DEPARTMENT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,M AND M DIRECT LTD,Birthday Allowance,Revenue,161377,112,2020-12-22,29.98,Nil,SPORTING GOODS STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Birthday Allowance,Revenue,161370,167,2020-12-11,30.00,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,B & M RETAIL LTD,Birthday Allowance,Revenue,161359,26,2020-11-20,30.75,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Birthday Allowance,Revenue,161370,248,2020-12-11,33.54,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,BOOTS,Birthday Allowance,Revenue,161377,94,2020-12-22,34.56,Nil,"DRUG STORES, PHARMACIES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,KFC,Birthday Allowance,Revenue,161346,106,2020-10-21,35.08,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,SAINSBURYS LTD,Birthday Allowance,Revenue,161338,538,2020-10-05,37.95,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Birthday Allowance,Revenue,161338,458,2020-10-05,37.98,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,EBAY,Birthday Allowance,Revenue,161377,149,2020-12-22,39.99,Nil,DEPARTMENT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Birthday Allowance,Revenue,161377,131,2020-12-22,46.48,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,DOLLYS HAIR NAILS BEAUTY,Birthday Allowance,Revenue,161358,114,2020-11-18,48.50,Nil,BARBER AND BEAUTY SHOPS,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,PAVERS SHOES,Birthday Allowance,Revenue,161367,218,2020-12-03,49.98,Nil,SHOE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ELITE PRO SPORTS UK,Birthday Allowance,Revenue,161373,113,2020-12-16,52.48,Nil,MEN´S AND WOMEN´S CLOTHING STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,EBAY,Birthday Allowance,Revenue,161377,205,2020-12-22,54.45,Nil,DEPARTMENT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,EBAY,Birthday Allowance,Revenue,161377,151,2020-12-22,54.45,Nil,DEPARTMENT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,F HINDS,Birthday Allowance,Revenue,161367,213,2020-12-03,61.45,Nil,"CLOCK, JEWELRY, WATCH, AND SILVERWARE STORE",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,B & M RETAIL LTD,Birthday Allowance,Revenue,161377,121,2020-12-22,65.21,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Birthday Allowance,Revenue,161345,109,2020-10-19,70.95,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,FITBIT,Birthday Allowance,Revenue,161377,193,2020-12-22,83.32,Nil,COMPUTER SOFTWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Birthday Allowance,Revenue,161373,116,2020-12-16,92.98,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,CEX LTD,Birthday Allowance,Revenue,161353,69,2020-11-06,130.00,Nil,ELECTRICAL PARTS AND EQUIPMENT,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,SMYTHS TOYS,Birthday Allowance,Revenue,161364,326,2020-11-27,166.92,Nil,"GAME, TOY, AND HOBBY SHOPS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,GECKO MOBILE SHOP,Birthday Allowance,Revenue,161377,197,2020-12-22,194.95,Nil,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,HALFORDS,Birthday Allowance,Revenue,161377,187,2020-12-22,325.00,Nil,BICYCLE SHOPS-SALES AND SERVICE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161377,25,2020-12-22,-25.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161377,26,2020-12-22,-25.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161358,84,2020-11-18,2.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161338,344,2020-10-05,2.99,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161355,181,2020-11-12,2.99,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161365,310,2020-12-01,3.32,Nil,RECORD SHOPS,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161365,312,2020-12-01,3.50,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161365,315,2020-12-01,3.50,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161365,313,2020-12-01,4.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161365,314,2020-12-01,4.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,AMAZON,Books & Other Publications,Revenue,161338,347,2020-10-05,4.99,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161365,246,2020-12-01,4.99,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161358,451,2020-11-18,5.77,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161365,311,2020-12-01,5.94,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161369,347,2020-12-09,6.68,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161365,318,2020-12-01,7.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161338,342,2020-10-05,7.31,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161371,145,2020-12-14,7.76,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161371,146,2020-12-14,7.82,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161338,343,2020-10-05,7.95,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,CGP BOOKS,Books & Other Publications,Revenue,161348,150,2020-10-26,7.95,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161369,345,2020-12-09,9.54,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161371,148,2020-12-14,9.84,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161358,453,2020-11-18,9.99,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161358,136,2020-11-18,11.87,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161343,95,2020-10-15,13.98,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,THE WORKS PLC,Books & Other Publications,Revenue,161339,212,2020-10-07,16.67,Nil,DISCOUNT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161369,138,2020-12-09,18.09,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,AMAZON,Books & Other Publications,Revenue,161353,301,2020-11-06,18.99,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Books & Other Publications,Revenue,161368,9,2020-12-04,19.51,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161342,8,2020-10-14,19.87,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161358,129,2020-11-18,20.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,AMAZON,Books & Other Publications,Revenue,161351,109,2020-11-03,22.96,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161358,137,2020-11-18,23.40,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161365,316,2020-12-01,23.97,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161358,124,2020-11-18,24.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,BUSINESS,1,Central Services,WH SMITH,Books & Other Publications,Revenue,161346,108,2020-10-21,24.14,Nil,NEWS DEALERS AND NEWSSTANDS,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,CONSTRUCTION INDUSTRY TRAINING BOARD,Books & Other Publications,Revenue,161355,258,2020-11-12,24.75,Nil,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161361,111,2020-11-24,28.59,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161355,180,2020-11-12,28.99,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Books & Other Publications,Revenue,161368,8,2020-12-04,32.41,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161358,125,2020-11-18,34.95,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161358,127,2020-11-18,38.02,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161358,126,2020-11-18,41.34,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161364,318,2020-11-27,41.62,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,CGP BOOKS,Books & Other Publications,Revenue,161341,250,2020-10-13,43.95,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,CGP BOOKS,Books & Other Publications,Revenue,161355,353,2020-11-12,43.95,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,CGP BOOKS,Books & Other Publications,Revenue,161359,166,2020-11-20,43.95,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,CORAM,Books & Other Publications,Revenue,161372,175,2020-12-15,44.70,Nil,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161339,362,2020-10-07,50.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161377,16,2020-12-22,50.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161342,14,2020-10-14,58.32,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161358,128,2020-11-18,71.16,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,THE ARBORICULTURAL ASSOCIATION,Books & Other Publications,Revenue,161367,125,2020-12-03,91.50,Nil,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Books & Other Publications,Revenue,161368,6,2020-12-04,100.28,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161359,183,2020-11-20,109.24,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,PROFESSIONAL BOOKS,Books & Other Publications,Revenue,161352,42,2020-11-04,113.90,Nil,BOOK STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,AMAZON,Books & Other Publications,Revenue,161338,346,2020-10-05,117.56,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,THE WORKS PLC,Books & Other Publications,Revenue,161352,30,2020-11-04,120.00,Nil,DISCOUNT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161360,89,2020-11-23,142.95,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161350,124,2020-10-30,189.98,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161377,183,2020-12-22,254.85,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,AMAZON,Books & Other Publications,Revenue,161359,177,2020-11-20,441.15,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,B & M RETAIL LTD,Bulbs / Plants / Trees,Revenue,161349,177,2020-10-28,4.99,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,B & M RETAIL LTD,Bulbs / Plants / Trees,Revenue,161352,211,2020-11-04,5.00,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
