Payment Date,Transaction Number,Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Classification
2015-05-01,1042712,15.95,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,15.95,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,15.95,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,17.00,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,19.90,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,19.90,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,27.50,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,27.50,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,27.90,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,27.90,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,27.90,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,27.90,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,29.90,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,29.90,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,31.90,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,41.25,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,41.25,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,41.25,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,41.25,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,41.85,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,41.85,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,47.85,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,47.85,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,55.00,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,55.00,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,55.80,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,55.80,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,63.80,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042712,63.80,INNOVATIONS 4 LEISURE LIMITED T/A P81,389517,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-05-01,1042713,240.00,NEWCASTLE CITY COUNCIL,014331,Environment & Leisure,Central Services,102,Employees,501,Indirect Employee Expenses,5002,Revenue,00.PUBLIC SECTOR
2015-05-01,1042715,281.80,CAPITA SYMONDS LTD,376582,DCE - Technical Package,Unallocated,N/A,Third Party Payments,505,Private Contractors,5042,Revenue,02.BUILDING SERVICES
2015-05-01,1042715,422.64,CAPITA SYMONDS LTD,376582,Capital,Capital,Capital,Supplies and Services,504,Miscellaneous Expenses,5034,Capital,02.BUILDING SERVICES
2015-05-01,1042715,450.81,CAPITA SYMONDS LTD,376582,Capital,Capital,Capital,Supplies and Services,504,Miscellaneous Expenses,5034,Capital,02.BUILDING SERVICES
2015-05-01,1042715,535.34,CAPITA SYMONDS LTD,376582,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,02.BUILDING SERVICES
2015-05-01,1042715,597.18,CAPITA SYMONDS LTD,376582,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,02.BUILDING SERVICES
2015-05-01,1042715,641.33,CAPITA SYMONDS LTD,376582,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,02.BUILDING SERVICES
2015-05-01,1042715,776.79,CAPITA SYMONDS LTD,376582,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,02.BUILDING SERVICES
2015-05-01,1042715,788.90,CAPITA SYMONDS LTD,376582,DCE - Technical Package,Unallocated,N/A,Third Party Payments,505,Private Contractors,5042,Revenue,02.BUILDING SERVICES
2015-05-01,1042715,808.00,CAPITA SYMONDS LTD,376582,Environment & Leisure,Environmental & Regulatory Services,105,Third Party Payments,505,Private Contractors,5042,Revenue,02.BUILDING SERVICES
2015-05-01,1042715,855.00,CAPITA SYMONDS LTD,376582,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,02.BUILDING SERVICES
2015-05-01,1042715,859.35,CAPITA SYMONDS LTD,376582,Capital,Capital,Capital,Supplies and Services,504,Miscellaneous Expenses,5034,Capital,02.BUILDING SERVICES
2015-05-01,1042715,873.43,CAPITA SYMONDS LTD,376582,Capital,Capital,Capital,Supplies and Services,504,Miscellaneous Expenses,5034,Capital,02.BUILDING SERVICES
2015-05-01,1042715,1480.00,CAPITA SYMONDS LTD,376582,Environment & Leisure,Environmental & Regulatory Services,105,Third Party Payments,505,Private Contractors,5042,Revenue,02.BUILDING SERVICES
2015-05-01,1042715,2119.27,CAPITA SYMONDS LTD,376582,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,02.BUILDING SERVICES
2015-05-01,1042715,2260.62,CAPITA SYMONDS LTD,376582,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,02.BUILDING SERVICES
2015-05-01,1042715,8431.38,CAPITA SYMONDS LTD,376582,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,02.BUILDING SERVICES
2015-05-01,1042719,90.00,PUBLIC ANALYST SCIENTIFIC SERVICES,381081,DCE - Technical Package,Environmental & Regulatory Services,105,Third Party Payments,505,Private Contractors,5042,Revenue,08.ENVIRONMENTAL SERV
2015-05-01,1042719,220.00,PUBLIC ANALYST SCIENTIFIC SERVICES,381081,DCE - Technical Package,Environmental & Regulatory Services,105,Third Party Payments,505,Private Contractors,5042,Revenue,08.ENVIRONMENTAL SERV
2015-05-01,1042720,271.67,LES MILLS FITNESS UK LTD,206361,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,06.SPORTS EQUIPMENT
2015-05-01,1042725,480.00,NORTH EAST AUTISM SOCIETY,329004,Commissioning & Fair Access,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,22.SUPPORT SERVICES
2015-05-01,1042725,480.00,NORTH EAST AUTISM SOCIETY,329004,Commissioning & Fair Access,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,22.SUPPORT SERVICES
2015-05-01,1042725,640.00,NORTH EAST AUTISM SOCIETY,329004,Commissioning & Fair Access,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,22.SUPPORT SERVICES
2015-05-01,1042725,760.00,NORTH EAST AUTISM SOCIETY,329004,Commissioning & Fair Access,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,22.SUPPORT SERVICES
2015-05-01,1042725,800.00,NORTH EAST AUTISM SOCIETY,329004,Commissioning & Fair Access,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,22.SUPPORT SERVICES
2015-05-01,1042725,990.00,NORTH EAST AUTISM SOCIETY,329004,Commissioning & Fair Access,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,22.SUPPORT SERVICES
2015-05-01,1042725,1380.00,NORTH EAST AUTISM SOCIETY,329004,Commissioning & Fair Access,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,22.SUPPORT SERVICES
2015-05-01,1042725,1440.00,NORTH EAST AUTISM SOCIETY,329004,Commissioning & Fair Access,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,22.SUPPORT SERVICES
2015-05-01,1042726,315.00,BUSI MAIDS,387492,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,04.CLEANING SERVICES
2015-05-01,1042728,254.00,SHIREMOOR ADVENTURE PLAYGROUND TRUST,387273,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.GRANT
2015-05-01,1042729,1177.00,LEXISNEXIS BUTTERWORTHS,360523,DCE - Technical Package,Planning Services,110,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,18.BOOKS & PUBLICATIONS
2015-05-01,1042730,225.00,GEM UK LTD,379814,Law & Governance,Central Services,102,Supplies and Services,504,Equipment,5023,Revenue,17.OFFICE EQUIPMENT
2015-05-01,1042733,3536.60,NHC NHS FOUNDATION TRUST,317869,Adult Social Care,Adult Social Care,101,Employees,501,Direct Employee Expenses,5001,Revenue,00.PUBLIC SECTOR
2015-05-01,1042733,1713.27,NHC NHS FOUNDATION TRUST,317869,Law & Governance,Central Services,102,Third Party Payments,505,Health Authorities,5038,Revenue,00.PUBLIC SECTOR
2015-05-01,1042733,3536.60,NHC NHS FOUNDATION TRUST,317869,Adult Social Care,Adult Social Care,101,Employees,501,Direct Employee Expenses,5001,Revenue,00.PUBLIC SECTOR
2015-05-01,1042733,3536.60,NHC NHS FOUNDATION TRUST,317869,Adult Social Care,Adult Social Care,101,Employees,501,Direct Employee Expenses,5001,Revenue,00.PUBLIC SECTOR
2015-05-01,1042734,210.60,PRINTSEARCH CHESTER LTD,384892,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,06.STATIONERY
2015-05-01,1042734,681.20,PRINTSEARCH CHESTER LTD,384892,Finance & Commercial Services,Central Services,102,Third Party Payments,505,Private Contractors,5042,Revenue,06.STATIONERY
2015-05-01,1042745,1120.35,Redacted Personal Data,355052,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Grants and Subscriptions,5031,Revenue,00.NON INFLUENCIBLE
2015-05-01,1042746,600.00,SUMMERS-INMAN LLP,354029,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,18.CONSULTANTS FEES
2015-05-01,1042747,29.76,JMP FOODSERVICE,355629,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,03.GROCERIES & PROVISIONS
2015-05-01,1042747,285.33,JMP FOODSERVICE,355629,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,03.GROCERIES & PROVISIONS
2015-05-01,1042748,285.00,CLIPTECH CONTROLS LTD,308672,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,02.BUILDING SERVICES
2015-05-01,1042749,1166.18,DR JB ROBERTS,308491,Public Health,Adult Social Care,101,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,00.DOCTORS/MEDICAL FEES
2015-05-01,1042749,14800.00,DR JB ROBERTS,308491,Public Health,Public Health,112,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,00.DOCTORS/MEDICAL FEES
2015-05-01,1042751,616.02,MONKSEATON MEDICAL CENTRE,312480,Public Health,Adult Social Care,101,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,PUB SPEC
2015-05-01,1042751,8700.00,MONKSEATON MEDICAL CENTRE,312480,Public Health,Public Health,112,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,PUB SPEC
2015-05-01,1042752,541.84,OCE (UK) LIMITED,015952,Commissioning & Fair Access,Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,20.PHOTOCOPIERS
2015-05-01,1042753,6775.67,NORTH TYNESIDE CARERS CENTRE,300370,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2015-05-01,1042753,9023.25,NORTH TYNESIDE CARERS CENTRE,300370,Commissioning & Fair Access,Children's & Education Services,103,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2015-05-01,1042754,4906.20,ST OSWALDS HOSPICE,227723,Commissioning & Fair Access,Children's & Education Services,103,Supplies and Services,504,Grants and Subscriptions,5031,Revenue,22.RESIDENTIAL
2015-05-01,1042755,3873.45,AGE UK NORTH TYNESIDE,334565,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2015-05-01,1042755,4199.69,AGE UK NORTH TYNESIDE,334565,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2015-05-01,1042755,4337.99,AGE UK NORTH TYNESIDE,334565,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2015-05-01,1042755,4511.99,AGE UK NORTH TYNESIDE,334565,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2015-05-01,1042755,4732.58,AGE UK NORTH TYNESIDE,334565,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2015-05-01,1042755,17531.34,AGE UK NORTH TYNESIDE,334565,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2015-05-01,1042755,22991.42,AGE UK NORTH TYNESIDE,334565,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2015-05-01,1042755,33831.39,AGE UK NORTH TYNESIDE,334565,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2015-05-01,1042756,7661.30,NPOWER,334502,DCE - Technical Package,Environmental & Regulatory Services,105,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,27.ELECTRIC
2015-05-01,1042756,948.85,NPOWER,334502,DCE - Technical Package,Highways & Transport Services,107,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,27.ELECTRIC
2015-05-01,1042756,1016.62,NPOWER,334502,DCE - Technical Package,Highways & Transport Services,107,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,27.ELECTRIC
2015-05-01,1042756,1016.62,NPOWER,334502,DCE - Technical Package,Highways & Transport Services,107,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,27.ELECTRIC
2015-05-01,1042756,1050.50,NPOWER,334502,DCE - Technical Package,Highways & Transport Services,107,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,27.ELECTRIC
2015-05-01,1042756,1050.50,NPOWER,334502,DCE - Technical Package,Highways & Transport Services,107,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,27.ELECTRIC
2015-05-01,1042756,1050.50,NPOWER,334502,DCE - Technical Package,Highways & Transport Services,107,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,27.ELECTRIC
2015-05-01,1042756,1050.50,NPOWER,334502,DCE - Technical Package,Highways & Transport Services,107,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,27.ELECTRIC
2015-05-01,1042756,1050.50,NPOWER,334502,DCE - Technical Package,Highways & Transport Services,107,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,27.ELECTRIC
