Body Name,Expenditure Category,Captial/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263940/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263941/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263942/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263943/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263945/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263938/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263939/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263282/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263299/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263301/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263322/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263323/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263324/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,262332/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,262345/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,262348/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,262349/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,262350/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,262361/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,262700/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263353/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263355/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263361/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263369/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263329/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263333/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263349/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,253825/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,253871/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,256175/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263281/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263325/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263326/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263327/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263328/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,262750/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,262763/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,262796/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,262799/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,262802/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263274/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263280/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,265493/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,266136/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,250785/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,253815/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263373/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263901/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263928/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,263929/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,256183/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,256198/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,259018/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,260539/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,261404/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,261447/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,04/10/2017,HELP-LINK UK LTD,1682370,98.16,261487/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264682/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264689/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264690/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264692/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264695/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264696/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264697/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,253225/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,254782/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,254798/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,255045/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,256550/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,258910/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,263277/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,263278/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,263291/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264553/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264554/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,263279/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,263285/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,263290/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,257721/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264708/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264709/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264710/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264711/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264714/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264715/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264717/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,263292/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,263293/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,263294/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264888/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264895/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,265484/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,265656/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,267045/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,267074/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264667/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264668/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,263926/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264543/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264546/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264547/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264549/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264550/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,259567/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,260527/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,260560/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,260587/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,261372/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,261382/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264669/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,263920/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264672/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264673/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264676/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264665/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264666/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264678/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264552/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264551/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264698/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264699/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264700/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264701/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264684/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264685/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264686/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,258922/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,261443/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,HELP-LINK UK LTD,1682719,98.16,264702/1
