ï»¿Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Signalling Systems,1031\5110038157,2021-12-15,700.00,
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Signalling Systems,1031\5110043258,2021-12-22,620.00,
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Signalling Systems,1031\5110043235,2021-12-22,386.65,
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Fleet,1031\5110043244,2021-12-21,326.00,
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Fleet,1031\5110044456,2021-12-29,303.00,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005\5110043069,2021-12-22,268.00,
TFL CORPORATE,AMAZON,Furniture & Equipment,1001\3000040621,2021-12-24,399.04,5999
TFL CORPORATE,AMAZON WEB SERVICES EMEA SARL,Manage IT Services,1001\5110046906,2021-12-21,183232.06,
TFL CORPORATE,AMAZON WEB SERVICES EMEA SARL,Manage IT Services,1001\5110046900,2021-12-29,174002.04,
TFL CORPORATE,AMAZON WEB SERVICES EMEA SARL,Manage IT Services,1001\5110032704,2021-12-17,116115.30,
TFL CORPORATE,AMAZON WEB SERVICES EMEA SARL,Manage IT Services,1001\5110036170,2021-12-17,24296.78,
TFL CORPORATE,AMAZON WEB SERVICES EMEA SARL,Manage IT Services,1001\5110036166,2021-12-17,-4616.39,
TFL CORPORATE,AMAZON WEB SERVICES EMEA SARL,Manage IT Services,1001\5110032710,2021-12-17,-22061.97,
TFL CORPORATE,AMAZON WEB SERVICES EMEA SARL,Manage IT Services,1001\5110046903,2021-12-21,-33060.38,
TFL CORPORATE,AMAZON WEB SERVICES EMEA SARL,Manage IT Services,1001\5110036181,2021-12-21,-34814.10,
RAIL FOR LONDON LIMITED,AMEY OWR LTD,Maintenance of Plant & Equipment,1020\5110044115,2021-12-22,3885.00,
LONDON UNDERGROUND LTD,AMNITEC LTD,Fleet,1005\5110041456,2021-12-22,2849.02,
TFL CORPORATE,AMPLICON LIVELINE LTD,Computer Hardware,1001\5110052141,2021-12-24,3933.54,
LONDON BUS SERVICES LTD,ANDERSON ACOUSTICS LTD,Vehicle Repairs & Maintenance,1006\5110051740,2021-12-24,10000.00,
SURFACE TRANSPORT CORP,ANDREW FRASER-URQUHART QC,Legal Fees,1002\5110049086,2021-12-31,39500.00,
TFL CORPORATE,ANGELA ROBINSON,Purchase of Land & Buildings,1001\1900083018,2021-12-31,1300.00,
LONDON UNDERGROUND LTD,ANIXTER LTD,Signals & Electricals stock issues,1005\5110041192,2021-12-22,8160.00,
LONDON UNDERGROUND LTD,ANIXTER LTD,Signalling Systems,1005\5110038495,2022-01-07,2594.50,
LONDON TRANSPORT MUSEUM,ANNA KOCHKINA,LTM Design & Presentation Consultancy,1011\5110050878,2022-01-05,1243.00,
TFL CORPORATE,ANNIE FENDRICH,Legal Fees,1001\5110052402,2022-01-05,600.00,
TFL CORPORATE,ANNIE FENDRICH,Legal Fees,1001\5110052320,2022-01-05,300.00,
TFL CORPORATE,ANNIE FENDRICH,Legal Fees,1001\5110052362,2022-01-05,300.00,
LONDON UNDERGROUND LTD,ANRITSU EMEA LTD,Maintenance Materials,1005\5110050990,2021-12-22,1282.00,
LONDON UNDERGROUND LTD,ANRITSU EMEA LTD,Maintenance Materials,1005\5110050991,2021-12-22,1140.00,
DOCKLANDS LIGHT RAILWAY,ANTAGRADE ELECTRICAL LTD,Civil Engineering Construction Works,1012\5110044006,2021-12-16,9639.04,
TFL CORPORATE,ANTI GRAFFITI SYSTEMS LTD,Art And Poetry Installations And Programmes,1001\5110040233,2021-12-22,1714.29,
TFL CORPORATE,AON SOLUTIONS UK LTD,Management & Support Consultancy,1001\5110039555,2021-12-17,16338.51,
TFL CORPORATE,AON SOLUTIONS UK LTD,Management & Support Consultancy,1001\5110019409,2021-12-24,6315.41,
LONDON TRANSPORT MUSEUM,APPLE & PEAR STUDIO LTD,LTM Design & Presentation Consultancy,1011\5110047427,2021-12-16,3270.00,
DIAL A RIDE,AQUAJET CLEANING EQUIPMENT LIMITED,Vehicle Repairs & Maintenance,1010\5110046985,2021-12-15,1100.00,
LONDON TRANSPORT MUSEUM,AQUENT,Agency Staff,1011\5110045874,2021-12-14,945.00,
LONDON TRANSPORT MUSEUM,AQUENT,Agency Staff,1011\5110045571,2021-12-14,700.00,
LONDON TRANSPORT MUSEUM,AQUENT,Agency Staff,1011\5110045576,2021-12-14,700.00,
LONDON TRANSPORT MUSEUM,AQUENT,Agency Staff,1011\5110045870,2021-12-14,700.00,
LONDON TRANSPORT MUSEUM,AQUENT,Agency Staff,1011\5110046268,2021-12-22,700.00,
LONDON TRANSPORT MUSEUM,AQUENT,Agency Staff,1011\5110046270,2021-12-17,700.00,
LONDON TRANSPORT MUSEUM,AQUENT,Agency Staff,1011\5110046275,2021-12-30,700.00,
LONDON TRANSPORT MUSEUM,AQUENT,Production Artwork And Design For Marketing,1011\5110045582,2021-12-14,700.00,
LONDON TRANSPORT MUSEUM,AQUENT,Production Artwork And Design For Marketing,1011\5110045840,2021-12-13,700.00,
LONDON TRANSPORT MUSEUM,AQUENT,Production Artwork And Design For Marketing,1011\5110045871,2021-12-14,700.00,
LONDON UNDERGROUND LTD,ARBIL LTD,Plant & Equipment Purchases,1005\5110046994,2021-12-15,508.11,
SURFACE TRANSPORT CORP,ARCHANT LONDON,Statutory Ads Notices Communications & Consultatio,1002\5110042448,2021-12-22,2098.87,
SURFACE TRANSPORT CORP,ARCHANT LONDON,Statutory Ads Notices Communications & Consultatio,1002\5110039363,2021-12-16,1297.35,
SURFACE TRANSPORT CORP,ARCHANT LONDON,Statutory Ads Notices Communications & Consultatio,1002\5110045095,2021-12-29,585.90,
LONDON UNDERGROUND LTD,ARCHITECTURAL METAL CRAFTSMEN LTD,Fleet,1005\5110051724,2021-12-24,4574.00,
LONDON UNDERGROUND LTD,ARCO PROFESSIONAL SAFETY SERV. LTD,Building Maintenance & Repairs,1005\5110037663,2021-12-15,1045.00,
LONDON UNDERGROUND LTD,ARCO PROFESSIONAL SAFETY SERV. LTD,Civil Engineering Construction Works,1005\5110041269,2021-12-13,329.00,
LONDON UNDERGROUND LTD,ARCO PROFESSIONAL SAFETY SERV. LTD,Civil Engineering Construction Works,1005\5110041414,2021-12-21,329.00,
SURFACE TRANSPORT CORP,ARDENT MANAGEMENT LTD,Planning & Development Consultancy,1002\5110047109,2021-12-21,28136.65,
SURFACE TRANSPORT CORP,ARDENT MANAGEMENT LTD,Planning & Development Consultancy,1002\5110047092,2021-12-21,27587.60,
SURFACE TRANSPORT CORP,ARDENT MANAGEMENT LTD,Planning & Development Consultancy,1002\5110025535,2022-01-04,21701.50,
LUL NOMINEE SSL LIMITED,ARES SOFTWARE U.K. LIMITED,Civil Engineering Construction Works,1031\5110052381,2021-12-24,5726.66,
LUL NOMINEE SSL LIMITED,ARES SOFTWARE U.K. LIMITED,Civil Engineering Construction Works,1031\5110052367,2021-12-24,1217.72,
TFL CORPORATE,ARK SIGNALLING CONSULTANCY,Management & Support Consultancy,1001\5110048035,2021-12-17,21450.00,
TFL CORPORATE,ARK SIGNALLING CONSULTANCY,Management & Support Consultancy,1001\5110047030,2021-12-15,18900.00,
LUL NOMINEE SSL LIMITED,ARMADILLO LED,Signalling Systems,1031\5110047637,2021-12-14,10622.50,
LONDON UNDERGROUND LTD,ARMADILLO LED,Electricity,1005\5110047627,2021-12-15,503.58,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900046685,2021-12-24,13389861.12,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900046717,2022-01-07,4255513.30,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900046673,2021-12-24,331203.24,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900046705,2022-01-06,168441.86,
RAIL FOR LONDON LIMITED,ARRIVA LONDON NORTH LTD,Rail Replacement Service Costs,1020\5110045053,2021-12-29,24826.84,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900046686,2021-12-24,6877041.52,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900046718,2022-01-07,2249982.13,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900046674,2021-12-24,50124.00,
RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,Franchise/Concession Fixed Fee,1020\5110051572,2022-01-05,15795009.81,
TFL CORPORATE,ART ON LONDON UNDERGROUND,Marketing Exhibitions & Events,1001\1900081182,2021-12-16,350.00,
LONDON TRANSPORT MUSEUM,ARTEFACTS CONSERVATION SERVICES,Contractors,1011\5110050951,2021-12-22,465.00,
LONDON UNDERGROUND LTD,ARTIFEX,Signalling Systems,1005\5110047996,2021-12-15,408.19,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110047974,2021-12-23,8465.28,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110045209,2021-12-24,8149.13,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110033826,2021-12-23,7652.06,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110051278,2021-12-30,7613.45,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110023904,2021-12-23,7541.98,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110041997,2022-01-07,7241.78,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110038502,2021-12-23,6810.48,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110026837,2021-12-23,6546.90,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110030538,2021-12-23,6117.89,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110038496,2021-12-23,6005.80,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110047981,2021-12-23,1184.57,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110047963,2021-12-23,737.38,
LT MUSEUM TRADING LTD,ARTISAN PEOPLE,Agency Staff,1024\5110037551,2021-12-23,476.20,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110033823,2021-12-23,357.16,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110033652,2021-12-23,-433.63,
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5110047863,2021-12-23,-979.01,
LUL NOMINEE BCV LIMITED,ASCOT FINISHERS LTD,Track General Maintenance,1033\5110050045,2021-12-21,1944.40,
LONDON UNDERGROUND LTD,ASHURST LLP,Legal Fees,1005\5110046644,2021-12-24,26673.00,
TFL CORPORATE,ASHURST LLP,Legal Fees,1001\5110046851,2021-12-22,12546.50,
DOCKLANDS LIGHT RAILWAY,ASHURST LLP,Legal Fees,1012\5110049648,2021-12-20,12108.00,
LONDON UNDERGROUND LTD,ASHURST LLP,Legal Fees,1005\5110044628,2021-12-14,10000.00,
SURFACE TRANSPORT CORP,ASHURST LLP,Legal Fees,1002\5110045128,2021-12-15,9387.40,
RAIL FOR LONDON LIMITED,ASHURST LLP,Legal Fees,1020\5110052146,2021-12-24,7868.50,
RAIL FOR LONDON LIMITED,ASHURST LLP,Legal Fees,1020\5110045664,2021-12-22,3543.80,
TFL CORPORATE,ASHURST LLP,Legal Fees,1001\5110048051,2021-12-22,2914.30,
LONDON UNDERGROUND LTD,ASHURST LLP,Management & Support Consultancy,1005\5110049649,2021-12-21,2912.00,
LONDON UNDERGROUND LTD,ASHURST LLP,Management & Support Consultancy,1005\5110049651,2021-12-20,1980.70,
RAIL FOR LONDON LIMITED,ASHURST LLP,Legal Fees,1020\5110045570,2021-12-22,1977.00,
SURFACE TRANSPORT CORP,ASHURST LLP,Legal Fees,1002\5110051149,2022-01-05,1775.00,
RAIL FOR LONDON LIMITED,ASHURST LLP,Legal Fees,1020\5110045669,2021-12-22,611.60,
RAIL FOR LONDON LIMITED,ASHURST LLP,Legal Fees,1020\5110052067,2021-12-24,597.10,
LONDON UNDERGROUND LTD,ASLEF,Payroll Intercompany Suspense Account,1005\1900222091,2021-12-20,-1035.32,
TFL CORPORATE,ASPERITY EMPLOYEE BENEFITS LTD,Staff Welfare Benefits,1001\5110052092,2021-12-29,5000.00,
LONDON UNDERGROUND LTD,ASPIRE,Planning & Development Consultancy,1005\5110051179,2021-12-22,20395.36,
TFL CORPORATE,ASPIRE,Planning & Development Consultancy,1001\5110050895,2021-12-22,11400.00,
TFL CORPORATE,ASPIRE,Planning & Development Consultancy,1001\5110050900,2022-01-06,10640.00,
LONDON UNDERGROUND LTD,ASPIRE,Planning & Development Consultancy,1005\5110050903,2021-12-22,1120.00,
TFL CORPORATE,ATKINS LIMITED,Management & Support Consultancy,1001\5110040237,2021-12-22,160635.63,
LONDON UNDERGROUND LTD,ATKINS LIMITED,MR Construction Costs,1005\5110028394,2022-01-05,29347.83,
DOCKLANDS LIGHT RAILWAY,ATKINS LIMITED,Civil Engineering Construction Works,1012\5110052172,2022-01-07,15000.00,
TFL CORPORATE,ATKINS LIMITED,Professional Engineering Services,1001\5110041387,2021-12-23,12240.00,
TRANSPORT TRADING LTD,ATKINS LIMITED,Planning & Development Consultancy,1004\5110039640,2021-12-22,8283.75,
RAIL FOR LONDON LIMITED,ATKINS LIMITED,Professional Engineering Services,1020\5110035835,2021-12-13,7138.00,
TFL CORPORATE,ATKINS LIMITED,Management & Support Consultancy,1001\5110039571,2021-12-22,4104.69,
TFL CORPORATE,ATKINS LIMITED,Planning & Development Consultancy,1001\5110038549,2021-12-20,3443.44,
TFL CORPORATE,ATKINS LIMITED,Planning & Development Consultancy,1001\5110038548,2021-12-23,3432.69,
LONDON UNDERGROUND LTD,ATKINS LIMITED,Civil Engineering Construction Works,1005\5110038510,2021-12-13,3317.97,
SURFACE TRANSPORT CORP,ATKINS LIMITED,Contracted Services - Roads,1002\5110048150,2021-12-15,2349.48,
TFL CORPORATE,ATLAS RAIL,Staff Training,1001\5110049081,2021-12-21,5676.00,
TRANSPORT TRADING LTD,ATOC,Customer Research And Counts,1004\5110038911,2021-12-20,43042.80,
TRANSPORT TRADING LTD,ATOC,Software Maintenance,1004\5110038917,2021-12-20,29600.00,
RAIL FOR LONDON LIMITED,ATOS IT SERVICES UK LTD,Computer Software,1020\5110022197,2022-01-05,21051.92,
TFL CORPORATE,AURA,Customer Research And Counts,1001\5110054365,2022-01-07,545.00,
LONDON UNDERGROUND LTD,AUTODESK LIMITED,Software Maintenance,1005\5110038498,2021-12-15,2190.00,
LONDON UNDERGROUND LTD,AUTOHOME RECOVERY,Vehicle Repairs & Maintenance,1005\5110048624,2021-12-16,458.33,
LONDON UNDERGROUND LTD,AUTOHOME RECOVERY,Vehicle Repairs & Maintenance,1005\5110048634,2021-12-17,300.00,
LONDON UNDERGROUND LTD,AUTOMATIC TEST SERVICES LTD,Building Maintenance & Repairs,1005\5110044027,2021-12-29,3812.25,
LONDON UNDERGROUND LTD,AUTOMATIC TEST SERVICES LTD,Building Maintenance & Repairs,1005\5110045596,2022-01-04,993.36,
RAIL FOR LONDON LIMITED,AVANSIM LTD.,Management & Support Consultancy,1020\5110047072,2021-12-17,15000.00,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041594,2021-12-23,857.37,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041476,2021-12-23,593.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041479,2021-12-23,593.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041483,2021-12-23,593.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110042788,2021-12-29,593.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110047095,2022-01-05,509.88,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041481,2021-12-23,498.96,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041552,2021-12-23,498.96,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041559,2021-12-23,498.96,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041564,2021-12-23,498.96,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041593,2021-12-23,498.96,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041599,2021-12-23,498.96,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041600,2021-12-23,498.96,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041601,2021-12-23,498.96,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041602,2021-12-23,498.96,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110038934,2021-12-21,327.60,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110038961,2021-12-21,327.60,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110039471,2021-12-22,327.60,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110042025,2021-12-24,327.60,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110042781,2021-12-29,327.60,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110043383,2021-12-29,327.60,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110045863,2022-01-05,327.60,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110046488,2022-01-05,327.60,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110047449,2022-01-06,327.60,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041478,2021-12-23,324.80,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041592,2021-12-23,324.80,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110036662,2021-12-15,320.27,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041477,2021-12-23,315.55,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041589,2021-12-23,315.55,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041590,2021-12-23,315.55,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041591,2021-12-23,315.55,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110037350,2021-12-15,290.57,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110040250,2021-12-22,285.33,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110040251,2021-12-22,285.33,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5109915325,2021-12-23,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5109918386,2021-12-23,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110036280,2021-12-14,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110036281,2021-12-14,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110036283,2021-12-14,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110036655,2021-12-15,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110036678,2021-12-15,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110037877,2021-12-15,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110037878,2021-12-15,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110037879,2021-12-15,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110037880,2021-12-15,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110038230,2021-12-16,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110038920,2021-12-21,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110038923,2021-12-21,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110038929,2021-12-21,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110038940,2021-12-21,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110038950,2021-12-21,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110039550,2021-12-22,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110039556,2021-12-22,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110040249,2021-12-22,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110040252,2021-12-22,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041232,2021-12-22,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041234,2021-12-22,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041235,2021-12-22,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041236,2021-12-22,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041237,2021-12-22,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041238,2021-12-22,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110041240,2021-12-22,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110042032,2021-12-24,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110042033,2021-12-24,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110042036,2021-12-24,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110042038,2021-12-24,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110042044,2021-12-24,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110042778,2021-12-29,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110042779,2021-12-29,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110042780,2021-12-29,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110043374,2021-12-29,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110043376,2021-12-29,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110043377,2021-12-29,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110044152,2021-12-29,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110044155,2021-12-29,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110044985,2021-12-29,285.32,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110038932,2021-12-21,285.30,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110038956,2021-12-21,285.28,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110037351,2021-12-15,285.22,
LONDON UNDERGROUND LTD,AVIS BUDGET UK LIMITED,Vehicle Operating Leases,1005\5110037353,2021-12-15,285.22,
TUBE LINES LTD,AVISON YOUNG (UK) LIMITED,Planning & Development Consultancy,1040\5110041814,2021-12-24,7128.00,
TFL CORPORATE,AXA PPP HEALTHCARE,General Insurance,1001\5110045877,2022-01-04,1131356.19,
TFL CORPORATE,AXA PPP HEALTHCARE,Staff Welfare Benefits,1001\5110045875,2022-01-04,36946.35,
LONDON UNDERGROUND LTD,AZTEC CHEMICALS LTD,Track General Maintenance,1005\5110041743,2021-12-22,397.68,
