Strategic Group,Spend Level,Spend Level 2,TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Central Services,Supplies and Services,"Licenses, Housing, Fees",43626878,2,201102,QLICKIT,5000.00,2011-05-17
Central Services,Supplies and Services,"Licenses, Housing, Fees",43626908,2,201102,ADVANCED BUSINESS SOFTWARE AND SOLUTIONS LTD,950,2011-05-17
Central Services,Supplies and Services,Comms & Computing,43627189,2,201102,PHOENIX SOFTWARE LTD,839.7,2011-05-20
Central Services,Supplies and Services,Comms & Computing,43627217,2,201102,LANWAY CBS LTD,1213.60,2011-05-20
Central Services,Purchase of Equipment,,43627380,2,201102,COMTECH TELECOMMUNICATIONS LTD,1200.00,2011-05-19
Central Services,Purchase of Equipment,,43627381,2,201102,COMTECH TELECOMMUNICATIONS LTD,383,2011-05-19
Central Services,Supplies and Services,Miscellaneous Supplies,43627382,2,201102,SUPPLIES TEAM LTD,1617.58,2011-05-19
Central Services,Supplies and Services,Comms & Computing,43627388,2,201102,PROBRAND LTD,2425.00,2011-05-19
Central Services,Supplies and Services,Comms & Computing,43627388,3,201102,PROBRAND LTD,5,2011-05-19
Central Services,Supplies and Services,Comms & Computing,43627675,2,201102,TENEO,1295.00,2011-05-20
Central Services,Supplies and Services,"Licenses, Housing, Fees",43628123,2,201102,ESRI UK LTD,24015.00,2011-05-24
Central Services,Supplies and Services,"Printing, Stationery etc",43628258,3,201102,ADARE HALCYON LTD,23249.69,2011-05-24
Central Services,Supplies and Services,"Printing, Stationery etc",43628258,4,201102,ADARE HALCYON LTD,27645.74,2011-05-24
Central Services,Supplies and Services,"Printing, Stationery etc",43628260,3,201102,ADARE HALCYON LTD,550,2011-05-24
Central Services,Supplies and Services,"Printing, Stationery etc",43628260,4,201102,ADARE HALCYON LTD,300,2011-05-24
Central Services,Supplies and Services,Miscellaneous Supplies,43628583,2,201102,RETOX DIGITAL LIMITED,350,2011-05-25
Central Services,Supplies and Services,"Grants, Contribs & Subs",43628592,2,201102,DUE NORTH LTD,16000.00,2011-05-27
Central Services,Supplies and Services,"Grants, Contribs & Subs",43628596,2,201102,DUE NORTH LTD,46800.00,2011-05-27
Central Services,Supplies and Services,"Printing, Stationery etc",43628709,2,201102,CLAVERING STATIONERS,388.5,2011-05-26
Central Services,Supplies and Services,Comms & Computing,43628718,2,201102,FISCAL TECHNOLOGIES,10625.00,2011-05-26
Central Services,Supplies and Services,Comms & Computing,43628810,3,201102,CIVICA LTD,2419.00,2011-05-27
Central Services,Supplies and Services,Comms & Computing,43628810,4,201102,CIVICA LTD,2419.00,2011-05-27
Central Services,Employees,Indirect Employee Expenses,43628814,2,201102,GLOBAL KNOWLEDGE NETWORK TRAINING LTD,711.75,2011-05-27
Central Services,Purchase of Equipment,,43628876,2,201102,NTA MONITOR LTD,4645.20,2011-05-27
Central Services,Supplies and Services,Comms & Computing,43628878,2,201102,EQUANET LTD,700.77,2011-05-27
Central Services,Supplies and Services,Miscellaneous Supplies,43628995,2,201102,JB SKILLCARE LTD,636,2011-05-31
Central Services,Supplies and Services,"Licenses, Housing, Fees",43629025,1,201102,TREATMENT SOLUTIONS,4099.33,2011-05-31
Central Services,Supplies and Services,"Licenses, Housing, Fees",43629028,2,201102,FIRSTASSIST SERVICES LIMITED,1026.00,2011-05-31
Central Services,Purchase of Equipment,,43629068,2,201102,FUJITSU SERVICES LTD,394.44,2011-05-27
Central Services,Supplies and Services,"Licenses, Housing, Fees",43629148,2,201102,IT.SMF,500,2011-05-27
Central Services,Supplies and Services,"Grants, Contribs & Subs",43629343,4,201102,RICS,386.67,2011-05-31
Central Services,Employees,Agency Staff,60091091,50,201102,COMENSURA LTD,502.65,2011-05-04
Central Services,Employees,Agency Staff,60091091,41,201102,COMENSURA LTD,596.44,2011-05-04
Central Services,Employees,Agency Staff,60091091,47,201102,COMENSURA LTD,362.7,2011-05-04
Central Services,Employees,Agency Staff,60091091,39,201102,COMENSURA LTD,856.17,2011-05-04
Central Services,Employees,Agency Staff,60091092,6,201102,COMENSURA LTD,483.6,2011-05-11
Central Services,Employees,Agency Staff,60091092,25,201102,COMENSURA LTD,342.38,2011-05-11
Central Services,Employees,Agency Staff,60091092,33,201102,COMENSURA LTD,44.85,2011-05-11
Central Services,Employees,Agency Staff,60091092,35,201102,COMENSURA LTD,273.9,2011-05-11
Central Services,Employees,Agency Staff,60091093,5,201102,COMENSURA LTD,596.44,2011-05-18
Central Services,Employees,Agency Staff,60091093,62,201102,COMENSURA LTD,51.51,2011-05-18
Central Services,Employees,Agency Staff,60091093,71,201102,COMENSURA LTD,466.89,2011-05-18
Central Services,Employees,Agency Staff,60091094,26,201102,COMENSURA LTD,42.45,2011-05-25
Central Services,Employees,Agency Staff,60091094,29,201102,COMENSURA LTD,469.98,2011-05-25
Central Services,Purchase of Equipment,,73111407,3,201102,FUJITSU SERVICES LTD,394.44,2011-05-05
Central Services,Supplies and Services,Miscellaneous Supplies,73111609,2,201102,WHEATFIELD COURT,1084.60,2011-05-24
Community Based Services,Third Party Payments,Third Party Payments,42230612,7,201102,CROSSROADS CARE,788.9,2011-05-13
Community Based Services,Third Party Payments,Third Party Payments,42230612,8,201102,CROSSROADS CARE,228.58,2011-05-13
Community Based Services,Third Party Payments,Third Party Payments,42230612,5,201102,CROSSROADS CARE,755.09,2011-05-13
Community Based Services,Third Party Payments,Third Party Payments,42230612,6,201102,CROSSROADS CARE,1764.82,2011-05-13
Community Based Services,Third Party Payments,Third Party Payments,42231661,2,201102,HOUSING21,17008.00,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42231670,2,201102,HOUSING21,17008.00,2011-05-05
Community Based Services,Works,,42234658,2,201102,MORRISON FACILITIES SERVICES (GATESHEAD),375.25,2011-05-04
Community Based Services,Supplies and Services,"Furn, Equip & Mats",42234659,2,201102,MORRISON FACILITIES SERVICES (GATESHEAD),940.45,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234669,6,201102,360 HEALTHCARE LTD,645.54,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234669,9,201102,360 HEALTHCARE LTD,333.9,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234669,4,201102,360 HEALTHCARE LTD,31112.83,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234669,7,201102,360 HEALTHCARE LTD,2370.71,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234669,5,201102,360 HEALTHCARE LTD,18884.84,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234669,8,201102,360 HEALTHCARE LTD,834.75,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234673,6,201102,CRYSTAL COMMUNITY CARE LTD,3739.68,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234673,4,201102,CRYSTAL COMMUNITY CARE LTD,11886.84,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234673,5,201102,CRYSTAL COMMUNITY CARE LTD,562.07,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234673,7,201102,CRYSTAL COMMUNITY CARE LTD,3116.40,2011-05-04
Community Based Services,Supplies and Services,"Furn, Equip & Mats",42234675,2,201102,STANLAND GROUP LTD,411.45,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234677,6,201102,CAREMARK,979.44,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234677,4,201102,CAREMARK,23105.91,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234677,7,201102,CAREMARK,178.08,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234677,5,201102,CAREMARK,1608.29,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234680,4,201102,COQUET TRUST,14886.64,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234680,3,201102,COQUET TRUST,8221.23,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234684,2,201102,ESPA LTD,3289.50,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234688,2,201102,HEREWARD COLLEGE,4089.00,2011-05-04
Community Based Services,Premises,Rent,42234692,2,201102,THE RIVERSIDE GROUP LTD,562.88,2011-05-04
Community Based Services,Premises,Rent,42234696,2,201102,THE RIVERSIDE GROUP LTD,2970.90,2011-05-04
Community Based Services,Premises,Rent,42234697,2,201102,THE RIVERSIDE GROUP LTD,739.45,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234698,2,201102,NORTH EAST AUTISM SOCIETY,432,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234699,2,201102,SCOPE,3015.56,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234700,6,201102,CHOICE SERVICES LTD,311.64,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234700,7,201102,CHOICE SERVICES LTD,4452.00,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234700,8,201102,CHOICE SERVICES LTD,6154.89,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234700,9,201102,CHOICE SERVICES LTD,801.36,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234700,5,201102,CHOICE SERVICES LTD,23039.50,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234701,2,201102,CHESSIRE - HOPE,3719.20,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234702,4,201102,L S CARE LIMITED,869.42,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234702,3,201102,L S CARE LIMITED,37876.58,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234704,4,201102,LEONARD CHESHIRE FOUNDATION,116.76,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234704,3,201102,LEONARD CHESHIRE FOUNDATION,583.8,2011-05-04
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,42234713,4,201102,ELPHA LODGE LTD,208.56,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234713,3,201102,ELPHA LODGE LTD,2370.68,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234732,2,201102,LIFEWAYS COMMUNITY CARE,34793.59,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234734,2,201102,LIFEWAYS COMMUNITY CARE,34793.59,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234736,2,201102,LIFEWAYS COMMUNITY CARE,34793.59,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234738,2,201102,MINSTER PATHWAYS LTD,714,2011-05-04
Community Based Services,Premises,Energy,42234739,2,201102,EDF ENERGY,508.56,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234741,2,201102,MINSTER PATHWAYS LTD,481.53,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234742,2,201102,INTERACTIVE DEVELOPMENT LTD,19246.50,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234744,2,201102,COMMUNITY INTEGRATED CARE,953,2011-05-04
Community Based Services,Premises,Energy,42234746,2,201102,EDF ENERGY,454.63,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234747,2,201102,MOMENTUM NORTH EAST,445,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234750,4,201102,MENCAP,14436.56,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234750,3,201102,MENCAP,698.84,2011-05-04
Community Based Services,Premises,Energy,42234751,2,201102,EDF ENERGY,457.38,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234752,2,201102,CREATIVE SUPPORT,11750.62,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234753,2,201102,SPINAL HOMECARE,3900.00,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234756,2,201102,NORTH EAST AUTISM SOCIETY,46811.91,2011-05-04
Community Based Services,Premises,Rent,42234761,2,201102,REDACTED - Personal Information,475,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234766,6,201102,D H HOMECARE LTD,178.08,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234766,4,201102,D H HOMECARE LTD,23968.21,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234766,7,201102,D H HOMECARE LTD,3041.29,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234766,5,201102,D H HOMECARE LTD,3233.27,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234766,8,201102,D H HOMECARE LTD,128,2011-05-04
Community Based Services,Supplies and Services,Comms & Computing,42234769,2,201102,VIRGIN MEDIA BUSINESS,551.55,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234776,3,201102,POSITIVE LIFE CHOICES,3377.96,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234776,5,201102,POSITIVE LIFE CHOICES,573.2,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234776,4,201102,POSITIVE LIFE CHOICES,5971.25,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234776,6,201102,POSITIVE LIFE CHOICES,38.96,2011-05-04
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",42234801,15,201102,HMCTS,80,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42234850,2,201102,NORTHUMBRIA CALVERT TRUST,953,2011-05-04
Community Based Services,Employees,Indirect Employee Expenses,42234852,2,201102,NEIL STEWART ASSOCIATES,389,2011-05-04
Community Based Services,Premises,Energy,42234923,2,201102,N POWER,486.84,2011-05-04
Community Based Services,Third Party Payments,Third Party Payments,42235030,2,201102,TYNESIDE WOMENS HEALTH PROJECT,7250.00,2011-05-04
Community Based Services,Premises,Energy,42235036,2,201102,E ON,445.59,2011-05-04
Community Based Services,Premises,Energy,42235045,2,201102,BRITISH GAS TRADING LTD,445.96,2011-05-04
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",42235051,2,201102,CITY OF LEEDS,1500.00,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235207,2,201102,HOUSING21,17008.00,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235208,2,201102,HOUSING21,17008.00,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235209,7,201102,RANDSTAD CARE,1892.10,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235209,8,201102,RANDSTAD CARE,667.8,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235209,5,201102,RANDSTAD CARE,27841.72,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235209,9,201102,RANDSTAD CARE,982.22,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235209,6,201102,RANDSTAD CARE,7935.69,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235211,3,201102,ALLIED HEALTHCARE LTD T/A CARE CONCERN,4090.28,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235211,5,201102,ALLIED HEALTHCARE LTD T/A CARE CONCERN,233.73,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235211,4,201102,ALLIED HEALTHCARE LTD T/A CARE CONCERN,1090.74,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235212,7,201102,ALLIED HEALTHCARE GROUP LTD,1199.26,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235212,8,201102,ALLIED HEALTHCARE GROUP LTD,33.39,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235212,10,201102,ALLIED HEALTHCARE GROUP LTD,133.56,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235212,5,201102,ALLIED HEALTHCARE GROUP LTD,58538.59,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235212,9,201102,ALLIED HEALTHCARE GROUP LTD,3695.17,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235212,6,201102,ALLIED HEALTHCARE GROUP LTD,9382.62,2011-05-05
Community Based Services,Works,,42235379,2,201102,NORTHUMBRIAN WATER,370,2011-05-05
Community Based Services,Premises,Rep & Maint,42235477,2,201102,CHUBB ELECTRONIC SECURITY SYSTEMS LTD,535.03,2011-05-05
Community Based Services,Premises,Rep & Maint,42235506,2,201102,NPOWER,524.04,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235948,2,201102,BALTIC FLOUR MILLS VISUAL ARTS TRUST,125617.50,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,42235966,6,201102,CHOICE SERVICES LTD,690.06,2011-05-06
Community Based Services,Third Party Payments,Third Party Payments,42235966,4,201102,CHOICE SERVICES LTD,144.67,2011-05-06
Community Based Services,Third Party Payments,Third Party Payments,42235966,5,201102,CHOICE SERVICES LTD,1044.02,2011-05-06
Community Based Services,Third Party Payments,Third Party Payments,42235967,7,201102,CARE UK HOMECARE LTD,1413.51,2011-05-05
