Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seque no,Period,Supplier ID(T),Amount,Updated
Communities & Enviroment,Transport,Contract Hire,41105967,1,201412,SPEEDY ASSET SERVICES LIMITED,480,2015-03-03
Communities & Enviroment,Transport,Contract Hire,41107912,1,201412,SPEEDY ASSET SERVICES LIMITED,396,2015-03-31
Communities & Enviroment,Transport,Contract Hire,41107913,1,201412,SPEEDY ASSET SERVICES LIMITED,480,2015-03-31
Communities & Enviroment,Transport,Contract Hire,41107914,1,201412,SPEEDY ASSET SERVICES LIMITED,700,2015-03-31
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43833567,0,201412,TYNEDALE ROADSTONE LTD,963.84,2015-03-13
Communities & Enviroment,Transport,Vehicles and Plant,43830187,0,201412,WERNICK HIRE LTD,664.29,2015-03-11
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106734,14,201412,NORTH EAST CONCRETE LTD,78,2015-03-06
Communities & Enviroment,Transport,Contract Hire,41107512,1,201412,WERNICK HIRE LTD,578.58,2015-03-18
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106529,3,201412,JOBLING PURSER LTD,84.2,2015-03-05
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106529,4,201412,JOBLING PURSER LTD,106.29,2015-03-05
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106539,5,201412,JOBLING PURSER LTD,79.15,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106539,6,201412,JOBLING PURSER LTD,5.05,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41107953,3,201412,JOBLING PURSER LTD,245.02,2015-03-19
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41107957,2,201412,JOBLING PURSER LTD,655.08,2015-03-19
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43833581,1,201412,NORTH EAST CONCRETE LTD,360,2015-03-17
Communities & Enviroment,Transport,Contract Hire,41107513,1,201412,WERNICK HIRE LTD,600,2015-03-18
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106725,4,201412,NORTH EAST CONCRETE LTD,342.72,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106725,5,201412,NORTH EAST CONCRETE LTD,341.36,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106725,6,201412,NORTH EAST CONCRETE LTD,276.08,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106725,7,201412,NORTH EAST CONCRETE LTD,382.2,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106775,2,201412,NORTH EAST CONCRETE LTD,157.56,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106779,4,201412,NORTH EAST CONCRETE LTD,77,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41107954,3,201412,JOBLING PURSER LTD,76.35,2015-03-19
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41107957,1,201412,JOBLING PURSER LTD,214.7,2015-03-19
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41108825,3,201412,JOBLING PURSER LTD,79.15,2015-03-23
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41108825,4,201412,JOBLING PURSER LTD,5.05,2015-03-23
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41108825,7,201412,JOBLING PURSER LTD,224.55,2015-03-23
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41110025,1,201412,ACE JOINERY (NE) LTD,678.6,2015-03-31
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41110171,5,201412,JOBLING PURSER LTD,203.76,2015-03-31
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43842968,0,201412,JOHN DAVIDSON (PIPES) LTD,560,2015-03-25
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43842976,0,201412,JOHN DAVIDSON (PIPES) LTD,560,2015-03-30
Communities & Enviroment,Supplies and Services,Other Running Costs,41107568,1,201412,GEORGE VARDY LTD,2721.56,2015-03-18
Communities & Enviroment,Supplies and Services,Other Running Costs,41107568,2,201412,GEORGE VARDY LTD,722.56,2015-03-18
Communities & Enviroment,Supplies and Services,Other Running Costs,41109171,1,201412,GEORGE VARDY LTD,1580.60,2015-03-24
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106744,8,201412,NORTH EAST CONCRETE LTD,149.76,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106734,5,201412,NORTH EAST CONCRETE LTD,78,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106533,6,201412,JOBLING PURSER LTD,60.62,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43844172,0,201412,TRAFFIC MANAGEMENT PRODUCTS LTD,826.6,2015-03-31
Communities & Enviroment,Supplies and Services,Comms & Computing,148014365,276,201412,O2 (UK) LTD,10,2015-03-10
Communities & Enviroment,Supplies and Services,Comms & Computing,148014567,279,201412,O2 (UK) LTD,10,2015-03-23
Communities & Enviroment,Supplies and Services,Other Running Costs,43838947,0,201412,CLEAR CHANNEL UK LTD,1446.86,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43834617,0,201412,THYSSEN KRUPP MATERIALS UK LTD,362.63,2015-03-05
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43840905,0,201412,CU PHOSCO LIGHTING LTD,16169.99,2015-03-13
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41107960,2,201412,JOBLING PURSER LTD,247.68,2015-03-19
Communities & Enviroment,Third Party Payments,Third Party Payments,147015532,1,201412,PREMIER ROADMARKINGS LTD,1083.40,2015-03-19
Communities & Enviroment,Third Party Payments,Third Party Payments,147015532,2,201412,PREMIER ROADMARKINGS LTD,4333.60,2015-03-19
Communities & Enviroment,Transport,Contract Hire,41107514,1,201412,WERNICK HIRE LTD,600,2015-03-18
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43834033,0,201412,BRICK SERVICES,452,2015-03-06
Communities & Enviroment,Supplies and Services,Other Running Costs,41106009,1,201412,GEORGE VARDY LTD,361.28,2015-03-04
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106734,1,201412,NORTH EAST CONCRETE LTD,767.52,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106734,3,201412,NORTH EAST CONCRETE LTD,770.64,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106734,4,201412,NORTH EAST CONCRETE LTD,614.64,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106734,9,201412,NORTH EAST CONCRETE LTD,608.4,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43837113,0,201412,BIRTLEY GROUP LTD,437.64,2015-03-12
Communities & Enviroment,Transport,Contract Hire,41107511,2,201412,WERNICK HIRE LTD,21.42,2015-03-18
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106528,1,201412,JOBLING PURSER LTD,375.75,2015-03-05
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106724,1,201412,TYNEDALE ROADSTONE LTD,1166.55,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106779,1,201412,NORTH EAST CONCRETE LTD,115.5,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106779,2,201412,NORTH EAST CONCRETE LTD,115.5,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106779,3,201412,NORTH EAST CONCRETE LTD,77,2015-03-06
Communities & Enviroment,Supplies and Services,Other Running Costs,41106514,1,201412,GEORGE VARDY LTD,1616.10,2015-03-05
Communities & Enviroment,Transport,Vehicles and Plant,43830181,0,201412,WERNICK HIRE LTD,689.29,2015-03-11
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106734,17,201412,NORTH EAST CONCRETE LTD,127.68,2015-03-06
Communities & Enviroment,Supplies and Services,Comms & Computing,148014365,277,201412,O2 (UK) LTD,10,2015-03-10
Communities & Enviroment,Supplies and Services,Comms & Computing,148014567,280,201412,O2 (UK) LTD,10,2015-03-23
Communities & Enviroment,Transport,Vehicles and Plant,43830193,0,201412,WERNICK HIRE LTD,699.71,2015-03-11
Communities & Enviroment,Transport,Vehicles and Plant,43843414,0,201412,PREMIER TRAFFIC MANAGEMENT,11660.00,2015-03-25
Communities & Enviroment,Transport,Contract Hire,41107456,1,201412,JOHN NIXON LTD,380,2015-03-17
Communities & Enviroment,Transport,Contract Hire,41107510,1,201412,WERNICK HIRE LTD,632,2015-03-17
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43833581,3,201412,NORTH EAST CONCRETE LTD,232.44,2015-03-17
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43839126,0,201412,KEYLINE BUILDERS MERCHANTS LTD,508,2015-03-13
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43842126,0,201412,KEYLINE BUILDERS MERCHANTS LTD,833.28,2015-03-23
Communities & Enviroment,Supplies and Services,Other Running Costs,41107565,1,201412,GEORGE VARDY LTD,361.28,2015-03-31
Communities & Enviroment,Supplies and Services,Other Running Costs,41108730,2,201412,KELLY PLANT HIRE LTD,184,2015-03-23
Communities & Enviroment,Supplies and Services,Other Running Costs,41109170,1,201412,GEORGE VARDY LTD,699.98,2015-03-24
Communities & Enviroment,Supplies and Services,Other Running Costs,43833506,0,201412,STEELCRAFT LTD,10145.20,2015-03-11
Communities & Enviroment,Supplies and Services,Other Running Costs,43837613,0,201412,CITY OF NEWCASTLE UPON TYNE,108787.56,2015-03-18
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106547,5,201412,JOBLING PURSER LTD,122.69,2015-03-06
Communities & Enviroment,Transport,Vehicles and Plant,43844165,0,201412,ASHTEAD PLANT HIRE CO LTD NEWCASTLE,386,2015-03-31
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41109157,1,201412,JOBLING PURSER LTD,277.86,2015-03-24
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41110449,1,201412,JOBLING PURSER LTD,308.55,2015-03-31
Communities & Enviroment,Supplies and Services,Other Running Costs,41109146,3,201412,KELLY PLANT HIRE LTD,864,2015-03-24
Communities & Enviroment,Transport,Vehicles and Plant,43840171,0,201412,PREMIER TRAFFIC MANAGEMENT,2560.00,2015-03-13
Communities & Enviroment,Transport,Contract Hire,41105973,4,201412,SPEEDY ASSET SERVICES LIMITED,174.75,2015-03-02
Communities & Enviroment,Transport,Contract Hire,41105985,3,201412,SPEEDY ASSET SERVICES LIMITED,62.29,2015-03-02
Communities & Enviroment,Transport,Contract Hire,41107910,3,201412,SPEEDY ASSET SERVICES LIMITED,120,2015-03-19
Communities & Enviroment,Transport,Contract Hire,41107911,2,201412,SPEEDY ASSET SERVICES LIMITED,96.57,2015-03-19
Communities & Enviroment,Transport,Contract Hire,43841095,0,201412,HUBBWAY HIRE,440,2015-03-19
Communities & Enviroment,Transport,Contract Hire,43841097,0,201412,HUBBWAY HIRE,360,2015-03-19
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41105872,1,201412,JOBLING PURSER LTD,910.07,2015-03-02
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106021,1,201412,NORTH EAST CONCRETE LTD,1389.20,2015-03-02
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106303,1,201412,JOBLING PURSER LTD,1337.78,2015-03-04
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106304,1,201412,JOBLING PURSER LTD,955.07,2015-03-04
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106527,1,201412,JOBLING PURSER LTD,949.26,2015-03-05
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106529,7,201412,JOBLING PURSER LTD,171.53,2015-03-05
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106530,2,201412,JOBLING PURSER LTD,276.05,2015-03-05
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106530,6,201412,JOBLING PURSER LTD,414.26,2015-03-05
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106531,2,201412,JOBLING PURSER LTD,257.3,2015-03-05
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106531,5,201412,JOBLING PURSER LTD,296.5,2015-03-05
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106536,3,201412,JOBLING PURSER LTD,138.02,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106538,1,201412,JOBLING PURSER LTD,213,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106542,1,201412,JOBLING PURSER LTD,1088.99,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106543,1,201412,JOBLING PURSER LTD,751.6,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106544,1,201412,JOBLING PURSER LTD,688.55,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106549,1,201412,JOBLING PURSER LTD,252.19,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106549,5,201412,JOBLING PURSER LTD,127.8,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106550,1,201412,JOBLING PURSER LTD,257.3,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106550,5,201412,JOBLING PURSER LTD,287.98,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106550,6,201412,JOBLING PURSER LTD,299.9,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106725,1,201412,NORTH EAST CONCRETE LTD,299.44,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106725,2,201412,NORTH EAST CONCRETE LTD,376.96,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106734,2,201412,NORTH EAST CONCRETE LTD,223.44,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106734,8,201412,NORTH EAST CONCRETE LTD,76,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106734,11,201412,NORTH EAST CONCRETE LTD,217.36,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106734,12,201412,NORTH EAST CONCRETE LTD,106.4,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106734,13,201412,NORTH EAST CONCRETE LTD,297.92,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106734,16,201412,NORTH EAST CONCRETE LTD,153.52,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41107953,5,201412,JOBLING PURSER LTD,90.31,2015-03-19
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41107954,4,201412,JOBLING PURSER LTD,930.37,2015-03-19
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41107955,2,201412,JOBLING PURSER LTD,555.5,2015-03-19
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41107956,1,201412,JOBLING PURSER LTD,1090.70,2015-03-19
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41107979,1,201412,NORTH EAST CONCRETE LTD,2075.52,2015-03-19
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41108820,2,201412,JOBLING PURSER LTD,259.01,2015-03-23
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41108820,3,201412,JOBLING PURSER LTD,298.2,2015-03-23
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41108820,6,201412,JOBLING PURSER LTD,127.8,2015-03-23
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41110001,1,201412,JOBLING PURSER LTD,301.61,2015-03-30
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41110001,2,201412,JOBLING PURSER LTD,253.9,2015-03-30
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41110001,5,201412,JOBLING PURSER LTD,293.09,2015-03-30
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41110435,3,201412,JOBLING PURSER LTD,257.3,2015-03-31
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41110438,2,201412,JOBLING PURSER LTD,352.63,2015-03-31
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41110454,3,201412,JOBLING PURSER LTD,253.9,2015-03-31
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41110454,5,201412,JOBLING PURSER LTD,116.2,2015-03-31
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43833581,4,201412,NORTH EAST CONCRETE LTD,218.88,2015-03-17
Communities & Enviroment,Supplies and Services,Other Running Costs,41106012,1,201412,KELLY PLANT HIRE LTD,1560.00,2015-03-02
Communities & Enviroment,Supplies and Services,Other Running Costs,41106520,1,201412,KELLY PLANT HIRE LTD,1560.00,2015-03-05
Communities & Enviroment,Supplies and Services,Other Running Costs,41106522,1,201412,KELLY PLANT HIRE LTD,1560.00,2015-03-05
Communities & Enviroment,Supplies and Services,Other Running Costs,41106523,1,201412,KELLY PLANT HIRE LTD,896,2015-03-05
Communities & Enviroment,Supplies and Services,Other Running Costs,41106525,1,201412,KELLY PLANT HIRE LTD,1560.00,2015-03-05
Communities & Enviroment,Supplies and Services,Other Running Costs,41107939,2,201412,KELLY PLANT HIRE LTD,253,2015-03-19
Communities & Enviroment,Supplies and Services,Other Running Costs,41107940,1,201412,KELLY PLANT HIRE LTD,960,2015-03-19
Communities & Enviroment,Supplies and Services,Other Running Costs,41108727,1,201412,KELLY PLANT HIRE LTD,1560.00,2015-03-23
Communities & Enviroment,Supplies and Services,Other Running Costs,41109146,1,201412,KELLY PLANT HIRE LTD,960,2015-03-24
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106744,3,201412,NORTH EAST CONCRETE LTD,265.2,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106744,6,201412,NORTH EAST CONCRETE LTD,274.72,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106533,4,201412,JOBLING PURSER LTD,373.85,2015-03-06
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",41106536,4,201412,JOBLING PURSER LTD,368.8,2015-03-06
Communities & Enviroment,Supplies and Services,Other Running Costs,41106009,2,201412,GEORGE VARDY LTD,361.28,2015-03-04
