Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis,ref
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031723,522.00,2015-10-07,Development & Environment,Capital,
10020623,CARRIER DIRECT MARKETING,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108544945,514.86,2015-09-28,Communities and Intelligence,Community Development,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031628,512.00,2015-10-07,Development & Environment,Capital,
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108546522,506.14,2015-09-30,Resources,Support Costs,
10016683,BEN BROOMFIELD PHOTOGRAPHY,540013,PHOTOGRAPHY AND VIDEO DESIGN AND PRODUCTION,5108547565,500.00,2015-10-08,Communities and Intelligence,Community Development,
10020937,LONDON & PARTNERS,542330,EVENT MANAGEMENT FEE,5108565618,500.00,2015-10-06,Communities and Intelligence,Cultural & related services,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108562640,500.00,2015-10-01,External Affairs,Corporate and democratic core,
10026111,MC CONSULTANCY,542051,CONSULTANCY-COMMISSIONED REPORT,5108564778,500.00,2015-10-13,"Development, Enterprise & Environment",Economic Development,
15050001,BLIND VETERANS UK,542355,OTHER PROFESSIONAL FEES,1900031136,500.00,2015-09-28,Communities and Intelligence,Community Development,
10017879,LONDON DEVELOPMENT EVENTS,504210,CONFERENCES & SEMINARS,5108544391,499.00,2015-09-30,Development & Environment,Development Control,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031696,495.40,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031595,494.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031698,494.00,2015-10-07,Development & Environment,Capital,
10004184,PINSENT MASONS,542300,LEGAL FEES,5108557720,491.50,2015-10-05,Housing,Capital,
15050001,THE LABOUR PARTY,530020,EQUIPMENT HIRE & RENTAL,1900031260,490.00,2015-09-25,Private Office,Economic Development,
10010496,QUAY OFFICE FURNISHERS LTD,533010,STATIONERY,5108557070,487.50,2015-09-29,Communities and Intelligence,Childrens and education services,
11000019,BRITISH GAS BUSINESS,510100,ELECTRICITY,1900031143,483.75,2015-09-28,Resources,Support Costs,
10004184,PINSENT MASONS,542300,LEGAL FEES,5108557721,483.00,2015-10-05,Housing,Capital,
10006276,ASSOCIATION FOR GEOGRAPHIC INFORMAT,504200,STAFF TRAINING,5108575046,480.00,2015-10-14,Communities and Intelligence,Cultural & related services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031550,478.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031637,477.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031688,477.00,2015-10-07,Development & Environment,Capital,
10000135,OFFICE DEPOT UK LTD,533010,STATIONERY,5108541328,476.00,2015-10-01,Resources,Support Costs,
10000135,OFFICE DEPOT UK LTD,533010,STATIONERY,5108547343,476.00,2015-10-08,Resources,Support Costs,
10000135,OFFICE DEPOT UK LTD,533010,STATIONERY,5108553269,476.00,2015-10-15,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,542100,IT CONSULTANCY,5108546248,471.06,2015-09-30,Resources,Support Costs,
10000545,O2 UK LIMITED,536300,COMPUTER HARDWARE,5108539862,469.40,2015-09-24,"Development, Enterprise & Environment",Highways and transport services,
10004619,BT SERVICE AGILITY,535000,"TELEPHONE LINE RENT, CALLS & EQUIPMENT",1900031348,464.87,2015-10-08,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031561,462.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031577,462.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031618,462.00,2015-10-07,Development & Environment,Capital,
12001491,INDEPENDENT LIVING ALTERNATIVES,504500,STAFF WELFARE BENEFITS,5108562489,462.00,2015-10-01,Resources,Support Costs,
10017470,COMPUTACENTER,536300,COMPUTER HARDWARE,5108553542,461.16,2015-10-13,Resources,Support Costs,
10017470,COMPUTACENTER,536300,COMPUTER HARDWARE,5108557179,461.16,2015-10-14,Resources,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108546285,458.57,2015-10-07,Corporate Management,Corporate and democratic core,
10017187,MARTINSPEED LTD,540029,STORAGE AND DISTRIBUTION OF PUBLICITY MATERIALS,5108569538,455.82,2015-10-13,Communities and Intelligence,Cultural & related services,
11000019,BRITISH GAS BUSINESS,510100,ELECTRICITY,1900031254,452.31,2015-10-14,Resources,Support Costs,
10017470,COMPUTACENTER,536300,COMPUTER HARDWARE,5108545441,452.16,2015-09-30,Corporate Management,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108546232,432.00,2015-09-30,External Affairs,Community Development,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108568272,425.00,2015-10-12,Corporate Management,Corporate and democratic core,
10024290,MIDLANDHR,542002,CONSULTANCY-PROJECT MANAGEMENT,5108571273,424.00,2015-10-12,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108539419,421.42,2015-09-23,Resources,Support Costs,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544595,418.00,2015-09-30,Resources,Support Costs,
10017720,BROOKSBY NEWS SERVICE,533100,PUBLICATIONS & PERIODICALS,5108574186,405.60,2015-10-15,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031553,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031557,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031562,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031563,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031584,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031598,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031601,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031603,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031605,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031607,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031609,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031612,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031613,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031614,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031616,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031617,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031619,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031621,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031622,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031624,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031630,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031638,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031640,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031641,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031642,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031643,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031647,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031650,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031651,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031653,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031654,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031656,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031658,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031659,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031660,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031666,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031667,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031669,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031670,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031674,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031675,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031678,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031679,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031680,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031686,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031687,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031689,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031690,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031692,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031695,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031697,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031699,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031700,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031702,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031705,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031711,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031712,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031717,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031719,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031720,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031722,402.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031724,402.00,2015-10-07,Development & Environment,Capital,
10016982,KOIS MIAH,540013,PHOTOGRAPHY AND VIDEO DESIGN AND PRODUCTION,5108552008,400.00,2015-10-13,Communities and Intelligence,Community Development,
10022689,JUDITH JEWELL,504200,STAFF TRAINING,5108545685,400.00,2015-10-05,External Affairs,Community Development,
10024546,FOCUS GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031463,400.00,2015-10-02,Development & Environment,Capital,
10024546,FOCUS GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031464,390.00,2015-10-02,Development & Environment,Capital,
10017470,COMPUTACENTER,536300,COMPUTER HARDWARE,5108541649,389.68,2015-09-29,Resources,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108550373,384.56,2015-10-05,Development & Environment,Economic Development,
10017269,PUREPRINT,533010,STATIONERY,5108535519,384.00,2015-09-23,External Affairs,Corporate and democratic core,
10021762,DOVETAIL FOKS,520410,BUSINESS FARES,5108574874,371.00,2015-10-14,Development & Environment,Development Control,
10004184,PINSENT MASONS,542300,LEGAL FEES,5108557718,368.00,2015-10-05,Housing,Capital,
10017015,LONDON PRINT,504200,STAFF TRAINING,5108563229,360.00,2015-10-01,Assembly & Secretariat,Corporate and democratic core,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108557869,360.00,2015-09-30,Communities and Intelligence,Community Development,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108553468,358.34,2015-10-07,Assembly & Secretariat,Corporate and democratic core,
10016694,BOW TIE,540100,PHOTOGRAPHY & VIDEO,5108552040,356.00,2015-09-23,Communities and Intelligence,Community Development,
10007129,ESRI (UK) LIMITED,504200,STAFF TRAINING,5108550263,355.00,2015-10-01,Communities and Intelligence,Cultural & related services,
10024857,CTI DIGITAL,520410,BUSINESS FARES,5108552164,353.10,2015-09-23,Resources,Support Costs,
10023301,BOROUGH MARKET,542330,EVENT MANAGEMENT FEE,5108563222,350.00,2015-10-01,"Development, Enterprise & Environment",Economic Development,
10024162,LUISA SIEIRO DESIGN,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5108562669,350.00,2015-10-01,"Development, Enterprise & Environment",Economic Development,
10017720,BROOKSBY NEWS SERVICE,533100,PUBLICATIONS & PERIODICALS,5108574183,347.30,2015-10-15,Resources,Support Costs,
10017812,BRITISH RED CROSS SOCIETY,504200,STAFF TRAINING,5108546939,345.00,2015-09-30,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031710,342.00,2015-10-07,Development & Environment,Capital,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108558078,340.00,2015-09-30,Communities and Intelligence,Childrens and education services,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108562859,338.10,2015-09-30,Communities and Intelligence,Community Development,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108539694,329.35,2015-09-23,Assembly & Secretariat,Corporate and democratic core,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031445,328.00,2015-10-02,Development & Environment,Capital,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031731,328.00,2015-10-07,Development & Environment,Capital,
10000135,OFFICE DEPOT UK LTD,533010,STATIONERY,5108537957,317.06,2015-09-23,Resources,Support Costs,
10016975,KING'S FUND,504210,CONFERENCES & SEMINARS,5108558536,315.00,2015-09-30,Assembly & Secretariat,Corporate and democratic core,
10026304,BERKELEY CATERING LIMITED,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108569389,309.00,2015-10-08,Communities and Intelligence,Cultural & related services,
10000135,OFFICE DEPOT UK LTD,533010,STATIONERY,5108533902,307.35,2015-09-22,Communities and Intelligence,Community Development,
10025934,JEANETTE HURRELL,540025,ART AND POETRY INSTALLATIONS AND PROGRAMMES,5108574609,304.00,2015-10-14,Communities and Intelligence,Public Health,
10026232,ABM CATERING LIMITED,537100,EXTERNAL MEETING ROOM HIRE & EXPENSES,5108559032,304.00,2015-09-28,"Development, Enterprise & Environment",Economic Development,
10017470,COMPUTACENTER,536300,COMPUTER HARDWARE,5108552860,301.03,2015-10-14,Corporate Management,Corporate and democratic core,
10000483,NOVACROFT DIRECT LTD,542355,OTHER PROFESSIONAL FEES,5108553713,300.00,2015-09-22,Development & Environment,Economic Development,
15050001,SMOOTH EVENT MANAGEMENT LTD,504210,CONFERENCES & SEMINARS,1900031798,295.00,2015-10-15,Communities and Intelligence,Childrens and education services,
10000245,JONES YARRELL LEADENHALL,533100,PUBLICATIONS & PERIODICALS,5108563240,283.23,2015-10-01,Assembly & Secretariat,Corporate and democratic core,
10026304,BERKELEY CATERING LIMITED,531010,CATERERS SERVICE CHARGES,5108575544,282.05,2015-10-15,Assembly & Secretariat,Corporate and democratic core,
13002562,C-ELECT ASSOCIATES LTD,510000,BUILDING MAINTENANCE & REPAIRS,5108574867,282.04,2015-10-15,Housing & Land,Housing & Land Services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031663,282.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031668,282.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031691,282.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031706,282.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031708,282.00,2015-10-07,Development & Environment,Capital,
10019522,PINNACLE HOUSING LTD,535020,"MOBILE PHONE LINE RENT, CALLS & EQUIPMENT",5108569862,276.08,2015-10-12,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031356,275.00,2015-09-21,Development & Environment,Capital,
10017890,DR PAUL SIMPKIN,504500,STAFF WELFARE BENEFITS,5108559545,275.00,2015-10-01,Resources,Support Costs,
10000245,JONES YARRELL LEADENHALL,533100,PUBLICATIONS & PERIODICALS,5108563226,272.78,2015-10-01,Assembly & Secretariat,Corporate and democratic core,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108551228,265.00,2015-09-22,Corporate Management,Corporate and democratic core,
10000245,JONES YARRELL LEADENHALL,533100,PUBLICATIONS & PERIODICALS,5108540280,262.33,2015-09-28,Assembly & Secretariat,Corporate and democratic core,
10019713,BLOSSOMS HEALTHCARE LLP,504400,STAFF MEDICAL INSURANCE & TREATMENT,5108468587,260.00,2015-10-14,Resources,Support Costs,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108412887,256.00,2015-10-14,Assembly & Secretariat,Corporate and democratic core,
10020937,LONDON & PARTNERS,542330,EVENT MANAGEMENT FEE,5108569086,250.00,2015-10-07,Assembly & Secretariat,Corporate and democratic core,
15050001,BIOINDUSTRIAL ASSOCIATION,504200,STAFF TRAINING,1900031367,250.00,2015-09-23,"Development, Enterprise & Environment",Economic Development,
10003560,EVERSHEDS,542300,LEGAL FEES,5108552924,250.00,2015-09-25,Housing & Land,Housing & Land Services,
13002562,C-ELECT ASSOCIATES LTD,510000,BUILDING MAINTENANCE & REPAIRS,5108552042,250.00,2015-09-22,Housing & Land,Housing & Land Services,
10017720,BROOKSBY NEWS SERVICE,533100,PUBLICATIONS & PERIODICALS,5108574183,(290.00),2015-10-15,Resources,Support Costs,
10017720,BROOKSBY NEWS SERVICE,533100,PUBLICATIONS & PERIODICALS,5108574185,(290.50),2015-10-15,Resources,Support Costs,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108551199,(300.00),2015-09-22,Corporate Management,Corporate and democratic core,
10023435,HERIOT WATT UNIVERSITY,504200,STAFF TRAINING,5108551929,(655.00),2015-09-30,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108558771,(712.64),2015-10-14,"Development, Enterprise & Environment",Highways and transport services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031511,(779.00),2015-10-02,Development & Environment,Capital,
10017495,GREENWICH & DOCKLANDS FESTIVALS,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108558492,"(1,000.00)",2015-09-30,External Affairs,Cultural & related services,
10025051,REED AND MACKAY TRAVEL,520410,BUSINESS FARES,5108568593,"(1,702.26)",2015-10-08,Private Office,Economic Development,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544272,"(2,824.00)",2015-09-30,Resources,Support Costs,
10007464,CROWN WORLDWIDE LTD,533040,DOCUMENT ARCHIVE & STORAGE,5108569471,"(4,018.61)",2015-10-08,Resources,Support Costs,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108562621,"(8,304.31)",2015-10-01,External Affairs,Corporate and democratic core,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544596,"(9,241.00)",2015-10-12,Resources,Support Costs,
18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1700001538,"(249,642.00)",2015-10-01,Housing,Capital,
