Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Insurance Fund,Insurance,2015-07-01,1904691921,35000.00,Fentons Solicitors Part of
Manchester City Council,Corporate Services,Fees,2015-07-01,1904691992,15389.10,Equita Ltd
Manchester City Council,Corporate Services,Rents,2015-07-01,1904680044,13706.02,Asda Stores Ltd (Leeds)
Manchester City Council,Corporate Services,Legal Fees,2015-07-01,1904697746,10110.00,HMCTS (Manchester)
Manchester City Council,Housing General Fund,Building Works,2015-07-01,1904697559,10027.10,Pollock Lifts Ltd
Manchester City Council,Chief Executives,Compensation Payments,2015-07-01,1904698351,8830.00,HMCTS (Manchester County Court)
Manchester City Council,Corporate Services,Rents,2015-07-01,1904683980,8226.58,Aprirose Ltd
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,2015-07-01,5100801321,8032.50,Buro Happold Limited
Manchester City Council,Insurance Fund,Insurance,2015-07-01,1904691933,7084.45,Department For Work & Pensions
Manchester City Council,Adult Social Care,Legal Fees,2015-07-01,1904698349,6165.00,HMCTS (Manchester County Court)
Manchester City Council,Adult Social Care,Legal Fees,2015-07-01,1904698349,6165.00,HMCTS (Manchester County Court)
Manchester City Council,Housing General Fund,Building Works,2015-07-01,1904697563,5586.00,Astor-Bannerman (Medical) Ltd
Manchester City Council,Housing General Fund,Building Works,2015-07-01,1904697564,5417.00,Stannah Lift Services Ltd
Manchester City Council,Corporate Services,Non Housing Rent Receipts,2015-07-01,1904673202,5213.36,Manchester Working Ltd
Manchester City Council,Corporate Services,Fees,2015-07-01,1904691990,4799.95,Equita Ltd
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801865,123228.23,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801866,123228.23,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Audit Commission Fee,2015-07-06,5100801312,99985.00,Ernst & Young Llp,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-06,5100801417,88750.00,Man. Citizens Advice Bureaux,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801864,61106.00,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801865,61106.00,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801866,61106.00,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-06,5100802061,60000.00,After Adoption,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-06,5100802021,46399.00,After Adoption,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-06,5100801909,35212.65,Addiction Dependency Solutions,
Manchester City Council,Adult Social Care,Rents,2015-07-06,5100801927,30039.06,B & A Properties,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-06,5100801888,27000.00,Wigan Metropolitan Borough Council,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-06,5100801892,27000.00,Wigan Metropolitan Borough Council,
Manchester City Council,Chief Executives,Postage,2015-07-06,5100801882,25146.67,Royal Mail Group Plc,
Manchester City Council,Adult Social Care,Carer Support Payments,2015-07-06,5100801901,14768.32,Independent Living Alliance,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100801326,14646.49,Sellick Partnership (Legal) Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801864,14538.42,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801865,14538.42,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801866,14538.42,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Compensation Payments,2015-07-06,1904692820,12950.00,Slater & Gordon (UK) LLP,
Manchester City Council,Adult Social Care,Compensation Payments,2015-07-06,1904691924,12500.00,Abney Garsden Mcdonald,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,2015-07-06,5100801925,12377.57,G & A Taylor Hotels Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100801326,12196.40,Sellick Partnership (Legal) Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801864,11763.25,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801865,11763.25,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801866,11763.25,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801864,11757.59,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-06,5100801906,11737.55,Addiction Dependency Solutions,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801865,11378.31,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801866,11378.31,Manchester Mental Health & Social C,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100802010,10099.81,SRA Cover Staff Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100802018,9980.14,Synergy Recruitment Consultancy Ltd,
Manchester City Council,Adult Social Care,Compensation Payments,2015-07-06,1904701100,9350.00,Abney Garsden Mcdonald,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-06,5100801368,8617.86,Rosgal Ltd,
Manchester City Council,Adult Social Care,Compensation Payments,2015-07-06,1904691922,8000.00,Abney Garsden Mcdonald,
Manchester City Council,Regeneration Finance,Public Transport,2015-07-06,1904681451,7514.00,Barlow Moor Community Association,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100802065,7117.85,Reed Employment Plc,
Manchester City Council,Adult Social Care,Compensation Payments,2015-07-06,1904691939,7000.00,Abney Garsden Mcdonald,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-06,5100801373,6674.75,Rosgal Ltd,
Manchester City Council,Adult Social Care,Compensation Payments,2015-07-06,1904691915,6600.00,Jordans Solicitors,
Manchester City Council,Adult Social Care,Compensation Payments,2015-07-06,1904701099,6450.00,Abney Garsden Mcdonald,
Manchester City Council,Chief Executives,Infrastructure Fees,2015-07-06,5100802023,6352.92,Nes International Ltd,
Manchester City Council,Adult Social Care,Compensation Payments,2015-07-06,1904690055,6000.00,Abney Garsden Mcdonald,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801864,5583.33,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801865,5583.33,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801866,5583.33,Manchester Mental Health & Social C,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100802023,4941.16,Nes International Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-06,5100801943,4890.00,Community Minded Ltd,
Manchester City Council,Adult Social Care,Professional fees,2015-07-06,5100801768,4213.00,AECOM Professional Services LLP,
Manchester City Council,Chief Executives,Infrastructure Fees,2015-07-06,5100802023,4196.82,Nes International Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-06,5100801426,4000.00,Kutchi Sunni Muslim Association,
Manchester City Council,Chief Executives,Infrastructure Fees,2015-07-06,5100802023,3975.93,Nes International Ltd,
Manchester City Council,Adult Social Care,Professional fees,2015-07-06,5100801953,3850.00,Index Software Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801864,3779.08,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801865,3779.08,Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-06,5100801866,3779.08,Manchester Mental Health & Social C,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100801326,3650.18,Sellick Partnership (Legal) Ltd,
Manchester City Council,Chief Executives,Landline Telephone,2015-07-06,1904692801,3592.02,Vodafone (Ex C&W),
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100802023,3481.94,Nes International Ltd,
Manchester City Council,Chief Executives,Infrastructure Fees,2015-07-06,5100801362,3450.00,Triad Resourcing,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-06,5100802018,3432.57,Synergy Recruitment Consultancy Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100802065,3235.30,Reed Employment Plc,
Manchester City Council,Adult Social Care,Funeral and coroner related services,2015-07-06,5100801304,2854.67,Funeral Prtnrs t/a Michael Kennedy,
Manchester City Council,Adult Social Care,Professional fees,2015-07-06,5100801772,2740.00,AECOM Professional Services LLP,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,2015-07-06,5100802023,2647.08,Nes International Ltd,
Manchester City Council,Chief Executives,Infrastructure Fees,2015-07-06,5100802065,2647.05,Reed Employment Plc,
Manchester City Council,Chief Executives,Infrastructure Fees,2015-07-06,5100802065,2587.50,Reed Employment Plc,
Manchester City Council,Adult Social Care,Storage Costs,2015-07-06,5100792619,2323.25,Imagestor,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100801362,2300.00,Triad Resourcing,
Manchester City Council,Housing General Fund,Surplus property Acquisitions,2015-07-06,1904702947,2248.00,Slater & Gordon (UK) LLP,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100802046,2197.83,Synergy Recruitment Consultancy Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100801362,2175.00,Triad Resourcing,
Manchester City Council,Insurance Fund,Insurance,2015-07-06,1904691919,2000.00,CFG Law,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100801326,1811.58,Sellick Partnership (Legal) Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-06,5100802025,1797.00,The Child Psychology Service,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100801362,1732.10,Triad Resourcing,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100801936,1712.49,Bs Project Services Ltd T/A,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-06,5100801334,1529.94,Search Consultancy Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-06,5100801334,1465.02,Search Consultancy Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-06,5100801912,1392.05,Willow Park Housing Trust,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-06,5100801334,1385.02,Search Consultancy Ltd,
Manchester City Council,Adult Social Care,Storage Costs,2015-07-06,5100792621,1384.10,Imagestor,
Manchester City Council,Chief Executives,Compensation Payments,2015-07-06,1904701098,1286.20,Acumension Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-06,5100802018,1273.65,Synergy Recruitment Consultancy Ltd,
Manchester City Council,Adult Social Care,Funeral and coroner related services,2015-07-06,5100801309,1212.00,Funeral Prtnrs t/a Michael Kennedy,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-06,5100802010,1203.76,SRA Cover Staff Ltd,
Manchester City Council,Chief Executives,Funeral and coroner related services,2015-07-06,1904701113,1200.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-06,5100802010,1128.37,SRA Cover Staff Ltd,
Manchester City Council,Hospitality + Trading Services,Equipment,2015-07-06,5100801576,1022.00,E Jordon (Refrigeration) Ltd,
Manchester City Council,Adult Social Care,Storage Costs,2015-07-06,5100801367,1016.40,Apex Self Storage Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-06,5100802018,912.45,Synergy Recruitment Consultancy Ltd,
Manchester City Council,Regeneration Finance,Equipment,2015-07-06,5100802022,906.35,Data Space Limited,
Manchester City Council,Manchester Leisure,Special Event,2015-07-06,1904688547,880.00,Artful Playground,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100802060,873.27,Proactive Personnel Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-06,5100802010,843.48,SRA Cover Staff Ltd,
Manchester City Council,Adult Social Care,Furniture,2015-07-06,5100802117,819.17,The Furnishing Service Ltd,
Manchester City Council,Adult Social Care,Storage Costs,2015-07-06,5100791459,819.00,Imagestor,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-06,5100801742,818.70,Routes Healthcare (North) Ltd,
Manchester City Council,Regeneration Finance,I T Provision,2015-07-06,1904702945,811.35,Steinbeis Innovention GmbH,
Manchester City Council,Adult Social Care,Training and Development,2015-07-06,5100800257,800.00,Signis Limited,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-06,5100801914,791.09,Parkway Green Housing Trust,
Manchester City Council,Manchester Leisure,Payments for services,2015-07-06,1904692085,781.46,Sportshall Associates Ltd,
Manchester City Council,Chief Executives,Funeral and coroner related services,2015-07-06,1904701110,770.00,Stephen Saltissi Medical Services,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-06,5100802010,756.79,SRA Cover Staff Ltd,
Manchester City Council,Adult Social Care,Home Care,2015-07-06,5100801648,750.75,Fruits of Life Childcare Centre,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-06,5100802065,737.80,Reed Employment Plc,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100801334,723.10,Search Consultancy Ltd,
Manchester City Council,Manchester Leisure,Professional fees,2015-07-06,5100801606,700.00,Sporting Pathways (MCR) Ltd,
Manchester City Council,Adult Social Care,Funeral and coroner related services,2015-07-06,5100801336,698.00,Funeral Prtnrs t/a Michael Kennedy,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-06,5100801326,627.27,Sellick Partnership (Legal) Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-06,5100801334,578.48,Search Consultancy Ltd,
Manchester City Council,Adult Social Care,Furniture,2015-07-06,5100802116,525.86,The Furnishing Service Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-06,5100802010,521.32,SRA Cover Staff Ltd,
Manchester City Council,Manchester Leisure,Special Event,2015-07-06,5100801962,500.00,MaD Theatre Company,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-07,5100801941,76656.00,Barnardo's North West,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-07,5100801939,58118.00,Barnardo's North West,
Manchester City Council,Adult Social Care,Payments for services,2015-07-07,5100802105,46473.34,Cambian Childcare Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-07,5100802102,44974.20,Cambian Childcare Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-07,5100801928,43181.61,North West Community Services Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-07,5100801718,37971.25,Gaddum Centre,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-07,5100801952,26758.67,North West Community Services Ltd,
Manchester City Council,Housing Revenue Account,TMO Fees,2015-07-07,5100802128,23643.60,SHOUT TMO,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-07,5100802058,20625.00,Metronet UK,
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,2015-07-07,5100802310,19423.92,Homecare Support,
Manchester City Council,Adult Social Care,Payments for services,2015-07-07,5100802290,17229.06,The Together Trust,
Manchester City Council,Adult Social Care,Payments for services,2015-07-07,5100802299,17229.06,The Together Trust,
Manchester City Council,Adult Social Care,Payments for services,2015-07-07,5100802314,17229.06,The Together Trust,
Manchester City Council,Chief Executives,Printing,2015-07-07,5100795797,12005.00,Rivermeade Signs Ltd,
Manchester City Council,Adult Social Care,Payments for services,2015-07-07,5100802304,11578.73,The Together Trust,
Manchester City Council,Adult Social Care,Payments for services,2015-07-07,5100802307,11578.73,The Together Trust,
Manchester City Council,Adult Social Care,Payments for services,2015-07-07,5100802311,11578.73,The Together Trust,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-07,5100802125,9500.00,Barnardo's North West,
Manchester City Council,Hospitality + Trading Services,Cash Collection,2015-07-07,1700057343,9188.50,G4S Cash Solutions (Uk) Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-07,5100801928,7079.70,North West Community Services Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-07,5100801824,6666.00,Man. Citizens Advice Bureaux,
Manchester City Council,Hospitality + Trading Services,Security,2015-07-07,1700057340,5319.49,G4S Cash Solutions (Uk) Ltd,
Manchester City Council,Hospitality + Trading Services,Cash Collection,2015-07-07,5100802259,5319.49,G4S Cash Solutions (Uk) Ltd,
