Date,Directorate,Service,Supplier,Invoice Line Value (net of VAT),Account
2010-09,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,633.82,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,503.7,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,503.7,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Adult Social Care and Health,ANNE CHARLTON LODGE,2490.04,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,ANNE CHARLTON LODGE,2490.04,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,ANNE CHARLTON LODGE,2490.04,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,ANNE CHARLTON LODGE,2490.04,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,38112.71,Residential
2010-09,Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,1764.00,Residential
2010-09,Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,43569.57,Residential
2010-09,Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,36593.00,Residential
2010-09,Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,1924.00,Residential
2010-09,Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,1140.00,Day Care - Private Contractors
2010-09,Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,1724.00,Residential
2010-09,Community Services,Adult Social Care and Health,BAILEYS BLINDS,1000.85,REPAIRS AND MAINTENANCE
2010-09,Community Services,Adult Social Care and Health,BENFIELD HALL CARE HOME,1771.92,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,BENFIELD HALL CARE HOME,1771.92,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,BENFIELD HALL CARE HOME,1771.92,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,BETHANY HOUSE CHRISTIAN NURSING HOME,1514.06,Residential
2010-09,Community Services,Adult Social Care and Health,BETHANY HOUSE CHRISTIAN NURSING HOME,3438.01,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,BETHANY HOUSE CHRISTIAN NURSING HOME,3504.13,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,2224.44,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,2224.44,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,10057.20,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,4327.60,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,2264.40,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,4392.51,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,10458.11,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,11330.59,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,4327.60,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,13505.63,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,998.22,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,8392.60,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,14549.68,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,892.24,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,10523.52,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,64174.10,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,7951.76,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,13499.19,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,59991.98,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,63347.93,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE UK,17696.70,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE UK,18691.74,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE UK,727.99,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE UK,6700.28,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE UK,7943.42,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE UK,19795.50,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE UK,1134.17,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE UK,8153.83,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARE UK,891.79,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARERS FEDERATION LIMITED,1762.80,MARKETING & ADVERTISING
2010-09,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),2944.00,Residential
2010-09,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),6308.57,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),2944.00,Residential
2010-09,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),2944.00,Residential
2010-09,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),8358.86,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),8358.86,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),2944.00,Residential
2010-09,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),5888.00,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CAREWATCH (DRS),3258.37,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CAREWATCH (DRS),545.49,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CAREWATCH (DRS),606.1,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CAREWATCH (DRS),573.04,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CAREWATCH (DRS),2045.33,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CAREWATCH (DRS),3930.04,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CAREWATCH (DRS),573.04,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CASTLE CARE TEESDALE LTD,658.3,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CASTLE CARE TEESDALE LTD,658.3,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CASTLE CARE TEESDALE LTD,658.3,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),3488.00,Residential
2010-09,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),14240.57,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),17792.57,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),3184.00,Residential
2010-09,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),4704.00,Residential
2010-09,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),20710.29,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),1704.00,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),1704.00,Residential
2010-09,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),2312.00,Residential
2010-09,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),2312.00,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),1552.00,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),1552.00,Residential
2010-09,Community Services,Adult Social Care and Health,CENTROMED LTD,525,EQUIPMENT
2010-09,Community Services,Adult Social Care and Health,CHILDCARE VOUCHERS LTD,20000.00,Carers Vouchers
2010-09,Community Services,Adult Social Care and Health,CIPFA,750,TRAINING
2010-09,Community Services,Adult Social Care and Health,COMMUNITY INTERGRATED CARE,1424.60,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,COMMUNITY INTERGRATED CARE,1424.60,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,COMMUNITY INTERGRATED CARE,1424.60,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CORNERSTONE LTD (RESIDENTIAL CARE),1092.00,Day Care - Private Contractors
2010-09,Community Services,Adult Social Care and Health,CORNERSTONE LTD (RESIDENTIAL CARE),642.72,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CORNERSTONE LTD (RESIDENTIAL CARE),642.72,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CORNERSTONE LTD (RESIDENTIAL CARE),1090.05,Day Care - Private Contractors
2010-09,Community Services,Adult Social Care and Health,CORNERSTONE LTD (RESIDENTIAL CARE),642.72,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CORNERSTONE QUALITY CARE (ALL DAY CARE),6377.84,Residential
2010-09,Community Services,Adult Social Care and Health,CORNERSTONE QUALITY CARE (ALL DAY CARE),6377.84,Residential
2010-09,Community Services,Adult Social Care and Health,CORNERSTONE QUALITY CARE (ALL DAY CARE),6377.84,Residential
2010-09,Community Services,Adult Social Care and Health,CORNERSTONE QUALITY CARE (ALL DAY CARE),6254.44,Residential
2010-09,Community Services,Adult Social Care and Health,CORNERSTONE QUALITY CARE (ALL DAY CARE),6254.44,Residential
2010-09,Community Services,Adult Social Care and Health,CORNERSTONE QUALITY CARE (ALL DAY CARE),6254.44,Residential
2010-09,Community Services,Adult Social Care and Health,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,7670.85,PRIVATE CONTRACTORS
2010-09,Community Services,Adult Social Care and Health,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,5462.00,EQUIPMENT
2010-09,Community Services,Adult Social Care and Health,COURTADE HOME CARE,620.44,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,COURTADE HOME CARE,1268.45,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,COURTADE HOME CARE,2244.61,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CRAIGMORE HOUSE,2175.80,Residential
2010-09,Community Services,Adult Social Care and Health,CRAIGMORE HOUSE,2175.80,Residential
2010-09,Community Services,Adult Social Care and Health,CRAIGMORE HOUSE,2175.80,Residential
2010-09,Community Services,Adult Social Care and Health,CREATIVE SUPPORT LIMITED,1150.08,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CREATIVE SUPPORT LIMITED,1150.08,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CREATIVE SUPPORT LIMITED,15123.03,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CREATIVE SUPPORT LIMITED,7299.63,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,CRUSE BEREAVEMENT CARE,1884.51,GRANTS
2010-09,Community Services,Adult Social Care and Health,CRUSE BEREAVEMENT CARE,1884.51,GRANTS
2010-09,Community Services,Adult Social Care and Health,DALBY VIEW,3680.00,Residential
2010-09,Community Services,Adult Social Care and Health,DALBY VIEW,3680.00,Residential
2010-09,Community Services,Adult Social Care and Health,DALBY VIEW,3680.00,Residential
2010-09,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,2356.58,PRIVATE CONTRACTORS
2010-09,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,3000.00,PRIVATE CONTRACTORS
2010-09,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,1323.00,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,4097.63,GRANTS
2010-09,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,4097.63,GRANTS
2010-09,Community Services,Adult Social Care and Health,DARLINGTON MIND,3035.64,Day Care - Private Contractors
2010-09,Community Services,Adult Social Care and Health,DARLINGTON MIND,29440.34,PRIVATE CONTRACTORS
2010-09,Community Services,Adult Social Care and Health,DARLINGTON MIND,78942.57,Day Care - Private Contractors
2010-09,Community Services,Adult Social Care and Health,DARLINGTON SUPPORTED HOUSING,3099.60,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DARLINGTON SUPPORTED HOUSING,3099.60,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DARLINGTON SUPPORTED HOUSING,1476.00,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DARLINGTON SUPPORTED HOUSING,3099.60,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DARLINGTON SUPPORTED HOUSING,1476.00,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DARLINGTON SUPPORTED HOUSING,1476.00,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,19595.83,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,19595.83,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,117612.92,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,19595.83,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,111109.39,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,46676.72,OTHER AGENCIES
2010-09,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,27329.30,OTHER AGENCIES
2010-09,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,6932.17,OTHER AGENCIES
2010-09,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,117451.35,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,577.7,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,3753.96,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,566.8,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,9862.32,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,2533.16,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,610.4,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,3337.04,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,9251.38,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,7854.54,Home Care - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DISC,5799.59,PRIVATE CONTRACTORS
2010-09,Community Services,Adult Social Care and Health,DISC,5799.59,PRIVATE CONTRACTORS
2010-09,Community Services,Adult Social Care and Health,DOLPHIN PROP CO LTD (HOLLYLODGE),1818.84,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DOLPHIN PROP CO LTD (HOLLYLODGE),1818.84,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DOLPHIN PROP CO LTD (HOLLYLODGE),1818.84,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,DURHAM TEES VALLEY COMMUNICATIONS,600,EQUIPMENT
2010-09,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,1472.00,Residential
2010-09,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,1992.00,Residential
2010-09,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,15520.00,Residential
2010-09,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,13900.00,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,14435.14,Residential
2010-09,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,1576.00,Residential
2010-09,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,14930.28,Residential
2010-09,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,8832.00,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,12720.58,Nursing - Private Contractor
2010-09,Community Services,Adult Social Care and Health,EDEN COTTAGE,12977.43,Residential
2010-09,Community Services,Adult Social Care and Health,EDEN COTTAGE,21672.57,Residential
