Directotate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123280,2019-07-07,1086.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123280,2019-07-07,869.42,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123280,2019-07-07,869.42,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123280,2019-07-07,1086.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123280,2019-07-07,1086.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123280,2019-07-07,1072.22,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123280,2019-07-07,1041.15,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123280,2019-07-07,1041.15,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123280,2019-07-07,1064.86,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123280,2019-07-07,947.22,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123420,2019-07-21,652.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123420,2019-07-21,1086.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123420,2019-07-21,1086.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123420,2019-07-21,1086.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123420,2019-07-21,1064.86,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123420,2019-07-21,643.33,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123420,2019-07-21,832.92,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123420,2019-07-21,617.87,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123420,2019-07-21,652.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123420,2019-07-21,756.58,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,1086.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,869.42,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,1086.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,1086.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,1086.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,1630.16,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,1086.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,1086.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,869.42,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,1041.15,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,1041.15,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,1064.86,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,857.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,1041.15,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,757.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,1102.22,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123399,2019-07-14,658.45,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123479,2019-07-28,1102.22,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123479,2019-07-28,991.99,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123280,2019-07-07,877.93,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DE-POEL,11123280,2019-07-07,1097.42,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,ADULT SOCIAL CARE,DIMENSIONS (UK) LTD,57480732,2019-07-16,165828.38,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DIMENSIONS (UK) LTD,57480732,2019-07-16,13790.32,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DURHAM CARELINE LTD,57481949,2019-07-26,3535.00,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DURHAM CARELINE LTD,57481949,2019-07-26,6547.80,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DURHAM CARELINE LTD,57479813,2019-07-01,6547.80,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DURHAM CARELINE LTD,57481949,2019-07-26,4758.00,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DURHAM CARELINE LTD,57479813,2019-07-01,3535.00,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DURHAM CARELINE LTD,57479813,2019-07-01,4758.00,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DURHAM COUNTY CARERS SUPPORT,55417447,2019-06-24,2500.00,Services For Carers,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,DURHAM COUNTY CARERS SUPPORT,55415189,2019-06-01,7467.16,Services For Carers,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,EASTBOURNE CARE HOME DARLINGTON (EXCLUSIVE CARE GROUP),57481958,2019-07-26,12480.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EASTBOURNE CARE HOME DARLINGTON (EXCLUSIVE CARE GROUP),57481958,2019-07-26,10400.00,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EASTBOURNE CARE HOME DARLINGTON (EXCLUSIVE CARE GROUP),57481958,2019-07-26,3194.28,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EASTBOURNE CARE HOME DARLINGTON (EXCLUSIVE CARE GROUP),57479822,2019-07-01,10845.71,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EASTBOURNE CARE HOME DARLINGTON (EXCLUSIVE CARE GROUP),57479822,2019-07-01,10697.14,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EASTBOURNE CARE HOME DARLINGTON (EXCLUSIVE CARE GROUP),57479822,2019-07-01,15822.86,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EASTBOURNE CARE HOME DARLINGTON (EXCLUSIVE CARE GROUP),57481958,2019-07-26,2080.00,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EASTBOURNE CARE HOME DARLINGTON (EXCLUSIVE CARE GROUP),57479822,2019-07-01,2080.00,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EDEN COTTAGE,57479823,2019-07-01,2188.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EDEN COTTAGE,57479823,2019-07-01,3282.00,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EDEN COTTAGE,57481959,2019-07-26,2188.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EDEN COTTAGE,57481959,2019-07-26,1172.14,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EDEN COTTAGE,57479823,2019-07-01,2188.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EDEN COTTAGE,57481959,2019-07-26,3750.86,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EDEN COTTAGE,57479823,2019-07-01,20473.43,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EDEN COTTAGE,57481959,2019-07-26,17504.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EDEN COTTAGE,57479823,2019-07-01,1875.43,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EDUCATION & SERVICES FOR PEOPLE WITH AUTISM LTD,57479827,2019-07-01,5072.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EDUCATION & SERVICES FOR PEOPLE WITH AUTISM LTD,57481963,2019-07-26,5072.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELDERWOOD RESIDENTIAL HOME,57479824,2019-07-01,2188.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELDERWOOD RESIDENTIAL HOME,57479824,2019-07-01,2188.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELDERWOOD RESIDENTIAL HOME,57481960,2019-07-26,2188.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELDERWOOD RESIDENTIAL HOME,57481960,2019-07-26,2188.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELDERWOOD RESIDENTIAL HOME,57479824,2019-07-01,1719.14,Intermediate Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELDERWOOD RESIDENTIAL HOME,57479824,2019-07-01,781.43,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELDERWOOD RESIDENTIAL HOME,57479824,2019-07-01,28249.14,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELDERWOOD RESIDENTIAL HOME,57479824,2019-07-01,1172.14,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELDERWOOD RESIDENTIAL HOME,57481960,2019-07-26,2019.14,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELDERWOOD RESIDENTIAL HOME,57481960,2019-07-26,1250.29,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELDERWOOD RESIDENTIAL HOME,57481960,2019-07-26,29461.72,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELTON HALL CARE HOME,57481961,2019-07-26,982,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELTON HALL CARE HOME,57479825,2019-07-01,982,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELTON HALL CARE HOME,57479825,2019-07-01,851.43,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ESSENTIAL CARE AND SUPPORT LIMITED,57480733,2019-07-16,1418.34,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FIRST POINT HOME CARE LTD,57480734,2019-07-16,535.78,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FIRST POINT HOME CARE LTD,57480734,2019-07-16,1488.20,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FIRST POINT HOME CARE LTD,57480734,2019-07-16,1089.66,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE (RIVERSIDE VIEW),57479854,2019-07-01,2284.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE (RIVERSIDE VIEW),57479854,2019-07-01,16930.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE (RIVERSIDE VIEW),57481990,2019-07-26,48883.29,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE (RIVERSIDE VIEW),57481990,2019-07-26,16930.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE (RIVERSIDE VIEW),57481990,2019-07-26,2284.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE (RIVERSIDE VIEW),57479854,2019-07-01,49291.15,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,57479830,2019-07-01,10749.29,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,57479830,2019-07-01,523,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,57479830,2019-07-01,63950.57,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,57481966,2019-07-26,5465.14,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,57481966,2019-07-26,4344.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,57481966,2019-07-26,17096.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,57481966,2019-07-26,61515.65,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,57481966,2019-07-26,1569.00,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,57481966,2019-07-26,523,Intermediate Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,57481966,2019-07-26,4184.00,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,57479830,2019-07-01,14134.42,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,57479830,2019-07-01,4344.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FOUR SEASONS HEALTHCARE-GROSVENOR PARK,57479830,2019-07-01,17018.43,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GAINFORD CARE HOMES LTD,57479828,2019-07-01,3128.48,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GAINFORD CARE HOMES LTD,57481964,2019-07-26,1587.16,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GAINFORD CARE HOMES LTD,57481964,2019-07-26,16668.84,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GAINFORD CARE HOMES LTD,57481964,2019-07-26,3128.48,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GAINFORD CARE HOMES LTD,57479828,2019-07-01,1587.16,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GRACELANDS CARE HOME,57479829,2019-07-01,2411.40,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GRACELANDS CARE HOME,57481965,2019-07-26,2411.40,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GREEN LINK (NORTH EAST),55416596,2019-02-28,840,External Courier Service,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,GREEN LINK (NORTH EAST),55416602,2019-05-31,840,External Courier Service,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,GROVE LODGE & THE COURTYARD,57481967,2019-07-26,1629.97,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GROVE LODGE & THE COURTYARD,57479831,2019-07-01,1236.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HARMONY HOUSE,57479832,2019-07-01,1050.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HARMONY HOUSE,57481968,2019-07-26,1050.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HERITAGE,57480735,2019-07-16,553.35,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HESLEY GROUP,57479833,2019-07-01,18036.56,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HESLEY GROUP,57481969,2019-07-26,18036.56,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HOGGANFIELD LOCH CARE HOME,57481970,2019-07-26,2758.92,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HOGGANFIELD LOCH CARE HOME,57479834,2019-07-01,2758.92,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HUNDENS PARK CARE CENTRE,57479835,2019-07-01,2584.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HUNDENS PARK CARE CENTRE,57479835,2019-07-01,3930.29,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HUNDENS PARK CARE CENTRE,57479835,2019-07-01,2054.85,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HUNDENS PARK CARE CENTRE,57481971,2019-07-26,2584.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HUNDENS PARK CARE CENTRE,57481971,2019-07-26,6552.00,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HUNDENS PARK CARE CENTRE,57479835,2019-07-01,28909.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HUNDENS PARK CARE CENTRE,57481971,2019-07-26,2584.00,Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HUNDENS PARK CARE CENTRE,57481971,2019-07-26,13152.00,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,IMPOWER CONSULTING LIMITED,55417089,2019-06-28,17532.28,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,IMPOWER CONSULTING LIMITED,55415324,2019-05-31,18106.06,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
