Body Name,Portfolio,Organisation Code,Org Code Description,Object Code,Object Code Description,GL Date,Invoice No,Value,Supplier,Category,Category Description,Supplier No
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2015-07-01,J1186229 190715,41656.28,LONGLEY HALL LTD,,DISABILITY & SPECIAL NEEDS - S,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2015-07-01,J1196460 190715,2992.86,ROSEBERRY CARE CENTRES GB LTD,,RESIDENTIAL CARE HOMES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2015-07-01,J1109765 010315,5031.00,BALMORAL NURSING HOME,,NURSING HOMES,
SHEFFIELD CITY COUNCIL,CYPF,39517,IN CITY SEN PROVISION,8440,FEE EXPENSES,2015-07-02,6247,1898.00,MYLNHURST SCHOOL AND NURSERY,,NURSERIES & CRECHES,
SHEFFIELD CITY COUNCIL,PLACE,28108,RGF 3,8440,FEE EXPENSES,2015-07-02,ERS INVOICE121977,547905.67,NAYLOR DRAINAGE,,DEFAULT DO NOT DELETE,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49005,NATIONAL ASSISTANCE CONTRACT,6210,RENTS,2015-07-02,ERS INVOICE121978,375.00,TAPTON ESTATES PROPERTIES LTD,,PROPERTY & ESTATE MANAGEMENT,
SHEFFIELD CITY COUNCIL,PLACE,28100,BUSINESS GROWTH TEAM,8460,CONSULTANTS FEES,2015-07-02,ERS INVOICE121979,500.00,J DAVISON T/A JO DAVISON COMMUNICATIONS,,PROFESSIONAL SPEAKERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49005,NATIONAL ASSISTANCE CONTRACT,6210,RENTS,2015-07-02,ERS INVOICE121980,390.00,MU PROPERTIES,,LETTING AGENTS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49005,NATIONAL ASSISTANCE CONTRACT,6210,RENTS,2015-07-02,ERS INVOICE121981,410.00,MR R L WILLEY,,ACCOMMODATION AGENCIES - RESID,
SHEFFIELD CITY COUNCIL,RESOURCES,18032,MOORFOOT LEARNING CENTRE,8490,OTHER PROFESSIONAL FEES,2015-07-02,ERS INVOICE122120,250.00,REDACTED PERSONAL DATA,,FIRST AID TRAINING,
SHEFFIELD CITY COUNCIL,RESOURCES,18032,MOORFOOT LEARNING CENTRE,8490,OTHER PROFESSIONAL FEES,2015-07-02,ERS INVOICE122129,250.00,REDACTED PERSONAL DATA,,FIRST AID TRAINING,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49706,NORTH EAST,8180,GRANTS,2015-07-02,ERS INVOICE122147,500.00,GALSWORTHY TARA,,COMMUNITY PROJECTS,
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-07-02,ERS INVOICE122167,860.00,REDACTED PERSONAL DATA,,ADOPTION & FOSTERING,
SHEFFIELD CITY COUNCIL,CYPF,39301,FOSTERING DEVELOPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,ERS INVOICE122169,830.00,REDACTED PERSONAL DATA,,ADOPTION & FOSTERING,
SHEFFIELD CITY COUNCIL,PLACE,97394,HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2015-07-02,ERS INVOICE122193,8980.00,EASTELLA DEVELOPMENTS LTD,,BUILDERS,
SHEFFIELD CITY COUNCIL,CYPF,33142,CITY DEAL - FRAMEWORKS,9120,OTHER AGENCIES,2015-07-02,ERS INVOICE122215,22119.64,THE LEARNING COMMUNITY LTD,,TRAINING SERVICES,
SHEFFIELD CITY COUNCIL,RESOURCES,19347,CLAIMS,8740,HIGHWAYS,2015-07-02,ERS INVOICE122216,17500.00,ACCOUNTANT GENERAL OF THE SENIOR COURTS,,CENTRAL GOVERNMENT,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49024,LOCAL ASSISTANCE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,GR669,312.00,SHEFFIELD CREDIT UNION,,CREDIT UNIONS,
SHEFFIELD CITY COUNCIL,CYPF,33115,PROSPECTS - YOUTH NEETS,9120,OTHER AGENCIES,2015-07-02,7729,11070.00,SHEFFIELD FUTURES,,COUNSELLING & ADVICE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49024,LOCAL ASSISTANCE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,GR656,278.50,SHEFFIELD CREDIT UNION,,CREDIT UNIONS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49024,LOCAL ASSISTANCE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,GR691,333.50,SHEFFIELD CREDIT UNION,,CREDIT UNIONS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49024,LOCAL ASSISTANCE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,GR694,956.25,SHEFFIELD CREDIT UNION,,CREDIT UNIONS,
SCR COMBINED AUTHORITY,ECONOMIC REGENERATION,30100,LEP CORE,8270,SUBSCRIPTIONS,2015-07-02,306786,3200.00,PRECISE MEDIA MONITORING LTD,,BUSINESS INFORMATION SERVICES,
SHEFFIELD CITY COUNCIL,RESOURCES,18032,MOORFOOT LEARNING CENTRE,8440,FEE EXPENSES,2015-07-02,803704749/850025189/190,862.00,CITY & GUILDS,,EXAMINATION BOARDS,
SHEFFIELD CITY COUNCIL,CYPF,90753,LONGLEY - TWO CLASSROOM EXTN,1161,NC&A MAIN CONTRACT,2015-07-02,CY04315/8,53372.64,WILLIAM BIRCH & SONS LTD,,CONSTRUCTION CONTRACTORS - GEN,
SHEFFIELD CITY COUNCIL,PLACE,25071,WOOD LANE,8440,FEE EXPENSES,2015-07-02,510,46671.00,NORTH SHEFFIELD CONSERVATION GROUP,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,PLACE,21080,BUSINESS DEVELOPMENT,8250,MARKETING EXPENSES,2015-07-02,150403,4700.00,FALCONER ASSOCIATES LIMITED,,PUBLIC RELATIONS CONSULTANTS,
SHEFFIELD CITY COUNCIL,PLACE,21080,BUSINESS DEVELOPMENT,8250,MARKETING EXPENSES,2015-07-02,150404,2975.00,FALCONER ASSOCIATES LIMITED,,PUBLIC RELATIONS CONSULTANTS,
SHEFFIELD CITY COUNCIL,PLACE,91662,PUBLIC RIGHTS OF WAY,1173,INFR MAIN CONTRACT,2015-07-02,131650,1283.60,WILLIAM EYRE & SONS,,AGRICULTURAL MERCHANTS,
SHEFFIELD CITY COUNCIL,PLACE,22147,PUBLIC RIGHTS OF WAY,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,10831,375.00,GO OUTDOORS LIMITED,,WATERPROOF CLOTHING & RAINWEAR,
SHEFFIELD CITY COUNCIL,PLACE,91662,PUBLIC RIGHTS OF WAY,1173,INFR MAIN CONTRACT,2015-07-02,2771,4117.00,GARY FLETCHER (SURFACING) LTD,,ROAD SURFACING CONTRACTORS,
SHEFFIELD CITY COUNCIL,PLACE,91662,PUBLIC RIGHTS OF WAY,1173,INFR MAIN CONTRACT,2015-07-02,2770,4681.00,GARY FLETCHER (SURFACING) LTD,,ROAD SURFACING CONTRACTORS,
SHEFFIELD CITY COUNCIL,CYPF,32043,LA MUSIC SERVICES,6280,HIRE OF PREMISES,2015-07-02,1800124794,1112.48,UNIVERSITY OF SHEFFIELD,,UNIVERSITIES & MEDICAL SCHOOLS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49024,LOCAL ASSISTANCE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,GR703,471.35,SHEFFIELD CREDIT UNION,,CREDIT UNIONS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49024,LOCAL ASSISTANCE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,GR704,708.50,SHEFFIELD CREDIT UNION,,CREDIT UNIONS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49024,LOCAL ASSISTANCE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,GR702,796.65,SHEFFIELD CREDIT UNION,,CREDIT UNIONS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49024,LOCAL ASSISTANCE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,GR705,1417.60,SHEFFIELD CREDIT UNION,,CREDIT UNIONS,
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,18003,COMMUNICATIONS,8550,OTHER SERVICES,2015-07-02,5029,610.00,NEW LEAF SIGN & DESIGN LTD,,SIGN & POSTER WRITERS,
SHEFFIELD CITY COUNCIL,CYPF,33115,PROSPECTS - YOUTH NEETS,9120,OTHER AGENCIES,2015-07-02,7786,215975.70,SHEFFIELD FUTURES,,COUNSELLING & ADVICE SERVICES,
SHEFFIELD CITY COUNCIL,RESOURCES,18032,MOORFOOT LEARNING CENTRE,8240,CONFERENCE EXPENSES,2015-07-02,803757218,327.00,ILM,,INSTITUTES - PROFESSIONAL,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49024,LOCAL ASSISTANCE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,GR698,383.50,SHEFFIELD CREDIT UNION,,CREDIT UNIONS,
SHEFFIELD CITY COUNCIL,RESOURCES,18032,MOORFOOT LEARNING CENTRE,8470,LEGAL FEES,2015-07-02,57385406,445.00,EPILEPSY AWARENESS LTD,,TRAINING SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,39323,DRUG & SUBSTANCE,9120,OTHER AGENCIES,2015-07-02,19390,2000.00,CRI,,PUBLIC HEALTH SUPPLIERS,
SHEFFIELD CITY COUNCIL,CYPF,33066,PROVIDER CONTRACT AUG14-JUL15,9120,OTHER AGENCIES,2015-07-02,28041501,1067.50,LEARN FOR LIFE ENTERPRISE LIMITED,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,CYPF,33066,PROVIDER CONTRACT AUG14-JUL15,9120,OTHER AGENCIES,2015-07-02,30031507,335.50,LEARN FOR LIFE ENTERPRISE LIMITED,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,CYPF,32042,MUSIC EDUCATION HUBS 2012-15,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,SIN717864,1117.50,CHAMBERLAIN MUSIC,,MUSICAL INSTRUMENTS & SHEET MU,
SHEFFIELD CITY COUNCIL,RESOURCES,15204,PFI 1,6150,ELECTRICITY,2015-07-02,907,54362.40,PYRAMID SCHOOLS (SHEFFIELD) LTD,,LEASING SERVICES,
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,18003,COMMUNICATIONS,8550,OTHER SERVICES,2015-07-02,4793/0119,817.00,NEW LEAF SIGN & DESIGN LTD,,SIGN & POSTER WRITERS,
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,18003,COMMUNICATIONS,8550,OTHER SERVICES,2015-07-02,217550,435.00,B AND B PRESS (PARKGATE) LTD,,PRINTERS,
SHEFFIELD CITY COUNCIL,RESOURCES,18032,MOORFOOT LEARNING CENTRE,8440,FEE EXPENSES,2015-07-02,146233,855.00,QUALSAFE LIMITED,,FIRST AID TRAINING,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49024,LOCAL ASSISTANCE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,GR706,534.50,SHEFFIELD CREDIT UNION,,CREDIT UNIONS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49028,SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2015-07-02,3078,836.60,EARL MARSHALL GUEST HOUSE LTD,,GUEST HOUSES,
SHEFFIELD CITY COUNCIL,PLACE,24062,MGMT OF NRQ PROPERTIES,6210,RENTS,2015-07-02,440765/1980,7493.75,HAMMERSON (SHEFFIELD NRQ) LTD,,PROPERTY DEVELOPERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49028,SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2015-07-02,3071,859.14,EARL MARSHALL GUEST HOUSE LTD,,GUEST HOUSES,
SHEFFIELD CITY COUNCIL,PLACE,24062,MGMT OF NRQ PROPERTIES,6210,RENTS,2015-07-02,440765/1968,18000.00,HAMMERSON (SHEFFIELD NRQ) LTD,,PROPERTY DEVELOPERS,
SHEFFIELD CITY COUNCIL,CYPF,39047,ALDINE HOUSE,5750,TRAINING EXPENDITURE,2015-07-02,CUKI0005765,1100.00,CRISIS PREVENTION INSTITUTE,,TRAINING CONSULTANTS,
SHEFFIELD CITY COUNCIL,PLACE,97414,ARBOURTHORNE 5M'S REFURB,1147,DEMOLITION,2015-07-02,YD20216046,2550.00,YEDL CASHIER,,ELECTRICITY COMPANIES,
SHEFFIELD CITY COUNCIL,PLACE,24062,MGMT OF NRQ PROPERTIES,6210,RENTS,2015-07-02,440765/1977,2625.00,HAMMERSON (SHEFFIELD NRQ) LTD,,PROPERTY DEVELOPERS,
SHEFFIELD CITY COUNCIL,CYPF,39517,IN CITY SEN PROVISION,8440,FEE EXPENSES,2015-07-02,2,1423.00,ELMORE KINDERGARTEN (BROOMHILL),,NURSERIES & CRECHES,
SHEFFIELD CITY COUNCIL,PLACE,97414,ARBOURTHORNE 5M'S REFURB,1147,DEMOLITION,2015-07-02,YD20216045,1088.00,YEDL CASHIER,,ELECTRICITY COMPANIES,
SHEFFIELD CITY COUNCIL,CYPF,39047,ALDINE HOUSE,5750,TRAINING EXPENDITURE,2015-07-02,CUKI0005766,1100.00,CRISIS PREVENTION INSTITUTE,,TRAINING CONSULTANTS,
SHEFFIELD CITY COUNCIL,PLACE,25043,MILLHOUSES PARK (CITY),8550,OTHER SERVICES,2015-07-02,SI38226/JW,3307.50,WORKSOP TARMACADAM CO LTD,,ROAD CONSTRUCTION EQUIPMENT MN,
SHEFFIELD CITY COUNCIL,CYPF,39047,ALDINE HOUSE,6030,REPAIRS AND MTCE - RESPONSIVE,2015-07-02,5749,299.49,MOORWOOD ELECTRICAL DES & INSTALL LTD,,ELECTRICIANS & ELECTRICAL CONT,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49190,CITY WIDE ALARM - GENERAL,6030,REPAIRS TO TENANTED PROPERTIES,2015-07-02,INV/50282334,774.24,TUNSTALL HEALTHCARE (UK) LIMITED,,TELECOMMUNICATIONS EQUIPMENT &,
SHEFFIELD CITY COUNCIL,RESOURCES,15204,PFI 1,6220,RATES,2015-07-02,907,22062.85,PYRAMID SCHOOLS (SHEFFIELD) LTD,,LEASING SERVICES,
SHEFFIELD CITY COUNCIL,RESOURCES,15204,PFI 1,6270,SERVICE / PFI UNITARY CHARGE,2015-07-02,907,925562.33,PYRAMID SCHOOLS (SHEFFIELD) LTD,,LEASING SERVICES,
SHEFFIELD CITY COUNCIL,RESOURCES,15204,PFI 1,8440,FEE EXPENSES,2015-07-02,907,39155.79,PYRAMID SCHOOLS (SHEFFIELD) LTD,,LEASING SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49364,SUPPORTED HOUSING,8060,MATERIALS AND SUPPLIES GENERAL,2015-07-02,143532,276.12,H HARROLD & SONS LTD,,LOCK SMITHS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49153,OTHER REPAIRS & FEES,6030,OTHER RESPONSIVE REPAIRS,2015-07-02,MAL-IN15384,350.00,MICRO ALARMS LTD,,SECURITY EQUIPMENT INSTALLERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49353,AREA NORTH WEST,6060,DECANTING/REMOVAL COSTS,2015-07-02,BT023980,1512.86,BURNT TREE CROFT (SHEFFCARE LTD),,RESIDENTIAL CARE HOMES,
SHEFFIELD CITY COUNCIL,PLACE,22072,ADMIN SUPPORT,7150,CAR ALLOWANCES,2015-07-02,736170A,571.27,CITY CAR CLUB (UK) LTD,,CAR RENTAL,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49356,ESTATE & ENVIORMENTAL SERVICES,6090,TIPPING COSTS,2015-07-02,FOR7638,270.00,FORWARD ENVIRONMENTAL LIMITED,,PEST & VERMIN CONTROL,
SHEFFIELD CITY COUNCIL,PLACE,22140,CAR PARKING MANAGEMENT,8540,SECURITY SERVICES,2015-07-02,R150531-41,3414.48,COBALT TELEPHONE TECHNOLOGIES LTD,,COMPUTER SYSTEMS & SOFTWARE (D,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49356,ESTATE & ENVIORMENTAL SERVICES,6090,TIPPING COSTS,2015-07-02,FOR7699,319.50,FORWARD ENVIRONMENTAL LIMITED,,PEST & VERMIN CONTROL,
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,14020,PERFORMANCE & RESEARCH,8550,OTHER SERVICES,2015-07-02,HEX54000535976,12927.00,EXPERIAN LTD,,CREDIT REFERENCE AGENCIES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49364,SUPPORTED HOUSING,8050,FURNITURE PURCHASES,2015-07-02,SI0204334/SC0026673,7425.00,ANNAGHMORE AGENCIES,,FURNITURE - WHOLESALE,
SHEFFIELD CITY COUNCIL,PLACE,25094,PARKS OPS SOUTH & SOUTH EAST,8550,OTHER SERVICES,2015-07-02,24256,2147.60,STREETMASTER (SOUTH WALES) LTD,,GARDEN & PATIO FURNITURE MNFRS,
SHEFFIELD CITY COUNCIL,PLACE,25002,GRAVES PARK(CITY),8550,OTHER SERVICES,2015-07-02,24256,3221.40,STREETMASTER (SOUTH WALES) LTD,,GARDEN & PATIO FURNITURE MNFRS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49387,PERFORMANCE PLANNING,8270,SUBSCRIPTIONS,2015-07-02,2962,18566.80,HOUSEMARK LTD,,EDUCATIONAL TRAINING PROVIDERS,
SHEFFIELD CITY COUNCIL,RESOURCES,18029,CYCLE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,W281794,583.30,CYCLESCHEME LTD,,CYCLE ACCESSORIES,
SHEFFIELD CITY COUNCIL,RESOURCES,18029,CYCLE SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2015-07-02,W281796,2246.06,CYCLESCHEME LTD,,CYCLE ACCESSORIES,
SHEFFIELD CITY COUNCIL,CYPF,33013,MADE IN SHEFFIELD,8440,FEE EXPENSES,2015-07-02,113893570,3000.00,ROTHERHAM MBC,,LOCAL GOVERNMENT,
SHEFFIELD CITY COUNCIL,PLACE,25092,PARKS OPS EAST & NORTH EAST,7020,VEHICLE FUEL COSTS,2015-07-02,4652798,705.47,CERTAS ENERGY UK LTD,,OIL FUEL DISTRIBUTORS,
SHEFFIELD CITY COUNCIL,CYPF,33017,AMBITIONS SCR,9120,OTHER AGENCIES,2015-07-02,113885600,28180.12,ROTHERHAM MBC,,LOCAL GOVERNMENT,
SHEFFIELD CITY COUNCIL,CYPF,33048,LSE SUB-CONTRACTORS,9120,OTHER AGENCIES,2015-07-02,114,8800.00,THE REALLY NEET PROJECT LTD,,EDUCATIONAL SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,33112,LDD PLACEMENTS AUG14-JUL15,9120,OTHER AGENCIES,2015-07-02,SCC/AB/09,658.00,SMELTINGS FARM EQUESTRIAN TRAINING LIMIT,,"RIDING SCHOOLS, LIVERY STABLES",
SHEFFIELD CITY COUNCIL,COMMUNITIES,49465,DISABLED FACILITIES TEAM,5750,TRAINING EXPENDITURE,2015-07-02,36033,320.00,FERRET INFORMATION SYSTEMS LTD,,COMPUTER SYSTEMS & SOFTWARE (D,
SHEFFIELD CITY COUNCIL,CYPF,33048,LSE SUB-CONTRACTORS,9120,OTHER AGENCIES,2015-07-02,113,1200.00,THE REALLY NEET PROJECT LTD,,EDUCATIONAL SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,39517,IN CITY SEN PROVISION,8440,FEE EXPENSES,2015-07-02,2015-07-02,2847.00,LODGE MOOR NURSERY LTD,,NURSERIES & CRECHES,
SHEFFIELD CITY COUNCIL,PLACE,90136,CHAUCER SQUARE MAINTENANCE,1194,OTHER FEES,2015-07-02,SC323,551.39,SALVINS CLEANING MANAGEMENT SERVICES,,CLEANING SERVICES - COMMERCIAL,
SHEFFIELD CITY COUNCIL,PLACE,97837,EP DOOR ENTRY WORKS,1161,NC&A MAIN CONTRACT,2015-07-02,SH04054/10,50200.00,KIER SERVICES MAINTENANCE EAST,,CONSTRUCTION CONTRACTORS - GEN,
SHEFFIELD CITY COUNCIL,CYPF,90757,FRA WORKS PROGRAMME - 14/15,1161,NC&A MAIN CONTRACT,2015-07-02,CY04359B/2,69300.00,RF JOINERY AND SHOPFITTING LTD,,JOINERS & CARPENTERS,
SHEFFIELD CITY COUNCIL,CYPF,33048,LSE SUB-CONTRACTORS,9120,OTHER AGENCIES,2015-07-02,108,1200.00,THE REALLY NEET PROJECT LTD,,EDUCATIONAL SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49852,SCHOOLS LIBRARY SERVICE,8080,LIBRARY MATERIALS,2015-07-02,310622,341.62,PETERS LTD,,BOOKSELLERS,
SHEFFIELD CITY COUNCIL,CYPF,90548,SCHOOLS ACCESS INITIATIVE,1161,NC&A MAIN CONTRACT,2015-07-02,185000,10800.00,STANNAH LIFT SERVICES LTD.,,STAIRLIFTS - MNFRS & INSTALLER,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-07-02,8673,539.83,GPG 2000 LTD,,CAR BODY REPAIRS,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-07-02,383,440.00,GEORGE CHILES T/A TRANSAXLE SERVICES,,GARAGE SERVICES,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-07-02,10218,465.00,ROBERTS MOTOR BODIES LIMITED,,CAR BODY REPAIRS,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-07-02,10221,814.00,ROBERTS MOTOR BODIES LIMITED,,CAR BODY REPAIRS,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-07-02,10223,755.00,ROBERTS MOTOR BODIES LIMITED,,CAR BODY REPAIRS,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-07-02,10224,352.70,ROBERTS MOTOR BODIES LIMITED,,CAR BODY REPAIRS,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-07-02,10220,598.00,ROBERTS MOTOR BODIES LIMITED,,CAR BODY REPAIRS,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-07-02,10222,935.83,ROBERTS MOTOR BODIES LIMITED,,CAR BODY REPAIRS,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-07-02,10219,1692.82,ROBERTS MOTOR BODIES LIMITED,,CAR BODY REPAIRS,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-07-02,513710,255.00,PLATTS HARRIS AGRIC. GROUP LTD.,,MACHINERY - INDUSTRIAL & COMME,
SHEFFIELD CITY COUNCIL,CYPF,39148,DIRECT PAYMENTS,9190,DIRECT PAYMENTS,2015-07-02,J1197970,1555.20,A4E,,TRAINING SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,44001,PURCHASING,9190,DIRECT PAYMENTS,2015-07-02,J1197970,679.68,REDACTED PERSONAL DATA,Social Community Care,CAREFIRST DIRECT PAYMENTS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,44001,PURCHASING,9190,SUPPORT PLANNING COSTS,2015-07-02,J1197971,1163.00,REDACTED PERSONAL DATA,Social Community Care,CAREFIRST DIRECT PAYMENTS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2015-07-02,2073,630.00,SPECTRUM ACTIVE (NOT FOR PROFIT),,TRAINING CENTRES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2015-07-02,2086,304.00,SPECTRUM ACTIVE (NOT FOR PROFIT),,TRAINING CENTRES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2015-07-02,2088,570.00,SPECTRUM ACTIVE (NOT FOR PROFIT),,TRAINING CENTRES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2015-07-02,2090,722.00,SPECTRUM ACTIVE (NOT FOR PROFIT),,TRAINING CENTRES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9250,INDEPENDENT DAY CARE,2015-07-02,2103,456.00,SPECTRUM ACTIVE (NOT FOR PROFIT),,TRAINING CENTRES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-07-02,7813,360.00,SPRINGWOOD HOUSE (SHEFFCARE LTD),,RESIDENTIAL CARE HOMES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-07-02,7818,360.00,SPRINGWOOD HOUSE (SHEFFCARE LTD),,RESIDENTIAL CARE HOMES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-07-02,7850,360.00,SPRINGWOOD HOUSE (SHEFFCARE LTD),,RESIDENTIAL CARE HOMES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-07-02,7852,360.00,SPRINGWOOD HOUSE (SHEFFCARE LTD),,RESIDENTIAL CARE HOMES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-07-02,7857,360.00,SPRINGWOOD HOUSE (SHEFFCARE LTD),,RESIDENTIAL CARE HOMES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-07-02,7864,360.00,SPRINGWOOD HOUSE (SHEFFCARE LTD),,RESIDENTIAL CARE HOMES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-07-02,1274,739.02,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
