Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-06-07,601321794,1000.00,0.00,1000.00,Fledglings Day Nursery Worsley,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321797,1000.00,0.00,1000.00,Happy Feet Day Nursery,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321800,3500.00,0.00,3500.00,Kerem Shloime Ltd,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321801,1250.00,0.00,1250.00,Kiddiewinkles Pre School,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321804,1000.00,0.00,1000.00,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321803,2250.00,0.00,2250.00,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321802,2885.00,0.00,2885.00,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321807,1215.00,0.00,1215.00,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321809,750.00,0.00,750.00,Ladybird Private Day Nursery,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321811,1000.00,0.00,1000.00,Little People Day Nursery,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321812,6500.00,0.00,6500.00,Manchester Jnr Girls School,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321705,1200.00,0.00,1200.00,Mancunian Way,Place Directorate,Payts to Vol Orgs,
Salford City Council,2021-06-07,601321706,2200.00,0.00,2200.00,Mancunian Way,Place Directorate,Payts to Vol Orgs,
Salford City Council,2021-06-07,601321697,3280.27,0.00,3280.27,Marston Group Limited,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2021-06-07,1600668089,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2021-06-07,1600668067,668.17,111.36,556.81,Novus Property Solutions,Place Directorate,UV Prog Rep,
Salford City Council,2021-06-07,1600648012,5425.00,0.00,5425.00,Pennine Care In Patient Services,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-07,1600668092,3594.00,599.00,2995.00,Pilat (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2021-06-07,601321817,2250.00,0.00,2250.00,Rainbows Nursery,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,1600668052,1063.20,177.20,886.00,Reach Publishing Services Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Exes,
Salford City Council,2021-06-07,601321713,540.00,0.00,540.00,Redacted Data,Place Directorate,Other Prof Fees,
Salford City Council,2021-06-07,601321814,750.00,0.00,750.00,Redacted Data,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321824,3750.00,0.00,3750.00,Redacted Data,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321717,6554.00,0.00,6554.00,Scott Rees & Co,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2021-06-07,601321818,1500.00,0.00,1500.00,St Lukes Pre-School Playgroup,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,1600668031,24100.86,4016.81,20084.05,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost,
Salford City Council,2021-06-07,601321798,1750.00,0.00,1750.00,T/A Holyrood Day Nursery - Media City,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321799,1000.00,0.00,1000.00,T/A Holyrood Day Nursery - Salford,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321819,4000.00,0.00,4000.00,Talmud Torah Chinuch N'Orim,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321820,6000.00,0.00,6000.00,Tashbar Academy Ltd,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,1600667620,14250.00,2375.00,11875.00,The Growth Company,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-07,1600667573,60499.99,10083.33,50416.66,The Lowry Centre Trust,Place Directorate,Payts to Agencies,
Salford City Council,2021-06-07,601321821,1000.00,0.00,1000.00,The Manse Nursery Ltd,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321822,2750.00,0.00,2750.00,The New Girls School,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321825,3250.00,0.00,3250.00,Unicorn Nursery,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-07,601321827,750.00,0.00,750.00,Wow Kids Ltd T/A Bright Futures,People (Childrens) Service Group,Grants,
Salford City Council,2021-06-08,1600668130,2969.28,494.88,2474.40,Aecom Infrastructure & Environment,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-08,1600668104,29880.00,4980.00,24900.00,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-06-08,1600668094,856.80,142.80,714.00,Chipside Ltd,Place Directorate,IT  Licence Fee,
Salford City Council,2021-06-08,601321910,1107.14,0.00,1107.14,Cromwood Housing Ltd,People (Childrens) Service Group,Rents,
Salford City Council,2021-06-08,601321902,7657.00,0.00,7657.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-08,601321948,743.00,0.00,743.00,Department Of Work & Pensions,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2021-06-08,601321143,-15086.07,-826.32,-14259.75,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-06-08,1600667616,1169.77,194.96,974.81,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-06-08,1600667858,1386.88,231.15,1155.73,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-06-08,1600667857,1936.39,322.73,1613.66,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-06-08,1600667615,3567.85,594.64,2973.21,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-06-08,1600667940,271850.30,45308.38,226541.92,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-06-08,1600667779,27422.40,4570.40,22852.00,Esri (Uk) Limited,Place Directorate,IT  Licence Fee,
Salford City Council,2021-06-08,601321949,720.00,0.00,720.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2021-06-08,601321901,3395.82,146.43,3249.39,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-08,1600668131,6591.64,1098.60,5493.04,Horticon Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-08,1600668132,83941.81,13990.30,69951.51,Horticon Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-06-08,601321903,600.00,0.00,600.00,Incredible Education,People (Childrens) Service Group,Other Prof Fees,
Salford City Council,2021-06-08,1600668138,71023.94,11837.32,59186.62,J Greenwood (Builders) Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-06-08,1600668112,4475.63,0.00,4475.63,Jan Robinson Early Years Ltd,People (Childrens) Service Group,Training of Staff,
Salford City Council,2021-06-08,1600667768,967269.97,161211.66,806058.31,John Sisk & Son (Holdings) Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-08,1600668101,581.52,96.92,484.60,Ptsg,Place Directorate,UV Prog Rep,
Salford City Council,2021-06-08,6003282659,541.16,0.00,541.16,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282723,542.08,0.00,542.08,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282700,544.80,0.00,544.80,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282811,567.48,0.00,567.48,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282741,567.68,0.00,567.68,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282677,588.24,0.00,588.24,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282783,596.40,0.00,596.40,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282692,610.52,0.00,610.52,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282808,634.29,0.00,634.29,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282654,638.64,0.00,638.64,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,1600668106,642.01,107.00,535.01,Redacted Data,Place Directorate,Clothing & Uniforms,
Salford City Council,2021-06-08,6003282696,660.00,0.00,660.00,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,601321945,692.69,0.00,692.69,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-08,6003282669,724.00,0.00,724.00,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282649,868.00,0.00,868.00,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282813,993.44,0.00,993.44,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282778,1344.00,0.00,1344.00,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,601321946,1354.00,0.00,1354.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-08,6003282638,1379.00,0.00,1379.00,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282719,1423.12,0.00,1423.12,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282705,2047.24,0.00,2047.24,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282644,2160.00,0.00,2160.00,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282776,2204.16,0.00,2204.16,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,6003282736,2208.00,0.00,2208.00,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-08,601321917,84017.65,14003.15,70014.50,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees,
Salford City Council,2021-06-08,1600667700,-4932.28,-822.05,-4110.23,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-06-08,1600667987,907.39,151.23,756.16,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-06-08,1600667699,2131.27,355.21,1776.06,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-06-08,1600667702,885878.45,147646.41,738232.04,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-06-08,1600667988,1030873.82,171812.30,859061.52,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-06-08,1600668137,9485.28,1580.88,7904.40,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-06-08,1600668135,30195.96,5032.66,25163.30,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-06-08,1600668117,6400.00,0.00,6400.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-06-08,1600668119,6400.00,0.00,6400.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-06-08,1600668120,6400.00,0.00,6400.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-06-08,1600668115,6400.00,0.00,6400.00,Sms Coaching Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-08,1600668118,9248.00,0.00,9248.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-06-08,601321914,540.00,90.00,450.00,Team Teach Ltd,People (Childrens) Service Group,Training of Others,
Salford City Council,2021-06-08,601321913,930.00,155.00,775.00,Team Teach Ltd,People (Childrens) Service Group,Training of Others,
Salford City Council,2021-06-08,1600668113,3336.36,556.06,2780.30,Teleshore Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2021-06-08,1600668001,2248.60,403.10,1845.50,United Utilities,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2021-06-08,1600668099,904.80,150.80,754.00,Valtech,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2021-06-08,1600667776,10817.51,1802.92,9014.59,Walker Sign & Street Furniture,Service Reform (Corp Bus & Transform),Miscellaneous Exes,
Salford City Council,2021-06-09,1600668198,4637.50,0.00,4637.50,Aim Habonim-Nursery,People (Childrens) Service Group,Release of Provision,
Salford City Council,2021-06-09,601321959,1814.40,302.40,1512.00,Bentley Systems Uk Ltd,Place Directorate,IT  Licence Fee,
Salford City Council,2021-06-09,1600667780,931.56,155.26,776.30,Civica Uk Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2021-06-09,601321638,755.00,0.00,755.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321630,770.00,0.00,770.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321635,906.00,0.00,906.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321628,924.00,0.00,924.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321617,954.00,0.00,954.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321632,1057.00,0.00,1057.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321624,1113.00,0.00,1113.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321639,1208.00,0.00,1208.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321631,1232.00,0.00,1232.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321623,1272.00,0.00,1272.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321619,1431.00,0.00,1431.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321621,1431.00,0.00,1431.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321641,1628.00,0.00,1628.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321626,1694.00,0.00,1694.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321618,1749.00,0.00,1749.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321633,1963.00,0.00,1963.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321634,1963.00,0.00,1963.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321629,2156.00,0.00,2156.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321627,2310.00,0.00,2310.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321620,2385.00,0.00,2385.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-09,601321642,2516.00,0.00,2516.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
