Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2022-03-03,1600683713,880.00,0.00,880.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-03,1600683716,504.00,0.00,504.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-03,1600683718,504.00,0.00,504.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-03,1600683719,1504.00,0.00,1504.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-03,1600683723,8208.00,0.00,8208.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-03,1600683724,1680.00,0.00,1680.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-03,1600683612,4948.50,0.00,4948.50,Federation Of Community Services (C,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-03,601344063,3000.00,0.00,3000.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2022-03-03,601344016,752.53,125.42,627.11,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-03-03,1600683700,1391.10,231.85,1159.25,Granart Memorials,Place Directorate,Gen Resaleable Items,
Salford City Council,2022-03-03,1600683701,978.30,163.05,815.25,Granart Memorials,Place Directorate,Gen Resaleable Items,
Salford City Council,2022-03-03,1600683648,1572.00,262.00,1310.00,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep,
Salford City Council,2022-03-03,1600683593,4001.25,0.00,4001.25,Jan Robinson Early Years Ltd,People (Childrens) Service Group,Training of Staff,
Salford City Council,2022-03-03,601344062,2000.00,0.00,2000.00,Jewish Representative Council Of G,Place Directorate,Payts to Vol Orgs,
Salford City Council,2022-03-03,1600683609,1218.00,203.00,1015.00,Jm Carroll Ltd,Place Directorate,Prog Maint & Works,
Salford City Council,2022-03-03,1600683625,781.82,130.30,651.52,K J Lines Limited,Place Directorate,Contractors,
Salford City Council,2022-03-03,1600683583,7009.67,0.00,7009.67,Kedleston (Mill School) Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-03-03,1600683584,15668.67,0.00,15668.67,Kedleston (Mill School) Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-03-03,1600683703,1078.72,0.00,1078.72,Langworthy Cornerstone Assoc.,People (Childrens) Service Group,Other Prof Fees,
Salford City Council,2022-03-03,1600683615,4003.97,667.33,3336.64,Marwood Electrical Co,Place Directorate,Materials,
Salford City Council,2022-03-03,1600683631,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2022-03-03,1600683632,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2022-03-03,1600683634,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2022-03-03,1600683650,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2022-03-03,1600683651,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2022-03-03,1600683652,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2022-03-03,1600683653,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2022-03-03,1600683654,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2022-03-03,1600683582,1033.56,172.26,861.30,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2022-03-03,6003445450,1025.31,0.00,1025.31,Redaction,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-03-03,6003445596,767.84,0.00,767.84,Redaction,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-03-03,601344081,560.00,0.00,560.00,Redaction,People (Adults) - CHSC,Rents,
Salford City Council,2022-03-03,1600682197,9882.92,0.00,9882.92,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies,
Salford City Council,2022-03-03,1600682198,-16618.87,0.00,-16618.87,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies,
Salford City Council,2022-03-03,1600683589,9882.92,0.00,9882.92,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies,
Salford City Council,2022-03-03,601344022,1813.36,0.00,1813.36,Rundles Enforcement Agents,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2022-03-03,1600683674,4008.36,0.00,4008.36,Salford Royal Nhs Foundation Trust,People (Adults) - CHSC,Sals & Wags Realloc,
Salford City Council,2022-03-03,1600683675,3961.60,0.00,3961.60,Salford Royal Nhs Foundation Trust,People (Adults) - CHSC,Sals & Wags Realloc,
Salford City Council,2022-03-03,1600683137,1077.43,179.57,897.86,Schofield & Sons Ltd,Place Directorate,UV Day to Day,
Salford City Council,2022-03-03,601344064,746.96,0.00,746.96,Springwood Primary,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-03,601344065,746.96,0.00,746.96,Springwood Primary,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-03,1600683605,7906.24,1317.71,6588.53,Symology Ltd,Place Directorate,Other Prof Fees,
Salford City Council,2022-03-03,1600683693,5271.60,0.00,5271.60,T/A The Marlowe School,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-03-03,601344067,716.39,0.00,716.39,The Royal Horticultural Society,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-03,601344066,1010.75,0.00,1010.75,Toasted Productions,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-03,1600683692,1080.00,180.00,900.00,Transport For Greater Manchester,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2022-03-03,1600683682,1080.00,180.00,900.00,Transport For Greater Manchester,Place Directorate,Principal Road Maint,
Salford City Council,2022-03-03,1600683684,2160.00,360.00,1800.00,Transport For Greater Manchester,Place Directorate,Principal Road Maint,
Salford City Council,2022-03-03,1600683688,1440.00,240.00,1200.00,Transport For Greater Manchester,Place Directorate,Principal Road Maint,
Salford City Council,2022-03-03,1600683690,2880.00,480.00,2400.00,Transport For Greater Manchester,Place Directorate,Principal Road Maint,
Salford City Council,2022-03-03,1600683598,5620.80,936.80,4684.00,Viatec Uk Limited,Place Directorate,Materials,
Salford City Council,2022-03-03,1600683689,6492.06,1082.01,5410.05,Vivid Resourcing,Place Directorate,Agency Fees,
Salford City Council,2022-03-03,1600683691,5108.81,851.47,4257.34,Vivid Resourcing,Place Directorate,Agency Fees,
Salford City Council,2022-03-03,601344028,510.00,85.00,425.00,W And G Services Limited,People (Childrens) Service Group,nonuv Build Rp&Maint,
Salford City Council,2022-03-03,1600683720,2495.00,0.00,2495.00,Wigan & Leigh College,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-03,1600683591,883.08,147.18,735.90,Worsley Electrical Supplies,Place Directorate,Materials,
Salford City Council,2022-03-04,6003446230,1731.60,288.60,1443.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2022-03-04,6003446325,801.60,133.60,668.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2022-03-04,6003446324,1986.00,0.00,1986.00,Adobe.Com,Service Reform (Corp Bus & Transform),Purch of Comp Equip,
Salford City Council,2022-03-04,1600683795,2505.53,417.59,2087.94,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-03-04,1600681296,798.00,133.00,665.00,Alan Franklin Builders Ltd,Place Directorate,Rechargeable R & Mnt,
Salford City Council,2022-03-04,1600683863,1080.00,180.00,900.00,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683865,7862.17,1310.36,6551.81,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683866,5143.52,857.25,4286.27,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683019,44955.60,7492.60,37463.00,Barnardos North West,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,1600683870,524.99,87.50,437.49,Beesley & Fildes Ltd,Place Directorate,Materials,
Salford City Council,2022-03-04,1600682587,7351.08,0.00,7351.08,Birtenshaw Hall,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-03-04,1600683010,15810.00,2635.00,13175.00,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-03-04,1600682654,10800.00,1800.00,9000.00,Bloom Procurement Services Ltd,Place Directorate,Other Prof Fees,
Salford City Council,2022-03-04,1600682653,14249.81,2374.97,11874.84,Bloom Procurement Services Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,6003446138,1406.00,66.77,1339.23,Brakes (Stored Cards),Service Reform (Corp Bus & Transform),Food and refreshments,
Salford City Council,2022-03-04,6003446342,507.11,0.50,506.61,Brakes (Stored Cards),Place Directorate,Food and refreshments,
Salford City Council,2022-03-04,6003446387,515.95,6.46,509.49,Brakes (Stored Cards),Place Directorate,Food and refreshments,
Salford City Council,2022-03-04,6003446421,604.89,1.95,602.94,Brakes (Stored Cards),Place Directorate,Food and refreshments,
Salford City Council,2022-03-04,601344163,629.49,0.00,629.49,British Gas Business,People (Adults) - CHSC,Gas,
Salford City Council,2022-03-04,1600683772,18771.76,3128.63,15643.13,Buymemedia,Place Directorate,Print & Photocopying,
Salford City Council,2022-03-04,1600682614,21013.52,0.00,21013.52,Care 4 Every Child Limited,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,1600682575,69644.88,11607.48,58037.40,Cdw Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Equip,
Salford City Council,2022-03-04,1600682562,25738.96,0.00,25738.96,Central Manchester University,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,1600683781,6905.28,1150.88,5754.40,Charles Lawrence Surfaces Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2022-03-04,601344166,941.16,0.00,941.16,Chatsworth High School & Community,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,601344167,941.16,0.00,941.16,Cobra Global Ltd (Nisa),People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,1600682803,11334.29,1889.05,9445.24,Compass Minerals Uk Ltd,Place Directorate,Materials,
Salford City Council,2022-03-04,6003446323,1204.00,0.00,1204.00,Divrse 1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2022-03-04,601344137,585.00,0.00,585.00,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-04,1600683740,504.00,0.00,504.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,1600683741,504.00,0.00,504.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,1600683742,1504.00,0.00,1504.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,1600683745,2360.00,0.00,2360.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,1600683746,800.00,0.00,800.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,1600683747,1960.00,0.00,1960.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,1600683749,880.00,0.00,880.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,1600683839,6543.72,1090.62,5453.10,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683840,1715.58,285.93,1429.65,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683841,1589.69,264.95,1324.74,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683842,720.00,120.00,600.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683843,1974.00,329.00,1645.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683844,1147.96,191.33,956.63,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683846,1147.96,191.33,956.63,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683848,7031.60,1171.93,5859.67,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683849,3390.00,565.00,2825.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683850,3229.20,538.20,2691.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683851,1486.39,247.73,1238.66,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683852,1104.00,184.00,920.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683853,792.00,132.00,660.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683854,1734.00,289.00,1445.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683855,23712.40,3952.07,19760.33,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683856,2169.91,361.65,1808.26,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683857,1771.96,295.33,1476.63,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683858,9051.90,1508.65,7543.25,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-04,1600683847,982.84,163.81,819.03,General Utilities North West Ltd,Place Directorate,Materials,
Salford City Council,2022-03-04,1600683872,6667.00,0.00,6667.00,Gmw Mental Health Nhs Ft,Public Health,Payts to Agencies,
Salford City Council,2022-03-04,1600683252,8400.00,1400.00,7000.00,Great Places Housing Association,Service Reform (Corp Bus & Transform),Miscellaneous Exes,
Salford City Council,2022-03-04,1600682566,28164.00,4694.00,23470.00,Greater Manchester Combined,Place Directorate,Payts to Other LA's,
Salford City Council,2022-03-04,601344110,523.20,87.20,436.00,Greenstaff Medical Staffing,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,601344111,925.20,154.20,771.00,Greenstaff Medical Staffing,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,601344112,1029.60,171.60,858.00,Greenstaff Medical Staffing,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,601344114,542.40,90.40,452.00,Greenstaff Medical Staffing,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,601344115,871.20,145.20,726.00,Greenstaff Medical Staffing,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,601344118,943.20,157.20,786.00,Greenstaff Medical Staffing,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,601344124,1035.00,172.50,862.50,Greenstaff Medical Staffing,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,601344125,871.20,145.20,726.00,Greenstaff Medical Staffing,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,601344128,900.00,150.00,750.00,Greenstaff Medical Staffing,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-04,1600681502,29340.00,4890.00,24450.00,Gunn Jcb Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2022-03-04,1600682733,10199.44,1699.91,8499.53,Horticon Ltd,Service Reform (Corp Bus & Transform),Pay to Ctrs-Landscap,
Salford City Council,2022-03-04,1600683754,9000.00,1500.00,7500.00,Ing Media Ltd,Service Reform (Corp Bus & Transform),Marketing/Publicity,
