Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2014-04-04,1600495378,1312.56,218.76,1093.80,Phs Group Plc,Office of the Chief Executive,Housekeeping
Salford City Council,2014-04-04,1600497793,521.16,86.86,434.30,Phs Group Plc,Sustainable Regeneration,Housekeeping
Salford City Council,2014-04-04,1600500138,504.00,84.00,420.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-04-04,1600500142,522.00,87.00,435.00,P C Concepts,Children's Services,Pupil Assistance
Salford City Council,2014-04-04,1600500254,577.56,96.26,481.30,J Fletcher Engineers Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2014-04-04,1600500360,604.98,100.83,504.15,Rubax Lifts Ltd,Sustainable Regeneration,UV Lift Maint
Salford City Council,2014-04-04,1600500436,3008.22,501.37,2506.85,Elygra,Environment and Community Safety,Marketing/Publicity
Salford City Council,2014-04-04,1600500560,684.00,114.00,570.00,Ray Britland Contractors Ltd,Environment and Community Safety,Contractors
Salford City Council,2014-04-04,1600500564,3385.80,0.00,3385.80,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600500565,3503.60,0.00,3503.60,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600500566,3385.80,0.00,3385.80,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600500567,521.76,86.96,434.80,Alliance Disposables Ltd,Sustainable Regeneration,Cleaning Materials
Salford City Council,2014-04-04,1600500579,1181.25,0.00,1181.25,Manchester Creche,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600500584,1043.04,0.00,1043.04,Places For People Individual Suppor,Children's Services,Rents
Salford City Council,2014-04-04,1600500586,858.96,0.00,858.96,Places For People Individual Suppor,Children's Services,Rents
Salford City Council,2014-04-04,1600500616,2100.00,350.00,1750.00,Abca Systems,Sustainable Regeneration,Electricity
Salford City Council,2014-04-04,1600500635,9000.00,0.00,9000.00,Beis Ruchel Girls School,Children's Services,Pupil Assistance
Salford City Council,2014-04-04,1600500643,57915.00,0.00,57915.00,Meadows Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600500725,3168.00,528.00,2640.00,Saltax Ltd,Children's Services,Transport
Salford City Council,2014-04-04,1600500726,576.00,96.00,480.00,Saltax Ltd,Children's Services,Transport
Salford City Council,2014-04-04,1600500814,900.00,0.00,900.00,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-04-04,1600500826,1485.77,247.63,1238.14,Northgate Information Solutions,"Community, Health & Social Care",Other Prof Fees
Salford City Council,2014-04-04,1600500897,548.05,91.34,456.71,Lex Autolease Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-04-04,1600500918,2000.00,0.00,2000.00,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-04-04,1600501060,1800.00,0.00,1800.00,Cross Roads Care,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600501110,967.68,161.28,806.40,Mitie Security Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2014-04-04,1600501111,967.68,161.28,806.40,Mitie Security Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2014-04-04,1600501142,3348.00,0.00,3348.00,Park Foster Care Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600501159,3587.01,0.00,3587.01,Park Foster Care Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600501160,3348.00,0.00,3348.00,Park Foster Care Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600501163,615.60,102.60,513.00,Wrs Group Uk,"Community, Health & Social Care",Equipment Purchase
Salford City Council,2014-04-04,1600501201,570.00,95.00,475.00,Hbinfo Limited,Customer and Support Services,Subscriptions
Salford City Council,2014-04-04,1600501205,45750.00,7625.00,38125.00,Pricewaterhousecoopers Llp,Sustainable Regeneration,Contractors
Salford City Council,2014-04-04,1600501224,30924.00,0.00,30924.00,Witherslack Hall School,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-04-04,1600501232,925.20,154.20,771.00,Redacted Data,Children's Services,Conferences/Seminars
Salford City Council,2014-04-04,1600501310,52257.00,0.00,52257.00,Witherslack Group,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600501426,685.39,114.23,571.16,Integrated Water Services,Environment and Community Safety,UV Tank Clean
Salford City Council,2014-04-04,1600501432,1976.66,329.44,1647.22,Mitie Security Ltd,Environment and Community Safety,Security/Equipment
Salford City Council,2014-04-04,1600501443,2343.00,318.00,2025.00,Citizens Advice Bureau,"Community, Health & Social Care",Books & Periodicals
Salford City Council,2014-04-04,1600501492,2892.00,482.00,2410.00,Leigh Dogs And Cats Home Ltd,Environment and Community Safety,Animal Boarding Fees
Salford City Council,2014-04-04,1600501501,3682.00,0.00,3682.00,Alexander Support Services,Sustainable Regeneration,Rents
Salford City Council,2014-04-04,1600501593,2945.00,0.00,2945.00,Crystal Care Solutions Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600501594,3945.00,0.00,3945.00,Crystal Care Solutions Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600501626,3945.00,0.00,3945.00,Lloyds Tsb Commercial Finance,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600501638,9410.80,1568.47,7842.33,Dolphin Mobility Ltd,"Community, Health & Social Care",Central S & S Alloc
Salford City Council,2014-04-04,1600501639,1907.02,317.84,1589.18,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-04-04,1600501643,109445.65,18240.94,91204.71,S & W Tlp Education Partnership Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-04-04,1600501644,1800.00,0.00,1800.00,Lorraine Bramwell Associates,Children's Services,Training expenses
Salford City Council,2014-04-04,1600501651,3945.00,0.00,3945.00,Crystal Care Solutions Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600501667,709.92,118.32,591.60,Mitie Security Ltd,Sustainable Regeneration,Security Services
Salford City Council,2014-04-04,1600501738,508.75,0.00,508.75,Cross Roads Care,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600501796,4711.21,785.20,3926.01,Scarab Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-04-04,1600501797,1070.81,178.47,892.34,Central Diesel,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-04-04,1600501798,39081.25,0.00,39081.25,Big Life Centres,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-04-04,1600501912,1428.56,0.00,1428.56,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2014-04-04,1600501980,1144.56,190.76,953.80,Mott Macdonald Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2014-04-04,1600502004,661.56,110.26,551.30,J Fletcher Engineers Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2014-04-04,1600502147,3197.65,532.94,2664.71,Mit Technologies Ltd,Customer and Support Services,Telephones & Fax
Salford City Council,2014-04-04,1600502167,840.00,140.00,700.00,Manchester City Council,Customer and Support Services,Payts to Other LA's
Salford City Council,2014-04-04,1600502466,1642598.40,273766.40,1368832.00,Salford Community Leisure Ltd,"Community, Health & Social Care",SCL management fee
Salford City Council,2014-04-04,1600502467,5748.00,958.00,4790.00,Transport For Greater Manchester,Sustainable Regeneration,Other Prof Fees
Salford City Council,2014-04-04,1600502480,745.30,124.22,621.08,Bt Global Services Solutions,Capital Expenditure,Purch of Comp Equip
Salford City Council,2014-04-04,1600502499,938723.02,156453.84,782269.18,S & W Tlp Education Partnership Ltd,Children's Services,Unitary Charge
Salford City Council,2014-04-04,6001531973,2647.48,0.00,2647.48,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001531979,16672.92,0.00,16672.92,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001531983,3846.15,0.00,3846.15,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001531987,6294.16,0.00,6294.16,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001531991,6371.60,0.00,6371.60,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532001,5977.32,0.00,5977.32,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532005,13887.06,0.00,13887.06,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532011,14194.82,0.00,14194.82,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532019,27763.38,0.00,27763.38,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532022,2585.62,0.00,2585.62,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532034,1461.18,0.00,1461.18,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532037,1461.18,0.00,1461.18,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532040,1461.18,0.00,1461.18,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532045,13085.58,0.00,13085.58,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532050,7298.10,0.00,7298.10,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532054,7359.30,0.00,7359.30,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532057,7720.38,0.00,7720.38,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532067,14950.06,0.00,14950.06,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532069,1715.00,0.00,1715.00,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532071,1715.00,0.00,1715.00,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532073,1575.00,0.00,1575.00,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532185,1242.50,0.00,1242.50,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532186,1242.50,0.00,1242.50,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532187,1242.50,0.00,1242.50,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532188,1242.50,0.00,1242.50,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532189,1282.26,0.00,1282.26,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532190,1481.06,0.00,1481.06,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532191,1481.06,0.00,1481.06,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532192,1481.06,0.00,1481.06,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532193,1461.18,0.00,1461.18,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532194,1461.18,0.00,1461.18,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532195,1461.18,0.00,1461.18,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532196,1461.18,0.00,1461.18,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,6001532207,533.44,0.00,533.44,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-04,fhegaxiqk,798.04,133.01,665.03,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-04-04,jgkytoaoy,660.00,110.00,550.00,Amblehurst,Sustainable Regeneration,Support for the Homeless
Salford City Council,2014-04-04,toqfjleqg,2407.61,401.27,2006.34,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-04-04,ujmtgfndw,554.65,92.44,462.21,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-04-04,urqcnccnz,851.70,141.95,709.75,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-04-07,601108849,1534.50,0.00,1534.50,Wasp Pre-School,Children's Services,Grants
Salford City Council,2014-04-07,601113133,772.02,0.00,772.02,Jacobs,Customer and Support Services,VAT Adjustment
Salford City Council,2014-04-07,601113156,900.00,0.00,900.00,Together Trust,"Community, Health & Social Care",Day Care
Salford City Council,2014-04-07,601113157,1315.79,0.00,1315.79,Lancashire Care,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-04-07,601113176,31646.32,0.00,31646.32,Trafford Council,Children's Services,Payts to Other LA's
Salford City Council,2014-04-07,1600499503,2148.00,358.00,1790.00,Sunrise Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-04-07,1600499509,1188.00,198.00,990.00,Drive Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-04-07,1600499762,963.00,160.50,802.50,Reflex Marketing,"Community, Health & Social Care",Marketing/Publicity
Salford City Council,2014-04-07,1600500315,957.74,159.63,798.11,Marlow & Son Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-04-07,1600500321,518.77,86.46,432.31,Marlow & Son Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-04-07,1600500438,1176.00,196.00,980.00,B.S.K. Landscapes,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2014-04-07,1600500443,916.80,152.80,764.00,Schofield & Sons Ltd,Children's Services,Building Rep & Maint
Salford City Council,2014-04-07,1600500529,5984.00,0.00,5984.00,Salford Young Carers Service,"Community, Health & Social Care",Pyts Agenc - Ext Fnd
Salford City Council,2014-04-07,1600500539,600.00,100.00,500.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-04-07,1600500541,1569.80,0.00,1569.80,Broadoak Funeral Service,"Community, Health & Social Care",Funerals
Salford City Council,2014-04-07,1600500562,14000.00,0.00,14000.00,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2014-04-07,1600500923,2448.00,408.00,2040.00,Morris & Alexander Limited,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-04-07,1600500926,3200.00,0.00,3200.00,Redacted Data,Environment and Community Safety,Other Prof Fees
