Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-05-06,601319385,6000.00,0.00,6000.00,Courtesy Shoes Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,1600666324,600.00,100.00,500.00,Cuckoo Design Ltd,Place Directorate,Marketing/Publicity
Salford City Council,2021-05-06,601319427,8000.00,0.00,8000.00,Demtys Hair And Beauty Salon,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319404,4000.00,0.00,4000.00,Denby Retail Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,6003258939,550.89,0.00,550.89,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-06,6003258799,5992.00,0.00,5992.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-06,6003258832,9587.20,0.00,9587.20,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-06,6003258925,1220.42,0.00,1220.42,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-06,6003258843,2996.00,0.00,2996.00,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-06,6003258899,2996.00,0.00,2996.00,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-06,6003258895,4793.60,0.00,4793.60,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-06,1600666332,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants
Salford City Council,2021-05-06,601319373,740.00,0.00,740.00,Redacted Data,Place Directorate,Other Prof Fees
Salford City Council,2021-05-06,601319436,2667.00,0.00,2667.00,Eagle Clothing Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319389,18000.00,0.00,18000.00,Eastdowns Bars Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,1600666342,9600.00,1600.00,8000.00,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-05-06,1600666314,760.32,126.72,633.60,Enterprise Flex E-Rent,Place Directorate,Annual Vehicle Hire
Salford City Council,2021-05-06,1600666306,786.93,131.15,655.78,Enterprise Flex E-Rent,Place Directorate,Annual Vehicle Hire
Salford City Council,2021-05-06,1600666317,819.72,136.62,683.10,Enterprise Flex E-Rent,Place Directorate,Annual Vehicle Hire
Salford City Council,2021-05-06,601319439,2667.00,0.00,2667.00,Escapes Travel,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,1600666293,4434.00,739.00,3695.00,Euro Label Printers Limited,Place Directorate,Print & Photocopying
Salford City Council,2021-05-06,1600666344,4381.44,730.24,3651.20,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2021-05-06,1600666345,5366.09,894.35,4471.74,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2021-05-06,1600666346,6757.30,1126.22,5631.08,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2021-05-06,1600666347,7041.22,1173.54,5867.68,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2021-05-06,601319423,8000.00,0.00,8000.00,Fade Zone Style,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319395,12000.00,0.00,12000.00,Fivefourstudios Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,1600666336,6544.33,0.00,6544.33,Fix It Uk Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-06,601319334,279880.00,0.00,279880.00,Gmw Mental Health Nhs Ft,Public Health,Payts to Agencies
Salford City Council,2021-05-06,1600666294,3600.00,600.00,3000.00,Gt3 Architects Limited,Service Reform (Corp Bus & Transform),Ext Fees-Architects
Salford City Council,2021-05-06,601319400,4000.00,0.00,4000.00,Headway,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319407,8000.00,0.00,8000.00,Hope Medical Cosmetic Surgery,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,1600666301,3600.00,600.00,3000.00,Identity Consult Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-05-06,1600666292,7183.20,1197.20,5986.00,Ijm Electrical Contractors Ltd,People (Childrens) Service Group,UV Day to Day
Salford City Council,2021-05-06,6003258931,550.00,0.00,550.00,Iz *Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees
Salford City Council,2021-05-06,601319386,18000.00,0.00,18000.00,Karali Ltd (Payments),Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,1600666343,8742.24,0.00,8742.24,Lancashire County Council,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2021-05-06,1600666282,3720.00,620.00,3100.00,M & A Brown (Engravers) Ltd,Place Directorate,Print & Photocopying
Salford City Council,2021-05-06,1600666351,8191.17,0.00,8191.17,Manor Academy,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2021-05-06,1600666295,3850.00,0.00,3850.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-06,601319410,8000.00,0.00,8000.00,Melvins Barbers Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319418,8000.00,0.00,8000.00,Moorside Rangers Youth Centre,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319446,2096.00,0.00,2096.00,New World Trading Company (Uk) Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319447,8000.00,0.00,8000.00,New World Trading Company (Uk) Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319339,2657.48,442.91,2214.57,Nhs Salford Ccg,Service Reform (Corp Bus & Transform),Sals & Wags Realloc
Salford City Council,2021-05-06,601319362,2780.74,463.46,2317.28,Nhs Salford Ccg,Service Reform (Corp Bus & Transform),Sals & Wags Realloc
Salford City Council,2021-05-06,601319340,3188.98,531.50,2657.48,Nhs Salford Ccg,Service Reform (Corp Bus & Transform),Sals & Wags Realloc
Salford City Council,2021-05-06,1600666358,1262.52,210.42,1052.10,North West Timber Treatments,Place Directorate,Materials
Salford City Council,2021-05-06,601319335,94108.03,15684.67,78423.36,Nsl Ltd,Place Directorate,Contractors
Salford City Council,2021-05-06,601319426,8000.00,0.00,8000.00,Oh So Fab,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319444,2096.00,0.00,2096.00,Patricroft Community Group Cic,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319445,8000.00,0.00,8000.00,Patricroft Community Group Cic,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319396,12000.00,0.00,12000.00,Patricroft Conservative Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319412,2096.00,0.00,2096.00,Posh Paws,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319413,2667.00,0.00,2667.00,Posh Paws,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319421,2667.00,0.00,2667.00,Pump Textile And Hosiery Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319416,2096.00,0.00,2096.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319411,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319414,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319425,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319442,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319443,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319448,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319415,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319417,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319422,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319424,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319428,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319432,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319433,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319435,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319438,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319449,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319451,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319394,4000.00,0.00,4000.00,T/A Belledorm,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319330,739.10,123.18,615.92,Royal Mail Group Ltd,Service Reform (Corp Bus & Transform),Agnc Rec Hlth Auth
Salford City Council,2021-05-06,601319387,6000.00,0.00,6000.00,Rrg Group Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,6003258858,535.51,0.00,535.51,Safe.Co.Uk,People (Childrens) Service Group,Stationery
Salford City Council,2021-05-06,601319408,2667.00,0.00,2667.00,Saif Mcr Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319440,8000.00,0.00,8000.00,Samuel Smith Old Brewery,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319441,8000.00,0.00,8000.00,Samuel Smith Old Brewery,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319403,12000.00,0.00,12000.00,Samuel Smith Old Brewery,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319405,12000.00,0.00,12000.00,Samuel Smith Old Brewery,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319397,3143.00,0.00,3143.00,Simply Van Sales Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319398,4000.00,0.00,4000.00,Simply Van Sales Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319431,2667.00,0.00,2667.00,Singleton Furniture Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319429,2667.00,0.00,2667.00,Sr Properties,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,6003258876,805.00,0.00,805.00,Sumup *Jf Services,People (Adults) - CHSC,General Repairs
Salford City Council,2021-05-06,601319390,6000.00,0.00,6000.00,Sunshine Cruise Holidays Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,6003258844,700.00,0.00,700.00,Surewaste,People (Adults) - CHSC,Client Travel Expenses
Salford City Council,2021-05-06,6003258898,1050.00,0.00,1050.00,Surewaste,People (Adults) - CHSC,Client Travel Expenses
Salford City Council,2021-05-06,1600666283,1710.00,285.00,1425.00,Synapps Solutions,Service Reform (Corp Bus & Transform),Consultants
Salford City Council,2021-05-06,601319337,2298.00,383.00,1915.00,Systemslink 2000 Ltd,Place Directorate,Energy Conservation
Salford City Council,2021-05-06,1600666339,799.00,0.00,799.00,The Citywall Project Community,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-06,1600666341,916.50,0.00,916.50,The Citywall Project Community,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-06,1600666340,1339.50,0.00,1339.50,The Citywall Project Community,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-06,601319388,6000.00,0.00,6000.00,Tiles Uk Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,1600666322,672.00,112.00,560.00,Treework Arboricultural Services,Place Directorate,Contractors
Salford City Council,2021-05-06,1600666319,720.00,120.00,600.00,Treework Arboricultural Services,Place Directorate,Contractors
Salford City Council,2021-05-06,1600666321,1104.00,184.00,920.00,Treework Arboricultural Services,Place Directorate,Contractors
Salford City Council,2021-05-06,1600666320,1584.00,264.00,1320.00,Treework Arboricultural Services,Place Directorate,Contractors
Salford City Council,2021-05-06,601319392,4000.00,0.00,4000.00,Trending Trade Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319409,2667.00,0.00,2667.00,Vape Guys Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319391,18000.00,0.00,18000.00,Vue Entertainment Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-06,601319341,1456.50,0.00,1456.50,Weightmans Llp,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-05-06,601319401,4000.00,0.00,4000.00,Wheelchair Cars Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-07,1600666363,1250.00,0.00,1250.00,Adept = Association Of Directors Of,Place Directorate,Subscriptions
Salford City Council,2021-05-07,1600666210,27000.00,4500.00,22500.00,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-07,1600665902,35453.46,5908.91,29544.55,Aecom Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-05-07,1600666398,845.40,140.90,704.50,Chipside Ltd,Place Directorate,IT  Licence Fee
Salford City Council,2021-05-07,1600666094,11381.76,1896.96,9484.80,Egbert H Taylor & Co Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2021-05-07,1600666410,1084.48,180.74,903.74,Enterprise Flex E-Rent,Place Directorate,Annual Vehicle Hire
Salford City Council,2021-05-07,1600666359,3462.12,577.02,2885.10,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2021-05-07,1600665929,18000.00,3000.00,15000.00,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,2021-05-07,1600665920,41799.78,6966.63,34833.15,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,2021-05-07,1600665982,22274.42,3712.40,18562.02,Hodgkinson Bennis Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-05-07,1600666370,9000.00,1500.00,7500.00,Ing Media Ltd,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-05-07,1600666413,2392.01,0.00,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2021-05-07,1600665960,14040.00,2340.00,11700.00,One51 Es Plastics (Uk) Ltd T/A Mgb,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2021-05-07,601319468,6500.00,0.00,6500.00,Principia Law Ltd,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2021-05-07,1600666418,-8518.97,0.00,-8518.97,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2021-05-07,1600666420,2131.27,355.21,1776.06,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2021-05-07,1600666419,4932.28,822.05,4110.23,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2021-05-07,1600666414,7212.96,1202.16,6010.80,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2021-05-07,1600666417,10222.76,1703.79,8518.97,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2021-05-07,1600666411,5850.00,975.00,4875.00,Sec-1 Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2021-05-07,1600666076,16074.72,2679.12,13395.60,Ssi Schaefer Limited,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2021-05-07,1600665912,12500.00,0.00,12500.00,Tameside Mbc,People (Childrens) Service Group,Consultants
Salford City Council,2021-05-07,601319458,27500.00,0.00,27500.00,Turning Point Services Limited,Public Health,Payts to Agencies
Salford City Council,2021-05-07,601318495,11400.00,1900.00,9500.00,Warrington & Halton Nhs Ft,Public Health,Sals & Wags Realloc
