Date,Directorate,Service,Supplier,Invoice Line Value (net of VAT),Account
July 2010-September 2010,Corporate Services,Public Protection,PARSONS BRINCKERHOFF,"1,250.00",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Corporate Services,Public Protection,STEVE HORNER ENVIRONMENTAL SERVICES,555.5,PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Corporate Services,Public Protection,STEVE HORNER ENVIRONMENTAL SERVICES,554,PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Corporate Services,Public Protection,STM ENVIRONMENTAL LTD,"3,575.00",ICT SOFTWARE PURCHASE
July 2010-September 2010,Corporate Services,Public Protection,VIP SYSTEM LIMITED,899.02,EQUIPMENT
July 2010-September 2010,Corporate Services,Joint Leveys & Boards,ENVIRONMENT AGENCY,"20,472.50",Contributions/Donations
July 2010-September 2010,Corporate Services,Joint Leveys & Boards,TEESSIDE PENSION FUND,"22,764.00",JOINT AUTHORITIES
July 2010-September 2010,Community Services,Adult Social Care and Health,ADULT PLACEMENT SERVICES T/A AVALON,"6,116.32",Adult Placement Schemes
July 2010-September 2010,Community Services,Adult Social Care and Health,ADULT PLACEMENT SERVICES T/A AVALON,"6,116.32",Adult Placement Schemes
July 2010-September 2010,Community Services,Adult Social Care and Health,ADULT PLACEMENT SERVICES T/A AVALON,"8,303.46",Adult Placement Schemes
July 2010-September 2010,Community Services,Adult Social Care and Health,ADULT PLACEMENT SERVICES T/A AVALON,"6,116.32",Adult Placement Schemes
July 2010-September 2010,Community Services,Adult Social Care and Health,AGE CONCERN DARLINGTON,"2,781.94",PRIVATE CONTRACTORS
July 2010-September 2010,Community Services,Adult Social Care and Health,AGE CONCERN DARLINGTON,"19,170.00",Day Care - Private Contractors
July 2010-September 2010,Community Services,Adult Social Care and Health,AGE CONCERN DARLINGTON,"19,170.00",Day Care - Private Contractors
July 2010-September 2010,Community Services,Adult Social Care and Health,AGE CONCERN DARLINGTON,"2,856.33",PRIVATE CONTRACTORS
July 2010-September 2010,Community Services,Adult Social Care and Health,AGE CONCERN DARLINGTON,"2,947.46",PRIVATE CONTRACTORS
July 2010-September 2010,Community Services,Adult Social Care and Health,AGE CONCERN DARLINGTON,"17,253.00",Day Care - Private Contractors
July 2010-September 2010,Community Services,Adult Social Care and Health,AGE CONCERN DARLINGTON,"2,902.90",PRIVATE CONTRACTORS
July 2010-September 2010,Community Services,Adult Social Care and Health,AGE CONCERN DARLINGTON,"19,170.00",Day Care - Private Contractors
July 2010-September 2010,Community Services,Adult Social Care and Health,AGE CONCERN LIFESTYLE 50 PLUS LTD,"18,211.50",Day Care - Private Contractors
July 2010-September 2010,Community Services,Adult Social Care and Health,ALBANY OFFICE FURNITURE SOLUTIONS,801.58,FURNITURE
July 2010-September 2010,Community Services,Adult Social Care and Health,ALBANY OFFICE FURNITURE SOLUTIONS,801.58,FURNITURE
July 2010-September 2010,Community Services,Adult Social Care and Health,ALBANY OFFICE FURNITURE SOLUTIONS,600,FURNITURE
July 2010-September 2010,Community Services,Adult Social Care and Health,ALBANY OFFICE FURNITURE SOLUTIONS,508.5,FURNITURE
July 2010-September 2010,Community Services,Adult Social Care and Health,AMARNA HOUSE CARE CENTRE,"1,548.60",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,AMARNA HOUSE CARE CENTRE,"1,548.60",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,AMARNA HOUSE CARE CENTRE,"1,548.60",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,AMTEC CONSULTING PLC,"76,734.00",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,633.82,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,503.7,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,503.7,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,ANGEL HUMAN RESOURCES PLC (LDS RECRUITME,629.63,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,ANNE CHARLTON LODGE,"2,490.04",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,ANNE CHARLTON LODGE,"2,490.04",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,ANNE CHARLTON LODGE,"2,490.04",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,ANNE CHARLTON LODGE,"2,490.04",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,"38,112.71",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,"1,764.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,"43,569.57",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,"36,593.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,"1,924.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,"1,140.00",Day Care - Private Contractors
July 2010-September 2010,Community Services,Adult Social Care and Health,ASCOT CARE (NORTH EAST) LTD,"1,724.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,BAILEYS BLINDS,"1,000.85",REPAIRS AND MAINTENANCE
July 2010-September 2010,Community Services,Adult Social Care and Health,BENFIELD HALL CARE HOME,"1,771.92",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,BENFIELD HALL CARE HOME,"1,771.92",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,BENFIELD HALL CARE HOME,"1,771.92",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,BETHANY HOUSE CHRISTIAN NURSING HOME,"1,514.06",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,BETHANY HOUSE CHRISTIAN NURSING HOME,"3,438.01",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,BETHANY HOUSE CHRISTIAN NURSING HOME,"3,504.13",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"2,224.44",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"2,224.44",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"10,057.20",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"4,327.60",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"2,264.40",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"4,392.51",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"10,458.11",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"11,330.59",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"4,327.60",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,"13,505.63",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,998.22,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,"8,392.60",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,"14,549.68",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,892.24,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,"10,523.52",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,"64,174.10",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,"7,951.76",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,"13,499.19",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,"59,991.98",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,"63,347.93",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE UK,"17,696.70",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE UK,"18,691.74",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE UK,727.99,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE UK,"6,700.28",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE UK,"7,943.42",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE UK,"19,795.50",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE UK,"1,134.17",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE UK,"8,153.83",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARE UK,891.79,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARERS FEDERATION LIMITED,"1,762.80",MARKETING & ADVERTISING
July 2010-September 2010,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),"2,944.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),"6,308.57",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),"2,944.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),"2,944.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),"8,358.86",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),"8,358.86",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),"2,944.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),"5,888.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CAREWATCH (DRS),"3,258.37",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CAREWATCH (DRS),545.49,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CAREWATCH (DRS),606.1,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CAREWATCH (DRS),573.04,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CAREWATCH (DRS),"2,045.33",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CAREWATCH (DRS),"3,930.04",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CAREWATCH (DRS),573.04,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CASTLE CARE TEESDALE LTD,658.3,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CASTLE CARE TEESDALE LTD,658.3,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CASTLE CARE TEESDALE LTD,658.3,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"3,488.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"14,240.57",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"17,792.57",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"3,184.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"4,704.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"20,710.29",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"1,704.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"1,704.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"2,312.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"2,312.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"1,552.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"1,552.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,CENTROMED LTD,525,EQUIPMENT
July 2010-September 2010,Community Services,Adult Social Care and Health,CHILDCARE VOUCHERS LTD,"20,000.00",Carers Vouchers
July 2010-September 2010,Community Services,Adult Social Care and Health,CIPFA,750,TRAINING
July 2010-September 2010,Community Services,Adult Social Care and Health,COMMUNITY INTERGRATED CARE,"1,424.60",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,COMMUNITY INTERGRATED CARE,"1,424.60",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,COMMUNITY INTERGRATED CARE,"1,424.60",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CORNERSTONE LTD (RESIDENTIAL CARE),"1,092.00",Day Care - Private Contractors
July 2010-September 2010,Community Services,Adult Social Care and Health,CORNERSTONE LTD (RESIDENTIAL CARE),642.72,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CORNERSTONE LTD (RESIDENTIAL CARE),642.72,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CORNERSTONE LTD (RESIDENTIAL CARE),"1,090.05",Day Care - Private Contractors
July 2010-September 2010,Community Services,Adult Social Care and Health,CORNERSTONE LTD (RESIDENTIAL CARE),642.72,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,CORNERSTONE QUALITY CARE (ALL DAY CARE),"6,377.84",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,CORNERSTONE QUALITY CARE (ALL DAY CARE),"6,377.84",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,CORNERSTONE QUALITY CARE (ALL DAY CARE),"6,377.84",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,CORNERSTONE QUALITY CARE (ALL DAY CARE),"6,254.44",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,CORNERSTONE QUALITY CARE (ALL DAY CARE),"6,254.44",Residential
