Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
Chief Executive's,Chief Executive,MAGGIE CAMPBELL ASSOCIATES,1191.25,MARKETING & ADVERTISING
Chief Executive's,Chief Executive,NORTHGATE VEHICLE HIRE (NORTH EAST) LIMITED,585.00,Projects
Chief Executive's,Chief Executive,NORTHGATE VEHICLE HIRE (NORTH EAST) LIMITED,585.00,Projects
Chief Executive's,Chief Executive,PHOENIX HOUSE,1446.17,Residential
Chief Executive's,Chief Executive,QUOIN,2350.00,MARKETING & ADVERTISING
Chief Executive's,Chief Executive,SAINSBURY PHARMACY (cheque only),814.00,Other Supplies & Services
Chief Executive's,Chief Executive,SUPPLIES TEAM,512.12,ICT CONSUMABLES
Housing Revenue Account,HRA,ADT FIRE & SECURITY PLC,522.11,REPAIRS AND MAINTENANCE
Housing Revenue Account,HRA,BRIEN & SON LOCKSMITHS,1059.72,EQUIPMENT
Housing Revenue Account,HRA,BRITISH GAS BUSINESS,1012.52,GAS
Housing Revenue Account,HRA,CAMPBELL ASSOCIATES,965.00,MATERIALS
Housing Revenue Account,HRA,CARWIN LTD,1210.00,STATIONERY
Housing Revenue Account,HRA,GOLDSHIELD ELECTRONIC SECURITY LTD,3077.90,REPAIRS AND MAINTENANCE
Housing Revenue Account,HRA,HQN LIMITED,1700.00,TRAINING
Housing Revenue Account,HRA,HQN LIMITED,820.00,SUBSCRIPTIONS
Housing Revenue Account,HRA,JONTEK LTD,3875.00,EQUIPMENT
Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
Housing Revenue Account,HRA,MAKEPORT 2001 LTD,716.16,FURNITURE
Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
Housing Revenue Account,HRA,MAKEPORT 2001 LTD,2232.00,FURNITURE
Housing Revenue Account,HRA,MARSHA HILLARY,1525.00,EQUIPMENT
Housing Revenue Account,HRA,MORGAN HUNT PUBLIC SECTOR LTD,579.60,AGENCY STAFF COSTS - NON TEACHING
Housing Revenue Account,HRA,MORGAN HUNT PUBLIC SECTOR LTD,638.40,AGENCY STAFF COSTS - NON TEACHING
Housing Revenue Account,HRA,MORGAN HUNT PUBLIC SECTOR LTD,617.40,AGENCY STAFF COSTS - NON TEACHING
Housing Revenue Account,HRA,NPOWER NORTHERN LTD,773.73,ELECTRICITY
Housing Revenue Account,HRA,NPOWER NORTHERN LTD,507.00,ELECTRICITY
Housing Revenue Account,HRA,PEART FENCING,2240.00,Cyclical-Lift Maintenance
Housing Revenue Account,HRA,PROTEN SERVICES,2933.00,Responsive Repairs (General)
Housing Revenue Account,HRA,PROTEN SERVICES,546.00,Responsive Repairs (General)
Housing Revenue Account,HRA,SITEXORBIS LTD,3583.15,Responsive-Empty Hse Security
Housing Revenue Account,HRA,SITEXORBIS LTD,1229.08,Responsive-Empty Hse Security
Housing Revenue Account,HRA,TYNETEC LTD,1467.00,EQUIPMENT
Housing Revenue Account,HRA,TYNETEC LTD,1840.00,EQUIPMENT
Housing Revenue Account,HRA,TYNETEC LTD,3354.00,EQUIPMENT
Capital,Capital,ABCA SYSTEMS LTD,1850.00,PAYMENTS MAIN CONTRACTOR - NON DLO
Capital,Capital,ADROIT MODULAR BUILDINGS,974.24,OTHER INCIDENTAL CAPITAL COSTS
Capital,Capital,ALBANY OFFICE FURNITURE SOLUTIONS,1642.80,FURNITURE EQUIPMENT
Capital,Capital,ALBANY OFFICE FURNITURE SOLUTIONS,1280.00,FURNITURE EQUIPMENT
Capital,Capital,ALBANY OFFICE FURNITURE SOLUTIONS,1490.00,FURNITURE EQUIPMENT
Capital,Capital,CLERVAUX TRUST LTD,6895.43,OTHER CONTRIBUTIONS
Capital,Capital,CLERVAUX TRUST LTD,1442.90,OTHER CONTRIBUTIONS
Capital,Capital,COLLIERS CONRAD RITBLAT ERDMAN,2885.50,LEGAL FEES
Capital,Capital,DICKINSON DEES LAW FIRM,1632.50,LEGAL FEES
Capital,Capital,EEMITS COMMUNICATIONS LTD,14398.50,IT HARDWARE
Capital,Capital,ELECTRONIC SECURITY SOLUTIONS LTD,9133.58,PAYMENTS MAIN CONTRACTOR - NON DLO
Capital,Capital,ELECTRONIC SECURITY SOLUTIONS LTD,30714.71,PAYMENTS MAIN CONTRACTOR - NON DLO
Capital,Capital,EVERSHEDS LLP,2093.50,LEGAL FEES
Capital,Capital,KAJIMA DARLINGTON SCHOOL LTD,10000.00,FEES - OTHER
Capital,Capital,KAJIMA DARLINGTON SCHOOL LTD,2405.60,FEES - OTHER
Capital,Capital,M BISSELL DISPLAY LTD,7808.80,CONSULTANTS - OTHER
Capital,Capital,MRC ROADS LIMITED,749.44,OTHER CONTRACTOR PAYMENTS
Capital,Capital,MRC ROADS LIMITED,1271.93,OTHER CONTRACTOR PAYMENTS
Capital,Capital,MRC ROADS LIMITED,847.96,OTHER CONTRACTOR PAYMENTS
Capital,Capital,NEDL,664.05,DLO CONTRACTOR PAYMENTS
Capital,Capital,PETERLEE FIRE COMPANY LTD,766.14,FEES - OTHER
Capital,Capital,PNP DRIVES AND CONTROLS LTD,2011.10,OTHER CONTRACTOR PAYMENTS
Capital,Capital,PORTAKABIN LTD,5026.67,OTHER CONTRACTOR PAYMENTS
Capital,Capital,RAP INDUSTRIES LTD,2441.00,"DFC - VEHICLES, PLANT, EQUIP & MACH"
Capital,Capital,SCOTT WILSON LTD,4500.77,CONSULTANTS - OTHER
Capital,Capital,SCOTT WILSON LTD,2581.43,CONSULTANTS - OTHER
Capital,Capital,SCOTT WILSON LTD,1029.16,CONSULTANTS - OTHER
Capital,Capital,SCOTT WILSON LTD,660.00,CONSULTANTS - OTHER
Capital,Capital,SCOTT WILSON LTD,19942.24,CONSULTANTS - OTHER
Capital,Capital,SCOTT WILSON LTD,7379.21,CONSULTANTS - OTHER
Capital,Capital,SCOTT WILSON LTD,15463.89,CONSULTANTS - OTHER
Capital,Capital,SCOTT WILSON LTD,3500.00,DLO CONTRACTOR PAYMENTS
Capital,Capital,SCOTT WILSON LTD,2000.00,DLO CONTRACTOR PAYMENTS
Capital,Capital,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),2845.76,DLO CONTRACTOR PAYMENTS
Capital,Capital,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),885.23,DLO CONTRACTOR PAYMENTS
Capital,Capital,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),4523.16,DLO CONTRACTOR PAYMENTS
Capital,Capital,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),12269.85,DLO CONTRACTOR PAYMENTS
Capital,Capital,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),5699.16,DLO CONTRACTOR PAYMENTS
Capital,Capital,SIBCAS LTD,1350.00,OTHER INCIDENTAL CAPITAL COSTS
Capital,Capital,SIBCAS LTD,676.00,OTHER INCIDENTAL CAPITAL COSTS
Capital,Capital,SPECIAL DIRECT,1840.38,CAPITAL GRANTS
Capital,Capital,SPECIAL DIRECT,1466.53,CAPITAL GRANTS
Capital,Capital,SPECIAL DIRECT,684.50,FURNITURE EQUIPMENT
Capital,Capital,TECHNOLOGY TEACHING SYSTEMS LTD,10446.51,FURNITURE EQUIPMENT
Capital,Capital,TEES & DURHAM ENERGY ADVICE (TADEA),1350.00,FEES - OTHER
Capital,Capital,WARD HADAWAY SOLICITORS,790.10,FEES - OTHER
Capital,Capital,WM SMITH & SONS (BARNARD CASTLE) LTD,1869.22,OTHER CONTRACTOR PAYMENTS
Capital,Capital,WYG ENGINEERING LTD,8698.75,CONSULTANTS - OTHER
