,,Children's Services,School Improvement,MR SEAN O'KEEFFE,"1,250.00",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,School Improvement,MRS HEATHER MARIE LONG,"3,600.00",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,School Improvement,MRS JM DADD,"3,000.00",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,School Improvement,NACRO,"2,500.00",PLACEMENT FEES
,,Children's Services,School Improvement,OUTDOOR-AMBITION LTD,"3,943.80",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,School Improvement,PURSOS LTD,"3,000.00",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,School Improvement,RIGHT TRAX LTD,"4,800.00",COURSE PURCHASE
,,Children's Services,School Improvement,STILL POINT SOLUTIONS,"2,000.00",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,School Improvement,TANDSENT LTD,"2,442.86",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,School Improvement,THE LEARNING CHALLENGE,"1,500.00",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,School Improvement,WM MORRISON (D'TON) ENTERPRISE TRUST,516.40,HOSPITALITY & ROOM HIRE
,,Chief Executive's,ACE Regeneration,AGE CONCERN DARLINGTON,"2,470.00",GRANTS
,,Chief Executive's,ACE Regeneration,AGE CONCERN DARLINGTON,"1,852.20",GRANTS
,,Chief Executive's,ACE Regeneration,ARRIVA DURHAM COUNTY LIMITED,"446,156.71",CONCESSIONARY FARES
,,Chief Executive's,ACE Regeneration,ARRIVA DURHAM COUNTY LIMITED,660.00,MATERIALS
,,Chief Executive's,ACE Regeneration,ARRIVA DURHAM COUNTY LIMITED,"240,002.06",CONCESSIONARY FARES
,,Chief Executive's,ACE Regeneration,ARRIVA DURHAM COUNTY LIMITED,"14,765.88",MATERIALS
,,Chief Executive's,ACE Regeneration,ARRIVA DURHAM COUNTY LIMITED,"14,765.88",MATERIALS
,,Chief Executive's,ACE Regeneration,ASSOCIATION OF TOWN CENTRE MANAGEMENT,595.00,SUBSCRIPTIONS
,,Chief Executive's,ACE Regeneration,COCKERTON & BRANKSOME LIVING ENTERPRISE,617.50,GRANTS
,,Chief Executive's,ACE Regeneration,COUNTING SOLUTIONS LTD,620.00,SUBSCRIPTIONS
,,Chief Executive's,ACE Regeneration,DARLINGTON & DISTRICT YTH COMM ASS,"3,000.00",GRANTS
,,Chief Executive's,ACE Regeneration,DARLINGTON ASSOCIATION ON DISABILITY LTD,617.50,GRANTS
,,Chief Executive's,ACE Regeneration,DARLINGTON ASSOCIATION ON DISABILITY LTD,"8,000.00",Contributions/Donations
,,Chief Executive's,ACE Regeneration,DARLINGTON ASSOCIATION ON DISABILITY LTD,617.50,GRANTS
,,Chief Executive's,ACE Regeneration,DARLINGTON ASSOCIATION ON DISABILITY LTD,617.50,GRANTS
,,Chief Executive's,ACE Regeneration,DARLINGTON ASSOCIATION ON DISABILITY LTD,617.50,GRANTS
,,Chief Executive's,ACE Regeneration,DARLINGTON CREDIT UNION LIMITED,"1,438.11",GRANTS
,,Chief Executive's,ACE Regeneration,DARLINGTON CREDIT UNION LIMITED,"1,962.90",GRANTS
,,Chief Executive's,ACE Regeneration,DARLINGTON MIND,"14,202.50",GRANTS
,,Chief Executive's,ACE Regeneration,DARLINGTON TOWN CENTRE TRADERS ASSOCIATION,"5,000.00",MARKETING & ADVERTISING
,,Chief Executive's,ACE Regeneration,ELECTRONIC SECURITY SOLUTIONS LTD,"1,177.00",MARKETING & ADVERTISING
,,Chief Executive's,ACE Regeneration,EVOLUTION,"1,235.00",GRANTS
,,Chief Executive's,ACE Regeneration,EVOLUTION,"2,470.00",GRANTS
,,Chief Executive's,ACE Regeneration,F G M DECORATORS,"3,060.00",Other Supplies & Services
,,Chief Executive's,ACE Regeneration,FRIENDS OF THE HILL,"1,000.00",GRANTS
,,Chief Executive's,ACE Regeneration,INSPIRED ADVERTISING,"1,631.00",PROFESSIONAL FEES & CONSULTANCY
,,Chief Executive's,ACE Regeneration,ITSO SERVICES LTD,590.00,SUBSCRIPTIONS
,,Chief Executive's,ACE Regeneration,KONICA EAST DIRECT LTD,878.49,PRINTING
,,Chief Executive's,ACE Regeneration,NORDIC PIONEERING LIMITED,"2,470.00",GRANTS
,,Chief Executive's,ACE Regeneration,NORTH YORK MOORS NATIONAL PARK AUTH,534.62,CONCESSIONARY FARES
,,Chief Executive's,ACE Regeneration,SANDERSON WEATHERALL LLP,"1,500.00",PROFESSIONAL FEES & CONSULTANCY
,,Chief Executive's,ACE Regeneration,SCARLET BAND MOTORS SERVICES,"11,925.44",CONCESSIONARY FARES
,,Chief Executive's,ACE Regeneration,SCARLET BAND MOTORS SERVICES,"13,674.52",MATERIALS
,,Chief Executive's,ACE Regeneration,SCHOOL OF ROCK & POP,617.50,GRANTS
,,Chief Executive's,ACE Regeneration,TEES VALLEY YMCA LIMITED,"3,750.00",GRANTS
,,Chief Executive's,ACE Regeneration,TEES VALLEY YMCA LIMITED,"3,522.75",GRANTS
,,Chief Executive's,ACE Regeneration,UNIVERSITY OF WESTMINSTER,"1,200.00",TRAINING
,,Chief Executive's,ACE Regeneration,WM MORRISON (D'TON) ENTERPRISE TRUST,617.50,GRANTS
,,Chief Executive's,ACE Regeneration,WM MORRISON (D'TON) ENTERPRISE TRUST,"1,000.00",PROFESSIONAL FEES & CONSULTANCY
,,Chief Executive's,ACE Regeneration,WM MORRISON (D'TON) ENTERPRISE TRUST,"1,778.00",PROFESSIONAL FEES & CONSULTANCY
,,Chief Executive's,Chief Executive,ACORN WEB OFFSET LTD,"6,035.34",MARKETING & ADVERTISING
,,Chief Executive's,Chief Executive,ACORN WEB OFFSET LTD,"6,035.33",MARKETING & ADVERTISING
,,Chief Executive's,Chief Executive,BOOTS THE CHEMISTS LTD,969.00,Other Supplies & Services
,,Chief Executive's,Chief Executive,BOOTS THE CHEMISTS LTD,848.00,Other Supplies & Services
,,Chief Executive's,Chief Executive,CAR-ES (UK) LTD,"2,566.31",Projects
,,Chief Executive's,Chief Executive,CAR-ES (UK) LTD,536.64,Projects
,,Chief Executive's,Chief Executive,CAR-ES (UK) LTD,"3,201.95",Projects
,,Chief Executive's,Chief Executive,CAR-ES (UK) LTD,"4,002.93",Projects
,,Chief Executive's,Chief Executive,COCKERTON & BRANKSOME LIVING ENTERPRISE,"3,878.56",GRANTS
,,Chief Executive's,Chief Executive,COUNTY DURHAM & DARLINGTON FIRE & RESCUE SERVICE,"2,277.50",EQUIPMENT
,,Chief Executive's,Chief Executive,DARLINGTON CREDIT UNION LIMITED,"6,250.00",Other Supplies & Services
,,Chief Executive's,Chief Executive,DURHAM POLICE AUTHORITY,669.95,Other Supplies & Services
,,Chief Executive's,Chief Executive,DURHAM TEES VALLEY PROBATION TRUST,"9,025.48",Contributions/Donations
,,Chief Executive's,Chief Executive,EVOLUTION,"9,699.70",VOLUNTARY ASSOCIATIONS
,,Chief Executive's,Chief Executive,EVOLUTION,"3,075.00",VOLUNTARY ASSOCIATIONS
,,Chief Executive's,Chief Executive,FIRST STEP LTD (IN ADMINISTRATION),"1,155.33",Residential
,,Chief Executive's,Chief Executive,J & L C CLARK CHEMIST,"1,242.00",Other Supplies & Services
,,Chief Executive's,Chief Executive,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,890.63,Contributions/Donations
,,Chief Executive's,Chief Executive,LEAFLET DISTRIBUTION SERVICES LIMITED,"3,776.20",MARKETING & ADVERTISING
,,Chief Executive's,Chief Executive,LEAFLET DISTRIBUTION SERVICES LIMITED,"3,776.20",MARKETING & ADVERTISING
,,Chief Executive's,Chief Executive,LLOYDS PHARMACY,"1,084.00",Other Supplies & Services
,,Chief Executive's,Chief Executive,MAGGIE CAMPBELL ASSOCIATES,"1,046.25",MARKETING & ADVERTISING
,,Chief Executive's,Chief Executive,NORTHGATE VEHICLE HIRE (NORTH EAST) LIMITED,585.00,Projects
,,Chief Executive's,Chief Executive,NORTHGATE VEHICLE HIRE (NORTH EAST) LIMITED,585.00,Projects
,,Chief Executive's,Chief Executive,NORTHGATE VEHICLE HIRE (NORTH EAST) LIMITED,845.00,Projects
,,Chief Executive's,Chief Executive,NORTHGATE VEHICLE HIRE (NORTH EAST) LIMITED,845.00,Projects
,,Chief Executive's,Chief Executive,PHOENIX HOUSE,557.14,Residential
,,Chief Executive's,Chief Executive,QUOIN,"2,000.00",MARKETING & ADVERTISING
,,Chief Executive's,Chief Executive,SAINSBURY PHARMACY (cheque only),"1,077.00",Other Supplies & Services
,,Chief Executive's,Chief Executive,SIEMENS FINANCIAL SERVICES LTD,602.39,Projects
,,Chief Executive's,Chief Executive,"TEES,ESK & WEAR VALLEYS NHS TRUST","10,371.00",Contributions/Donations
,,Housing Revenue Account,HRA,ALBANY OFFICE FURNITURE SOLUTIONS,"10,262.93",FURNITURE
,,Housing Revenue Account,HRA,BRITISH GAS BUSINESS,707.99,GAS
,,Housing Revenue Account,HRA,CORMETON ELECTRONICS LTD,625.68,FIRE ALARMS / PANELS
,,Housing Revenue Account,HRA,CORMETON ELECTRONICS LTD,"1,350.00",TRAINING
,,Housing Revenue Account,HRA,GOLDSHIELD ELECTRONIC SECURITY LTD,634.50,EQUIPMENT
,,Housing Revenue Account,HRA,GOLDSHIELD ELECTRONIC SECURITY LTD,798.94,Cyclical - Maint Gates & Doors
,,Housing Revenue Account,HRA,GOLDSHIELD ELECTRONIC SECURITY LTD,848.00,Responsive-Door Entry
,,Housing Revenue Account,HRA,LIFT ABLE LTD,"2,221.57",Responsive - Void E.P.C.
,,Housing Revenue Account,HRA,LOCKHART CATERING EQUIPMENT,612.16,EQUIPMENT
,,Housing Revenue Account,HRA,M2 DIGITAL LTD,589.06,FIXTURES AND FITTINGS
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,681.20,FURNITURE
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,"1,853.39",FURNITURE
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.40,FURNITURE
,,Housing Revenue Account,HRA,MAKEPORT 2001 LTD,"1,110.60",FURNITURE
,,Housing Revenue Account,HRA,MAST ELECTRICAL LTD,598.50,Responsive Repairs (General)
,,Housing Revenue Account,HRA,MITIE PROPERTY SERVICES (NORTH EAST) LTD,"20,688.00",Cyclical - External Painting
,,Housing Revenue Account,HRA,MORGAN HUNT PUBLIC SECTOR LTD,613.20,AGENCY STAFF COSTS - NON TEACHING
,,Housing Revenue Account,HRA,MORGAN HUNT PUBLIC SECTOR LTD,562.80,AGENCY STAFF COSTS - NON TEACHING
,,Housing Revenue Account,HRA,MORGAN HUNT PUBLIC SECTOR LTD,537.60,AGENCY STAFF COSTS - NON TEACHING
,,Housing Revenue Account,HRA,NORTHUMBRIAN WATER,"2,086.65",WATER CHARGES
,,Housing Revenue Account,HRA,NORTHUMBRIAN WATER,"1,617.14",WATER CHARGES
,,Housing Revenue Account,HRA,NORTHUMBRIAN WATER,985.57,WATER CHARGES
,,Housing Revenue Account,HRA,NPOWER NORTHERN FINANCE,"2,133.86",ELECTRICITY
,,Housing Revenue Account,HRA,NPOWER NORTHERN FINANCE,"1,682.60",ELECTRICITY
,,Housing Revenue Account,HRA,NPOWER NORTHERN FINANCE,912.91,ELECTRICITY
,,Housing Revenue Account,HRA,NPOWER NORTHERN FINANCE,831.90,ELECTRICITY
,,Housing Revenue Account,HRA,NPOWER NORTHERN FINANCE,"2,044.44",ELECTRICITY
,,Housing Revenue Account,HRA,NPOWER NORTHERN FINANCE,"2,872.64",ELECTRICITY
,,Housing Revenue Account,HRA,NPOWER NORTHERN FINANCE,901.00,ELECTRICITY
,,Housing Revenue Account,HRA,NPOWER NORTHERN LTD,"1,802.00",ELECTRICITY
,,Housing Revenue Account,HRA,ORCHARD INFORMATION SYSTEMS LTD,"2,000.00",PROFESSIONAL FEES & CONSULTANCY
,,Housing Revenue Account,HRA,ORCHARD INFORMATION SYSTEMS LTD,"1,500.00",PROFESSIONAL FEES & CONSULTANCY
,,Housing Revenue Account,HRA,PEART FENCING,"2,122.00",Cyclical-Lift Maintenance
,,Housing Revenue Account,HRA,PEART FENCING,"3,575.00",Cyclical-Lift Maintenance
,,Housing Revenue Account,HRA,PROTEN SERVICES,920.00,Responsive Repairs (General)
,,Housing Revenue Account,HRA,SITEXORBIS LTD,"3,677.65",Responsive-Empty Hse Security
,,Housing Revenue Account,HRA,TELECARE SERVICES ASSOCIATION,501.00,SUBSCRIPTIONS
,,Housing Revenue Account,HRA,TUNSTALL HEALTHCARE (UK)  LIMITED,974.22,EQUIPMENT
,,Capital,Capital,ADROIT MODULAR BUILDINGS,974.32,OTHER INCIDENTAL CAPITAL COSTS
,,Capital,Capital,ADROIT MODULAR BUILDINGS,942.88,OTHER INCIDENTAL CAPITAL COSTS
,,Capital,Capital,ADROIT MODULAR BUILDINGS,942.88,OTHER INCIDENTAL CAPITAL COSTS
,,Capital,Capital,ADROIT MODULAR BUILDINGS,974.23,OTHER INCIDENTAL CAPITAL COSTS
,,Capital,Capital,BIRSE CIVILS LTD,"10,000.00",PAYMENTS MAIN CONTRACTOR - NON DLO
,,Capital,Capital,BT OPENREACH,844.92,IT CABLING/TELEPHONES
,,Capital,Capital,CLERVAUX TRUST HOLDINGS,"2,061.39",OTHER CONTRIBUTIONS
,,Capital,Capital,DICKINSON DEES LAW FIRM,"1,162.50",LEGAL FEES
,,Capital,Capital,DIRECT SIGNS (NORTHERN) LTD,"2,864.88",OTHER CONTRACTOR PAYMENTS
,,Capital,Capital,DIRECT SIGNS (NORTHERN) LTD,"2,399.10",OTHER CONTRACTOR PAYMENTS
,,Capital,Capital,DIRECT SIGNS (NORTHERN) LTD,"2,568.00",OTHER CONTRACTOR PAYMENTS
,,Capital,Capital,EARLY EXCELLENCE LTD,"19,460.00",FURNITURE EQUIPMENT
,,Capital,Capital,EVERSHEDS LLP,"4,200.50",LEGAL FEES
,,Capital,Capital,GROUNDWORK NORTH EAST,"1,350.00",OTHER CONTRACTOR PAYMENTS
,,Capital,Capital,GROUNDWORK SERVICES (DURHAM) LTD,"29,094.35",PAYMENTS MAIN CONTRACTOR - NON DLO
,,Capital,Capital,GROUNDWORK SERVICES (DURHAM) LTD,"100,458.47",PAYMENTS MAIN CONTRACTOR - NON DLO
,,Capital,Capital,IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,"1,930.54",IT SOFTWARE
,,Capital,Capital,KAJIMA DARLINGTON SCHOOL LTD,"1,700.00",OTHER CONTRACTOR PAYMENTS
,,Capital,Capital,KAJIMA DARLINGTON SCHOOL LTD,"2,312.50",FEES - OTHER
,,Capital,Capital,M BISSELL DISPLAY LTD,"5,200.00",PAYMENTS MAIN CONTRACTOR - NON DLO
,,Capital,Capital,MAUDESPORT LTD,"1,123.50",FURNITURE EQUIPMENT
,,Capital,Capital,MENTAL HEALTH MATTERS,"1,450.00",PAYMENTS MAIN CONTRACTOR - NON DLO
,,Capital,Capital,MRC ROADS LIMITED,"1,832.43",OTHER CONTRACTOR PAYMENTS
,,Capital,Capital,MRC ROADS LIMITED,"1,221.62",OTHER CONTRACTOR PAYMENTS
,,Capital,Capital,NETWORK RAIL,"1,131.33",OTHER CONTRACTOR PAYMENTS
,,Capital,Capital,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,911.88,LEGAL FEES
,,Capital,Capital,OPTIMUM,539.16,FURNITURE EQUIPMENT
,,Capital,Capital,PHOENIX SOFTWARE LTD,"1,703.98",IT SOFTWARE
,,Capital,Capital,PORTAKABIN LTD,"5,026.67",OTHER CONTRACTOR PAYMENTS
,,Capital,Capital,SCOTT WILSON LTD,"3,660.64",CONSULTANTS - OTHER
,,Capital,Capital,SCOTT WILSON LTD,"1,928.45",CONSULTANTS - OTHER
,,Capital,Capital,SCOTT WILSON LTD,"1,031.56",CONSULTANTS - OTHER
,,Capital,Capital,SCOTT WILSON LTD,"9,480.14",CONSULTANTS - OTHER
,,Capital,Capital,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),"1,302.24",DLO CONTRACTOR PAYMENTS
,,Capital,Capital,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),"10,590.93",DLO CONTRACTOR PAYMENTS
,,Capital,Capital,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),"12,032.68",DLO CONTRACTOR PAYMENTS
,,Capital,Capital,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),"9,879.73",DLO CONTRACTOR PAYMENTS
,,Capital,Capital,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),"7,905.06",DLO CONTRACTOR PAYMENTS
,,Capital,Capital,SIBCAS LTD,676.00,OTHER INCIDENTAL CAPITAL COSTS
,,Capital,Capital,SIBCAS LTD,"1,350.00",OTHER INCIDENTAL CAPITAL COSTS
,,Capital,Capital,SIBCAS LTD,676.00,OTHER INCIDENTAL CAPITAL COSTS
,,Capital,Capital,SIBCAS LTD,676.00,OTHER INCIDENTAL CAPITAL COSTS
,,Capital,Capital,SIBCAS LTD,676.00,OTHER INCIDENTAL CAPITAL COSTS
,,Capital,Capital,TECHNOLOGY TEACHING SYSTEMS LTD,"1,271.67",CAPITAL GRANTS
,,Capital,Capital,TECHNOLOGY TEACHING SYSTEMS LTD,699.38,CAPITAL GRANTS
,,Capital,Capital,TECHNOLOGY TEACHING SYSTEMS LTD,"1,626.27",CAPITAL GRANTS
,,Capital,Capital,TECHNOLOGY TEACHING SYSTEMS LTD,699.90,CAPITAL GRANTS
,,Capital,Capital,TEES & DURHAM ENERGY ADVICE (TADEA),750.00,FEES - OTHER
,,Capital,Capital,TEES & DURHAM ENERGY ADVICE (TADEA),"1,200.00",FEES - OTHER
,,Capital,Capital,THE ESSEX GROUP,923.40,"DFC - VEHICLES, PLANT, EQUIP & MACH"
,,Capital,Capital,WM SMITH & SONS (BARNARD CASTLE) LTD,946.44,OTHER CONTRACTOR PAYMENTS
,,Capital,Capital,WM SMITH & SONS (BARNARD CASTLE) LTD,"5,188.63",OTHER CONTRACTOR PAYMENTS
,,Capital,Capital,WYG ENGINEERING LTD,"11,080.75",CONSULTANTS - OTHER
