Wakefield Council Supplier Spend Greater Than �500 for Quarter 1st April 2017 to 30th June 2017.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,Z,BVACOP Not Applicable,TOGETHER HOUSING ASSOCIATION,Redacted,IP28687R,N/A,Not yet available,20/04/2017,23294161,1,500.00,Nil,Administration Charge,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,Z,BVACOP Not Applicable,TOGETHER HOUSING ASSOCIATION,Redacted,IP28687R,N/A,Not yet available,20/04/2017,23294162,1,950.00,Nil,Administration Charge,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,Awaiting,N/A,Not yet available,19/06/2017,23333547,1,3700.00,Nil,Adoption Support Fund Expenditure,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Counselling & Advice Services,22570,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,Awaiting,N/A,Not yet available,10/05/2017,23309819,1,2825.00,Nil,Adoption Support Fund Expenditure,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Counselling & Advice Services,22570,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,INTEGRATE FAMILIES,Redacted,Awaiting,N/A,Not yet available,05/06/2017,23327018,1,600.00,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,INTEGRATE FAMILIES,Redacted,Awaiting,N/A,Not yet available,04/05/2017,23306336,1,1262.50,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,INTEGRATE FAMILIES,Redacted,Awaiting,N/A,Not yet available,24/04/2017,23295414,1,1017.50,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,INTEGRATE FAMILIES,Redacted,Awaiting,N/A,Not yet available,25/04/2017,23295462,1,600.00,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Social Services & Welfare Organisations,71855,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,PAC UK LTD,Redacted,Awaiting,N/A,Not yet available,19/04/2017,23294157,1,1123.10,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Services,79980,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,PAC UK LTD,Redacted,Awaiting,N/A,Not yet available,20/04/2017,23294287,1,1105.77,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Services,79980,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,PLAY THERAPY CENTRAL,Redacted,Awaiting,N/A,Not yet available,05/06/2017,23327006,1,525.00,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Educational Services,29360,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,REFLECTIVE MINDS LTD,Redacted,9776633,N/A,Not yet available,19/06/2017,23333548,1,831.00,Nil,Adoption Support Fund Expenditure,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Psychologists,62100,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,REFLECTIVE MINDS LTD,Redacted,9776633,N/A,Not yet available,20/04/2017,23294348,1,2054.00,Nil,Adoption Support Fund Expenditure,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Psychologists,62100,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,TAVISTOCK AND PORTMAN NHS FT,Redacted,Awaiting,N/A,Not yet available,20/04/2017,23294363,1,4633.00,Nil,Adoption Support Fund Expenditure,Revenue,Public Health,CAT06,Health Authorities and Hospitals,SUBCAT0608,Hospitals,43860,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,THE CHILD PSYCHOLOGY SERVICE,Redacted,Awaiting,N/A,Not yet available,05/04/2017,23287030,2,1323.20,Nil,Adoption Support Fund Expenditure,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Psychologists,62100,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,THE CHILD PSYCHOLOGY SERVICE,Redacted,Awaiting,N/A,Not yet available,19/06/2017,23333546,1,1170.65,Nil,Adoption Support Fund Expenditure,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Psychologists,62100,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,THE CHILD PSYCHOLOGY SERVICE,Redacted,Awaiting,N/A,Not yet available,04/05/2017,23306337,1,953.85,Nil,Adoption Support Fund Expenditure,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Psychologists,62100,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ACTION FOR BLIND PEOPLE,Redacted,00026688,2N/A5913,Not yet available,04/04/2017,23285667,1,15036.50,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,AGE UK WAKEFIELD DISTRICT,Redacted,04512958,1N/A96511,Not yet available,19/06/2017,23330617,1,6290.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Support Services,97878,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,AGE UK WAKEFIELD DISTRICT,Redacted,04512958,1N/A96511,Not yet available,19/06/2017,23330629,1,6245.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Support Services,97878,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,AGE UK WAKEFIELD DISTRICT,Redacted,04512958,1N/A96511,Not yet available,11/05/2017,23309474,1,6290.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Support Services,97878,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,AGE UK WAKEFIELD DISTRICT,Redacted,04512958,1N/A96511,Not yet available,11/05/2017,23309476,1,6245.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Support Services,97878,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,AGE UK WAKEFIELD DISTRICT,Redacted,04512958,1N/A96511,Not yet available,18/04/2017,23292327,1,6290.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Support Services,97878,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,AGE UK WAKEFIELD DISTRICT,Redacted,04512958,1N/A96511,Not yet available,18/04/2017,23292329,1,6244.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Support Services,97878,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ALZHEIMERS SOCIETY,Redacted,02115499,296645,Not yet available,18/04/2017,23292325,1,8860.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ALZHEIMERS SOCIETY,Redacted,02115499,296645,Not yet available,19/06/2017,23330613,1,8860.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ALZHEIMERS SOCIETY,Redacted,02115499,296645,Not yet available,11/05/2017,23309472,1,8860.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ARK HOME HEALTHCARE LTD,Redacted,Awaiting,N/A,Not yet available,12/05/2017,23289092,1,33987.84,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,CGL,Redacted,Awaiting,N/A,Not yet available,30/06/2017,23342899,1,59039.50,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Substance Misuse,SUBCAT0604,Drug Misuse - Advice & Counselling,28465,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,COMMUNITY INTEGRATED CARE,Redacted,Awaiting,N/A,Not yet available,12/05/2017,23309479,1,50164.25,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,COMMUNITY INTEGRATED CARE,Redacted,Awaiting,N/A,Not yet available,19/04/2017,23292331,1,50164.25,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,COMMUNITY INTEGRATED CARE,Redacted,Awaiting,N/A,Not yet available,22/06/2017,23330634,1,50164.25,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,DIAL WAKEFIELD,Redacted,02617983,1N/AN/A3466,Not yet available,19/06/2017,23330639,1,17473.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,DONCASTER & BASSETLAW TEACHING FT NHS,Redacted,Awaiting,N/A,Not yet available,15/05/2017,23310446,1,1691.66,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Health Authorities and Hospitals,SUBCAT0608,Health Authorities,42200,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,DONCASTER & BASSETLAW TEACHING FT NHS,Redacted,Awaiting,N/A,Not yet available,16/06/2017,23331365,1,1387.00,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Health Authorities and Hospitals,SUBCAT0608,Health Authorities,42200,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,FAMILIES AND BABIES,Redacted,N/A,1136594,Not yet available,07/04/2017,23288869,1,52492.00,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Health & Wellbeing,SUBCAT0605,Charities & Voluntary Organisations,17020,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,FAMILIES AND BABIES,Redacted,N/A,1136594,Not yet available,16/05/2017,23309480,1,17500.00,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Health & Wellbeing,SUBCAT0605,Charities & Voluntary Organisations,17020,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,GASPED,Redacted,03580793,1N/A72174,Not yet available,04/04/2017,23287206,1,17499.99,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Substance Misuse,SUBCAT0604,Alcohol Misuse - Advice & Counselling,03560,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,GASPED,Redacted,03580793,1N/A72174,Not yet available,22/06/2017,23334093,1,17499.99,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Substance Misuse,SUBCAT0604,Alcohol Misuse - Advice & Counselling,03560,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,HEALTHWATCH WAKEFIELD,Redacted,Awaiting,N/A,Not yet available,02/05/2017,23304335,1,18105.83,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Health & Wellbeing,SUBCAT0605,Consumer Organisations,21710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,HEALTHWATCH WAKEFIELD,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23322454,1,18105.83,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Health & Wellbeing,SUBCAT0605,Consumer Organisations,21710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,HEALTHWATCH WAKEFIELD,Redacted,Awaiting,N/A,Not yet available,27/04/2017,23303236,1,18105.87,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Health & Wellbeing,SUBCAT0605,Consumer Organisations,21710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HORTICARE,Redacted,02712532,1N/A11327,Not yet available,02/05/2017,23296189,1,4086.50,Nil,Adult Service Contracts,Revenue,Environment,CAT03,Parks and Public Spaces Contractors,SUBCAT0308,Landscape Contractors & Gardening Services,47060,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HORTICARE,Redacted,02712532,1N/A11327,Not yet available,04/04/2017,23286337,1,4083.50,Nil,Adult Service Contracts,Revenue,Environment,CAT03,Parks and Public Spaces Contractors,SUBCAT0308,Landscape Contractors & Gardening Services,47060,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HORTICARE,Redacted,02712532,1N/A11327,Not yet available,31/05/2017,23322453,1,4086.50,Nil,Adult Service Contracts,Revenue,Environment,CAT03,Parks and Public Spaces Contractors,SUBCAT0308,Landscape Contractors & Gardening Services,47060,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,LEEDS CITY COUNCIL,Redacted,N/A,N/A,Not yet available,09/06/2017,23324585,1,3007.00,Nil,Adult Service Contracts,Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,Local Government,48583,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,LEEDS CITY COUNCIL,Redacted,N/A,N/A,Not yet available,18/04/2017,23291847,1,3683.00,Nil,Adult Service Contracts,Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,Local Government,48583,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,LEEDS CITY COUNCIL,Redacted,N/A,N/A,Not yet available,18/04/2017,23291848,1,3642.00,Nil,Adult Service Contracts,Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,Local Government,48583,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,LOCALA COMMUNITY PARTNERSHIPS CIC,Redacted,07584906,N/A,Not yet available,23/05/2017,23314080,1,2075.00,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Sexual Health,SUBCAT0602,Family Planning Centres,33970,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,LOCALA COMMUNITY PARTNERSHIPS CIC,Redacted,07584906,N/A,Not yet available,18/05/2017,23311292,1,775.00,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Sexual Health,SUBCAT0602,Family Planning Centres,33970,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,LOCALA COMMUNITY PARTNERSHIPS CIC,Redacted,07584906,N/A,Not yet available,21/04/2017,23293667,1,3858.00,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Sexual Health,SUBCAT0602,Family Planning Centres,33970,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,MOVE AHEAD WAKEFELD LTD,Redacted,06218491,1131243,Not yet available,18/04/2017,23292334,1,566.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Alternative & Complementary Medicines & Therapies,03620,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,MOVE AHEAD WAKEFELD LTD,Redacted,06218491,1131243,Not yet available,11/05/2017,23309487,1,566.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Alternative & Complementary Medicines & Therapies,03620,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,MOVE AHEAD WAKEFELD LTD,Redacted,06218491,1131243,Not yet available,19/06/2017,23330659,1,566.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Alternative & Complementary Medicines & Therapies,03620,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,NOVA WAKEFIELD DISTRICT LIMITED,Redacted,07183132,114364N/A,Not yet available,11/05/2017,23309481,1,35622.83,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Health & Wellbeing,SUBCAT0605,Charities & Voluntary Organisations,17020,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,NOVA WAKEFIELD DISTRICT LIMITED,Redacted,07183132,114364N/A,Not yet available,16/06/2017,23330642,1,35622.83,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Health & Wellbeing,SUBCAT0605,Charities & Voluntary Organisations,17020,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,NOVA WAKEFIELD DISTRICT LIMITED,Redacted,07183132,114364N/A,Not yet available,24/04/2017,23294667,1,18105.87,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Health & Wellbeing,SUBCAT0605,Charities & Voluntary Organisations,17020,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,P,Public Health,NOVA WAKEFIELD DISTRICT LIMITED,Redacted,07183132,114364N/A,Not yet available,24/04/2017,23294672,1,37822.83,Nil,Adult Service Contracts,Revenue,Public Health,CAT06,Health & Wellbeing,SUBCAT0605,Charities & Voluntary Organisations,17020,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,PENDERELS TRUST,Redacted,03560335,1N/A73513,Not yet available,05/05/2017,23306652,1,13093.09,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,PENDERELS TRUST,Redacted,03560335,1N/A73513,Not yet available,23/06/2017,23341738,1,13093.09,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,PONTEFRACT FAMILY CENTRE,Redacted,04804835,11N/AN/A754,Not yet available,31/05/2017,23322456,1,9660.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,PONTEFRACT FAMILY CENTRE,Redacted,04804835,11N/AN/A754,Not yet available,04/04/2017,23286342,1,9660.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,PONTEFRACT FAMILY CENTRE,Redacted,04804835,11N/AN/A754,Not yet available,02/05/2017,23296196,1,9660.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,PONTEFRACT LIVE AT HOME SCHEME,Redacted,Awaiting,N/A,Not yet available,18/04/2017,23292337,1,1359.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,PONTEFRACT LIVE AT HOME SCHEME,Redacted,Awaiting,N/A,Not yet available,11/05/2017,23309491,1,1359.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,PONTEFRACT LIVE AT HOME SCHEME,Redacted,Awaiting,N/A,Not yet available,19/06/2017,23330662,1,1359.00,Nil,Adult Service Contracts,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
