Wakefield Council Supplier Spend Greater Than œ500 for Quarter 1st April 2014 to 30th June 2014.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,CHEVIOT RECRUITMENT,N/A,Not yet available,Not yet available,Not yet available,29/04/2014,22484497,570.00,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,D & A CARTWRIGHT ASSOCIATES LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22498209,"5,600.00",Nil,Agency Staff,Revenue,Professional Services,CAT08,Consultancy,SUBCAT0802,42230,Health & Safety Consultants,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,29/04/2014,22484926,"1,100.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,22507266,"1,110.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,27/06/2014,22536068,"1,110.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22504522,"1,110.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22504523,888.00,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22504524,"1,110.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22504502,"1,110.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,27/06/2014,22535784,900.00,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,27/06/2014,22535788,"1,110.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,27/06/2014,22535791,"1,110.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498248,859.75,Nil,Agency Staff,Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,NA,Not Applicable,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,28/04/2014,22484845,900.00,Nil,Agency Staff,Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,NA,Not Applicable,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22504521,934.50,Nil,Agency Staff,Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,NA,Not Applicable,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,17/06/2014,22521838,520.50,Nil,Agency Staff,Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,NA,Not Applicable,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,17/06/2014,22521840,794.75,Nil,Agency Staff,Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,NA,Not Applicable,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,GATENBYSANDERSON LIMITED,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22519109,"14,634.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,GATENBYSANDERSON LIMITED,N/A,Not yet available,Not yet available,Not yet available,22/05/2014,22499486,"8,130.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,GATENBYSANDERSON LIMITED,N/A,Not yet available,Not yet available,Not yet available,22/05/2014,22502675,"16,260.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,HEWITT OCCUPATIONAL SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22518827,"2,295.00",Nil,Agency Staff,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,26710,Doctors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,HEWITT OCCUPATIONAL SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,13/05/2014,22498323,765.00,Nil,Agency Staff,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,26710,Doctors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,10/06/2014,22519500,"1,218.70",Nil,Agency Staff,Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,65200,Road Construction Contractors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,14/04/2014,22477777,"1,550.35",Nil,Agency Staff,Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,65200,Road Construction Contractors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,28/04/2014,22483824,"1,386.00",Nil,Agency Staff,Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,65200,Road Construction Contractors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,06/05/2014,22494940,"1,555.30",Nil,Agency Staff,Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,65200,Road Construction Contractors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,11/06/2014,22520618,"1,575.10",Nil,Agency Staff,Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,65200,Road Construction Contractors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,30/05/2014,22514335,"1,563.40",Nil,Agency Staff,Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,65200,Road Construction Contractors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,18/06/2014,22524197,"1,575.10",Nil,Agency Staff,Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,65200,Road Construction Contractors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,22505969,"1,617.00",Nil,Agency Staff,Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,65200,Road Construction Contractors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,22481889,"1,552.60",Nil,Agency Staff,Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,65200,Road Construction Contractors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,22498460,"1,079.65",Nil,Agency Staff,Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,65200,Road Construction Contractors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,JJ OCCUPATIONAL HEALTH,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22518918,"1,340.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,JJ OCCUPATIONAL HEALTH,N/A,Not yet available,Not yet available,Not yet available,03/06/2014,22505266,"1,680.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,22498462,904.50,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,Construction,SUBCAT0130,21555,Construction Contractors - General,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,22481887,904.50,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,Construction,SUBCAT0130,21555,Construction Contractors - General,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,22505970,603.00,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,Construction,SUBCAT0130,21555,Construction Contractors - General,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,22506015,904.50,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,Construction,SUBCAT0130,21555,Construction Contractors - General,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,22479306,911.70,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,Construction,SUBCAT0130,21555,Construction Contractors - General,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,11/06/2014,22520617,770.50,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,Construction,SUBCAT0130,21555,Construction Contractors - General,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,03/06/2014,22515397,851.70,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,Construction,SUBCAT0130,21555,Construction Contractors - General,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,06/05/2014,22494938,"1,206.00",Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,Construction,SUBCAT0130,21555,Construction Contractors - General,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,17/06/2014,22523266,904.50,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,Construction,SUBCAT0130,21555,Construction Contractors - General,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,28/04/2014,22484390,603.00,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,Construction,SUBCAT0130,21555,Construction Contractors - General,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,08/05/2014,170266,"1,295.74",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,170273,"1,247.29",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,170272,"1,055.63",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,170273,"1,295.39",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,05/06/2014,170270,855.92,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,170263,"1,055.98",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,170263,"1,055.98",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,170263,899.01,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,05/06/2014,170270,"1,045.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,170267,"1,295.76",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,170267,"1,129.62",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,170267,599.34,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,170269,"1,247.29",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,170272,"1,247.29",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
