Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Planning Services,N,FIRST CHOICE RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-04-29,22764677,1,500.00,Nil,Advertising,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Planning Services,N,GHOST PUBLISHING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22785645,1,3600.00,Nil,Advertising,Revenue,Business Services,CAT02,Publications,SUBCAT0222,Publishers & Publications,62450,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,HEMMING GROUP LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-18,22785139,1,1000.00,Nil,Advertising,Revenue,Professional Services,CAT08,Memberships & Subscriptions,SUBCAT0808,Institutes - Professional,45255,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,HEMMING GROUP LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22763529,1,1985.00,Nil,Advertising,Revenue,Professional Services,CAT08,Memberships & Subscriptions,SUBCAT0808,Institutes - Professional,45255,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Planning Services,N,JOHNSTON PUBLISHING,Redacted,Not yet available,Not yet available,Not yet available,2015-06-30,22817839,1,815.00,Nil,Advertising,Revenue,Business Services,CAT02,Advertising Services,SUBCAT0203,Advertising Services,02100,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Planning Services,N,JOHNSTON PUBLISHING,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22816812,1,815.00,Nil,Advertising,Revenue,Business Services,CAT02,Advertising Services,SUBCAT0203,Advertising - Media,01967,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Planning Services,N,JOHNSTON PUBLISHING,Redacted,Not yet available,Not yet available,Not yet available,2015-04-23,22761255,1,838.08,Nil,Advertising,Revenue,Business Services,CAT02,Advertising Services,SUBCAT0203,Advertising Services,02100,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Planning Services,N,JOHNSTON PUBLISHING,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22801469,1,1206.72,Nil,Advertising,Revenue,Business Services,CAT02,Advertising Services,SUBCAT0203,Advertising Services,02100,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,JOHNSTON PUBLISHING,Redacted,Not yet available,Not yet available,Not yet available,2015-05-21,22782976,1,2300.00,Nil,Advertising,Revenue,Business Services,CAT02,Advertising Services,SUBCAT0203,Advertising Services,02100,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22763587,1,531.59,Nil,Advertising,Revenue,Business Services,CAT02,Advertising Services,SUBCAT0203,Advertising - Agencies,01961,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-05-12,22777709,1,2197.30,Nil,Advertising,Revenue,Business Services,CAT02,Advertising Services,SUBCAT0203,Advertising - Agencies,01961,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-13,22755594,1,2324.20,Nil,Advertising,Revenue,Business Services,CAT02,Advertising Services,SUBCAT0203,Advertising - Agencies,01961,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-19,22773487,1,917.17,Nil,Advertising,Revenue,Business Services,CAT02,Advertising Services,SUBCAT0203,Advertising - Agencies,01961,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22763585,1,800.62,Nil,Advertising,Revenue,Business Services,CAT02,Advertising Services,SUBCAT0203,Advertising - Agencies,01961,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Adult Social Care,7,TOGETHER,Redacted,Not yet available,Not yet available,Not yet available,2015-05-06,22765628,1,14529.90,Nil,Advocacy,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,2015-05-22,22785775,1,539.23,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,2015-05-12,22778656,1,3583.26,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,BARNARDO\xB4S,Redacted,Not yet available,Not yet available,Not yet available,2015-05-13,22779603,1,28667.00,Nil,Agency Placement Adoptions (Other agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,BARNARDOS,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22785651,1,28667.00,Nil,Agency Placement Adoptions (Other agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,BARNARDOS,Redacted,Not yet available,Not yet available,Not yet available,2015-06-05,22799466,1,18000.00,Nil,Agency Placement Adoptions (Other agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,CALDERDALE M.B.C.,Redacted,Not yet available,Not yet available,Not yet available,2015-06-26,22816580,1,9000.00,Nil,Agency Placement Adoptions (Other agencies),Revenue,n/a,CATNA,N/A,SUBCATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,CALDERDALE M.B.C.,Redacted,Not yet available,Not yet available,Not yet available,2015-05-12,22778653,1,18000.00,Nil,Agency Placement Adoptions (Other agencies),Revenue,n/a,CATNA,N/A,SUBCATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,CARITAS CARE LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-12,22802810,1,28667.00,Nil,Agency Placement Adoptions (Other agencies),Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DARLINGTON BOROUGH COUNCIL,Redacted,Not yet available,Not yet available,Not yet available,2015-05-06,22775721,1,9000.00,Nil,Agency Placement Adoptions (Other agencies),Revenue,n/a,CATNA,N/A,SUBCATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,FAMILIES FOR CHILDREN ADOPTION,Redacted,Not yet available,Not yet available,Not yet available,2015-05-22,22785773,1,750.00,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,FAMILIES FOR CHILDREN ADOPTION,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22807770,1,750.00,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,FAMILIES FOR CHILDREN ADOPTION,Redacted,Not yet available,Not yet available,Not yet available,2015-05-06,22775683,1,750.00,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,LONDON BOROUGH OF WALTHAM FOREST,Redacted,Not yet available,Not yet available,Not yet available,2015-04-21,22760494,1,29700.00,Nil,Agency Placement Adoptions (Other agencies),Revenue,n/a,CATNA,N/A,SUBCATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,PARENTS AND CHILDREN TOGETHER,Redacted,Not yet available,Not yet available,Not yet available,2015-05-20,22783940,1,5001.00,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,SOUTHAMPTON CITY COUNCIL,Redacted,Not yet available,Not yet available,Not yet available,2015-04-30,22772496,1,36000.00,Nil,Agency Placement Adoptions (Other agencies),Revenue,n/a,CATNA,N/A,SUBCATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,YORKSHIRE ADOPTION AGENCY LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-05-28,22794133,1,28667.00,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,A & O IT SERVICES,Redacted,Not yet available,Not yet available,Not yet available,2015-06-12,22802434,1,1825.20,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,A & O IT SERVICES,Redacted,Not yet available,Not yet available,Not yet available,2015-04-16,22758343,1,642.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,A & O IT SERVICES,Redacted,Not yet available,Not yet available,Not yet available,2015-06-12,22802434,2,807.30,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,A & O IT SERVICES,Redacted,Not yet available,Not yet available,Not yet available,2015-05-11,22777642,1,2184.00,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,A & O IT SERVICES,Redacted,Not yet available,Not yet available,Not yet available,2015-04-16,22758349,1,2925.00,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,ASSET HEALTH SOLUTIONS,Redacted,Not yet available,Not yet available,Not yet available,2015-06-02,22794315,1,1743.20,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,ASSET HEALTH SOLUTIONS,Redacted,Not yet available,Not yet available,Not yet available,2015-05-12,22774570,1,1803.20,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,ASSET HEALTH SOLUTIONS,Redacted,Not yet available,Not yet available,Not yet available,2015-04-24,22760445,1,2274.90,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-04-21,22760269,1,564.78,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-04-21,22760266,1,564.78,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-04-14,22752971,1,584.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-04-14,22752972,1,584.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-05-21,22780263,1,584.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-06-30,22817458,1,584.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-05-21,22780264,1,584.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-05-21,22780044,1,584.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-05-01,22765621,1,594.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-06-11,22800845,1,837.43,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-05-21,22780254,1,876.38,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-06-02,22794322,1,1149.03,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-06-02,22794319,1,1149.03,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-04-21,22760270,1,1149.03,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,2015-05-21,22780267,1,1168.50,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,D & A CARTWRIGHT ASOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-08,22742868,1,3800.00,Nil,Agency Staff,Revenue,Professional Services,CAT08,Consultancy,SUBCAT0802,Health & Safety Consultants,42230,Not yet available
