Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,17-Aug-11,1108-00171,"23,819.61",R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,17-Aug-11,1108-00172,"12,409.02",R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25-Aug-11,1108-00173,"2,027.96",R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25-Aug-11,1108-00174,"1,818.46",R,Affinity Trust North Divisional Office
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,26-Aug-11,1108-00175,504.60,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,31-Aug-11,1108-00176,538.24,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,31-Aug-11,1108-00177,"2,018.40",R,Affinity Trust North Divisional Office
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,12-Aug-11,1108-00178,"3,957.68",R,Age Uk Leeds
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,12-Aug-11,1108-00179,"13,500.00",R,Age Uk Leeds
Leeds City Council,Adult Social Care,Other Generic Services,Third Party Payments,Payments To Voluntary Organisations,561,17-Aug-11,1108-00180,"22,248.00",R,Age Uk Leeds
Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,11-Aug-11,1108-00181,460.11,R,Ageas
Leeds City Council,City Development,Highways,Capital,Construction,3,10-Aug-11,1108-00182,"49,400.00",C,Aggregate Industries Uk Ltd
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,03-Aug-11,1108-00183,"5,652.04",R,Agricola House
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,31-Aug-11,1108-00184,"5,652.04",R,Agricola House
Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,18-Aug-11,1108-00185,"1,279.40",R,Ai Claims Solutionsltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,15-Aug-11,1108-00186,926.50,R,Aidapt Bathrooms Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,19-Aug-11,1108-00187,588.00,R,Aidapt Bathrooms Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,19-Aug-11,1108-00188,"1,075.00",R,Aidapt Bathrooms Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,23-Aug-11,1108-00189,"5,313.30",R,Aidapt Bathrooms Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,23-Aug-11,1108-00190,"2,628.60",R,Aidapt Bathrooms Ltd
Leeds City Council,City Development,Economic Development,Capital,Construction,3,24-Aug-11,1108-00191,500.00,C,Aig London Limited In Administration
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,16-Aug-11,1108-00192,"10,324.08",R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,16-Aug-11,1108-00193,519.56,R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,16-Aug-11,1108-00194,598.37,R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,16-Aug-11,1108-00195,"4,667.11",R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,16-Aug-11,1108-00196,"4,987.44",R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,16-Aug-11,1108-00197,553.75,R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,16-Aug-11,1108-00198,"2,787.50",R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,16-Aug-11,1108-00199,"7,203.63",R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,31-Aug-11,1108-00200,"20,799.41",R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,31-Aug-11,1108-00201,763.69,R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,31-Aug-11,1108-00202,"4,667.11",R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,31-Aug-11,1108-00203,"1,000.28",R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,31-Aug-11,1108-00204,"1,822.48",R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,31-Aug-11,1108-00205,"2,906.58",R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,31-Aug-11,1108-00206,"14,846.50",R,Ainsty Timber Marketing Ltd
Leeds City Council,City Development,Highways,Premises,Grounds Maintenance Work,111,31-Aug-11,1108-00207,"1,373.13",R,Ainsty Timber Marketing Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,03-Aug-11,1108-00208,"3,080.08",R,Aire House
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,31-Aug-11,1108-00209,"3,080.08",R,Aire House
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Supplies and Services,Non-Recurring Grants,227,25-Aug-11,1108-00210,"11,020.00",R,Aire Valley Homes Leeds
East - North East,East - North East,Business Improvement,Premises,Other,114,17-Aug-11,1108-00211,610.00,R,Aire Valley Landscaping Services Ltd
East - North East,East - North East,Business Improvement,Premises,Other,114,31-Aug-11,1108-00212,425.00,R,Aire Valley Landscaping Services Ltd
East - North East,East - North East,Housing Services,Premises,Horticulture Non Defined Work,112,05-Aug-11,1108-00213,495.00,R,Aire Valley Tree Services Ltd
East - North East,East - North East,Housing Services,Premises,Horticulture Non Defined Work,112,05-Aug-11,1108-00214,775.00,R,Aire Valley Tree Services Ltd
East - North East,East - North East,Housing Services,Premises,Horticulture Non Defined Work,112,12-Aug-11,1108-00215,585.00,R,Aire Valley Tree Services Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,03-Aug-11,1108-00216,"17,066.90",R,Aire View Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,03-Aug-11,1108-00217,-709.82,R,Aire View Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-00218,"5,910.14",R,Aire View Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,31-Aug-11,1108-00219,"32,689.22",R,Aire View Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-00220,"15,263.27",R,Aire View Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-00221,"31,827.64",R,Airedale (Goldsborough)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-00222,"9,790.94",R,Airedale (Goldsborough)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-00223,"28,370.59",R,Airedale (Goldsborough)
Leeds City Council,Environment & Neighbourhoods,Statutory Housing,Supplies and Services,Other Hired And Contracted Services,265,18-Aug-11,1108-00224,575.00,R,Aireside Housing Partnership
Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Operational Materials,205,12-Aug-11,1108-00225,"9,378.81",R,Airwave Solutions Ltd
Leeds City Council,Environment & Neighbourhoods,Community Safety,Supplies and Services,Other Hired And Contracted Services,265,17-Aug-11,1108-00226,682.88,R,Airwave Solutions Ltd
Leeds City Council,Environment & Neighbourhoods,Community Safety,Supplies and Services,Other Hired And Contracted Services,265,17-Aug-11,1108-00227,"4,585.19",R,Airwave Solutions Ltd
Leeds City Council,Environment & Neighbourhoods,Community Safety,Supplies and Services,Other Hired And Contracted Services,265,19-Aug-11,1108-00228,"4,585.19",R,Airwave Solutions Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,11-Aug-11,1108-00229,"1,995.00",R,Aitkens Sportsturf Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,11-Aug-11,1108-00230,522.00,R,Aitkens Sportsturf Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,03-Aug-11,1108-00231,"2,688.00",R,Aj Social Care
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,03-Aug-11,1108-00232,"1,075.20",R,Aj Social Care
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,03-Aug-11,1108-00233,"13,717.37",R,Aj Social Care
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,03-Aug-11,1108-00234,"1,173.50",R,Aj Social Care
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Aug-11,1108-00235,"3,093.25",R,Aj Social Care
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Aug-11,1108-00236,"9,920.00",R,Aj Social Care
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,12-Aug-11,1108-00237,"1,173.50",R,Aj Social Care
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Aug-11,1108-00238,"3,592.62",R,Aj Social Care
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,03-Aug-11,1108-00239,490.52,R,Ajm Fixings & Power Tools Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,03-Aug-11,1108-00240,"1,761.87",R,Ajm Fixings & Power Tools Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,03-Aug-11,1108-00241,457.60,R,Ajm Fixings & Power Tools Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,03-Aug-11,1108-00242,440.00,R,Ajm Fixings & Power Tools Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,17-Aug-11,1108-00243,"1,730.70",R,Ajm Fixings & Power Tools Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,17-Aug-11,1108-00244,762.90,R,Ajm Fixings & Power Tools Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,17-Aug-11,1108-00245,"1,010.44",R,Ajm Fixings & Power Tools Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,17-Aug-11,1108-00246,"2,632.50",R,Ajm Fixings & Power Tools Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,24-Aug-11,1108-00247,"1,750.10",R,Ajm Fixings & Power Tools Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,31-Aug-11,1108-00248,719.20,R,Ajm Fixings & Power Tools Ltd
Leeds City Council,Environment & Neighbourhoods,Regeneration Management,Supplies and Services,Other Hired And Contracted Services,265,26-Aug-11,1108-00249,750.00,R,Alan Gardner Associates
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Bought In Professional Services,277,18-Aug-11,1108-00250,"5,000.00",R,Alchemy Fireworks Ltd
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Supplies and Services,Other Hired And Contracted Services,265,02-Aug-11,1108-00251,416.79,R,Alcontrol Uk Ltd
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Resaleable Materials,204,12-Aug-11,1108-00252,"5,099.25",R,Alessi Uk Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,03-Aug-11,1108-00253,"5,614.48",R,Alexander Residential Home
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,03-Aug-11,1108-00254,"1,220.72",R,Alexander Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-00255,"24,964.36",R,Alexander Residential Home
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,03-Aug-11,1108-00256,"1,141.84",R,Alexander Residential Home
