Ã¯»¿Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2020-06-03,601277604,2000.00,0.00,2000.00,Rc Building Services,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-03,1600648610,600.00,0.00,600.00,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-03,1600648605,660.00,0.00,660.00,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-03,601277613,2000.00,0.00,2000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-03,601277605,2500.00,0.00,2500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-03,601277608,2500.00,0.00,2500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-03,601277617,2500.00,0.00,2500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-03,601277454,3618.00,588.00,3030.00,Redacted Data,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-03,601277606,6000.00,0.00,6000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-03,601277611,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-03,601277545,10311.00,0.00,10311.00,Redacted Data,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-06-03,601277593,73366.31,12227.79,61138.52,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2020-06-03,1600648090,906.51,151.08,755.43,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2020-06-03,1600647999,9591.97,1598.66,7993.31,Schofield & Sons,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-03,1600648099,610.52,101.76,508.76,Schofield & Sons Ltd,Place Directorate,UV Day to Day
Salford City Council,2020-06-03,1600647828,8780.54,1463.42,7317.12,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-03,601277609,10000.00,0.00,10000.00,Small Family Car Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-03,601277528,1200.00,0.00,1200.00,Sms Coaching Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-03,6003047778,800.00,0.00,800.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-03,6003047779,970.00,0.00,970.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-03,6003047785,1020.00,0.00,1020.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-03,6003047774,1080.00,0.00,1080.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-03,6003047801,1090.00,0.00,1090.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-03,6003047810,1240.00,0.00,1240.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-03,6003047792,1460.00,0.00,1460.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-03,6003047821,1560.00,0.00,1560.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-03,601277600,7500.00,0.00,7500.00,Sy Estates Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-03,601277502,721.50,120.25,601.25,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-03,601277607,1500.00,0.00,1500.00,The Hosiery Centre,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-03,601277603,10000.00,0.00,10000.00,The Physio Hub Swinton Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-03,601276167,6598.10,1099.68,5498.42,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-06-03,1600648583,1080.00,180.00,900.00,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-03,601277579,610.88,27.61,583.27,Well Pharmacy,Public Health,Payts to Agencies
Salford City Council,2020-06-03,1600648559,4789.96,798.33,3991.63,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2020-06-04,6003048566,1252.16,0.00,1252.16,Adobe Acropro Subs,Service Reform (Corp Bus & Transform),Computer Software (no annual fee)
Salford City Council,2020-06-04,601277703,10000.00,0.00,10000.00,Apl Motors Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,1600648708,3000.00,500.00,2500.00,Applied Geology Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2020-06-04,1600648684,777.12,129.52,647.60,Arco Ltd,Place Directorate,Stock Control (VMS)
Salford City Council,2020-06-04,601277621,690.00,115.00,575.00,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-04,601277620,750.00,125.00,625.00,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-04,601277704,10000.00,0.00,10000.00,Beechfield United Fc Mr Shane Flana,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,1600648623,4753.67,0.00,4753.67,Birtenshaw Hall,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-04,1600647030,5385.43,897.57,4487.86,Bloom Procurement Services Ltd,People (Childrens) Service Group,Consultants
Salford City Council,2020-06-04,1600648712,3289.25,548.21,2741.04,British Telecommunications Plc,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-06-04,601277690,10000.00,0.00,10000.00,Cadishead Public Band,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,1600648724,1199.52,199.92,999.60,Chippendale Plant Limited,Place Directorate,Equipment Hire
Salford City Council,2020-06-04,1600648725,1386.00,231.00,1155.00,Chippendale Plant Limited,Place Directorate,Equipment Hire
Salford City Council,2020-06-04,601277655,5232.00,872.00,4360.00,Cipfa Business Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-06-04,601277654,5400.00,900.00,4500.00,Cipfa Business Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-06-04,1600648755,576.18,96.03,480.15,Connevans Limited,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2020-06-04,601277689,10000.00,0.00,10000.00,Cooper & Stollbrand Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,1600648731,720.00,120.00,600.00,Cornwall County Council,Place Directorate,Other Prof Fees
Salford City Council,2020-06-04,601277679,10000.00,0.00,10000.00,Eb Office Interiors Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277691,10000.00,0.00,10000.00,Eccles Community Hall Organisation,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277694,10000.00,0.00,10000.00,Eccles Community Hall Organisation,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277695,10000.00,0.00,10000.00,Eccles Community Hall Organisation,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277696,25000.00,0.00,25000.00,Eccles Community Hall Organisation,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277702,10000.00,0.00,10000.00,Emanuel Investments Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,1600648713,14907.96,2484.66,12423.30,Enviro Technology Services Plc,Place Directorate,Sampling
Salford City Council,2020-06-04,1600648709,3200.21,533.37,2666.84,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2020-06-04,1600648701,864.00,144.00,720.00,F. R. Sharrock Limited,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-06-04,1600648702,1062.00,177.00,885.00,F. R. Sharrock Limited,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-06-04,1600648703,1062.00,177.00,885.00,F. R. Sharrock Limited,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-06-04,1600648737,1310.40,218.40,1092.00,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,2020-06-04,1600648730,1398.00,233.00,1165.00,General Utilities North West Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2020-06-04,1600648728,2310.00,385.00,1925.00,General Utilities North West Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-04,1600648729,7760.64,1293.44,6467.20,General Utilities North West Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2020-06-04,601277709,10000.00,0.00,10000.00,H E S Enterprises Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,1600648627,28755.58,4792.60,23962.98,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-06-04,601277705,10000.00,0.00,10000.00,Hive Land & Planning Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,1600648656,1800.00,300.00,1500.00,Identity Consult Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-06-04,1600647269,2400.00,400.00,2000.00,Identity Consult Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-06-04,1600646404,4800.00,800.00,4000.00,Identity Consult Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-06-04,601277680,10000.00,0.00,10000.00,Igl Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,1600648751,1432.08,238.68,1193.40,Imperial Polythene,Place Directorate,Equipment Purchase
Salford City Council,2020-06-04,601277693,10000.00,0.00,10000.00,Infant World Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277677,4500.00,0.00,4500.00,Islington Mill Public Access,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,1600648681,3068.00,0.00,3068.00,Langworthy Cornerstone Assoc.,People (Childrens) Service Group,Rents
Salford City Council,2020-06-04,601277682,25000.00,0.00,25000.00,Lightoaks Garage Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277624,630.00,105.00,525.00,Monarch Education,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-04,1600648717,875.00,0.00,875.00,Myerscough College,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-04,601277707,10000.00,0.00,10000.00,Nash Autos Y.R.M. Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,1600648706,4572.00,0.00,4572.00,National Offender Management Servic,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-04,1600648735,9360.00,1560.00,7800.00,Nhs Salford Ccg,People (Adults) - CHSC,Pyts Agenc - Ext Fnd
Salford City Council,2020-06-04,601277701,10000.00,0.00,10000.00,Nicholas Fabrications Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277631,6281.02,1046.84,5234.18,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2020-06-04,601277710,10000.00,0.00,10000.00,Oc Property Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277711,10000.00,0.00,10000.00,Oc Property Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277712,10000.00,0.00,10000.00,Oc Property Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277717,10000.00,0.00,10000.00,Offline Solutions Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277674,5500.00,0.00,5500.00,One69A Manchester Creative,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277706,10000.00,0.00,10000.00,Out4Thebounce Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277681,10000.00,0.00,10000.00,Pag Construction Design And Build L,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277660,5166.10,861.02,4305.08,Paypoint Network Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-04,601277708,10000.00,0.00,10000.00,Prow Construction Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,1600648658,600.00,100.00,500.00,Prp Architects Llp,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-04,1600648657,19800.00,3300.00,16500.00,Prp Architects Llp,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-04,601277622,678.00,113.00,565.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-04,1600648744,850.30,141.72,708.58,Reach Publishing Services Ltd,People (Childrens) Service Group,Marketing/Publicity
Salford City Council,2020-06-04,1600648659,695.30,115.88,579.42,Redacted Data,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2020-06-04,6003048216,857.83,0.00,857.83,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2020-06-04,601277675,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277676,2000.00,0.00,2000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277672,3000.00,0.00,3000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277678,4000.00,0.00,4000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277673,8500.00,0.00,8500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277686,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277697,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277699,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277700,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277713,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277714,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277716,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,1600648624,2098.32,349.72,1748.60,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-06-04,1600648626,4932.28,822.05,4110.23,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-06-04,1600648632,162480.00,27080.00,135400.00,Salford Community Leisure Ltd,People (Adults) - CHSC,Pyts Agenc - Ext Fnd
Salford City Council,2020-06-04,1600648742,1543.69,257.28,1286.41,Schofield & Sons,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-06-04,1600648741,1543.69,257.28,1286.41,Schofield & Sons,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-06-04,1600648743,1543.69,257.28,1286.41,Schofield & Sons,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-06-04,601277692,10000.00,0.00,10000.00,Shift F5 Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277683,10000.00,0.00,10000.00,Singleton Furniture Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,601277684,10000.00,0.00,10000.00,Singleton Furniture Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-04,1600648645,5721.60,953.60,4768.00,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-06-04,6003048584,1410.00,0.00,1410.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-04,601277687,10000.00,0.00,10000.00,Surestart Smarties Pre-School,Service Reform (Corp Bus & Transform),Grants
