Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L no.
Salford City Council,2014-06-04,1600505197,528.00,88.00,440.00,Allred Electrical Factors Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-06-04,1600506652,1220.81,203.47,1017.34,Salford Community Leisure Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-06-05,601117153,600.00,0.00,600.00,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-05,601117156,679.36,0.00,679.36,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-05,601117165,821.57,0.00,821.57,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-05,1600505471,996.00,166.00,830.00,The Play Inspection Company Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-06-05,601117105,11000.00,0.00,11000.00,N W Law Limited,Customer and Support Services,Liability Insurance
Salford City Council,2014-06-05,1600506536,661.88,110.31,551.57,Integrated Water Services,Sustainable Regeneration,UV Tank Clean
Salford City Council,2014-06-05,601117112,2386.80,397.80,1989.00,Trinity Mirror Publishing Ltd,Sustainable Regeneration,Principal Road Maint
Salford City Council,2014-06-05,601117097,712.51,118.75,593.76,Corona Energy,Children's Services,Gas
Salford City Council,2014-06-05,601117092,822.79,137.13,685.66,Corona Energy,Children's Services,Gas
Salford City Council,2014-06-05,601117087,1034.64,172.44,862.20,Corona Energy,Children's Services,Gas
Salford City Council,2014-06-05,601117093,1276.62,212.77,1063.85,Corona Energy,Children's Services,Gas
Salford City Council,2014-06-05,601117090,2434.56,405.76,2028.80,Corona Energy,Children's Services,Gas
Salford City Council,2014-06-05,1600507322,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-06-05,601117133,775.00,0.00,775.00,M & Q Properties Management Ltd,"Community, Health & Social Care",Rents
Salford City Council,2014-06-05,601117096,695.86,0.00,695.86,United Utilities Water Limited,Children's Services,Water
Salford City Council,2014-06-05,601117094,1175.31,0.00,1175.31,United Utilities Water Limited,Children's Services,Water
Salford City Council,2014-06-05,601116210,564.00,94.00,470.00,Abacus Cleaning Services Ltd,"Community, Health & Social Care",Cleaning Services
Salford City Council,2014-06-05,1600507263,70156.80,11692.80,58464.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-06-05,1600507445,4420.07,736.68,3683.39,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2014-06-05,1600507206,2580.00,430.00,2150.00,Nomix Enviro Ltd,Environment and Community Safety,Materials
Salford City Council,2014-06-05,1600507221,5502.00,917.00,4585.00,Nomix Enviro Ltd,Environment and Community Safety,Materials
Salford City Council,2014-06-05,1600505768,707.05,117.84,589.21,Alliance Disposables Ltd,Sustainable Regeneration,Cleaning Materials
Salford City Council,2014-06-05,1600506843,860.00,0.00,860.00,Collins & Darwell Ltd,"Community, Health & Social Care",Books & Periodicals
Salford City Council,2014-06-05,1600507246,1530.00,255.00,1275.00,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-06-05,1600505053,1310.40,218.40,1092.00,Manbat Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-06-05,601117106,3121.20,520.20,2601.00,Trinity Mirror Publishing Ltd,Sustainable Regeneration,Legal Fees
Salford City Council,2014-06-05,1600507379,6931.80,1155.30,5776.50,Anthony Collins Solicitors Llp,Sustainable Regeneration,Other Prof Fees
Salford City Council,2014-06-05,601117143,10238.55,0.00,10238.55,The Housing Ombudsman,Sustainable Regeneration,Consult/Contractors
Salford City Council,2014-06-05,1600507302,796.63,132.77,663.86,Vanguard Storage Systems,Sustainable Regeneration,Removal Expenses
Salford City Council,2014-06-05,1600505253,4187.70,697.95,3489.75,Ncer Cic,Customer and Support Services,IT Licence Fee
Salford City Council,2014-06-05,1600507375,1320.00,0.00,1320.00,Lancashire County Council,Children's Services,Training expenses
Salford City Council,2014-06-05,1600506155,47880.00,7980.00,39900.00,The Lowry Centre Limited,"Community, Health & Social Care",Grants - External
Salford City Council,2014-06-05,601117064,3871.90,0.00,3871.90,By The Bridge,Children's Services,Children Act-Sect 17
Salford City Council,2014-06-05,1600507433,4962.00,0.00,4962.00,Thomasson Memorial School,Children's Services,Payts to Other LA's
Salford City Council,2014-06-05,1600506008,173315.00,0.00,173315.00,Gaddum Centre,"Community, Health & Social Care",Pyts Agenc - Ext Fnd
Salford City Council,2014-06-05,1600507338,7533.00,0.00,7533.00,Agr Care Services,Children's Services,Payts to Agencies
Salford City Council,2014-06-05,601117068,713.00,0.00,713.00,Chelsea & Westminster Hospital Nhs,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-05,1600505840,3445.34,0.00,3445.34,Excel Fostering,Children's Services,Payts to Agencies
Salford City Council,2014-06-05,1600507314,31800.00,5300.00,26500.00,Lesbian & Gay Foundation,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-05,1600505931,3033.66,0.00,3033.66,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-06-05,1600505933,3500.52,0.00,3500.52,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-06-05,1600505937,3571.82,0.00,3571.82,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-06-05,1600505936,3593.21,0.00,3593.21,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-06-05,1600505938,3593.21,0.00,3593.21,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-06-05,601117056,1030.00,0.00,1030.00,Southport & Ormskirk Nhs Trust,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-05,1600506178,72700.00,12116.67,60583.33,The Lowry Centre Limited,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-05,601117060,4842.00,0.00,4842.00,The Pennine Acute Hospitals,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-05,1600505940,15000.00,0.00,15000.00,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2014-06-05,1600505950,10438.24,0.00,10438.24,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-06-05,601116692,10859.01,0.00,10859.01,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-06-05,1600505949,12140.95,0.00,12140.95,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-06-05,1600505540,1500.00,250.00,1250.00,Direct Access Taxis Ltd,Children's Services,Transport
Salford City Council,2014-06-05,601117038,974.76,162.46,812.30,The Nas Services Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2014-06-05,601117040,3109.92,518.32,2591.60,The Nas Services Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2014-06-05,601117047,3109.92,518.32,2591.60,The Nas Services Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2014-06-05,601115922,900.00,0.00,900.00,Together Trust,"Community, Health & Social Care",Day Care
Salford City Council,2014-06-05,601115586,672.28,0.00,672.28,Wigan Council,"Community, Health & Social Care",Day Care
Salford City Council,2014-06-05,601117045,1463.25,0.00,1463.25,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-06-05,1600505915,3333.00,0.00,3333.00,Kesser Torah School,Children's Services,Pupil Assistance
Salford City Council,2014-06-05,601115742,720.00,0.00,720.00,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-06-05,1600506611,745.30,124.22,621.08,Bt Global Services Solutions,Capital Expenditure,Purch of Comp Equip
Salford City Council,2014-06-05,1600506303,5060.35,843.39,4216.96,Dlp Services (Northern) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-05,1600506301,17730.50,2955.08,14775.42,Dlp Services (Northern) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-05,601117144,2538.64,0.00,2538.64,Redacted Data,Capital Expenditure,Other Works
Salford City Council,2014-06-05,uofcouixf,2146.20,0.00,2146.20,Canon UK Ltd,Customer and Support Services,Equipment Purchase
Salford City Council,2014-06-05,uosyxbxdf,2058.00,343.00,1715.00,Image Everything L,Customer and Support Services,Printing & Photocopying
Salford City Council,2014-06-05,uaemzxvdf,2101.09,350.18,1750.91,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-05,taxdxwxgw,769.03,128.17,640.86,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-05,qmretutnu,2327.26,387.88,1939.38,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-05,gnjbubdjo,955.32,159.22,796.10,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-05,busmrfnag,1972.90,328.82,1644.08,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-05,pjbpkjutd,574.80,95.80,479.00,The Furnishing Service,Sustainable Regeneration,Equipment Purchase
Salford City Council,2014-06-06,601117171,572.31,0.00,572.31,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-06,601117166,600.00,0.00,600.00,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-06,601117152,651.12,0.00,651.12,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-06,601117168,800.00,0.00,800.00,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-06,601116932,42660.73,122.98,42537.75,Southern Electric,Capital Expenditure,Electricity
Salford City Council,2014-06-06,601115386,2694.00,0.00,2694.00,Redacted Data,"Community, Health & Social Care",Residents Savings
Salford City Council,2014-06-06,1600505310,599.94,99.99,499.95,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2014-06-06,601115387,651.60,108.60,543.00,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-06-06,601117139,1248.00,208.00,1040.00,Eddisons Commercial,Environment and Community Safety,Rents
Salford City Council,2014-06-06,1600505804,3985.71,0.00,3985.71,Specialised Homes And Lodgings Ltd,Children's Services,Rents
Salford City Council,2014-06-06,1600507535,528.00,88.00,440.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-06-06,601117189,970.00,0.00,970.00,Paypoint Plc,Sustainable Regeneration,Provisions
Salford City Council,2014-06-06,1600505929,1176.00,196.00,980.00,Doability Limited,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-06-06,1600506039,900.00,150.00,750.00,Redacted Data,Environment and Community Safety,Legal Fees
Salford City Council,2014-06-06,1600506386,641.06,106.84,534.22,Fibrous Ltd,Environment and Community Safety,Gen Resaleable Items
Salford City Council,2014-06-06,1600505265,8352.00,1392.00,6960.00,OLM Professional Services Ltd,Customer and Support Services,IT Licence Fee
Salford City Council,2014-06-06,1600506604,68584.86,11430.81,57154.05,Oracle Corporation Uk Limited,Customer and Support Services,IT Licence Fee
Salford City Council,2014-06-06,601117201,2000.00,0.00,2000.00,Fp Teleset Data Group,Customer and Support Services,Postage
Salford City Council,2014-06-06,1600506393,960.00,0.00,960.00,Lancashire County Council,Children's Services,Training expenses
Salford City Council,2014-06-06,1600506063,3664.20,0.00,3664.20,Child Action North West,Children's Services,Payts to Agencies
Salford City Council,2014-06-06,1600505986,4628.70,0.00,4628.70,Child Action North West,Children's Services,Payts to Agencies
Salford City Council,2014-06-06,1600505942,11683.00,0.00,11683.00,Core Assets,Children's Services,Payts to Agencies
Salford City Council,2014-06-06,1600506065,17714.02,0.00,17714.02,Courtyard Care Group,Children's Services,Payts to Agencies
Salford City Council,2014-06-06,1600506590,21500.00,0.00,21500.00,Disabled Living,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-06,1600506380,13445.01,0.00,13445.01,Oracle Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-06-06,1600505948,5386.00,0.00,5386.00,The Broughton Trust,Customer and Support Services,Payts to Agencies
Salford City Council,2014-06-06,1600506379,5154.99,0.00,5154.99,Oracle Care Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-06-06,601117204,35662.80,0.00,35662.80,Community Integrated Care,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-06,601117205,52836.68,0.00,52836.68,Community Integrated Care,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-06,6001567611,1575.00,0.00,1575.00,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-06,6001567614,1575.00,0.00,1575.00,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-06,6001567616,1575.00,0.00,1575.00,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-06,6001567561,1738.08,0.00,1738.08,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-06,6001567581,2878.94,0.00,2878.94,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-06,6001567534,3625.52,0.00,3625.52,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-06,6001567537,3803.52,0.00,3803.52,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-06,6001567549,3946.05,0.00,3946.05,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-06,6001567553,6519.61,0.00,6519.61,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-06,6001567591,7071.66,0.00,7071.66,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-06,6001567585,7874.40,0.00,7874.40,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-06,6001567606,14135.41,0.00,14135.41,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-06,6001567575,27461.46,0.00,27461.46,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-06,6001567544,27872.52,0.00,27872.52,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-06,601117208,900.00,0.00,900.00,Together Trust,"Community, Health & Social Care",Day Care
Salford City Council,2014-06-06,601117207,1050.00,0.00,1050.00,Together Trust,"Community, Health & Social Care",Day Care
Salford City Council,2014-06-06,1600505945,5040.71,840.12,4200.59,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2014-06-06,601115929,67587.93,11264.67,56323.26,Hughes Brothers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-06,601117120,540.00,90.00,450.00,Leigh Electrical Services Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-06,601116940,690.00,115.00,575.00,Leigh Electrical Services Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-06,601116939,1812.00,302.00,1510.00,Leigh Electrical Services Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
