Authority Name,Date of Payment,SAP Document Number,Amount,,,Supplier Name,Directorate,G/L description.
Salford City Council,2018-11-07,1600617177,2781.12,463.52,2317.6,Medgen Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-07,601230158,928.26,154.71,773.55,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-07,601230156,1515.08,252.51,1262.57,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-07,601230157,1522.15,253.69,1268.46,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-07,601230154,1583.3,263.88,1319.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-07,601230155,1638.38,273.06,1365.32,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-07,1600615242,544.8,90.8,454,Premier Paper Group Ltd,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2018-11-07,601230234,3028.8,504.8,2524,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2018-11-07,1600616404,1008,168,840,Rigby Taylor Ltd,Place Directorate,Horticultural/GMaint
Salford City Council,2018-11-07,601230151,2590.87,431.81,2159.06,Royal Mail Group Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2018-11-07,1600616420,2046,341,1705,Salford Community Leisure Ltd,Place Directorate,Equipment Maint'ce
Salford City Council,2018-11-07,1600616418,40200,6700,33500,Salford Community Leisure Ltd,People (Childrens) Service Group,Leisure Activity
Salford City Council,2018-11-07,601230240,13750,0,13750,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-07,1600616388,1305.95,217.66,1088.29,Scarab Sweepers Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2018-11-07,1600616298,2004,0,2004,Sunrise Medical Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2018-11-07,601230276,4860,810,4050,T/A Amblehurst Hotel,People (Adults) - CHSC,Rents
Salford City Council,2018-11-07,601230245,1542,257,1285,T/A Strand Refrigeration,Place Directorate,Equipment Purchase
Salford City Council,2018-11-07,1600617213,4714.28,0,4714.28,T/A The Marlowe School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-11-07,601230246,1278,213,1065,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-07,1600616323,9000,1500,7500,The Cheshire & Grtr M/Ch Community,Place Directorate,Consultants
Salford City Council,2018-11-07,1600617169,23648.75,0,23648.75,The Hershel Weiss,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-07,1600616402,27400,4566.67,22833.33,The Lowry Centre Trust,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-11-07,1600616401,33100,5516.67,27583.33,The Lowry Centre Trust,Place Directorate,SCL management fee
Salford City Council,2018-11-07,601230265,2272.5,0,2272.5,Thompsons Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-07,601230264,3050,0,3050,Thompsons Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-07,1600616248,5928,988,4940,Uk Container Maintenance Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2018-11-07,1600616266,683.08,113.85,569.23,Xma Ltd,People (Adults) - CHSC,Cmputer Eqt purchase
Salford City Council,2018-11-07,1600616267,683.08,113.85,569.23,Xma Ltd,Public Health,Cmputer Eqt purchase
Salford City Council,2018-11-07,1600616268,1366.15,227.69,1138.46,Xma Ltd,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2018-11-07,1600616278,1386,231,1155,Xma Ltd,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2018-11-07,1600616398,502.32,83.72,418.6,Yeshili Reflective Materials Ltd,Place Directorate,Equipment Purchase
Salford City Council,2018-11-07,knlrlroxe,550.2,5.13,545.07,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-08,1600616427,3750,0,3750,Autistic Society Gtr Manchester,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-08,601229783,1116,186,930,Bridge Education & Training Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-08,1600616169,640.37,106.73,533.64,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2018-11-08,1600616389,2407.5,401.25,2006.25,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2018-11-08,1600616166,4029.76,671.63,3358.13,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2018-11-08,1600616168,4569.4,761.57,3807.83,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2018-11-08,1600616167,5957.09,992.85,4964.24,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2018-11-08,6002666988,500.14,0,500.14,City West Housing Trust,People (Childrens) Service Group,Rents
Salford City Council,2018-11-08,601229620,560.64,93.44,467.2,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-11-08,601229626,926.7,154.45,772.25,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-11-08,601229617,1045.5,174.25,871.25,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-11-08,601229624,1420.69,236.78,1183.91,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-11-08,601229623,1726.4,287.73,1438.67,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-11-08,601229622,1765.39,294.23,1471.16,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-11-08,601229616,1924.84,320.81,1604.03,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-11-08,1600616992,282938.48,47156.41,235782.07,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-11-08,601230400,1501.78,0,1501.78,Edf Energy Plc,Place Directorate,Electricity
Salford City Council,2018-11-08,601230401,1661.88,276.98,1384.9,Edf Energy Plc,Place Directorate,Electricity
Salford City Council,2018-11-08,601230403,1766.32,294.39,1471.93,Edf Energy Plc,Place Directorate,Electricity
Salford City Council,2018-11-08,601230402,1838.11,306.35,1531.76,Edf Energy Plc,Place Directorate,Electricity
Salford City Council,2018-11-08,1600615233,2951.44,491.91,2459.53,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2018-11-08,601230321,543.34,0,543.34,Grosvenor Road Primary School,Place Directorate,Franchise Payments
Salford City Council,2018-11-08,1600616732,630.6,105.1,525.5,Hodgkinson Bennis Ltd,Place Directorate,UV Day to Day
Salford City Council,2018-11-08,1600616408,1543.2,257.2,1286,Invacare Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2018-11-08,1600617294,14375.42,2395.9,11979.52,John Turner Construction Group Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-11-08,1600616164,2200,0,2200,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-08,1600617256,4800,0,4800,Myskills Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-08,1600616447,6120,1020,5100,North West Local Authorities,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,2018-11-08,1600615906,46474.8,7745.8,38729,Northern Commercials (Mirfield) Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-11-08,601230394,1140,190,950,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-08,601230404,1140,190,950,Randstad Public Services Limited,People (Childrens) Service Group,Transport Insurance
Salford City Council,2018-11-08,1600616247,537.6,89.6,448,Rbs Invoice Finance Limited,Place Directorate,Equipment Repair
Salford City Council,2018-11-08,1600615227,984,164,820,Rbs Invoice Finance Limited,Place Directorate,Equipment Purchase
Salford City Council,2018-11-08,1600617276,2034,339,1695,Roche Audio Visual,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,2018-11-08,1600616154,33698.4,5616.4,28082,Roche Audio Visual,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,2018-11-08,601229278,2166.31,361.05,1805.26,Royal Mail Group Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2018-11-08,601229634,1359.2,0,1359.2,Rsp Rail Travel Account,People (Childrens) Service Group,Children Act-Sect 23
Salford City Council,2018-11-08,1600616366,660,110,550,Style North,Place Directorate,UV Day to Day
Salford City Council,2018-11-08,1600617238,829.02,138.17,690.85,The Landing At Media City Ltd,People (Childrens) Service Group,Hire of Facilities
Salford City Council,2018-11-08,1600615831,4826,0,4826,Wargrave House Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-11-08,gwktpoeho,795,0,795,Scoota Mart Ltd,People (Childrens) Service Group,General Expenditure Reallocation
Salford City Council,2018-11-08,hpcxcluyq,1821.92,0,1821.92,Cheshire Food Services,Place Directorate,Food and refreshments
Salford City Council,2018-11-08,jtmeyjcbj,6663.05,1110.51,5552.54,Wilds Of Oldham,Place Directorate,Bar Stocks for hired venues
Salford City Council,2018-11-08,rgrnarlfi,841.16,3.94,837.22,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-08,evgyxkdtt,535.01,8.29,526.72,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-08,ovssnfjur,541.91,1.21,540.7,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-08,ssdbzghpq,524.67,6.3,518.37,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-08,acfrbzzwq,1707.6,0,1707.6,Quayside Bakery,Place Directorate,Food and refreshments
Salford City Council,2018-11-08,mhbmwgjud,821.88,0,821.88,Creamline Dairies Traffor,Place Directorate,Food and refreshments
Salford City Council,2018-11-08,urwyqnlld,1550.76,0,1550.76,Amazon.Co.Uk,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2018-11-09,1600614811,1347.3,224.55,1122.75,Ags Tech Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2018-11-09,1600617410,913.62,152.27,761.35,Berendsen Uk Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2018-11-09,1600617349,4990,0,4990,Birtenshaw Hall,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-09,1600617342,16375.67,0,16375.67,Birtenshaw Hall,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-09,1600617343,16375.67,0,16375.67,Birtenshaw Hall,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-09,1600616165,1050,175,875,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2018-11-09,1600617409,3710.16,618.36,3091.8,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2018-11-09,601230187,660,0,660,Carrington Riding Centre,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2018-11-09,601230431,90886,0,90886,Chatsworth Futures Ltd,People (Childrens) Service Group,Release of Provision
Salford City Council,2018-11-09,601230467,5312.81,0,5312.81,City West Housing Trust,People (Adults) - CHSC,Rents
Salford City Council,2018-11-09,1600615443,750,125,625,D Holt Flooring Contractors Ltd,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2018-11-09,1600616691,704.08,117.35,586.73,Ecg Facilities Services Ltd,Place Directorate,UV Air Con
Salford City Council,2018-11-09,1600617328,7765.2,1294.2,6471,Enviro Technology Services Plc,Place Directorate,Equipment Purchase
Salford City Council,2018-11-09,1600617211,94477,0,94477,Gaddum Centre,People (Adults) - CHSC,Pyts Agenc - Ext Fnd
Salford City Council,2018-11-09,1600617375,59930.46,9988.41,49942.05,George Cox & Sons,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-11-09,601230474,620.94,0,620.94,Happy Feet Day Nursery,People (Childrens) Service Group,Release of Provision
Salford City Council,2018-11-09,601230476,518.76,0,518.76,Holly House Day Nursery,People (Childrens) Service Group,Release of Provision
Salford City Council,2018-11-09,1600615814,594.29,99.05,495.24,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep
Salford City Council,2018-11-09,601230472,526.5,0,526.5,Jitterbugz Day Nursery,People (Childrens) Service Group,Release of Provision
Salford City Council,2018-11-09,601230471,690.3,0,690.3,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Release of Provision
Salford City Council,2018-11-09,1600616503,817.61,136.27,681.34,Killgerm Chemicals Ltd,Place Directorate,Chemicals
Salford City Council,2018-11-09,601230475,1049.1,0,1049.1,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Release of Provision
Salford City Council,2018-11-09,601230455,1322.2,0,1322.2,Lynne De Nobrega,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230470,655.2,0,655.2,Magical Moments Ltd,People (Childrens) Service Group,Release of Provision
Salford City Council,2018-11-09,601230464,1322.2,0,1322.2,Philip Benjamin Wood,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,1600616008,40435.34,6739.22,33696.12,Portakabin Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-11-09,1600616009,43867.29,7311.21,36556.08,Portakabin Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-11-09,1600616452,2599.3,433.22,2166.08,Pts Ltd,Capital Expenditure,Other Works
Salford City Council,2018-11-09,1600615818,658.59,109.09,549.5,R H Smith Engineering Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2018-11-09,601230460,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230463,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230458,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230447,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230451,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230448,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230450,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230446,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230443,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230445,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230453,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230461,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230449,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230444,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230462,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230459,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230452,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230456,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230454,1322.2,0,1322.2,Redated Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230457,1322.2,0,1322.2,Redated Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-11-09,601230442,1322.2,0,1322.2,Russell Searle,People (Childrens) Service Group,Grants - External
