ï»¿Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2020-07-06,601280688,3000.00,0.00,3000.00,Dands Fire Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,1600650175,3068.00,0.00,3068.00,Langworthy Cornerstone Assoc.,People (Childrens) Service Group,Rents
Salford City Council,2020-07-06,1600650245,6283.34,0.00,6283.34,Benchill Primary School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-07-06,601280662,10000.00,0.00,10000.00,Baalhari Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280664,10000.00,0.00,10000.00,Market Gosia Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280672,10000.00,0.00,10000.00,Opulent Living Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280677,10000.00,0.00,10000.00,Opulent Living Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280665,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280666,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280667,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280668,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280669,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280670,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280671,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280673,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280674,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280675,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280676,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280678,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280679,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280680,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280681,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280682,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280683,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280684,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280685,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280686,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280687,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280689,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,1600649716,17302.00,0.00,17302.00,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-07-06,1600649730,24000.00,4000.00,20000.00,The Growth Company,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-06,601280663,25000.00,0.00,25000.00,Courtesy Shoes Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-06,601280519,25177.99,4196.33,20981.66,Peel Media Ltd,Place Directorate,Service Tenancies
Salford City Council,2020-07-06,601280499,26350.33,4391.72,21958.61,Zurich Assurance Ltd,Place Directorate,Rents
Salford City Council,2020-07-06,1600649729,31250.00,0.00,31250.00,The Growth Company,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-06,1600649498,66666.64,0.00,66666.64,Nhs Salford Ccg,Public Health,Payts to Agencies
Salford City Council,2020-07-06,1600649443,98218.32,16369.72,81848.60,Hako Machines Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2020-07-06,1600649444,98218.32,16369.72,81848.60,Hako Machines Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2020-07-06,1600649445,98218.32,16369.72,81848.60,Hako Machines Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2020-07-06,1600649446,98218.32,16369.72,81848.60,Hako Machines Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2020-07-06,1600649447,98218.32,16369.72,81848.60,Hako Machines Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2020-07-06,1600649448,98218.32,16369.72,81848.60,Hako Machines Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2020-07-06,1600649449,98218.32,16369.72,81848.60,Hako Machines Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2020-07-06,1600649715,124080.00,20680.00,103400.00,Humankind Charity,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-06,601280521,155346.13,25891.02,129455.11,Peel Media Ltd,Place Directorate,Rents
Salford City Council,2020-07-07,1600648194,22658.32,0.00,22658.32,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-07-07,6003065601,521.28,0.00,521.28,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,601280702,531.54,0.00,531.54,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-07,1600650295,534.79,89.13,445.66,Alliance Disposables Ltd,Place Directorate,Materials
Salford City Council,2020-07-07,6003065549,541.16,0.00,541.16,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,6003065628,542.08,0.00,542.08,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,1600650317,553.40,92.24,461.16,Orbis Protect Ltd,Place Directorate,Equipment Hire
Salford City Council,2020-07-07,6003065536,553.52,0.00,553.52,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,6003065754,567.48,0.00,567.48,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,6003065647,567.68,0.00,567.68,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,6003065713,584.80,0.00,584.80,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,601280712,585.00,0.00,585.00,Csin Cic,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-07,6003065567,588.24,0.00,588.24,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,6003066145,617.50,0.00,617.50,Dvla Vehicle Tax,Place Directorate,Payment to Government Departments
Salford City Council,2020-07-07,6003065742,624.00,0.00,624.00,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,6003065546,638.64,0.00,638.64,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,6003065593,660.00,0.00,660.00,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,601280659,690.00,115.00,575.00,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-07,6003065558,724.00,0.00,724.00,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,1600650320,745.92,124.32,621.60,Arco Ltd,Service Reform (Corp Bus & Transform),Stock Control (VMS)
Salford City Council,2020-07-07,601280658,750.00,125.00,625.00,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-07,1600650289,858.48,143.08,715.40,Commsec Ltd,Place Directorate,Security Services
Salford City Council,2020-07-07,6003065542,868.00,0.00,868.00,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,601280711,874.21,145.70,728.51,Adt Fire And Security Plc,Place Directorate,XXXXX SECURITY SYS R
Salford City Council,2020-07-07,1600650241,915.67,152.61,763.06,Angel Springs T/A Waterlogic Gb Ltd,Service Reform (Corp Bus & Transform),Food and refreshment
Salford City Council,2020-07-07,6003066162,943.80,0.00,943.80,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-07,1600650240,954.55,159.09,795.46,Angel Springs T/A Waterlogic Gb Ltd,Service Reform (Corp Bus & Transform),Food and refreshment
Salford City Council,2020-07-07,6003065757,993.44,0.00,993.44,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,1600650284,1056.00,176.00,880.00,Traffic Direct,Place Directorate,Contractors
Salford City Council,2020-07-07,601280705,1305.60,217.60,1088.00,Societe Generale Equipment Finance,Place Directorate,Veh Operating Leases
Salford City Council,2020-07-07,6003066146,1369.00,0.00,1369.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-07,6003065528,1379.00,0.00,1379.00,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,6003065623,1423.12,0.00,1423.12,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,1600650271,1560.00,260.00,1300.00,Treework Arboricultural Services,Place Directorate,Contractors
Salford City Council,2020-07-07,6003065642,1620.00,0.00,1620.00,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,6003066166,1680.00,0.00,1680.00,Apm P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-07,6003065605,2047.24,0.00,2047.24,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,601264479,2070.00,345.00,1725.00,Good Sense (Conflict Resolution)Tra,People (Childrens) Service Group,Training expenses
Salford City Council,2020-07-07,6003065751,2531.20,0.00,2531.20,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2020-07-07,6003066157,2800.00,0.00,2800.00,Apm P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-07,6003066159,7373.52,0.00,7373.52,Apm P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-07,1600649822,11884.80,1980.80,9904.00,Horticon Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2020-07-07,1600649811,11925.72,1987.62,9938.10,Salford Royal Nhs Foundation Trust,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2020-07-07,1600649768,15120.00,0.00,15120.00,University Of Salford,People (Childrens) Service Group,Training expenses
Salford City Council,2020-07-07,601280713,15857.57,2642.93,13214.64,Landscape Engineering Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-07-07,1600650287,22102.80,3683.80,18419.00,Legal & General Pensions Ltd,Place Directorate,Rents
Salford City Council,2020-07-07,1600648193,27189.98,4531.66,22658.32,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-07-07,1600649802,36653.03,6108.84,30544.19,H Jenkinson & Company Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-07-07,1600649818,36964.43,6160.74,30803.69,H Jenkinson & Company Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-07-07,1600649801,48920.34,8153.39,40766.95,H Jenkinson & Company Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-07-07,601280657,80888.50,0.00,80888.50,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-07,601280692,114274.00,0.00,114274.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-07,1600650286,153375.00,25562.50,127812.50,Legal & General Pensions Ltd,Place Directorate,Rents
Salford City Council,2020-07-07,1600649812,235522.73,39253.79,196268.94,Salford Royal Nhs Foundation Trust,People (Adults) - CHSC,Payments to H A
Salford City Council,2020-07-07,1600650285,749742.00,124957.00,624785.00,Legal & General Pensions Ltd,Place Directorate,Rents
Salford City Council,2020-07-07,1600649967,868948.22,144824.71,724123.51,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-07-08,6003065704,542.60,0.00,542.60,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-07-08,6003065630,547.80,0.00,547.80,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-07-08,1600650365,576.00,96.00,480.00,M & A Brown (Engravers) Ltd,Place Directorate,Materials
Salford City Council,2020-07-08,6003066597,617.50,0.00,617.50,Dvla Vehicle Tax,Place Directorate,Payment to Government Departments
Salford City Council,2020-07-08,6003065685,668.40,0.00,668.40,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-07-08,1600648258,720.00,120.00,600.00,Integral Business Support Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-08,6003065531,760.00,0.00,760.00,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-07-08,6003065598,779.60,0.00,779.60,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-07-08,601280716,810.00,135.00,675.00,Team Teach Ltd,People (Childrens) Service Group,Training of Others
Salford City Council,2020-07-08,1600650383,827.35,137.89,689.46,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-07-08,6003066627,831.93,0.00,831.93,Gbm Digital Technologies,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,2020-07-08,1600650343,852.00,142.00,710.00,Horticon Limited,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2020-07-08,6003065594,880.80,0.00,880.80,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-07-08,1600650373,897.75,0.00,897.75,Progressive Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-08,601280717,928.90,145.00,783.90,Bedspace Resource Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-08,6003065651,1196.00,0.00,1196.00,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-07-08,6003065735,1311.60,0.00,1311.60,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-07-08,601280738,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-07-08,601280739,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-07-08,601280740,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-07-08,601280741,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-07-08,601280742,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-07-08,601280743,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-07-08,601280744,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2020-07-08,601280745,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External
