Authority Name,Date of Payment,SAP Document Number,Amount,,,Supplier Name,Directorate,G/L description.
Salford City Council,2018-04-23,601216176,845,0,845,Paypoint Plc,Sustainable Regeneration,Premises Insurance
Salford City Council,2018-04-23,601216166,4040,0,4040,Pitney Bowes Purchase Power,Service Reform,Postage
Salford City Council,2018-04-23,bngoxyafc,1711.2,0,1711.2,Pp*brannieties,Service Reform,Clothing & Uniforms
Salford City Council,2018-04-23,601215173,508.8,84.8,424,Psi (Resources) Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2018-04-23,601215167,679.2,113.2,566,Psi (Resources) Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2018-04-23,601216255,5438.06,0,5438.06,Rainbows Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216410,6769.43,0,6769.43,Rainbows Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216424,565.99,0,565.99,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216350,570.38,0,570.38,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216303,574.76,0,574.76,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216408,574.76,0,574.76,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216289,622.38,0,622.38,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216196,709.31,0,709.31,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216206,709.31,0,709.31,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216225,709.31,0,709.31,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216288,709.51,0,709.51,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216312,760.5,0,760.5,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216337,760.5,0,760.5,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216393,792.19,0,792.19,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216384,933.56,0,933.56,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216409,933.56,0,933.56,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216213,945.75,0,945.75,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216341,950.63,0,950.63,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216404,957.94,0,957.94,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216340,983.78,0,983.78,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216309,1131.98,0,1131.98,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216300,1149.53,0,1149.53,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216420,1149.53,0,1149.53,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216311,1404.98,0,1404.98,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216324,1521,0,1521,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216279,3983.06,0,3983.06,Redacted Data,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216256,2127.94,0,2127.94,Roobyloos Childrens Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216411,6130.8,0,6130.8,Roobyloos Childrens Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601214889,650,0,650,Safehands Property Services,Children's Services,Other Prof Fees
Salford City Council,2018-04-23,1600604753,5623.53,0,5623.53,Salford Foundation Ltd,Children's Services,Payts to Agencies
Salford City Council,2018-04-23,1600604756,10000,0,10000,Salford Foundation Ltd,Children's Services,Payts to Agencies
Salford City Council,2018-04-23,1600604757,13750,0,13750,Salford Foundation Ltd,"Community, Health & Social Care",Grants
Salford City Council,2018-04-23,601216412,2091.38,0,2091.38,St Ambrose Young Families,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216285,5349.83,0,5349.83,St Augustine'S Ce Primary School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216259,709.31,0,709.31,St Lukes Pre-School Playgroup,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216413,8112.49,0,8112.49,St Lukes Pre-School Playgroup,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216261,1182.19,0,1182.19,St Pauls Peel Playgroup Fund,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216415,1293.22,0,1293.22,St Pauls Peel Playgroup Fund,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216346,6686.55,0,6686.55,Sylvan Court Day Nursery Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216209,1521.69,0,1521.69,T/A Holyrood Day Nursery - Hope,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216306,7961.86,0,7961.86,T/A Holyrood Day Nursery - Hope,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216208,2127.94,0,2127.94,T/A Holyrood Day Nursery - Media Ci,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216305,13451.7,0,13451.7,T/A Holyrood Day Nursery - Media Ci,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216210,1655.06,0,1655.06,T/A Holyrood Day Nursery - Salford,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216307,6731.99,0,6731.99,T/A Holyrood Day Nursery - Salford,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216211,4019.44,0,4019.44,T/A Holyrood Day Nursery (Swinton),Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216308,13131.3,0,13131.3,T/A Holyrood Day Nursery (Swinton),Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216284,9149.89,0,9149.89,T/A Marlborough Road Academy,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216348,18632.25,0,18632.25,Talmud Torah Chinuch N'Orim,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216349,16756.84,0,16756.84,Talmud Torah Yetev Lev Ltd-Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216263,3073.69,0,3073.69,Tashbar Academy Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216416,23266.27,0,23266.27,Tashbar Academy Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,cclmbsfia,1200,0,1200,Tenant Management Solu,Children's Services,Other Professional Fees
Salford City Council,2018-04-23,601216240,2127.94,0,2127.94,The Dollhouse,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216265,1655.06,0,1655.06,The Manse Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216418,6084,0,6084,The Manse Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216353,10829.33,0,10829.33,The New Girls School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601215154,2600,0,2600,The Proud Trust,Children's Services,Training expenses
Salford City Council,2018-04-23,601216267,2600.81,0,2600.81,The Stables Day Nursery Limited,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216352,4442.59,0,4442.59,The Stables Day Nursery Limited,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216266,1218.56,0,1218.56,The Stables Day Nursery Monton,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216351,7572.34,0,7572.34,The Stables Day Nursery Monton,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216269,2837.25,0,2837.25,Tinytots Vision Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216270,5201.63,0,5201.63,Tinytots Vision Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216355,6591.49,0,6591.49,Tinytots Vision Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216356,6827.93,0,6827.93,Tinytots Vision Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216354,1201.2,0,1201.2,Tinytots Vision Nursery Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216357,10455.9,0,10455.9,Toras Emes,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216382,943.31,0,943.31,Treasures Child Care Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216191,1655.06,0,1655.06,Treasures Child Care Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216272,3310.13,0,3310.13,Unicorn Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216419,7457.03,0,7457.03,Unicorn Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216187,2946.38,0,2946.38,University Of Salford Busy Bees,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216378,10201.12,0,10201.12,University Of Salford Busy Bees,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216274,1418.63,0,1418.63,Wasp Pre-School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216358,3334.5,0,3334.5,Wasp Pre-School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216359,5200.65,0,5200.65,Wasp Pre-School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216344,570.38,0,570.38,Water Liliy Childminders,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216276,1364.06,0,1364.06,Westwood Smarties,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216421,4568.41,0,4568.41,Westwood Smarties,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,1600604744,855.76,142.63,713.13,Whistl Uk Ltd,Service Reform,Postage
Salford City Council,2018-04-23,1600604743,3631.93,605.32,3026.61,Whistl Uk Ltd,Service Reform,Postage
Salford City Council,2018-04-23,601216277,2091.56,0,2091.56,Wow Kids Ltd T/A Bright Futures,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216422,3448.58,0,3448.58,Wow Kids Ltd T/A Bright Futures,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216278,3310.13,0,3310.13,Yogurt Pots Childcare Services,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216423,3883.43,0,3883.43,Yogurt Pots Childcare Services,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-24,sxumroinl,531.92,5.06,526.86,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-24,rlbfqcxzx,549.03,8.42,540.61,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-24,toxgmgjur,552.79,0,552.79,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-24,vecylsein,584.27,3.04,581.23,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-24,601216096,1425.09,0,1425.09,Bristow & Sutor,Service Reform,VAT Adjustment
Salford City Council,2018-04-24,601216117,9078.34,0,9078.34,Bristow & Sutor,Service Reform,VAT Adjustment
Salford City Council,2018-04-24,1600605016,1198.2,199.7,998.5,Burgess Security Systems Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2018-04-24,1600605015,2962.8,493.8,2469,Burgess Security Systems Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2018-04-24,601215157,528,0,528,Bwa Ltd,Service Reform,Catering Materials
Salford City Council,2018-04-24,1600604762,864.51,144.09,720.42,Commsec Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-04-24,1600604761,974.96,162.5,812.46,Commsec Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-04-24,601215139,935.95,155.99,779.96,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-24,601215138,1028.96,171.49,857.47,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-24,1600605182,3448.8,574.8,2874,Digital Hearing Care,Service Reform,Disability Equipment
Salford City Council,2018-04-24,1600604975,1041.81,49.61,992.2,Emo Oil Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2018-04-24,1600604928,974.4,162.4,812,M Assessment Services Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2018-04-24,601216059,896,0,896,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-24,1600605053,714.98,119.16,595.82,Northgate Public Services (Uk) Ltd,Service Reform,Agency Fees
Salford City Council,2018-04-24,1600605662,1822.08,303.68,1518.4,Northgate Public Services (Uk) Ltd,"Community, Health & Social Care",Computer Software
Salford City Council,2018-04-24,1600605050,1999.49,333.25,1666.24,Northgate Public Services (Uk) Ltd,Service Reform,Agency Fees
Salford City Council,2018-04-24,1600605051,18063.36,3010.56,15052.8,Northgate Public Services (Uk) Ltd,Service Reform,Agency Fees
Salford City Council,2018-04-24,1600605750,501.6,83.6,418,Premier Paper Group Ltd,Service Reform,Stationery
Salford City Council,2018-04-24,1600605711,630,105,525,Randstad Public Services Limited,Children's Services,Pupil Assistance
Salford City Council,2018-04-24,601215363,720,120,600,Randstad Public Services Limited,Children's Services,Agency Fees
Salford City Council,2018-04-24,601215112,2295,382.5,1912.5,Reach Publishing Services Ltd,Sustainable Regeneration,Legal Fees
Salford City Council,2018-04-24,601215544,825,0,825,Rochdale Mbc,Children's Services,Pupil Assistance
Salford City Council,2018-04-24,1600604771,1079.1,179.85,899.25,Silk Group,Children's Services,Vehicle Hire - perm
Salford City Council,2018-04-24,1600604952,4714.8,785.8,3929,Ssi Schaefer Limited,Environment and Community Safety,Equipment Purchase
Salford City Council,2018-04-24,601216449,13069.24,2170.71,10898.53,T/A Evans Halshaw Commercials,Capital Expenditure,Purch of Veh/Plant
Salford City Council,2018-04-24,1600604768,8449.79,1408.3,7041.49,Wesley Music,Environment and Community Safety,IT  Licence Fee
Salford City Council,2018-04-25,1600604997,912,152,760,Axd Environmental Ltd,Capital Expenditure,Capital Expenses
Salford City Council,2018-04-25,umasbevix,502.77,4.56,498.21,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-25,mvjqdlzqy,546.6,6.02,540.58,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-25,oedqljlhr,570.44,5.02,565.42,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-25,zlxtomage,709.52,2.02,707.5,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-25,1600605165,10200,1700,8500,Core Assets Childrens Services Ltd,Children's Services,Payts to Agencies
Salford City Council,2018-04-25,1600605167,11700,1950,9750,Core Assets Childrens Services Ltd,Children's Services,Payts to Agencies
Salford City Council,2018-04-25,601215161,1350,0,1350,Csin Cic,Children's Services,Pupil Assistance
Salford City Council,2018-04-25,601216090,6846.45,0,6846.45,Express Travels (Bolton) Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-25,1600605753,813.96,135.66,678.3,Farnham Electrical Distributors Ltd,Children's Services,Equipment Purchase
Salford City Council,2018-04-25,1600605022,32061.6,5343.6,26718,Gristwood And Toms Ltd,Environment and Community Safety,Contractors
Salford City Council,2018-04-25,601215560,78000,13000,65000,Idox Software Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-25,601216073,735,0,735,Kvn Travel,Children's Services,Pupil Assistance
Salford City Council,2018-04-25,1600604970,67653.84,4542.51,63111.33,Manchester City Council,Service Reform,Legal Fees
Salford City Council,2018-04-25,1600605761,126745,0,126745,Manchester City Council,Sustainable Regeneration,Consult/Contractors
Salford City Council,2018-04-25,1600605018,1600,0,1600,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-25,601216076,2096.01,0,2096.01,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-25,601216075,3360,0,3360,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-25,601216061,1612.8,268.8,1344,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-25,601216062,14322,0,14322,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-25,601216564,3326.34,0,3326.34,Oliver & Co Solicitors,Service Reform,Liability Insurance
Salford City Council,2018-04-25,601215326,568.8,94.8,474,Orchid Cellmark Ltd,Children's Services,Vehicle RunningCosts
Salford City Council,2018-04-25,1600605281,948,158,790,Rbs Invoice Finance Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2018-04-25,1600604978,1848,308,1540,Rbs Invoice Finance Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2018-04-25,1600604977,4056,676,3380,Rbs Invoice Finance Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2018-04-25,1600604979,4056,676,3380,Rbs Invoice Finance Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2018-04-25,1600605775,1305837.6,217639.6,1088198,Salford Community Leisure Ltd,"Community, Health & Social Care",SCL management fee
Salford City Council,2018-04-25,1600605545,995.72,165.95,829.77,Scarab Sweepers Ltd,Environment and Community Safety,Vehicle Related
Salford City Council,2018-04-25,1600605007,502.2,83.7,418.5,Technical Surfaces Ltd,Capital Expenditure,Other Works
Salford City Council,2018-04-25,1600605774,6000,0,6000,The Ethical Education Enterprise,Children's Services,Pupil Assistance
Salford City Council,2018-04-25,601216557,6021.7,1003.63,5018.07,Utility Services (Media City Uk ) Ltd,Office of the Chief Executive,Electricity
Salford City Council,2018-04-25,1600605128,14400,2400,12000,Xpress Software Solutions,Service Reform,Computer Maintenance
Salford City Council,2018-04-26,601216656,7500,0,7500,Accountant General Of Senior Courts,Service Reform,Liability Insurance
Salford City Council,2018-04-26,vpqtlhixm,512.09,11.13,500.96,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-26,qvkyndgdq,522.83,5.06,517.77,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-26,mpueeljvv,606.96,3.83,603.13,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-26,601216622,974.78,162.46,812.32,British Telecommunications Plc,Service Reform,Lease line rentals
Salford City Council,2018-04-26,601216654,715,0,715,Broomfields Junior School,Service Reform,Other Prof Fees
Salford City Council,2018-04-26,601216618,5969.82,0,5969.82,Cleggs Chilled Food Service,Environment and Community Safety,Provisions
Salford City Council,2018-04-26,jhgctlqrs,646.46,0,646.46,Creamline Dairies Red Ban,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-26,zvcxlatrk,968.98,0,968.98,Creamline Dairies Traffor,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-26,1600605824,4080,0,4080,Csin Cic,Children's Services,Pupil Assistance
Salford City Council,2018-04-26,1600605825,5040,0,5040,Csin Cic,Children's Services,Pupil Assistance
Salford City Council,2018-04-26,601216645,2100,350,1750,Global Policing Ltd,Children's Services,Other Prof Fees
Salford City Council,2018-04-26,601216659,2100,350,1750,Global Policing Ltd,Children's Services,Other Prof Fees
Salford City Council,2018-04-26,1600605916,573.74,95.62,478.12,Hays Recruitment,Children's Services,Agency Fees
Salford City Council,2018-04-26,1600605830,648,108,540,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2018-04-26,601216640,761.89,0,761.89,Jc Services,Children's Services,Class Supplies Capit
Salford City Council,2018-04-26,601216608,580,0,580,Kip Mcgrath,Children's Services,Pupil Assistance
Salford City Council,2018-04-26,1600605858,619.2,103.2,516,Medgen Ltd,Children's Services,Payts to Agencies
Salford City Council,2018-04-26,1600605859,1644.67,274.11,1370.56,Medgen Ltd,Children's Services,Payts to Agencies
Salford City Council,2018-04-26,1600605857,1796.78,299.47,1497.31,Medgen Ltd,Children's Services,Payts to Agencies
Salford City Council,2018-04-26,1600605856,2948.4,491.4,2457,Medgen Ltd,Children's Services,Payts to Agencies
Salford City Council,2018-04-26,1600605900,2790,465,2325,Mhfa England Cic,Children's Services,Training of Others
Salford City Council,2018-04-26,601216060,705.6,117.6,588,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-26,601216058,912,0,912,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-26,601216639,21894.66,3649.11,18245.55,Peel Media Ltd,Office of the Chief Executive,Rents
Salford City Council,2018-04-26,601216626,1056,176,880,Pk Education Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-26,frodedvtn,2309.89,0,2309.89,Quayside Bakery,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-26,601216655,1500,0,1500,Redacted Data,Service Reform,Liability Insurance
Salford City Council,2018-04-26,601216624,1622.99,270.5,1352.49,Rm Education Plc,Children's Services,Computer Equipment
Salford City Council,2018-04-26,1600601997,18344,0,18344,Rossendale School Priory,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-26,1600605869,6314.15,1052.36,5261.79,S & W Tlp (Project Co Two) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-26,601216083,2100,0,2100,T/A D & H Enterprises,Children's Services,Pupil Assistance
Salford City Council,2018-04-26,601216598,570.72,95.12,475.6,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-26,601216600,570.72,95.12,475.6,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-26,601216601,570.72,95.12,475.6,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-26,601216603,570.72,95.12,475.6,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-26,601216594,713.4,118.9,594.5,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-26,601216596,713.4,118.9,594.5,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-26,601216599,713.4,118.9,594.5,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-26,601216619,803.88,133.98,669.9,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-26,601216620,962.22,160.37,801.85,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-26,601216597,1230,205,1025,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-26,601216657,2920,0,2920,The Court Service,Sustainable Regeneration,Debt Recoveries Agen
Salford City Council,2018-04-26,601216652,2960,0,2960,The Court Service,Sustainable Regeneration,Debt Recoveries Agen
Salford City Council,2018-04-27,601216717,615,0,615,Auntie Stephs Playgroup,Children's Services,Grants
Salford City Council,2018-04-27,601216723,615,0,615,Auntie Stephs Playgroup,Children's Services,Grants
Salford City Council,2018-04-27,suoigpgxk,501.99,0,501.99,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-27,1600605957,107971.54,17995.26,89976.28,Capita Business Services Ltd,Service Reform,Computer Maintenance
Salford City Council,2018-04-27,601216718,615,0,615,Care Chiefs,Children's Services,Grants
Salford City Council,2018-04-27,1600605866,6666,0,6666,Chaigeley Educational Foundation,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-27,1600605865,11384,0,11384,Chaigeley Educational Foundation,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-27,1600605864,15160,0,15160,Chaigeley Educational Foundation,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-27,601216085,506,0,506,Comus Auto Cabs,Children's Services,Pupil Assistance
Salford City Council,2018-04-27,1600605940,807.37,134.56,672.81,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-27,1600605939,922.78,153.8,768.98,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-27,1600605941,4705.58,784.26,3921.32,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-27,1600605942,7998.53,473.3,7525.23,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-27,1600605938,268183.03,44697.17,223485.86,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-27,1600605672,53601.64,8933.61,44668.03,F Parkinson Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-04-27,601216729,4000,0,4000,Forbes Solicitors,Service Reform,Liability Insurance
Salford City Council,2018-04-27,1600605671,24300.97,4050.16,20250.81,Groundwork Landscapes Ltd,Capital Expenditure,Pay to Ctrs-Landscap
Salford City Council,2018-04-27,1600605798,6855.66,1142.61,5713.05,Harry Fairclough Construction Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2018-04-27,601216080,1260,0,1260,John Paul Taxis,Children's Services,Pupil Assistance
Salford City Council,2018-04-27,601216719,615,0,615,Kiddiewinkles Pre School,Children's Services,Grants
Salford City Council,2018-04-27,601216720,615,0,615,Kiddiewinkles Pre School,Children's Services,Grants
Salford City Council,2018-04-27,601216721,615,0,615,Kiddiewinkles Pre School,Children's Services,Grants
Salford City Council,2018-04-27,601216086,2478,0,2478,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-27,601216092,21892.5,0,21892.5,Mainline 8S Executive Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-27,stxdrrume,894,0,894,Mark Harrod Ltd,Children's Services,Equipment Purchase
Salford City Council,2018-04-27,601216688,2225,0,2225,Marston Group Limited,Service Reform,VAT Adjustment
Salford City Council,2018-04-27,601216689,2358.08,0,2358.08,Marston Group Limited,Service Reform,VAT Adjustment
Salford City Council,2018-04-27,601216084,800,0,800,P A Devine,Children's Services,Pupil Assistance
Salford City Council,2018-04-27,601216078,2232.93,0,2232.93,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-27,601216722,615,0,615,Roobyloos Childrens Nursery,Children's Services,Grants
Salford City Council,2018-04-27,1600605946,33823.58,0,33823.58,S & W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-27,1600605951,2073.77,345.63,1728.14,S & W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-27,1600605947,7482.58,1247.1,6235.48,S & W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-27,1600605944,12592.86,2098.81,10494.05,S & W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-27,1600605945,40588.3,6764.72,33823.58,S & W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-27,1600605943,124014.15,20669.03,103345.12,S & W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-27,1600605949,87389.93,0,87389.93,S & W Tlp (Project Co Two) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-27,1600605950,31601.82,5266.97,26334.85,S & W Tlp (Project Co Two) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-27,1600605948,104867.92,17477.99,87389.93,S & W Tlp (Project Co Two) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-27,601216095,1380,0,1380,Saeed A Vakharia T/A Imperial Trave,Children's Services,Pupil Assistance
Salford City Council,2018-04-27,1600605828,10000,0,10000,Salford Forum For Refugees,Service Reform,Pmnts Privt Provider
Salford City Council,2018-04-27,601216690,15000,0,15000,Slater & Gordon Uk Llp,Service Reform,Other Prof Fees
Salford City Council,2018-04-27,601216627,583.2,97.2,486,Teaching Personnel Ltd,Children's Services,Agency Fees
