Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,Description
Salford City Council,2011-11-03,27535983,990.02,9.69,980.33,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2011-11-03,27620281,1865.01,0.00,1865.01,Quayside Bakery,Environment and Community Safety,Provisions
Salford City Council,2011-11-03,1600426033,2160.00,360.00,1800.00,P W Systems Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2011-11-03,601027406,771.76,0.00,771.76,Redacted Personal Data,Environment and Community Safety,Refunds
Salford City Council,2011-11-03,601027261,548.51,0.00,548.51,Redacted Personal Data,Sustainable Regeneration,Rental Bonds
Salford City Council,2011-11-03,1600426412,715.20,119.20,596.00,Tribune Avs Ltd,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2011-11-03,1600426429,672.60,112.10,560.50,Lyreco Uk Limited,Customer and Support Services,Stationery
Salford City Council,2011-11-03,1600424749,828.42,138.07,690.35,Lyreco Uk Limited,Children Services,Stationery
Salford City Council,2011-11-03,601027349,775.50,115.50,660.00,Skilldrive Ltd,Children Services,Training expenses
Salford City Council,2011-11-03,601027355,23407.86,3890.64,19517.22,Addleshaw Goddard,Children Services,Unitary Charge
Salford City Council,2011-11-03,1600426063,684.00,114.00,570.00,Phillip Dean Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-11-03,27535958,1000.00,0.00,1000.00,Vosa - Testing Onl,Environment and Community Safety,VMS MOTs
Salford City Council,2011-11-04,601026872,2032.13,338.69,1693.44,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2011-11-04,601024037,3255.85,542.64,2713.21,Outcomes Uk Ltd,Children Services,Agency Fees
Salford City Council,2011-11-04,601026871,6102.02,1017.00,5085.02,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2011-11-04,601024052,6300.00,1050.00,5250.00,Outcomes Uk Ltd,Children Services,Agency Fees
Salford City Council,2011-11-04,601026848,7177.67,1196.28,5981.39,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2011-11-04,1600425800,504.00,84.00,420.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2011-11-04,1600425799,2192.40,365.40,1827.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2011-11-04,601027394,3506.25,0.00,3506.25,T'Mimei Lev,Children Services,Books & Periodicals
Salford City Council,2011-11-04,601027395,3506.25,0.00,3506.25,T'Mimei Lev,Children Services,Books & Periodicals
Salford City Council,2011-11-04,601027032,9666.66,0.00,9666.66,Manchester Jnr Girls School,Children Services,Books & Periodicals
Salford City Council,2011-11-04,601025548,1236.90,206.15,1030.75,Vaughan Decor,Sustainable Regeneration,Building Maintenance
Salford City Council,2011-11-04,601025549,1693.88,282.31,1411.57,Vaughan Decor,Sustainable Regeneration,Building Maintenance
Salford City Council,2011-11-04,601027371,629.80,93.80,536.00,Psi (Resources) Limited,Children Services,Building Rep & Maint
Salford City Council,2011-11-04,601027370,643.20,107.20,536.00,Psi (Resources) Limited,Children Services,Building Rep & Maint
Salford City Council,2011-11-04,1600424636,507.83,84.64,423.19,Planglow Ltd,Environment and Community Safety,Catering Materials
Salford City Council,2011-11-04,27620319,565.20,94.20,471.00,Alliance Disposables L,Sustainable Regeneration,Cleaning Materials
Salford City Council,2011-11-04,1600426515,645.37,107.56,537.81,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2011-11-04,27620284,989.28,164.88,824.40,Alliance Disposables L,Sustainable Regeneration,Cleaning Materials
Salford City Council,2011-11-04,1600426513,2834.26,472.38,2361.88,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2011-11-04,1600424737,3232.32,538.72,2693.60,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2011-11-04,1600426537,630.00,105.00,525.00,E C E Consultancy Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-11-04,1600425135,8476.93,1412.82,7064.11,Limehouse Software Ltd,Sustainable Regeneration,Consult/Contractors
Salford City Council,2011-11-04,1600425118,9000.00,1500.00,7500.00,Swift Argent Ltd,Sustainable Regeneration,Consult/Contractors
Salford City Council,2011-11-04,1600426333,13418.02,2236.33,11181.69,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-11-04,601027421,15088.80,2514.80,12574.00,Ernst And Young,Sustainable Regeneration,Consult/Contractors
Salford City Council,2011-11-04,601027369,83895.95,13982.66,69913.29,Nsl Ltd,Sustainable Regeneration,Consult/Contractors,
Salford City Council,2011-11-04,601027364,3390.69,0.00,3390.69,Icap Europe Limited,Capital Expenditure,Debt Mgmt Expenses,
Salford City Council,2011-11-04,1600425149,819.00,136.50,682.50,Prism Medical Uk,Community Health & Social Care,Disability Equipment,
Salford City Council,2011-11-04,1600424957,924.72,154.12,770.60,Gerald Simonds Healthcare Ltd,Community Health & Social Care,Disability Equipment,
Salford City Council,2011-11-04,2202959475,1000.00,0.00,1000.00,Addleshaw Goddard LLP,Children's Services,Equity investment BSF,
Salford City Council,2011-11-04,1600426235,504.00,84.00,420.00,Central Power Services Ltd,Customer and Support Services,External Audit Fees,
Salford City Council,2011-11-04,601027374,797.15,132.86,664.29,The Furnishing Service,Sustainable Regeneration,Furniture,
Salford City Council,2011-11-04,601027373,1241.40,206.90,1034.50,The Furnishing Service,Sustainable Regeneration,Furniture,
Salford City Council,2011-11-04,601026851,15000.00,0.00,15000.00,Hbhg Development Trust Ltd,Children Services,Grants,
Salford City Council,2011-11-04,601027420,26895.00,0.00,26895.00,Transport For Greater Manchester,Chief Executives,Grants,
Salford City Council,2011-11-04,601027425,27906.75,0.00,27906.75,Federation Of Jewish Services,Community Health & Social Care,Grants,
Salford City Council,2011-11-04,1600426511,1000.00,0.00,1000.00,Sheffield Alcohol Support Service,Environment and Community Safety,Grants - External,
Salford City Council,2011-11-04,1600425210,2084.40,0.00,2084.40,Salford Nhs Primary Care Trust,Community Health & Social Care,Grants - External,
Salford City Council,2011-11-04,1600426328,3920.00,0.00,3920.00,Salford Nhs Primary Care Trust,Community Health & Social Care,Grants - External,
Salford City Council,2011-11-04,601027439,6250.00,0.00,6250.00,Brain & Spinal Injury Charity,Community Health & Social Care,Grants - External,
Salford City Council,2011-11-04,1600425157,76107.64,12684.61,63423.03,Salford Community Leisure Ltd,Environment and Community Safety,Grants - External,
Salford City Council,2011-11-04,6000904379,832.32,0.00,832.32,Comfort Call Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-04,6000904378,884.34,0.00,884.34,Comfort Call Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-04,6000904356,1768.69,0.00,1768.69,B & M Community Services Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-04,6000904373,2917.87,0.00,2917.87,Image Act & Succeed,Community Health & Social Care,Home Helps
Salford City Council,2011-11-04,6000904368,3968.82,0.00,3968.82,Dh Homecare Limited,Community Health & Social Care,Home Helps
Salford City Council,2011-11-04,6000904358,5254.99,0.00,5254.99,Redacted Personal Data,Community Health & Social Care,Home Helps
Salford City Council,2011-11-04,6000904370,5428.44,0.00,5428.44,Human Support Group Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-04,6000904376,6741.18,0.00,6741.18,Sevacare (Uk) Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-04,6000904371,11184.30,0.00,11184.30,Local Solutions,Community Health & Social Care,Home Helps
Salford City Council,2011-11-04,6000904354,11903.40,0.00,11903.40,Premier Care Solutions,Community Health & Social Care,Home Helps
Salford City Council,2011-11-04,6000904352,12385.59,0.00,12385.59,Nightingales Home Care Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-04,1600425001,72451.55,0.00,72451.55,Sodexo Ltd,Community Health & Social Care,Integrated Drug Treatment
Salford City Council,2011-11-04,601027042,750.00,125.00,625.00,Bansa Singh Hayer,Children Services,Legal Fees
Salford City Council,2011-11-04,601027413,580.90,0.00,580.90,Redacted Personal Data,Customer and Support Services,Liability Insurance
Salford City Council,2011-11-04,601027524,1474.21,245.70,1228.51,O2 (Uk)  Limited,Capital Expenditure,Mobile Phones
Salford City Council,2011-11-04,601027528,1750.25,291.70,1458.55,O2 (Uk)  Limited,Capital Expenditure,Mobile Phones
Salford City Council,2011-11-04,601027527,1765.65,294.27,1471.38,O2 (Uk)  Limited,Capital Expenditure,Mobile Phones
Salford City Council,2011-11-04,601027529,4370.71,728.45,3642.26,O2 (Uk)  Limited,Capital Expenditure,Mobile Phones
Salford City Council,2011-11-04,27620283,34039.58,5648.86,28390.72,O2 (Uk) Ltd,Customer and Support Services,Mobile Phones
Salford City Council,2011-11-04,601026431,30924.00,0.00,30924.00,Witherslack Hall School,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-04,601027427,47076.78,7846.13,39230.65,Birse Civils Ltd,Children Services,Office Equipment
Salford City Council,2011-11-04,1600425696,845.00,0.00,845.00,Redacted Personal Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2011-11-04,1600425128,1500.00,0.00,1500.00,Jo Foley Arts,Environment and Community Safety,Other Prof Fees
Salford City Council,2011-11-04,1600424976,9360.00,1560.00,7800.00,Nemisis Pyrotechnics Ltd,Chief Executives,Other Prof Fees
Salford City Council,2011-11-04,601025219,12364.00,0.00,12364.00,Criminal Records Bureau,Customer and Support Services,Other Prof Fees
Salford City Council,2011-11-04,601027438,48925.04,8154.17,40770.87,Urban Vision Partnership Ltd,Children Services,Other Prof Fees
Salford City Council,2011-11-04,1600425134,41775.60,6962.60,34813.00,Ingenitech Ltd,Capital Expenditure,Other Works
Salford City Council,2011-11-04,601027381,6026.11,1004.35,5021.76,Greater Manchester West,Community Health & Social Care,Payments to H A
Salford City Council,2011-11-04,601027419,795.27,0.00,795.27,Caritas Diocese Of Salford,Children Services,Payts to Agencies
Salford City Council,2011-11-04,1600426329,2550.00,0.00,2550.00,Northerncare,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601027459,3093.00,0.00,3093.00,Foster Care Associates Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601026400,3128.70,0.00,3128.70,The National Fostering Agency,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601027457,3265.50,0.00,3265.50,Foster Care Associates Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601027455,3315.00,0.00,3315.00,Foster Care Associates Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601027454,3540.00,0.00,3540.00,Foster Care Associates Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601026403,3571.82,0.00,3571.82,Safehouses North Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601026402,3759.99,0.00,3759.99,Safehouses North Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601027449,4109.10,0.00,4109.10,Foster Care Associates Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601027452,4109.10,0.00,4109.10,Foster Care Associates Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601027448,4173.00,0.00,4173.00,Foster Care Associates Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601027220,5622.50,0.00,5622.50,Give Us A Break (Bme Women),Community Health & Social Care,Payts to Agencies
Salford City Council,2011-11-04,1600426523,7843.00,0.00,7843.00,Agr Care Services,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601027440,8218.20,0.00,8218.20,Foster Care Associates Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,1600425391,10163.66,0.00,10163.66,Social Care Services (Clayton) Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,1600425493,10163.66,0.00,10163.66,Social Care Services (Clayton) Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601027382,10967.75,0.00,10967.75,Central Manchester University,Children Services,Payts to Agencies
Salford City Council,2011-11-04,1600426337,13996.00,0.00,13996.00,Timeout Homes Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,1600424999,14149.28,0.00,14149.28,Alliance Care And Education,Children Services,Payts to Agencies
Salford City Council,2011-11-04,1600425126,14250.00,0.00,14250.00,Meadows Care Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,1600425690,15000.00,0.00,15000.00,Meadows Care Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601027383,15500.00,0.00,15500.00,Central Manchester University,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601027384,18750.00,0.00,18750.00,Central Manchester University,Children Services,Payts to Agencies
Salford City Council,2011-11-04,601027372,2139.00,356.50,1782.50,Cheadle Royal Hospital,Children Services,Payts to Other LA's
Salford City Council,2011-11-04,601027460,41011.20,0.00,41011.20,Manchester City Council,Children Services,Payts to Other LA's
Salford City Council,2011-11-04,1600426313,585.98,97.66,488.32,Safe & Secure (Uk) Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-04,601025558,2460.00,410.00,2050.00,K. D. B.  Services Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-04,601027367,70732.04,11788.67,58943.37,Birse Civils Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-04,601027234,1161.06,0.00,1161.06,Royal Mail Group Plc,Chief Executives,Postage
Salford City Council,2011-11-04,601027434,4000.00,0.00,4000.00,Fp Teleset Data Group,Customer and Support Services,Postage
Salford City Council,2011-11-04,1600425007,921.48,153.58,767.90,Communisis Print Management,Chief Executives,Print & Photocopying
Salford City Council,2011-11-04,27620258,1454.00,0.00,1454.00,Indigo Lithoprint Ltd,Customer and Support Services,Printing & Photocopying
Salford City Council,2011-11-04,601027366,530.78,88.46,442.32,The Noisy Drinks Company,Environment and Community Safety,Provisions
Salford City Council,2011-11-04,601026432,836.54,139.42,697.12,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2011-11-04,601027227,25456.80,4242.80,21214.00,S & W Tlp Education Partnership Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2011-11-04,1600426503,1800.00,300.00,1500.00,Intellident Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2011-11-04,1600425354,119869.39,19978.23,99891.16,H Jenkinson & Company Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2011-11-04,601027495,690.00,0.00,690.00,York House Client House,Community Health & Social Care,Residents Savings
Salford City Council,2011-11-04,601027392,500.85,83.47,417.38,Tribune Avs Ltd,Children Services,Security Services
Salford City Council,2011-11-04,1600426265,715.97,119.33,596.64,Mitie Security Ltd,Sustainable Regeneration,Security Services
Salford City Council,2011-11-04,1600424989,31393.33,5232.22,26161.11,Mitie Security Ltd,Sustainable Regeneration,Security Services
Salford City Council,2011-11-04,27620334,1068.00,178.00,890.00,Antalis Uk Ltd,Customer and Support Services,Stationery
Salford City Council,2011-11-04,601027466,2350.00,0.00,2350.00,Specialists Schools & Academies Trust,Children Services,Subscriptions
Salford City Council,2011-11-04,601018373,823.00,0.00,823.00,University Of Salford,Community Health & Social Care,Training expenses
