Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2011-09-02,601018504,607.43,0.00,607.43,Adullam Homes,Sustainable Regeneration,Rents
Salford City Council,2011-09-02,601018510,1100.97,0.00,1100.97,City West Housing Trust,Community Health & Social Care,Rents
Salford City Council,2011-09-02,601018482,1425.00,0.00,1425.00,Monton Church (Unitarian),Environment and Community Safety,Rents
Salford City Council,2011-09-02,601018644,2403999.60,400666.60,2003333.00,Salix Homes Limited,Sustainable Regeneration,Salix Mgt Fee
Salford City Council,2011-09-02,601018519,626.70,104.45,522.25,Chubb Electronic Security Systems,Children's Services,Security Sys R & Mnt
Salford City Council,2011-09-02,25370826,1068.00,178.00,890.00,Antalis Uk Ltd,Customer and Support Services,Stationery
Salford City Council,2011-09-02,25370852,534.00,89.00,445.00,Antalis Uk Ltd,Customer and Support Services,Stationery
Salford City Council,2011-09-02,601018453,700.00,0.00,700.00,Lexis Nexis,Customer and Support Services,Subscriptions
Salford City Council,2011-09-02,601018558,3611.22,601.87,3009.35,Teaching Personnel,Children's Services,Supply Teach-Basic
Salford City Council,2011-09-02,601018605,690.00,115.00,575.00,Teaching Personnel,Children's Services,Supply Teach-Basic
Salford City Council,2011-09-02,601018607,690.00,115.00,575.00,Teaching Personnel,Children's Services,Supply Teach-Basic
Salford City Council,2011-09-02,601018447,780.00,130.00,650.00,Bedspace Resource Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-02,601018513,3870.00,645.00,3225.00,Tushingham Moore,Capital Expenditure,Surveyors Fees
Salford City Council,2011-09-02,601018610,1962.20,327.03,1635.17,Virgin Media Business,Customer and Support Services,Telephones & Fax
Salford City Council,2011-09-02,601018735,3627.14,0.00,3627.14,Redacted Personal Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2011-09-02,601018665,1944.00,0.00,1944.00,Redacted Personal Data,Children's Services,Training of Others
Salford City Council,2011-09-02,601018674,1944.00,0.00,1944.00,Redacted Personal Data,Children's Services,Training of Others
Salford City Council,2011-09-02,601018677,1944.00,0.00,1944.00,Redacted Personal Data,Children's Services,Training of Others
Salford City Council,2011-09-02,601018460,585.00,97.50,487.50,Safecare Services Ltd,Children's Services,Travel Expenses
Salford City Council,2011-09-02,1600421704,532.80,88.80,444.00,Ellesmere Engineering Co Ltd,Children's Services,UV Heat Rep
Salford City Council,2011-09-02,1600420431,684.00,114.00,570.00,Osborne Delta,Children's Services,UV Light/Fire
Salford City Council,2011-09-02,1600421757,4726.52,787.75,3938.77,Whale Tankers Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-02,1600421758,1045.66,174.28,871.38,Cornthwaite Agricultural Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-02,1600421763,1093.18,182.20,910.98,Cornthwaite Agricultural Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-02,1600421794,539.53,89.92,449.61,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-02,1600421789,44557.92,7426.32,37131.60,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2011-09-02,1600421790,3966.12,661.02,3305.10,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2011-09-02,601018484,1510.87,0.00,1510.87,Speedy Products Ltd,Environment and Community Safety,Water
Salford City Council,2011-09-02,601017743,1512.00,252.00,1260.00,Sibcas Ltd.,Capital Expenditure,Works & Building
Salford City Council,2011-09-02,601017312,11378.29,1896.38,9481.91,"Warden Construction Ltd.,",Capital Expenditure,Works & Building
Salford City Council,2011-09-02,1600421755,22740.00,3790.00,18950.00,Winsulate Uk Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-02,1600421306,2874.00,479.00,2395.00,Lar Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-05,601018723,1078.80,179.80,899.00,Ambitious Minds Limited,Children's Services,Class Supplies Capit
Salford City Council,2011-09-05,1600419590,1482.38,247.06,1235.32,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2011-09-05,1600420230,712.36,118.73,593.63,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2011-09-05,1600421095,1555.20,259.20,1296.00,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2011-09-05,1600421904,9000.00,1500.00,7500.00,George Cox & Sons Ltd,Customer and Support Services,Computer Equipment
Salford City Council,2011-09-05,1600421160,2160.00,360.00,1800.00,Iap Technology Ltd,Chief Executives,Computer Equipment
Salford City Council,2011-09-05,1600421096,1204.80,200.80,1004.00,Treework Arboricultural Services,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-09-05,601018729,605.76,100.96,504.80,Jacobs,Customer and Support Services,Debt Recoveries Agen
Salford City Council,2011-09-05,1600421541,1177.12,196.18,980.94,Alan Franklin Builders Ltd,Capital Expenditure,Demolition
Salford City Council,2011-09-05,1600419940,594.00,99.00,495.00,Hcl Safety Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-05,1600421926,7065.00,1177.50,5887.50,Garryowen Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2011-09-05,25388484,702.00,0.00,702.00,Asm Accessories Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-09-05,601018787,3465.00,577.50,2887.50,Co-Ordinate (Uk) Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2011-09-05,601018768,17000.00,0.00,17000.00,C R I S,Chief Executives,Grants
Salford City Council,2011-09-05,601018793,3000.00,500.00,2500.00,Northgate Information Solutions,Customer and Support Services,IT  Licence Fee
Salford City Council,2011-09-05,601018790,1669.00,9.00,1660.00,Transmission Creative Ltd,Sustainable Regeneration,Marketing/Publicity
Salford City Council,2011-09-05,601018772,640.00,106.67,533.33,Redacted Personal Data,Capital Expenditure,Other Works
Salford City Council,2011-09-05,601017334,3365.71,0.00,3365.71,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601017337,3396.87,0.00,3396.87,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601017340,3432.28,0.00,3432.28,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601017045,3538.42,0.00,3538.42,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601017047,3538.42,0.00,3538.42,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601017048,3432.28,0.00,3432.28,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601017050,3396.87,0.00,3396.87,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601017051,3396.87,0.00,3396.87,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601017052,3365.71,0.00,3365.71,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601017053,3365.71,0.00,3365.71,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601017054,3291.39,0.00,3291.39,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601017056,799.00,0.00,799.00,Foster Cares Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601017061,860.70,0.00,860.70,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601018797,3554.46,0.00,3554.46,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,1600421181,113230.00,0.00,113230.00,Oracle Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601018781,897.26,0.00,897.26,Living Ambitions,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601018791,633.36,0.00,633.36,Living Ambitions,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601018817,60454.25,0.00,60454.25,Age Concern Salford,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-05,601018052,719.95,0.00,719.95,Fairfield Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-05,601018792,3813.00,0.00,3813.00,Salford Community Leisure Ltd,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-09-05,1600421349,1830.00,305.00,1525.00,Alarm And Security Services,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-05,1600420587,5459.38,909.90,4549.48,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-05,1600421314,4872.00,812.00,4060.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-05,1600421316,1368.00,228.00,1140.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-05,1600421319,1648.80,274.80,1374.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-05,1600421320,571.20,95.20,476.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-05,1600421322,1932.00,322.00,1610.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-05,1600421844,15205.20,2534.20,12671.00,Bcl,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2011-09-05,1600421856,589.44,98.24,491.20,Bcl,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2011-09-05,1600421860,1645.82,274.30,1371.52,Bcl,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2011-09-05,601018499,834.87,139.14,695.73,Vanguard Storage Systems,Sustainable Regeneration,Removal Expenses
Salford City Council,2011-09-05,1600421173,33467.98,5578.00,27889.98,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Rents
Salford City Council,2011-09-05,1600421174,20184.82,3364.14,16820.68,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Rents
Salford City Council,2011-09-05,601018357,540.00,90.00,450.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2011-09-05,601018358,540.00,90.00,450.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2011-09-05,601018359,540.00,90.00,450.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2011-09-05,1600421824,4700.00,700.00,4000.00,Manchester City Council,Sustainable Regeneration,Sponsorship
Salford City Council,2011-09-05,25388486,7384.07,1230.67,6153.40,J W Lees & Co,Environment and Community Safety,Bar Stocks for Hired Venues for resale
Salford City Council,2011-09-05,601018739,644.18,0.00,644.18,Redacted Personal Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2011-09-05,601017860,15700.00,0.00,15700.00,Salford Community & Voluntary Servi,Children's Services,Training expenses
Salford City Council,2011-09-05,601018745,510.93,0.00,510.93,Jacobs,Customer and Support Services,VAT Adjustment
Salford City Council,2011-09-05,1600421838,1761.84,293.64,1468.20,Hydron Protective Coatings Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-05,1600421854,815.87,135.98,679.89,Lightoaks Garage,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-05,1600421877,530.17,88.36,441.81,Parker Merchanting,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-05,1600421835,665.57,110.93,554.64,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-05,1600421837,818.60,136.43,682.17,Scarab Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-05,1600421827,2688.00,448.00,2240.00,Cameron Forecourts,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-05,601018777,8305.66,1384.28,6921.38,Cruden Construction Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-06,601018929,718.40,0.00,718.40,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-06,601018933,969.57,0.00,969.57,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-06,601018930,714.42,0.00,714.42,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-06,601018932,853.10,0.00,853.10,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-06,601017614,1678.99,279.83,1399.16,Vaughan Decor,Sustainable Regeneration,Building Maintenance
Salford City Council,2011-09-06,1600421259,1092.66,182.11,910.55,Dowding & Plummer Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2011-09-06,1600421040,1242.00,207.00,1035.00,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2011-09-06,25436790,506.16,84.36,421.80,Alliance Disposables L,Urban Vision,Cleaning Services
Salford City Council,2011-09-06,601018878,2670.00,0.00,2670.00,Ramada Manchester,Children's Services,Computer Equipment
Salford City Council,2011-09-06,601018961,538.99,89.83,449.16,Walton Lea Project,Community Health & Social Care,Day Care
Salford City Council,2011-09-06,601018911,528.22,0.00,528.22,Wigan Council,Community Health & Social Care,Day Care
Salford City Council,2011-09-06,1600422067,4290.00,715.00,3575.00,P N Daly,Capital Expenditure,Demolition
Salford City Council,2011-09-06,1600422068,816.00,136.00,680.00,P N Daly,Capital Expenditure,Demolition
Salford City Council,2011-09-06,1600422069,618.00,103.00,515.00,P N Daly,Capital Expenditure,Demolition
Salford City Council,2011-09-06,1600421939,585.32,97.55,487.77,Electricity North West Ltd,Capital Expenditure,Demolition
Salford City Council,2011-09-06,1600421941,585.32,97.55,487.77,Electricity North West Ltd,Capital Expenditure,Demolition
Salford City Council,2011-09-06,1600421680,2895.00,482.50,2412.50,Marlow Electrical Co,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2011-09-06,1600421954,652.80,108.80,544.00,Marlow Electrical Co.,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-06,1600421186,1716.00,286.00,1430.00,Invacare Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-09-06,601018963,500.00,0.00,500.00,Halifax Bank Of Scotland,Sustainable Regeneration,Grants - External
Salford City Council,2011-09-06,601018851,10742.17,0.00,10742.17,Schofield & Sons,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-06,601018836,6682.29,0.00,6682.29,Gibsons Joiners & Builders,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-06,601018839,5171.04,0.00,5171.04,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-06,601018841,2468.10,0.00,2468.10,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-06,601018838,4685.00,0.00,4685.00,Lift Able Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-06,601018845,4822.20,0.00,4822.20,Lift Able Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-06,601018847,5179.02,0.00,5179.02,Lift Able Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-06,601018849,4807.38,0.00,4807.38,Lift Able Ltd,Capital Expenditure,Improvement Grants
