Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,description
Salford City Council,2015-04-07,1600533202,3341.25,0,3341.25,Capstone Foster Care (North) Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-07,1600533222,3675.18,612.53,3062.65,Central Power Services Ltd,Customer and Support Services,Computer Equipment
Salford City Council,2015-04-07,601138944,3179.96,0,3179.96,Compass Fostering Nw Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-07,601138946,3520.67,0,3520.67,Compass Fostering Nw Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-07,1600531918,6900,1150,5750,Co-Wheels Community Interest,Customer and Support Services,Other Prof Fees
Salford City Council,2015-04-07,1600531921,1716,286,1430,Csl Dual Com Ltd,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2015-04-07,1600532070,661.08,110.18,550.9,Dennis Eagle Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-04-07,601138980,615,0,615,Department Of Work & Pensions,Customer and Support Services,Liability Insurance
Salford City Council,2015-04-07,601138981,615,0,615,Department Of Work & Pensions,Customer and Support Services,Liability Insurance
Salford City Council,2015-04-07,1600530477,2775.19,462.53,2312.66,Dlp Services (Northern) Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,2015-04-07,601139074,1240.96,0,1240.96,Dlp Services Northern Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-07,601139058,735.52,0,735.52,Dlp Services Northern Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-07,601139064,678.96,0,678.96,Dlp Services Northern Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-07,601139068,622.99,0,622.99,Dlp Services Northern Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-07,601139062,619.84,0,619.84,Dlp Services Northern Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-07,601139066,610.14,0,610.14,Dlp Services Northern Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-07,601139054,609.19,0,609.19,Dlp Services Northern Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-07,601139055,1410.89,0,1410.89,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-07,601139069,3237.95,0,3237.95,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-07,601139053,4960.52,0,4960.52,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-07,601139065,4968.24,0,4968.24,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-07,601139061,5047.32,0,5047.32,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-07,601139067,5072.91,0,5072.91,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-07,601139063,5528.64,0,5528.64,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-07,601139057,5989.22,0,5989.22,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-07,601139073,10104.93,0,10104.93,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-07,1600532374,1704.02,284,1420.02,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Air Con
Salford City Council,2015-04-07,1600531786,1295.26,215.88,1079.38,G Jones Builders,Capital Expenditure,Works & Building
Salford City Council,2015-04-07,601137643,62389.44,10398.24,51991.2,G Jones Ltd,Capital Expenditure,Works & Building
Salford City Council,2015-04-07,1600531744,577.08,96.18,480.9,G Jones Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2015-04-07,1600533081,1210.8,201.8,1009,G Jones Ltd,Children's Services,Building Rep & Maint
Salford City Council,2015-04-07,1600532069,2795.7,465.95,2329.75,G Jones Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2015-04-07,1600532099,57083.14,9513.86,47569.28,G Jones Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-04-07,1600532564,91200,15200,76000,G Jones Ltd,Capital Expenditure,Works & Building
Salford City Council,2015-04-07,601138973,8000,0,8000,Grant Abrahams & Jonathan Allin,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-07,601138937,1491,0,1491,Harrop Fold School,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2015-04-07,1600533183,53796.44,8966.07,44830.37,Horticon Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-04-07,1600531266,5775,0,5775,Inspire Childrens Services Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-07,1600532128,1450,0,1450,Inspire Training & Education Servic,Children's Services,Non-Maint Spec Schls
Salford City Council,2015-04-07,1600530917,600.11,100.02,500.09,Integrated Water Services,Sustainable Regeneration,UV Tank Clean
Salford City Council,2015-04-07,1600532061,720,120,600,J A Prescott Plant Hire Ltd,Environment and Community Safety,Prog Maint & Works
Salford City Council,2015-04-07,1600531777,853.2,142.2,711,J Fletcher Engineers Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2015-04-07,1600530755,672.3,112.05,560.25,Keepmoat Regeneration Ltd,Capital Expenditure,Other Works
Salford City Council,2015-04-07,601138920,675,0,675,Marmion (Taxis),Children's Services,Oth Office Expenses
Salford City Council,2015-04-07,1600530859,3751.96,625.33,3126.63,Mitie Security Ltd,Sustainable Regeneration,Security Services
Salford City Council,2015-04-07,601139087,1760,0,1760,Ofsted,Children's Services,Other Prof Fees
Salford City Council,2015-04-07,1600530322,5154.99,0,5154.99,Oracle Care Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2015-04-07,601138983,1160,0,1160,Paypoint Plc,Sustainable Regeneration,Provisions
Salford City Council,2015-04-07,601138987,522.64,0,522.64,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2015-04-07,601138967,858.25,0,858.25,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-07,601138942,1106,0,1106,Redacted Data,"Community, Health & Social Care",Rents
Salford City Council,2015-04-07,601138939,4448,0,4448,Redacted Data,"Community, Health & Social Care",Residents Savings
Salford City Council,2015-04-07,601138975,10000,0,10000,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-07,601137282,16721.28,0,16721.28,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2015-04-07,601138941,30101.48,0,30101.48,Redacted Data,"Community, Health & Social Care",Residents Savings
Salford City Council,2015-04-07,1600533194,1570.18,261.7,1308.48,S&W Tlp (Project Co Two) Ltd,Children's Services,Unitary Charge
Salford City Council,2015-04-07,1600533244,7650,1275,6375,Salford Community Leisure Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-04-07,1600531745,564793.45,97696.23,467097.22,Salford Schools Solutions Ltd,Children's Services,Unitary Charge
Salford City Council,2015-04-07,601138935,1390,0,1390,Sheves Youth Org Ltd,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2015-04-07,1600530988,1398,233,1165,Sidhil  Ltd,"Community, Health & Social Care",Central S & S Alloc
Salford City Council,2015-04-07,1600531189,2252,0,2252,Solopress.Com,Children's Services,Print & Photocopying
Salford City Council,2015-04-07,601139075,2651.64,0,2651.64,Stannah Stairlifts Limited.,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-07,601138936,16072.12,0,16072.12,Streetuk Ltd Client Monies Account,Capital Expenditure,Other Works
Salford City Council,2015-04-07,601138923,1054.8,175.8,879,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2015-04-07,601138924,1134,189,945,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2015-04-07,601139072,772.24,0,772.24,Thyssenkrupp Encasa Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-07,601139077,2905.86,0,2905.86,Thyssenkrupp Encasa Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-07,601139071,6288.24,0,6288.24,Thyssenkrupp Encasa Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-07,1600531396,2675.19,0,2675.19,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2015-04-07,1600531395,3821.7,0,3821.7,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2015-04-07,1600531696,8182.91,0,8182.91,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2015-04-07,1600531702,8512.67,0,8512.67,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2015-04-07,1600531700,8625.85,0,8625.85,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2015-04-07,1600531692,9984.18,0,9984.18,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2015-04-07,1600531705,13495.14,0,13495.14,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2015-04-07,601138701,500.18,0,500.18,University Hospitals Birmingham,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-07,601138649,701.14,116.86,584.28,Whistl Uk Ltd,Customer and Support Services,Postage
Salford City Council,2015-04-07,601138652,9433.3,1572.22,7861.08,Whistl Uk Ltd,Customer and Support Services,Postage
Salford City Council,2015-04-08,601139258,671.25,0,671.25,Advanced Life Support Group,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2015-04-08,601139096,7200,0,7200,Aim Habonim,Children's Services,Grants
Salford City Council,2015-04-08,1600533251,4363.8,727.3,3636.5,Anthony Collins Solicitors Llp,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-08,1600533253,12322.49,2053.75,10268.74,Anthony Collins Solicitors Llp,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-08,1600533252,16326.24,2721.04,13605.2,Anthony Collins Solicitors Llp,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-08,601139141,6700,0,6700,Auntie Stephs Playgroup,Children's Services,Grants
Salford City Council,2015-04-08,1600532073,1080,180,900,Balmers Garden Machinery Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-04-08,601139142,2800,0,2800,Bambie Playgroup,Children's Services,Grants
Salford City Council,2015-04-08,601139165,14000,0,14000,Beis Malka,Children's Services,Grants
Salford City Council,2015-04-08,601139143,3900,0,3900,Big Steps Playgroup,Children's Services,Grants
Salford City Council,2015-04-08,601139166,24500,0,24500,Bnos Yisroel Schools Manchester Ltd,Children's Services,Grants
Salford City Council,2015-04-08,601139144,9100,0,9100,Boothstown Playgroup,Children's Services,Grants
Salford City Council,2015-04-08,601139231,693.5,109,584.5,Bradshaw International,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-04-08,601139167,10900,0,10900,Branwood Preparatory School,Children's Services,Grants
Salford City Council,2015-04-08,601139168,11900,0,11900,Bridgewater School,Children's Services,Grants
Salford City Council,2015-04-08,601139179,19900,0,19900,Broadoak Cp School,Children's Services,Grants
Salford City Council,2015-04-08,1600531358,900.36,0,900.36,Broadoak Funeral Service,"Community, Health & Social Care",Funerals
Salford City Council,2015-04-08,601139180,20600,0,20600,Broughton Jewish C F Academy,Children's Services,Grants
Salford City Council,2015-04-08,601139265,709.5,0,709.5,Broughton Jewish Cassel Fox,Children's Services,Payts to Agencies
Salford City Council,2015-04-08,601139098,7000,0,7000,Broughton Jewish Cassel Fox,Children's Services,Grants
Salford City Council,2015-04-08,601139266,1937.9,0,1937.9,Budding Wood Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-08,601139267,829.42,0,829.42,Caterpillar Corner,Children's Services,Payts to Agencies
Salford City Council,2015-04-08,601139145,5700,0,5700,Caterpillar Corner,Children's Services,Grants
Salford City Council,2015-04-08,1600531496,2052,342,1710,Cia 2000 Ltd,Children's Services,UV Light/Fire
Salford City Council,2015-04-08,601138669,630,0,630,City Of Salford Trampoline Club,Children's Services,Equipment Purchase
Salford City Council,2015-04-08,601139268,1195.94,0,1195.94,Claremont Neighbourhood Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-08,601139099,9900,0,9900,Claremont Neighbourhood Nursery,Children's Services,Grants
Salford City Council,2015-04-08,601139269,501,0,501,Early Learning Childcare,Children's Services,Payts to Agencies
Salford City Council,2015-04-08,601139100,5400,0,5400,Early Learning Childcare,Children's Services,Grants
Salford City Council,2015-04-08,601139270,1500.2,0,1500.2,Evergreen Childrens Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-08,601139101,10400,0,10400,Evergreen Childrens Day Nursery,Children's Services,Grants
Salford City Council,2015-04-08,601139271,1935.51,0,1935.51,Fairhills Playgroup,Children's Services,Payts to Agencies
Salford City Council,2015-04-08,601139146,7000,0,7000,Fairhills Playgroup,Children's Services,Grants
Salford City Council,2015-04-08,601139147,5200,0,5200,First Steps Playgroup,Children's Services,Grants
Salford City Council,2015-04-08,601139102,18600,0,18600,Fledglings (Irlam) Limited,Children's Services,Grants
Salford City Council,2015-04-08,601139103,18800,0,18800,Fledglings Day Nursery Worsley,Children's Services,Grants
Salford City Council,2015-04-08,601139272,1400,0,1400,Flutterbies Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-08,601139104,7100,0,7100,Flutterbies Day Nursery,Children's Services,Grants
Salford City Council,2015-04-08,601139118,2400,0,2400,Folly Brook Nursery Ltd,Children's Services,Grants
Salford City Council,2015-04-08,1600533274,3360.24,0,3360.24,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2015-04-08,1600532968,111336.55,0,111336.55,Foundations Support & Care Services,Children's Services,Payts to Agencies
Salford City Council,2015-04-08,601139256,518.5,0,518.5,Friends Of Walkden Station,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2015-04-08,601139273,2084.75,0,2084.75,Fun4All Cic,Children's Services,Payts to Agencies
Salford City Council,2015-04-08,601139148,2800,0,2800,Fun4All Cic,Children's Services,Grants
Salford City Council,2015-04-08,601139274,519.9,0,519.9,Funtime Playgroup,Children's Services,Payts to Agencies
Salford City Council,2015-04-08,1600532792,594,99,495,G Jones Builders,Children's Services,Dev Servs Day to Day
Salford City Council,2015-04-08,1600532067,516,86,430,G Jones Ltd,Environment and Community Safety,Dev Servs Day to Day
Salford City Council,2015-04-08,601139105,1000,0,1000,Goldman Day Nursery Ltd,Children's Services,Grants
