Strategic Group,Spend Level 1,Spend Level 2,TransNo,Seq no,Period,Supplier Text,Amount,Updated
Community Based Services,Third Party Payments,Third Party Payments,60020130,473,201010,ADDISON COURT T/A DAV HOMES LTD,434.8,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,485,201010,ADDISON COURT T/A DAV HOMES LTD,8773.64,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,474,201010,ADDISON COURT T/A DAV HOMES LTD,1720,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,10,201010,ADDISON COURT T/A DAV HOMES LTD,340.76,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,475,201010,ADDISON COURT T/A DAV HOMES LTD,1720,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,476,201010,ADDISON COURT T/A DAV HOMES LTD,1720,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,8,201010,ADDISON COURT T/A DAV HOMES LTD,533.04,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1153,201010,ADDISON COURT T/A DAV HOMES LTD,1022.72,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,471,201010,ADDISON COURT T/A DAV HOMES LTD,1744,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,477,201010,ADDISON COURT T/A DAV HOMES LTD,1744,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1158,201010,ADDISON COURT T/A DAV HOMES LTD,7508.73,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1159,201010,ADDISON COURT T/A DAV HOMES LTD,916.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,478,201010,ADDISON COURT T/A DAV HOMES LTD,1720,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,480,201010,ADDISON COURT T/A DAV HOMES LTD,3160,2011-01-05
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43606858,2,201010,ADT FIRE & SECURITY PLC,1034.72,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,42197986,2,201010,AGE CONCERN,7681.19,2011-01-04
Community Based Services,Third Party Payments,Third Party Payments,42197987,2,201010,AGE CONCERN,7829.7,2011-01-04
Community Based Services,Third Party Payments,Third Party Payments,60040378,76,201010,AGE CONCERN,3326.92,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60040379,637,201010,AGE CONCERN,3326.92,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60020130,767,201010,AGUDAS ISRAEL HOUSING ASSOC,2315.36,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,201,201010,AGUDAS ISRAEL HOUSING ASSOC,441.2,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,847,201010,AGUDAS ISRAEL HOUSING ASSOC,2697.44,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,173,201010,AGUDAS ISRAEL HOUSING ASSOC,441.2,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,807,201010,AIMGO LTD,5052,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,258,201010,AIMGO LTD,1007.2,2011-01-05
Community Based Services,Supplies and Services,Miscellaneous Supplies,42202841,2,201010,ALAN FAIRBAIRN MARQUEE HIRE,951,2011-01-20
Community Based Services,Third Party Payments,Third Party Payments,43601891,2,201010,ALAN FAIRBAIRN MARQUEE HIRE,2518,2011-01-04
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43601395,2,201010,ALBANY OFFICE EQUIP(W/SALE)LTD,516,2011-01-04
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43604355,2,201010,ALBANY OFFICE EQUIP(W/SALE)LTD,618,2011-01-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43604572,2,201010,ALBANY OFFICE EQUIP(W/SALE)LTD,2518.5,2011-01-18
Community Based Services,Purchase of Equipment,,43604643,2,201010,ALBANY OFFICE EQUIP(W/SALE)LTD,20804.9,2011-01-19
Community Based Services,Purchase of Equipment,,43604870,2,201010,ALBANY OFFICE EQUIP(W/SALE)LTD,8924,2011-01-20
Community Based Services,Supplies and Services,Miscellaneous Supplies,42200865,2,201010,ALEXANDER STREET PRESS,1199,2011-01-13
Community Based Services,Third Party Payments,Third Party Payments,60020130,936,201010,ALLIANCE CARE TRENDLEWOOD LTD,187.11,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,85,201010,ALLIANCE CARE TRENDLEWOOD LTD,45.99,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,42197808,6,201010,ALLIED HEALTHCARE GROUP LTD,33.39,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,42197808,4,201010,ALLIED HEALTHCARE GROUP LTD,2139.76,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,42197808,5,201010,ALLIED HEALTHCARE GROUP LTD,790.23,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,42199917,6,201010,ALLIED HEALTHCARE GROUP LTD,155.82,2011-01-18
Community Based Services,Third Party Payments,Third Party Payments,42199917,4,201010,ALLIED HEALTHCARE GROUP LTD,53026.35,2011-01-18
Community Based Services,Third Party Payments,Third Party Payments,42199917,7,201010,ALLIED HEALTHCARE GROUP LTD,3389.1,2011-01-18
Community Based Services,Third Party Payments,Third Party Payments,42199917,5,201010,ALLIED HEALTHCARE GROUP LTD,8600.73,2011-01-18
Community Based Services,Third Party Payments,Third Party Payments,42199917,8,201010,ALLIED HEALTHCARE GROUP LTD,222.6,2011-01-18
Community Based Services,Third Party Payments,Third Party Payments,42202059,2,201010,ALLIED HEALTHCARE GROUP LTD,1121.36,2011-01-24
Community Based Services,Third Party Payments,Third Party Payments,42199392,3,201010,ALLIED HEALTHCARE LTD T/A CARE CONCERN,3016.24,2011-01-10
Community Based Services,Third Party Payments,Third Party Payments,42199392,4,201010,ALLIED HEALTHCARE LTD T/A CARE CONCERN,1007.27,2011-01-10
Community Based Services,Third Party Payments,Third Party Payments,42203476,2,201010,ALLIED HEALTHCARE LTD T/A CARE CONCERN,912.66,2011-01-24
Community Based Services,Third Party Payments,Third Party Payments,42197988,2,201010,ALZHEIMERS DISEASE SOCIETY,2743.41,2011-01-04
Community Based Services,Third Party Payments,Third Party Payments,42197990,2,201010,ALZHEIMERS DISEASE SOCIETY,1448.6,2011-01-04
Community Based Services,Third Party Payments,Third Party Payments,42197992,2,201010,ALZHEIMERS DISEASE SOCIETY,2743.41,2011-01-04
Community Based Services,Third Party Payments,Third Party Payments,42197993,2,201010,ALZHEIMERS DISEASE SOCIETY,14531.76,2011-01-04
Community Based Services,Third Party Payments,Third Party Payments,42197994,2,201010,ALZHEIMERS DISEASE SOCIETY,22142.03,2011-01-04
Community Based Services,Third Party Payments,Third Party Payments,42197995,2,201010,ALZHEIMERS DISEASE SOCIETY,6309.84,2011-01-04
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",42203167,2,201010,ALZHEIMERS TRADING LTD,531.92,2011-01-24
Community Based Services,Third Party Payments,Third Party Payments,60020130,257,201010,ANCHOR TRUST,982.86,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,187,201010,ANCHOR TRUST,5160,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,192,201010,ANCHOR TRUST,12285.71,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,193,201010,ANCHOR TRUST,7924.29,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,202,201010,ANCHOR TRUST,1720,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,218,201010,ANCHOR TRUST,10320,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,219,201010,ANCHOR TRUST,1720,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,221,201010,ANCHOR TRUST,5160,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,354,201010,ANCHOR TRUST,7985.71,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,355,201010,ANCHOR TRUST,6880,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,356,201010,ANCHOR TRUST,1720,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,365,201010,ANCHOR TRUST,5160,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,370,201010,ANCHOR TRUST,5160,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,396,201010,ANCHOR TRUST,2334.29,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,397,201010,ANCHOR TRUST,6880,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,398,201010,ANCHOR TRUST,1720,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,548,201010,ANCHOR TRUST,5160,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,145,201010,ANCHOR TRUST,2771.56,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,153,201010,ANCHOR TRUST,2100.64,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,155,201010,ANCHOR TRUST,464.88,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,156,201010,ANCHOR TRUST,464.88,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,157,201010,ANCHOR TRUST,1927.24,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,158,201010,ANCHOR TRUST,1150.72,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,168,201010,ANCHOR TRUST,441.2,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,242,201010,ANCHOR TRUST,441.2,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,320,201010,ANCHOR TRUST,441.2,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,321,201010,ANCHOR TRUST,464.88,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,335,201010,ANCHOR TRUST,2229.89,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,336,201010,ANCHOR TRUST,2237.96,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,362,201010,ANCHOR TRUST,441.2,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,363,201010,ANCHOR TRUST,464.88,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,364,201010,ANCHOR TRUST,1428.76,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,373,201010,ANCHOR TRUST,2827.26,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,181,201010,ANCHOR TRUST,33230,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,182,201010,ANCHOR TRUST,1744,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,183,201010,ANCHOR TRUST,7598.86,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,184,201010,ANCHOR TRUST,1744,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,190,201010,ANCHOR TRUST,7536.58,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,191,201010,ANCHOR TRUST,1744,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,283,201010,ANCHOR TRUST,1744,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,334,201010,ANCHOR TRUST,1744,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,350,201010,ANCHOR TRUST,38275.14,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,351,201010,ANCHOR TRUST,6976,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,353,201010,ANCHOR TRUST,4858.29,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,369,201010,ANCHOR TRUST,1744,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,392,201010,ANCHOR TRUST,1744,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,394,201010,ANCHOR TRUST,6976,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,395,201010,ANCHOR TRUST,8720,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,549,201010,ANCHOR TRUST,747.43,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,139,201010,ANCHOR TRUST,1093.23,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,140,201010,ANCHOR TRUST,549.4,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,152,201010,ANCHOR TRUST,887.39,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,154,201010,ANCHOR TRUST,549.4,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,159,201010,ANCHOR TRUST,1199.59,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,160,201010,ANCHOR TRUST,919.32,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,318,201010,ANCHOR TRUST,972.64,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,337,201010,ANCHOR TRUST,450.88,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,338,201010,ANCHOR TRUST,549.4,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,360,201010,ANCHOR TRUST,2336.02,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,374,201010,ANCHOR TRUST,450.88,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,375,201010,ANCHOR TRUST,549.4,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,252,201010,ANCHOR TRUST,982.86,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,352,201010,ANCHOR TRUST,245.71,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,340,201010,ANCHOR TRUST,194.72,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,180,201010,ANCHOR TRUST,2180,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,284,201010,ANCHOR TRUST,1744,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,367,201010,ANCHOR TRUST,1370.29,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,550,201010,ANCHOR TRUST,1557.14,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,161,201010,ANCHOR TRUST,12.17,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,341,201010,ANCHOR TRUST,85.19,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,377,201010,ANCHOR TRUST,425.95,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,378,201010,ANCHOR TRUST,109.53,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,380,201010,ANCHOR TRUST,194.72,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,286,201010,ANCHOR TRUST,1647.44,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,391,201010,ANCHOR TRUST,1647.44,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,393,201010,ANCHOR TRUST,1647.44,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,543,201010,ANCHOR TRUST,1647.44,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60040378,8,201010,ANCHOR TRUST,20.24,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60040378,9,201010,ANCHOR TRUST,20.24,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60040378,10,201010,ANCHOR TRUST,20.24,2011-01-05
