Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq,Period,Supplier ID(T),Amount,Updated
Community Based Services,Supplies and Services,Other Running Costs,43780694,0,201312,NOVA INTERNATIONAL LTD,35000.00,2014-03-13
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43780689,0,201312,AUDIO VISUAL ARTS NORTH EAST,5000.00,2014-03-13
Community Based Services,Supplies and Services,Advertising,43778269,0,201312,GATESHEAD FC,15000.00,2014-03-03
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43784947,0,201312,FRONTRUNNER,2704.95,2014-03-31
Community Based Services,Supplies and Services,"Clothing, Uniforms & Laundry",43784643,0,201312,GREAT OUTDOOR SUPERSTORE,452.52,2014-03-28
Community Based Services,Supplies and Services,Comms & Computing,43781825,0,201312,SOLUS UK LIMITED,5000.00,2014-03-19
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43782300,0,201312,GATEWAY STUDIO PROJECT,1500.00,2014-03-19
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41057080,1,201312,REDACTED - Personal Information,1000.00,2014-03-06
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41057083,1,201312,YVETTE HAWKINS VISUAL ARTIST,1200.00,2014-03-06
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41057085,1,201312,REDACTED - Personal Information,1000.00,2014-03-06
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41059061,1,201312,REDACTED - Personal Information,450,2014-03-19
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41059070,1,201312,REDACTED - Personal Information,1200.00,2014-03-19
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41059616,1,201312,"KATE FOX, POET",2500.00,2014-03-24
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41059617,1,201312,"KATE FOX, POET",2500.00,2014-03-24
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41060110,1,201312,REDACTED - Personal Information,2400.00,2014-03-24
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41060701,1,201312,S WOOLHOUSE MA RCA,550,2014-03-25
Community Based Services,Supplies and Services,Other Running Costs,43780690,0,201312,NOVA INTERNATIONAL LTD,1000.00,2014-03-13
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43783851,0,201312,BROXAP LTD,3370.47,2014-03-26
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43785223,0,201312,BROXAP LTD,1915.00,2014-03-31
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43785065,0,201312,AV WORKS LTD,1240.00,2014-03-31
Community Based Services,Transport,Car Allowances,148008839,31,201312,COMMONWHEELS CIC,10,2014-03-14
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43782433,0,201312,MEN'S HEALTH FORUM,251.98,2014-03-20
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43782433,1,201312,MEN'S HEALTH FORUM,219.98,2014-03-20
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43782458,0,201312,NETBALL UK,110,2014-03-20
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43782458,1,201312,NETBALL UK,317,2014-03-20
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43783798,0,201312,NHS CENTRAL MIDLANDS CSU,3687.50,2014-03-26
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41059077,1,201312,WERNICK HIRE LTD,417.14,2014-03-18
Community Based Services,Supplies and Services,"Clothing, Uniforms & Laundry",43782432,0,201312,ARCO LTD,368.51,2014-03-20
Community Based Services,Supplies and Services,"Clothing, Uniforms & Laundry",43782432,1,201312,ARCO LTD,914.84,2014-03-20
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43785187,0,201312,GATESHEAD REDHEUGH (1957),450,2014-03-31
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43781225,0,201312,THOMAS SPORTS,14.25,2014-03-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43781225,1,201312,THOMAS SPORTS,347.7,2014-03-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43782431,0,201312,ARCH,1000.00,2014-03-20
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43782437,0,201312,ARCH,266,2014-03-20
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43782437,1,201312,ARCH,798,2014-03-20
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43782456,0,201312,KB CYCLES,1179.99,2014-03-20
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43782456,1,201312,KB CYCLES,2999.97,2014-03-20
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43783130,0,201312,ASTLEY SIGNS LIMITED,5000.00,2014-03-24
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41060709,1,201312,BIRTLEY COMMUNITY PARTNERSHIP,750,2014-03-27
Community Based Services,Supplies and Services,Comms & Computing,148008667,7,201312,BRITISH TELECOM,12.63,2014-03-04
Community Based Services,Supplies and Services,Comms & Computing,148008669,7,201312,BRITISH TELECOM,12.63,2014-03-04
Community Based Services,Supplies and Services,Comms & Computing,148008667,6,201312,BRITISH TELECOM,12.63,2014-03-04
Community Based Services,Supplies and Services,Comms & Computing,148008668,8,201312,BRITISH TELECOM,12.63,2014-03-04
Community Based Services,Supplies and Services,Comms & Computing,148008669,6,201312,BRITISH TELECOM,12.63,2014-03-04
Community Based Services,Supplies and Services,Comms & Computing,148008933,7,201312,BRITISH TELECOM,12.63,2014-03-18
Community Based Services,Supplies and Services,Comms & Computing,148009066,7,201312,BRITISH TELECOM,12.63,2014-03-25
Community Based Services,Supplies and Services,Comms & Computing,148008748,20,201312,VIRGIN MEDIA PAYMENTS LTD,49,2014-03-07
Community Based Services,Supplies and Services,Comms & Computing,148009065,24,201312,VIRGIN MEDIA PAYMENTS LTD,49,2014-03-25
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43781007,0,201312,GROUNDWORK NORTH EAST,500,2014-03-17
Community Based Services,Supplies and Services,Comms & Computing,148008748,11,201312,VIRGIN MEDIA PAYMENTS LTD,70,2014-03-07
Community Based Services,Supplies and Services,Comms & Computing,148009065,11,201312,VIRGIN MEDIA PAYMENTS LTD,70,2014-03-25
Community Based Services,Supplies and Services,Comms & Computing,148008668,9,201312,BRITISH TELECOM,12.63,2014-03-04
Community Based Services,Supplies and Services,Comms & Computing,148008933,8,201312,BRITISH TELECOM,12.63,2014-03-18
Community Based Services,Supplies and Services,Comms & Computing,148009066,8,201312,BRITISH TELECOM,12.63,2014-03-25
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41057928,1,201312,BIBLIOTHECA LIMITED,6000.00,2014-03-12
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43779095,0,201312,ASKEWS LIBRARY SERVICES LTD,244.91,2014-03-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43779095,1,201312,ASKEWS LIBRARY SERVICES LTD,3825.87,2014-03-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43779096,0,201312,ULVERSCROFT LARGE PRINT BOOKS,810,2014-03-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43779097,0,201312,ULVERSCROFT LARGE PRINT BOOKS,705.74,2014-03-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43779098,0,201312,ULVERSCROFT LARGE PRINT BOOKS,1155.18,2014-03-12
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43779099,0,201312,ULVERSCROFT LARGE PRINT BOOKS,603.5,2014-03-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43779624,0,201312,ASKEWS LIBRARY SERVICES LTD,5500.52,2014-03-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43779626,0,201312,ASKEWS LIBRARY SERVICES LTD,4548.71,2014-03-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43780941,0,201312,ASKEWS LIBRARY SERVICES LTD,231.75,2014-03-18
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43780941,1,201312,ASKEWS LIBRARY SERVICES LTD,1903.91,2014-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,148008706,24,201312,CLICK TRAVEL LTD,90.88,2014-03-07
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43779182,0,201312,THOMAS OWEN & SONS LTD,675.11,2014-03-06
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43771957,0,201312,PC WORLD BUSINESS,113.31,2014-03-04
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43783095,0,201312,WILLEY & BUNKER LTD,1610.98,2014-03-25
Community Based Services,Supplies and Services,Comms & Computing,43779179,0,201312,CAPITA BUSINESS SERVICES LTD,2720.00,2014-03-11
Community Based Services,Supplies and Services,Comms & Computing,43782290,0,201312,CAPITA BUSINESS SERVICES LTD,2380.00,2014-03-19
Community Based Services,Supplies and Services,Comms & Computing,43784112,0,201312,INSIGHT DIRECT UK LTD,617.52,2014-03-27
Community Based Services,Supplies and Services,Other Running Costs,43780940,0,201312,OXFORD UNIVERSITY PRESS,3536.00,2014-03-18
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43771957,1,201312,PC WORLD BUSINESS,113.31,2014-03-04
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43771957,2,201312,PC WORLD BUSINESS,226.65,2014-03-04
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43781134,0,201312,HOPE EDUCATION LTD,462.3,2014-03-17
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43782130,0,201312,HOPE EDUCATION LTD,520,2014-03-19
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",147004927,1,201312,MAKERSPACE LTD,475,2014-03-18
Community Based Services,Supplies and Services,Comms & Computing,148008748,5,201312,VIRGIN MEDIA PAYMENTS LTD,70,2014-03-07
Community Based Services,Supplies and Services,Comms & Computing,148009065,5,201312,VIRGIN MEDIA PAYMENTS LTD,70,2014-03-25
Community Based Services,Third Party Payments,Third Party Payments,41057044,1,201312,EDUTAINMENT BY DON SWEENEY,3200.00,2014-03-07
Community Based Services,Third Party Payments,Third Party Payments,41057891,1,201312,IMPROVING HEALTH AND WELLBEING UK,10000.00,2014-03-13
Community Based Services,Third Party Payments,Third Party Payments,41059336,1,201312,NHS GATESHEAD CCG,530248.00,2014-03-20
Community Based Services,Third Party Payments,Third Party Payments,41057788,3,201312,SOUTH TYNESIDE NHS FOUNDATION TRUST,78629.00,2014-03-11
Community Based Services,Third Party Payments,Third Party Payments,41060264,1,201312,HEALTH DIAGNOSTICS LTD,13688.08,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,41060266,1,201312,HEALTH DIAGNOSTICS LTD,7770.00,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,41060267,1,201312,HEALTH DIAGNOSTICS LTD,5670.00,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,147004939,1,201312,FELL TOWER MEDICAL CENTRE,2055.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004940,1,201312,BENSHAM FAMILY PRACTICE,1155.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004941,1,201312,REDACTED - Personal Information,3340.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004942,1,201312,LONGRIGG MEDICAL CENTRE,5805.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004943,1,201312,OXFORD TERRACE MEDICAL GROUP,3745.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004944,1,201312,GLENPARK MEDICAL SERVICES,4950.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004945,1,201312,FELL COTTAGE SURGERY,915,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004946,1,201312,BIRTLEY MEDICAL GROUP,10730.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004947,1,201312,CROWHALL MEDICAL GROUP,890,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004948,1,201312,CHAINBRIDGE MEDICAL PART'SHIP,5400.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004951,1,201312,THE MILLENNIUM FAMILY PRACTICE,1145.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004952,1,201312,CRAWCROOK MEDICAL CENTRE,2085.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004953,1,201312,HIGH STREET MEDICAL CENTRE,2250.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004954,1,201312,THE CROFT SURGERY,6835.00,2014-03-20
Community Based Services,Third Party Payments,Third Party Payments,147004955,1,201312,BEWICK ROAD SURGERY,3045.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004956,1,201312,OLDWELL MEDICAL PARTNERSHIP,1090.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004957,1,201312,CENTRAL GATESHEAD MEDICAL GROUP,5480.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004958,1,201312,WHICKHAM COTTAGE MEDICAL CENTRE,4425.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004959,1,201312,REDACTED - Personal Information,1235.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004960,1,201312,TEAMS MEDICAL PRACTICE,1015.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004961,1,201312,PRIMARY HEALTH CARE CENTRE,1115.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004962,1,201312,BEACON VIEW MEDICAL CENTRE,2225.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004964,1,201312,KRISHNAN'S SURGERY,1920.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004965,1,201312,PELAW MEDICAL PRACTICE,42010.00,2014-03-20
Community Based Services,Third Party Payments,Third Party Payments,147004966,1,201312,BRIDGES MEDICAL PRACTICE,665,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004967,1,201312,HOLLYHIRST MEDICAL CENTRE,1095.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004968,1,201312,REDACTED - Personal Information,960,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,41056723,1,201312,WHITWORTHS CHEMIST LTD,425,2014-03-05
Community Based Services,Transport,Public Transport and Taxi Fares,148009058,21,201312,CLICK TRAVEL LTD,124.7,2014-03-25
Community Based Services,Transport,Public Transport and Taxi Fares,148009058,31,201312,CLICK TRAVEL LTD,221.66,2014-03-25
Community Based Services,Transport,Public Transport and Taxi Fares,148009058,32,201312,CLICK TRAVEL LTD,221.66,2014-03-25
Community Based Services,Transport,Public Transport and Taxi Fares,148009183,20,201312,CLICK TRAVEL LTD,45.94,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41056800,1,201312,SOUTH TYNESIDE MBC,51450.08,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,41057657,1,201312,SOUTH TYNESIDE MBC,14842.00,2014-03-11
Community Based Services,Third Party Payments,Third Party Payments,41057750,1,201312,BLUEGRASS RESEARCH LTD,987.5,2014-03-11
Community Based Services,Third Party Payments,Third Party Payments,41057749,1,201312,PUBLIC HEALTH ENGLAND,53711.93,2014-03-11
Community Based Services,Third Party Payments,Third Party Payments,41057456,1,201312,GATESHEAD HEALTH NHS TRUST,6250.00,2014-03-11
Community Based Services,Third Party Payments,Third Party Payments,41058262,1,201312,GATESHEAD HEALTH NHS TRUST,6250.00,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,147004736,1,201312,GATESHEAD HEALTH NHS TRUST,10605.50,2014-03-13
Community Based Services,Third Party Payments,Third Party Payments,147004737,1,201312,GATESHEAD HEALTH NHS TRUST,10605.50,2014-03-13
Community Based Services,Third Party Payments,Third Party Payments,147004739,1,201312,GATESHEAD HEALTH NHS TRUST,21211.00,2014-03-13
Community Based Services,Third Party Payments,Third Party Payments,147004741,1,201312,GATESHEAD HEALTH NHS TRUST,10605.50,2014-03-13
Community Based Services,Third Party Payments,Third Party Payments,147004743,1,201312,GATESHEAD HEALTH NHS TRUST,10605.50,2014-03-13
