Strategic Group,Spend Level 1,Spend Level 2,TransNo,Seq no,Period,Supplier Text,Amount,Updated
Community Based Services,Third Party Payments,Third Party Payments,42193693,6,201009,MENCAP,7139.66,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,42193693,9,201009,MENCAP,3003.38,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,42193693,11,201009,MENCAP,6603.48,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,42193693,12,201009,MENCAP,3051.2,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,42193693,5,201009,MENCAP,17357.72,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,42193693,8,201009,MENCAP,4783.29,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,42193693,10,201009,MENCAP,1733.48,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,42193693,13,201009,MENCAP,5684.2,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,42193693,7,201009,MENCAP,13618.78,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,42193700,2,201009,MENCAP,1361.62,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,42194910,3,201009,MENCAP,14436.56,2010-12-20
Community Based Services,Third Party Payments,Third Party Payments,42194910,4,201009,MENCAP,698.84,2010-12-20
Community Based Services,Supplies and Services,Advertising,43598602,2,201009,BOOK TOKENS LTD,1011.6,2010-12-09
Community Based Services,Supplies and Services,Comms & Computing,43598597,2,201009,INFO TECHNOLOGY SUPPLY LTD,1800,2010-12-09
Community Based Services,Employees,Indirect Employee Expenses,43598591,3,201009,TYNE & WEAR LGV,1950,2010-12-08
Community Based Services,Employees,Indirect Employee Expenses,43598591,4,201009,TYNE & WEAR LGV,345,2010-12-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43600125,2,201009,STAGE ELECTRICS PARTNERSHIP LTD,392.04,2010-12-15
Community Based Services,Consultants,,43600211,2,201009,PINSENT MASONS,11117.94,2010-12-15
Community Based Services,Other Costs,,42190980,2,201009,FREELIFT LTD,2610,2010-12-02
Community Based Services,Other Costs,,42191206,2,201009,FREELIFT LTD,4970,2010-12-03
Community Based Services,Other Costs,,42191274,2,201009,FREELIFT LTD,2020,2010-12-06
Community Based Services,Other Costs,,42192249,2,201009,FREELIFT LTD,2280,2010-12-09
Community Based Services,Other Costs,,42192252,2,201009,FREELIFT LTD,5552,2010-12-09
Community Based Services,Other Costs,,42192254,2,201009,FREELIFT LTD,4320,2010-12-09
Community Based Services,Other Costs,,42192257,2,201009,FREELIFT LTD,2346,2010-12-09
Community Based Services,Other Costs,,42192260,2,201009,FREELIFT LTD,4480,2010-12-09
Community Based Services,Other Costs,,42192261,2,201009,FREELIFT LTD,4280,2010-12-09
Community Based Services,Other Costs,,42193160,2,201009,FREELIFT LTD,2280,2010-12-14
Community Based Services,Other Costs,,42193161,2,201009,FREELIFT LTD,2650,2010-12-14
Community Based Services,Other Costs,,42193163,2,201009,FREELIFT LTD,2180,2010-12-14
Community Based Services,Other Costs,,42193944,2,201009,FREELIFT LTD,2145,2010-12-14
Community Based Services,Works,,42194002,2,201009,FREELIFT LTD,2030,2010-12-15
Community Based Services,Works,,42194003,2,201009,FREELIFT LTD,1930,2010-12-15
Community Based Services,Works,,42194011,2,201009,FREELIFT LTD,4757,2010-12-15
Community Based Services,Works,,42194012,2,201009,FREELIFT LTD,2510,2010-12-15
Community Based Services,Works,,42194013,2,201009,FREELIFT LTD,1270,2010-12-15
Community Based Services,Other Costs,,42194519,2,201009,FREELIFT LTD,2310,2010-12-16
Community Based Services,Premises,Rep & Maint,43598749,2,201009,FREELIFT LTD,1800,2010-12-09
Community Based Services,Third Party Payments,Third Party Payments,60040377,318,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,461,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,463,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,490,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,491,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,492,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,493,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,494,201009,B & N HOUSING ASSOCIATION,104.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,495,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,496,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,497,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,498,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,499,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,500,201009,B & N HOUSING ASSOCIATION,12.79,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,501,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,502,201009,B & N HOUSING ASSOCIATION,15.56,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,503,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,508,201009,B & N HOUSING ASSOCIATION,15.56,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,510,201009,B & N HOUSING ASSOCIATION,15.56,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,511,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,512,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,513,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,514,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,814,201009,B & N HOUSING ASSOCIATION,59.68,2010-12-02
Community Based Services,Consultants,,43598378,2,201009,GRANT THORNTON,8746,2010-12-07
Community Based Services,Consultants,,43599234,2,201009,GRANT THORNTON,4442,2010-12-10
Community Based Services,Premises,Rep & Maint,43598376,2,201009,MARK CONNELLY PRACTICAL CONSERVATION MANAGEMENT,660,2010-12-08
Community Based Services,Supplies and Services,Miscellaneous Supplies,43598577,2,201009,MARK CONNELLY PRACTICAL CONSERVATION MANAGEMENT,640,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,42197165,2,201009,GATESHEAD OLDER PEOPLE'S ASSEMBLY,8393.5,2010-12-23
Community Based Services,Supplies and Services,Other Running Costs,42194151,3,201009,MARSH UK LTD,39332.95,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,60020128,485,201009,SHOTLEY PARK HE LTD,1660,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,774,201009,SHOTLEY PARK HE LTD,441.2,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,610,201009,ST GEORGE'S NURSING HOME,1660,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,611,201009,ST GEORGE'S NURSING HOME,1660,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,884,201009,ST GEORGE'S NURSING HOME,445.04,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,885,201009,ST GEORGE'S NURSING HOME,493.64,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,596,201009,ATLAS DENE HALL,9904.88,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60040377,828,201009,INTERACTIVE DEVELOPMENT LTD,4935.15,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,829,201009,INTERACTIVE DEVELOPMENT LTD,1273.4,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,826,201009,INTERACTIVE DEVELOPMENT LTD,2867.62,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,42191637,6,201009,CHOICE SERVICES LTD,311.64,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,42191637,7,201009,CHOICE SERVICES LTD,1875.41,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,42191637,8,201009,CHOICE SERVICES LTD,6794.87,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,42191637,9,201009,CHOICE SERVICES LTD,973.87,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,42191637,5,201009,CHOICE SERVICES LTD,19407.11,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,42194649,4,201009,CHOICE SERVICES LTD,634.41,2010-12-20
Community Based Services,Third Party Payments,Third Party Payments,42194649,6,201009,CHOICE SERVICES LTD,2206.13,2010-12-20
Community Based Services,Third Party Payments,Third Party Payments,42194649,5,201009,CHOICE SERVICES LTD,5410.85,2010-12-20
Community Based Services,Supplies and Services,Miscellaneous Supplies,42190418,2,201009,ARGYLE ESTATE RESIDENTS ASSOCIATION,1739,2010-12-01
Community Based Services,Third Party Payments,Third Party Payments,42191953,6,201009,360 HEALTHCARE LTD,645.54,2010-12-09
Community Based Services,Third Party Payments,Third Party Payments,42191953,4,201009,360 HEALTHCARE LTD,35357.27,2010-12-09
Community Based Services,Third Party Payments,Third Party Payments,42191953,7,201009,360 HEALTHCARE LTD,1062.92,2010-12-09
Community Based Services,Third Party Payments,Third Party Payments,42191953,5,201009,360 HEALTHCARE LTD,19049.01,2010-12-09
Community Based Services,Third Party Payments,Third Party Payments,42191953,8,201009,360 HEALTHCARE LTD,133.56,2010-12-09
Community Based Services,Third Party Payments,Third Party Payments,60020128,583,201009,SUNNINGDALE HOUSE,1684,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,882,201009,SUNNINGDALE HOUSE,591.8,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,584,201009,FOUR SEASONS HEALTH CARE,1744,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,585,201009,PUTNEY HOUSE LTD,7408.48,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,878,201009,PUTNEY HOUSE LTD,284.6,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,586,201009,GAINFORD CARE HOMES,30064.04,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,881,201009,GAINFORD CARE HOMES,284.6,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,587,201009,GAINFORD CARE HOMES,3184.8,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,581,201009,GAINFORD CARE HOMES,2064.52,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,304,201009,BARCHESTER HEALTHCARE,5256,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,305,201009,BARCHESTER HEALTHCARE,7195.71,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,306,201009,BARCHESTER HEALTHCARE,1752,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,307,201009,BARCHESTER HEALTHCARE,10512,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,880,201009,BARCHESTER HEALTHCARE,1453.12,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,883,201009,BARCHESTER HEALTHCARE,3210.97,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,886,201009,BARCHESTER HEALTHCARE,1879.16,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,302,201009,BARCHESTER HEALTHCARE,4068.57,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,308,201009,BARCHESTER HEALTHCARE,16524.23,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,310,201009,BARCHESTER HEALTHCARE,2860.71,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,311,201009,BARCHESTER HEALTHCARE,3560,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,887,201009,BARCHESTER HEALTHCARE,1365.48,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,889,201009,BARCHESTER HEALTHCARE,4545.84,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,895,201009,BARCHESTER HEALTHCARE,441.2,2010-12-08
Community Based Services,Transport,Contract Hire,42194518,47,201009,GATESHEAD CENTRAL TAXIS,1722,2010-12-16
Community Based Services,Transport,Contract Hire,42194518,48,201009,GATESHEAD CENTRAL TAXIS,2142,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,17,201009,GATESHEAD CENTRAL TAXIS,480,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,19,201009,GATESHEAD CENTRAL TAXIS,1224,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,20,201009,GATESHEAD CENTRAL TAXIS,330,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,21,201009,GATESHEAD CENTRAL TAXIS,380,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,23,201009,GATESHEAD CENTRAL TAXIS,10,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,24,201009,GATESHEAD CENTRAL TAXIS,1220,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,26,201009,GATESHEAD CENTRAL TAXIS,10,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,29,201009,GATESHEAD CENTRAL TAXIS,160,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,30,201009,GATESHEAD CENTRAL TAXIS,1178,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,42,201009,GATESHEAD CENTRAL TAXIS,48,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,44,201009,GATESHEAD CENTRAL TAXIS,600,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,45,201009,GATESHEAD CENTRAL TAXIS,600,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,46,201009,GATESHEAD CENTRAL TAXIS,120,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,18,201009,GATESHEAD CENTRAL TAXIS,208,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,25,201009,GATESHEAD CENTRAL TAXIS,304,2010-12-16
Community Based Services,Transport,Public Transport and Taxi Fares,42194518,49,201009,GATESHEAD CENTRAL TAXIS,380,2010-12-16
Community Based Services,Third Party Payments,Third Party Payments,60020128,593,201009,GAINFORD CARE HOME,1684,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,595,201009,GAINFORD CARE HOME,1684,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,613,201009,GAINFORD CARE HOME,5052,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,892,201009,GAINFORD CARE HOME,1848.48,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,894,201009,GAINFORD CARE HOME,441.2,2010-12-08
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43600338,2,201009,E R I C,1440,2010-12-17
Community Based Services,Third Party Payments,Third Party Payments,42191814,2,201009,B.A.B. ACCOMMODATION LIMITED,1350,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,42191816,2,201009,B.A.B. ACCOMMODATION LIMITED,1350,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,42191827,2,201009,B.A.B. ACCOMMODATION LIMITED,1350,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,42191828,2,201009,B.A.B. ACCOMMODATION LIMITED,1350,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,42191830,2,201009,B.A.B. ACCOMMODATION LIMITED,1350,2010-12-08
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",42192093,2,201009,INSTITUTE OF MONEY ADVISERS,531.51,2010-12-08
